WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
156.6, None, None, 96.6, None,2020-12-16 00:00:00, None,51
158.0, None, None, 96.0, None,2020-12-16 01:00:00, None,51
146.3, None, None, 95.6, None,2020-12-16 02:00:00, None,51
156.8, None, None, 96.8, None,2020-12-16 03:00:00, None,51
182.1, None, None, 96.6, None,2020-12-16 04:00:00, None,51
155.5, None, None, 96.5, None,2020-12-16 05:00:00, None,51
156.5, None, None, 95.8, None,2020-12-16 06:00:00, None,51
159.8, None, None, 95.7, None,2020-12-16 07:00:00, None,51
155.5, None, None, 94.7, None,2020-12-16 08:00:00, None,51
140.5, None, None, 96.4, None,2020-12-16 09:00:00, None,51
135.0, None, None, 94.5, None,2020-12-16 10:00:00, None,51
129.6, None, None, 87.8, None,2020-12-16 11:00:00, None,51
125.5, None, None, 84.4, None,2020-12-16 12:00:00, None,51
141.2, None, None, 84.3, None,2020-12-16 13:00:00, None,51
144.1, None, None, 89.1, None,2020-12-16 14:00:00, None,51
138.4, None, None, 95.6, None,2020-12-16 15:00:00, None,51
155.7, None, None, 97.1, None,2020-12-16 16:00:00, None,51
146.7, None, None, 97.9, None,2020-12-16 17:00:00, None,51
180.6, None, None, 99.4, None,2020-12-16 18:00:00, None,51
186.8, None, None, 99.6, None,2020-12-16 19:00:00, None,51
292.4, None, None, 100.0, None,2020-12-16 20:00:00, None,51
158.1, None, None, 100.0, None,2020-12-16 21:00:00, None,51
335.2, None, None, 100.0, None,2020-12-16 22:00:00, None,51
304.9, None, None, 99.4, None,2020-12-16 23:00:00, None,51
295.3, None, None, 100.0, None,2020-12-17 00:00:00, None,51
287.7, None, None, 99.7, None,2020-12-17 01:00:00, None,51
300.4, None, None, 97.4, None,2020-12-17 02:00:00, None,51
299.3, None, None, 97.4, None,2020-12-17 03:00:00, None,51
312.5, None, None, 98.6, None,2020-12-17 04:00:00, None,51
357.9, None, None, 100.0, None,2020-12-17 05:00:00, None,51
320.3, None, None, 100.0, None,2020-12-17 06:00:00, None,51
330.5, None, None, 100.0, None,2020-12-17 07:00:00, None,51
39.4, None, None, 99.7, None,2020-12-17 08:00:00, None,51
200.0, None, None, 99.3, None,2020-12-17 09:00:00, None,51
161.8, None, None, 98.5, None,2020-12-17 10:00:00, None,51
168.5, None, None, 99.2, None,2020-12-17 11:00:00, None,51
160.9, None, None, 98.9, None,2020-12-17 12:00:00, None,51
156.7, None, None, 99.2, None,2020-12-17 13:00:00, None,51
180.8, None, None, 99.6, None,2020-12-17 14:00:00, None,51
196.3, None, None, 99.8, None,2020-12-17 15:00:00, None,51
350.7, None, None, 99.9, None,2020-12-17 16:00:00, None,51
293.8, None, None, 98.2, None,2020-12-17 17:00:00, None,51
198.6, None, None, 98.4, None,2020-12-17 18:00:00, None,51
