station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2015-01-01 00:00:00, 10.9, -7.9, -13.0
2015-01-02 00:00:00, 6.8, -9.0, -23.0
2015-01-03 00:00:00, 2.4, -18.7, -27.1
2015-01-04 00:00:00, 1.4, -26.9, -30.2
2015-01-05 00:00:00, 0.0, -15.6, -23.4
2015-01-06 00:00:00, 5.3, -9.7, -15.6
2015-01-07 00:00:00, 8.1, -7.5, -10.4
2015-01-08 00:00:00, 0.0, -9.2, -17.4
2015-01-09 00:00:00, 0.0, -10.0, -16.0
2015-01-10 00:00:00, 0.0, -7.2, -10.5
2015-01-11 00:00:00, 0.0, -5.5, -10.0
2015-01-12 00:00:00, 0.0, -3.3, -6.7
2015-01-13 00:00:00, 0.0, -4.3, -4.4
2015-01-14 00:00:00, 0.0, -1.5, -5.2
2015-01-15 00:00:00, 5.2, 0.7, -1.2
2015-01-16 00:00:00, 0.0, -0.1, -3.8
2015-01-17 00:00:00, 0.0, -1.9, -6.8
2015-01-18 00:00:00, 0.0, -0.2, -3.5
2015-01-19 00:00:00, 0.0, 1.1, -5.1
2015-01-20 00:00:00, 3.0, -3.1, -5.7
2015-01-21 00:00:00, 4.8, 1.2, -3.3
2015-01-22 00:00:00, 2.2, 1.9, 0.3
2015-01-23 00:00:00, 0.1, 2.0, -0.5
2015-01-24 00:00:00, 4.6, 0.3, -3.0
2015-01-25 00:00:00, 0.8, 7.4, 0.2
2015-01-26 00:00:00, 0.0, 2.7, -1.3
2015-01-27 00:00:00, 0.0, 0.6, -3.0
2015-01-28 00:00:00, 1.7, -3.3, -5.5
2015-01-29 00:00:00, 1.6, -2.9, -7.2
2015-01-30 00:00:00, 0.1, -2.3, -13.4
2015-01-31 00:00:00, 0.0, -4.9, -12.9
2015-02-01 00:00:00, 0.5, -8.1, -12.6
2015-02-02 00:00:00, 1.3, -7.0, -23.1
2015-02-03 00:00:00, 0.0, -14.8, -26.8
2015-02-04 00:00:00, 0.0, -10.0, -17.5
2015-02-05 00:00:00, 6.1, -9.6, -18.9
2015-02-06 00:00:00, 18.7, -18.6, -19.9
2015-02-07 00:00:00, 5.9, -11.1, -25.5
2015-02-08 00:00:00, 0.0, -11.7, -27.2
2015-02-09 00:00:00, 0.0, -4.7, -18.6
2015-02-10 00:00:00, 0.0, -7.9, -22.4
2015-02-11 00:00:00, 5.1, -7.6, -16.5
2015-02-12 00:00:00, 4.9, -0.7, -8.1
2015-02-13 00:00:00, 5.8, 0.9, -1.4
2015-02-14 00:00:00, 0.0, 3.2, -3.8
2015-02-15 00:00:00, 0.2, 1.6, -9.1
2015-02-16 00:00:00, 0.1, -1.5, -12.2
2015-02-17 00:00:00, 0.0, -0.4, -7.1
2015-02-18 00:00:00, 0.3, 0.3, -10.0
2015-02-19 00:00:00, 0.2, 1.6, -9.7
2015-02-20 00:00:00, 0.3, 2.9, -9.9
2015-02-21 00:00:00, 0.0, 4.7, -4.1
2015-02-22 00:00:00, 0.0, 3.0, -4.8
2015-02-23 00:00:00, 0.0, 3.3, -6.5
2015-02-24 00:00:00, 0.4, 8.8, -8.3
2015-02-25 00:00:00, 0.1, 3.5, -11.8
2015-02-26 00:00:00, 0.1, 3.0, -7.9
2015-02-27 00:00:00, 0.3, 2.0, -14.1
2015-02-28 00:00:00, 0.0, -0.4, -17.2
2015-03-01 00:00:00, 0.0, -0.2, -14.9
2015-03-02 00:00:00, 0.0, -3.2, -17.9
2015-03-03 00:00:00, 0.0, -4.1, -22.8
2015-03-04 00:00:00, 0.0, -3.2, -18.6
2015-03-05 00:00:00, 2.9, 1.5, -11.0
2015-03-06 00:00:00, 0.8, 7.9, -6.7
2015-03-07 00:00:00, 0.3, 6.4, -10.4
2015-03-08 00:00:00, 0.1, 9.8, -1.1
2015-03-09 00:00:00, 0.0, 7.1, -7.0
2015-03-10 00:00:00, 0.0, 6.2, -10.3
2015-03-11 00:00:00, 8.5, -1.5, -4.4
2015-03-12 00:00:00, 3.1, 6.7, -3.5
2015-03-13 00:00:00, 0.1, 10.3, -0.3
2015-03-14 00:00:00, 5.3, 8.5, -2.4
2015-03-15 00:00:00, 0.2, 3.3, -9.2
2015-03-16 00:00:00, 0.0, 4.9, -11.9
2015-03-17 00:00:00, 0.0, 7.8, -9.9
2015-03-18 00:00:00, 0.2, 8.0, -8.0
2015-03-19 00:00:00, 2.0, 7.7, 0.2
2015-03-20 00:00:00, 2.5, 3.3, -3.3
2015-03-21 00:00:00, 0.0, 4.7, -6.6
2015-03-22 00:00:00, 0.0, 4.3, -5.1
2015-03-23 00:00:00, 0.0, 7.3, -8.5
2015-03-24 00:00:00, 0.2, 4.7, -3.3
2015-03-25 00:00:00, 1.2, 5.6, -4.6
2015-03-26 00:00:00, 8.0, 5.3, 0.4
2015-03-27 00:00:00, 0.3, 8.1, -1.8
2015-03-28 00:00:00, 3.3, 9.6, -5.1
2015-03-29 00:00:00, 3.0, 6.5, 0.1
2015-03-30 00:00:00, 0.4, 5.2, -3.2
2015-03-31 00:00:00, 0.8, 5.7, -1.1
2015-04-01 00:00:00, 0.5, 9.0, -3.5
2015-04-02 00:00:00, 0.0, 7.9, -6.6
2015-04-03 00:00:00, 0.0, 7.8, -6.2
2015-04-04 00:00:00, 0.0, 5.0, 0.2
2015-04-05 00:00:00, 0.0, 5.4, -2.7
2015-04-06 00:00:00, 0.0, 9.9, -4.1
2015-04-07 00:00:00, 0.0, 10.2, -6.6
2015-04-08 00:00:00, 0.0, 12.8, -5.6
2015-04-09 00:00:00, 0.0, 13.3, -5.3
2015-04-10 00:00:00, 0.7, 9.3, -5.2
2015-04-11 00:00:00, 0.1, 5.8, -0.9
2015-04-12 00:00:00, 0.2, 4.9, -4.5
2015-04-13 00:00:00, 1.6, 8.7, -7.2
2015-04-14 00:00:00, 1.1, 6.9, -1.4
2015-04-15 00:00:00, 0.9, 6.2, -2.8
2015-04-16 00:00:00, 0.6, 11.4, -1.5
2015-04-17 00:00:00, 5.2, 8.1, -3.0
2015-04-18 00:00:00, 0.0, 10.3, -5.2
2015-04-19 00:00:00, 0.0, 12.7, -4.3
2015-04-20 00:00:00, 0.0, 17.1, -1.6
2015-04-21 00:00:00, 0.5, 9.7, 2.2
2015-04-22 00:00:00, 6.7, 6.8, 1.8
2015-04-23 00:00:00, 0.0, 7.4, 0.6
2015-04-24 00:00:00, 0.0, 6.6, 0.8
2015-04-25 00:00:00, 0.0, 10.7, -2.1
2015-04-26 00:00:00, 2.9, 12.0, -3.6
2015-04-27 00:00:00, 5.5, 9.7, 0.5
2015-04-28 00:00:00, 4.6, 10.9, 0.6
2015-04-29 00:00:00, 0.0, 10.4, -1.7
2015-04-30 00:00:00, 0.5, 7.6, -1.6
2015-05-01 00:00:00, 2.7, 8.3, -0.2
2015-05-02 00:00:00, 0.0, 10.0, -2.1
2015-05-03 00:00:00, 0.0, 11.6, -3.5
2015-05-04 00:00:00, 0.0, 7.0, 2.1
2015-05-05 00:00:00, 0.0, 8.4, -1.9
2015-05-06 00:00:00, 0.0, 14.6, -4.1
2015-05-07 00:00:00, 0.0, 16.9, -2.4
2015-05-08 00:00:00, 0.0, 19.6, -2.0
2015-05-09 00:00:00, 0.0, 22.8, -0.4
2015-05-10 00:00:00, 0.0, 25.5, 1.5
2015-05-11 00:00:00, 0.0, 24.9, 3.7
2015-05-12 00:00:00, 0.0, 25.1, 2.6
2015-05-13 00:00:00, 0.0, 23.3, 2.3
2015-05-14 00:00:00, 0.0, 24.1, 1.2
2015-05-15 00:00:00, 0.8, 24.3, 1.5
2015-05-16 00:00:00, 0.0, 16.6, 1.2
2015-05-17 00:00:00, 0.0, 21.6, -1.4
2015-05-18 00:00:00, 0.0, 20.3, 0.0
2015-05-19 00:00:00, 0.0, 20.6, 3.9
2015-05-20 00:00:00, 0.6, 20.4, 6.1
2015-05-21 00:00:00, 0.0, 24.7, 6.6
2015-05-22 00:00:00, 0.0, 25.4, 10.8
2015-05-23 00:00:00, 0.0, 26.3, 8.7
2015-05-24 00:00:00, 0.0, 25.6, 6.4
2015-05-25 00:00:00, 0.3, 20.9, 6.5
2015-05-26 00:00:00, 2.2, 20.7, 7.4
2015-05-27 00:00:00, 0.5, 25.8, 6.1
2015-05-28 00:00:00, 7.7, 9.8, 4.2
2015-05-29 00:00:00, 0.7, 10.1, 4.4
2015-05-30 00:00:00, 0.6, 13.4, 4.3
2015-05-31 00:00:00, 1.1, 20.0, 2.2
2015-06-01 00:00:00, 0.0, 20.2, 6.6
2015-06-02 00:00:00, 0.3, 21.9, 3.5
2015-06-03 00:00:00, 12.4, 15.2, 8.4
2015-06-04 00:00:00, 0.0, 22.3, 7.4
2015-06-05 00:00:00, 0.0, 20.2, 6.6
2015-06-06 00:00:00, 0.0, 22.4, 4.9
2015-06-07 00:00:00, 3.3, 17.0, 8.4
2015-06-08 00:00:00, 0.3, 20.6, 6.2
2015-06-09 00:00:00, 0.0, 22.9, 2.9
2015-06-10 00:00:00, 0.0, 21.3, 3.6
2015-06-11 00:00:00, 1.2, 15.3, 3.0
2015-06-12 00:00:00, 0.5, 14.1, 5.4
2015-06-13 00:00:00, 1.7, 15.3, 6.9
2015-06-14 00:00:00, 0.0, 18.1, 6.1
2015-06-15 00:00:00, 0.0, 23.0, 3.3
2015-06-16 00:00:00, 4.7, 16.1, 6.9
2015-06-17 00:00:00, 0.0, 16.9, 5.4
2015-06-18 00:00:00, 0.0, 21.1, 6.2
2015-06-19 00:00:00, 2.3, 14.5, 8.9
2015-06-20 00:00:00, 1.4, 20.5, 5.5
2015-06-21 00:00:00, 2.2, 21.6, 5.9
2015-06-22 00:00:00, 1.9, 19.8, 8.2
2015-06-23 00:00:00, 0.6, 25.3, 5.7
2015-06-24 00:00:00, 0.2, 24.8, 6.6
2015-06-25 00:00:00, 1.8, 22.5, 11.3
2015-06-26 00:00:00, 0.2, 24.7, 9.2
2015-06-27 00:00:00, 0.0, 25.8, 6.4
2015-06-28 00:00:00, 0.0, 29.5, 6.4
2015-06-29 00:00:00, 0.0, 31.9, 9.5
2015-06-30 00:00:00, 0.0, 25.0, 10.5
2015-07-01 00:00:00, 0.0, 30.2, 7.9
2015-07-02 00:00:00, 0.0, 28.3, 10.1
2015-07-03 00:00:00, 0.0, 22.6, 5.8
2015-07-04 00:00:00, 0.0, 23.0, 7.8
2015-07-05 00:00:00, 0.0, 26.2, 4.5
2015-07-06 00:00:00, 0.0, 27.8, 8.4
2015-07-07 00:00:00, 0.0, 30.3, 9.9
2015-07-08 00:00:00, 0.0, 30.2, 11.2
2015-07-09 00:00:00, 0.0, 28.1, 13.4
2015-07-10 00:00:00, 0.0, 29.7, 10.1
2015-07-11 00:00:00, 0.0, 27.5, 11.9
2015-07-12 00:00:00, 7.7, 21.0, 13.5
