station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, 0.0, -20.0, 0.0, 2015-01-02 00:00:00, 66.0, -17.0
0.0, 0.0, -31.5, 0.0, 2015-01-03 00:00:00, 66.0, -21.0
0.0, 0.0, -35.5, 0.0, 2015-01-04 00:00:00, 62.0, -26.0
2.0, 0.0, -35.5, 2.0, 2015-01-05 00:00:00, 60.0, -18.0
0.0, 0.0, -26.0, 0.0, 2015-01-06 00:00:00, 62.0, -18.0
0.0, 0.0, -27.0, 0.0, 2015-01-08 00:00:00, 64.0, -17.0
8.0, 0.0, -30.5, 8.0, 2015-01-09 00:00:00, 63.0, -12.5
0.0, 0.0, -24.0, 0.0, 2015-01-12 00:00:00, 68.0, 1.0
0.0, 0.0, -3.0, 0.0, 2015-01-13 00:00:00, 65.0, 4.0
0.0, 0.0, 0.5, 0.0, 2015-01-14 00:00:00, 63.0, 5.5
0.0, 0.0, -7.0, 0.0, 2015-01-15 00:00:00, 61.0, 2.0
0.0, 0.0, -5.0, 0.0, 2015-01-16 00:00:00, 60.0, 3.0
0.0, 0.0, -1.0, 0.0, 2015-01-17 00:00:00, 60.0, 3.0
0.0, 0.0, -7.5, 0.0, 2015-01-18 00:00:00, 60.0, 0.5
0.0, 0.0, -5.0, 0.0, 2015-01-19 00:00:00, 60.0, 4.5
0.0, 0.0, -4.0, 0.0, 2015-01-20 00:00:00, 60.0, 2.5
0.0, 0.0, -1.0, 0.0, 2015-01-21 00:00:00, 59.0, 5.5
0.0, 0.0, 2.0, 0.0, 2015-01-22 00:00:00, 57.0, 6.0
0.0, 0.0, 0.5, 0.0, 2015-01-24 00:00:00, 56.0, 7.0
0.0, 0.0, 1.0, 0.0, 2015-01-25 00:00:00, 54.0, 6.5
7.0, 0.0, -4.0, 7.0, 2015-01-26 00:00:00, 52.0, 4.0
2.0, 0.0, -12.0, 2.0, 2015-01-27 00:00:00, 59.0, -9.5
0.0, 0.0, -21.5, 0.0, 2015-01-28 00:00:00, 61.0, -4.5
0.0, 0.0, -21.0, 0.0, 2015-01-29 00:00:00, 61.0, 1.0
3.0, 0.0, -18.0, 3.0, 2015-01-30 00:00:00, 61.0, -16.0
