station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
1.6, 1.6, 4.0, 0.0, 2015-01-02 00:00:00, 0.0, 7.0
43.0, 3.0, 0.5, 40.0, 2015-01-03 00:00:00, 0.0, 2.5
1.4, 0.0, -1.0, 1.4, 2015-01-04 00:00:00, 32.0, 0.0
7.0, 6.6, -3.0, 0.4, 2015-01-05 00:00:00, 30.0, 5.0
18.0, 18.0, 0.5, 0.0, 2015-01-06 00:00:00, 23.0, 9.5
1.0, 1.0, 6.5, 0.0, 2015-01-07 00:00:00, 0.0, 9.5
0.0, 0.0, 4.5, 0.0, 2015-01-08 00:00:00, 0.0, 8.0
1.2, 1.2, 3.5, 0.0, 2015-01-10 00:00:00, 0.0, 8.5
1.2, 1.2, 5.0, 0.0, 2015-01-11 00:00:00, 0.0, 9.5
5.0, 5.0, 7.0, 0.0, 2015-01-12 00:00:00, 0.0, 10.0
0.4, 0.4, 9.0, 0.0, 2015-01-13 00:00:00, 0.0, 10.5
0.8, 0.8, 8.0, 0.0, 2015-01-14 00:00:00, 0.0, 10.5
4.4, 4.4, 6.5, 0.0, 2015-01-15 00:00:00, 0.0, 10.0
5.8, 5.8, 1.5, 0.0, 2015-01-16 00:00:00, 0.0, 9.0
1.2, 1.2, 7.0, 0.0, 2015-01-17 00:00:00, 0.0, 9.5
7.8, 7.8, 5.5, 0.0, 2015-01-18 00:00:00, 0.0, 8.0
1.4, 1.4, 3.5, 0.0, 2015-01-19 00:00:00, 0.0, 9.0
35.6, 35.6, 6.5, 0.0, 2015-01-20 00:00:00, 0.0, 10.0
14.8, 14.8, 8.5, 0.0, 2015-01-21 00:00:00, 0.0, 10.0
3.4, 3.4, 8.0, 0.0, 2015-01-22 00:00:00, 0.0, 10.0
5.4, 5.4, 8.0, 0.0, 2015-01-23 00:00:00, 0.0, 11.0
12.0, 12.0, 6.5, 0.0, 2015-01-24 00:00:00, 0.0, 12.0
0.0, 0.0, 7.0, 0.0, 2015-01-25 00:00:00, 0.0, 8.0
3.8, 3.8, 5.0, 0.0, 2015-01-26 00:00:00, 0.0, 6.0
0.4, 0.4, 3.5, 0.0, 2015-01-27 00:00:00, 0.0, 7.0
5.4, 5.4, 3.5, 0.0, 2015-01-28 00:00:00, 0.0, 8.5
6.6, 6.6, 3.5, 0.0, 2015-01-29 00:00:00, 0.0, 7.5
0.6, 0.6, 1.5, 0.0, 2015-01-30 00:00:00, 0.0, 9.5
14.2, 14.2, 0.0, 0.0, 2015-01-31 00:00:00, 0.0, 7.0
0.8, 0.8, 5.0, 0.0, 2015-03-01 00:00:00, 0.0, 10.5
0.0, 0.0, 0.0, 0.0, 2015-03-02 00:00:00, 0.0, 10.5
0.0, 0.0, 1.5, 0.0, 2015-03-03 00:00:00, 0.0, 9.5
0.8, 0.8, 5.0, 0.0, 2015-03-07 00:00:00, 0.0, 11.5
4.4, 4.4, 8.0, 0.0, 2015-03-08 00:00:00, 0.0, 10.0
0.0, 0.0, 2.0, 0.0, 2015-03-09 00:00:00, 0.0, 8.5
4.2, 4.2, 3.0, 0.0, 2015-03-10 00:00:00, 0.0, 8.5
16.8, 16.8, 2.5, 0.0, 2015-03-11 00:00:00, 0.0, 11.5
28.0, 28.0, 7.0, 0.0, 2015-03-12 00:00:00, 0.0, 11.5
43.4, 43.4, 4.0, 0.0, 2015-03-13 00:00:00, 0.0, 10.0
0.0, 0.0, 0.5, 0.0, 2015-03-14 00:00:00, 0.0, 5.5
0.0, 0.0, -2.0, 0.0, 2015-03-15 00:00:00, 0.0, 5.0
2.6, 2.6, 8.0, 0.0, 2015-03-17 00:00:00, 0.0, 9.0
2.0, 2.0, 3.0, 0.0, 2015-03-18 00:00:00, 0.0, 10.0
5.2, 5.2, 3.5, 0.0, 2015-03-19 00:00:00, 0.0, 13.0
0.4, 0.4, 6.5, 0.0, 2015-03-20 00:00:00, 0.0, 11.0
0.2, 0.2, 0.0, 0.0, 2015-03-21 00:00:00, 0.0, 11.5
4.2, 4.2, 1.0, 0.0, 2015-03-22 00:00:00, 0.0, 12.5
6.8, 6.8, 6.0, 0.0, 2015-03-23 00:00:00, 0.0, 9.5
7.8, 7.8, 0.0, 0.0, 2015-03-24 00:00:00, 0.0, 10.5
1.0, 1.0, 6.5, 0.0, 2015-03-25 00:00:00, 0.0, 12.5
3.2, 3.2, 5.0, 0.0, 2015-03-26 00:00:00, 0.0, 11.5
4.2, 4.2, 4.0, 0.0, 2015-03-27 00:00:00, 0.0, 12.5
6.2, 6.2, 4.5, 0.0, 2015-03-28 00:00:00, 0.0, 11.0
3.8, 3.8, 5.5, 0.0, 2015-03-30 00:00:00, 0.0, 9.0
5.8, 5.8, 3.0, 0.0, 2015-03-31 00:00:00, 0.0, 8.0
1.0, 1.0, 2.5, 0.0, 2015-05-01 00:00:00, 0.0, 10.5
0.8, 0.8, 3.0, 0.0, 2015-05-02 00:00:00, 0.0, 12.0
5.2, 5.2, 5.0, 0.0, 2015-05-03 00:00:00, 0.0, 12.0
1.4, 1.4, 5.5, 0.0, 2015-05-04 00:00:00, 0.0, 12.0
0.0, 0.0, 6.0, 0.0, 2015-05-05 00:00:00, 0.0, 18.0
0.0, 0.0, 1.5, 0.0, 2015-05-06 00:00:00, 0.0, 17.5
0.0, 0.0, 3.5, 0.0, 2015-05-07 00:00:00, 0.0, 17.0
2.0, 2.0, 2.0, 0.0, 2015-05-08 00:00:00, 0.0, 21.5
0.4, 0.4, 8.0, 0.0, 2015-05-09 00:00:00, 0.0, 16.5
0.0, 0.0, 7.0, 0.0, 2015-05-10 00:00:00, 0.0, 13.0
0.0, 0.0, 2.5, 0.0, 2015-05-11 00:00:00, 0.0, 16.5
0.6, 0.6, 3.0, 0.0, 2015-05-12 00:00:00, 0.0, 14.0
