station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, 0.0, -4.0, 0.0, 2015-02-20 00:00:00, 37.0, 4.5
0.0, 0.0, -5.0, 0.0, 2015-02-21 00:00:00, 37.0, 3.0
0.0, 0.0, -10.0, 0.0, 2015-02-22 00:00:00, 37.0, 2.5
0.0, 0.0, -7.5, 0.0, 2015-02-23 00:00:00, 37.0, 7.0
0.0, 0.0, -7.0, 0.0, 2015-02-24 00:00:00, 37.0, 7.5
0.0, 0.0, -7.5, 0.0, 2015-02-25 00:00:00, 37.0, 4.5
4.0, 0.0, -7.0, 4.0, 2015-02-26 00:00:00, 38.0, 4.0
0.0, 0.0, -8.0, 0.0, 2015-02-27 00:00:00, 39.0, 2.5
0.0, 0.0, -13.5, 0.0, 2015-02-28 00:00:00, 39.0, 1.0
0.0, 0.0, -14.5, 0.0, 2015-03-01 00:00:00, 38.0, 1.0
0.0, 0.0, -7.0, 0.0, 2015-03-02 00:00:00, 40.0, -0.5
0.0, 0.0, -15.0, 0.0, 2015-03-03 00:00:00, 39.0, -2.0
0.0, 0.0, -15.0, 0.0, 2015-03-04 00:00:00, 39.0, 2.5
0.0, 0.0, -15.5, 0.0, 2015-03-05 00:00:00, 40.0, 4.5
0.0, 0.0, -5.5, 0.0, 2015-03-06 00:00:00, 38.0, 9.0
0.0, 0.0, -3.0, 0.0, 2015-03-07 00:00:00, 37.0, 7.0
0.0, 0.0, -3.5, 0.0, 2015-03-08 00:00:00, 36.0, 10.5
0.0, 0.0, -3.5, 0.0, 2015-03-09 00:00:00, 34.0, 12.0
0.0, 0.0, -2.5, 0.0, 2015-03-10 00:00:00, 34.0, 10.5
0.0, 0.0, -2.5, 0.0, 2015-03-11 00:00:00, 30.0, 10.0
None, None, 2.0, None, 2015-03-12 00:00:00, 27.0, None
0.0, 0.0, None, 0.0, 2015-03-13 00:00:00, None, 10.5
0.0, 0.0, 0.0, 0.0, 2015-03-14 00:00:00, 20.0, 9.5
0.0, 0.0, -2.0, 0.0, 2015-03-15 00:00:00, 18.0, 3.0
0.0, 0.0, -7.0, 0.0, 2015-03-16 00:00:00, 20.0, 7.5
0.0, 0.0, -9.0, 0.0, 2015-03-17 00:00:00, 20.0, 8.0
0.6, 0.0, -3.5, 0.6, 2015-03-18 00:00:00, 16.0, 9.5
0.0, 0.0, -3.0, 0.0, 2015-03-19 00:00:00, 15.0, 7.0
0.0, 0.0, 1.0, 0.0, 2015-03-20 00:00:00, 13.0, 4.0
2.0, 0.0, 0.5, 2.0, 2015-03-21 00:00:00, 11.0, 5.0
0.0, 0.0, -3.0, 0.0, 2015-03-22 00:00:00, 13.0, 6.0
0.0, 0.0, -3.5, 0.0, 2015-03-23 00:00:00, 10.0, 7.5
0.0, 0.0, -1.5, 0.0, 2015-03-24 00:00:00, 9.0, 7.0
9.0, 0.0, -2.0, 9.0, 2015-03-25 00:00:00, 6.0, 2.5
0.0, 0.0, -2.5, 0.0, 2015-03-26 00:00:00, 15.0, 8.0
0.0, 0.0, 0.5, 0.0, 2015-03-27 00:00:00, 7.0, 11.5
0.0, 0.0, 1.5, 0.0, 2015-03-28 00:00:00, 0.0, 9.5
0.0, 0.0, 0.0, 0.0, 2015-03-29 00:00:00, 0.0, 9.5
0.0, 0.0, -0.5, 0.0, 2015-03-30 00:00:00, 0.0, 10.0
1.0, 0.0, 0.0, 1.0, 2015-03-31 00:00:00, 0.0, 4.5
0.0, 0.0, -6.5, 0.0, 2015-04-01 00:00:00, 1.0, 5.5
0.0, 0.0, -6.5, 0.0, 2015-04-02 00:00:00, 0.0, 6.5
5.0, 0.0, -5.5, 5.0, 2015-04-03 00:00:00, 0.0, 4.0
0.0, 0.0, -6.0, 0.0, 2015-04-04 00:00:00, 5.0, 4.0
0.0, 0.0, -7.5, 0.0, 2015-04-05 00:00:00, 0.0, 7.0
0.0, 0.0, -8.0, 0.0, 2015-04-06 00:00:00, 0.0, 8.0
0.0, 0.0, -5.5, 0.0, 2015-04-07 00:00:00, 0.0, 9.5
0.0, 0.0, -4.0, 0.0, 2015-04-08 00:00:00, 0.0, 10.5
0.0, 0.0, -5.5, 0.0, 2015-04-09 00:00:00, 0.0, 12.5
0.0, 0.0, -4.0, 0.0, 2015-04-10 00:00:00, 0.0, 7.0
0.0, 0.0, -2.0, 0.0, 2015-04-11 00:00:00, 0.0, 5.0
None, None, -5.5, None, 2015-04-12 00:00:00, 0.0, None
