AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
9.6, 0.0,0.0, 3.6,2019-09-10 00:00:00, 31.0, 100.0,37
9.6, None,0.0, 4.1,2019-09-10 00:15:00, 34.0, 100.0,37
9.5, None,0.0, 3.6,2019-09-10 00:30:00, 30.0, 100.0,37
9.4, None,0.0, 4.4,2019-09-10 00:45:00, 35.0, 100.0,37
9.4, 0.0,0.0, 3.6,2019-09-10 01:00:00, 34.0, 100.0,37
9.4, None,0.0, 3.6,2019-09-10 01:15:00, 32.0, 100.0,37
9.4, None,0.0, 3.0,2019-09-10 01:30:00, 36.0, 100.0,37
9.3, None,0.0, 2.5,2019-09-10 01:45:00, 24.0, 100.0,37
9.5, 0.0,0.0, 3.0,2019-09-10 02:00:00, 31.0, 100.0,37
9.6, None,0.0, 2.4,2019-09-10 02:15:00, 24.0, 100.0,37
9.8, None,0.0, 2.5,2019-09-10 02:30:00, 25.0, 100.0,37
9.7, None,0.0, 1.7,2019-09-10 02:45:00, 353.0, 100.0,37
9.6, 0.0,0.0, 1.5,2019-09-10 03:00:00, 22.0, 100.0,37
9.5, None,0.0, 2.7,2019-09-10 03:15:00, 31.0, 100.0,37
9.7, None,0.0, 4.0,2019-09-10 03:30:00, 34.0, 100.0,37
9.8, None,0.0, 4.1,2019-09-10 03:45:00, 34.0, 100.0,37
9.8, 0.0,0.0, 3.0,2019-09-10 04:00:00, 33.0, 100.0,37
9.6, None,0.0, 2.5,2019-09-10 04:15:00, 27.0, 100.0,37
9.5, None,0.0, 3.2,2019-09-10 04:30:00, 31.0, 100.0,37
9.6, None,0.0, 4.3,2019-09-10 04:45:00, 34.0, 100.0,37
9.6, 0.0,0.0, 2.9,2019-09-10 05:00:00, 32.0, 100.0,37
9.6, None,0.0, 3.5,2019-09-10 05:15:00, 34.0, 100.0,37
9.6, None,0.0, 2.9,2019-09-10 05:30:00, 30.0, 100.0,37
9.5, None,0.0, 2.3,2019-09-10 05:45:00, 22.0, 100.0,37
9.5, 0.0,0.0, 2.5,2019-09-10 06:00:00, 25.0, 100.0,37
9.6, None,0.0, 2.3,2019-09-10 06:15:00, 25.0, 100.0,37
9.7, None,0.0, 2.6,2019-09-10 06:30:00, 28.0, 100.0,37
9.8, None,0.0, 3.6,2019-09-10 06:45:00, 34.0, 100.0,37
10.0, 0.0,0.0, 4.3,2019-09-10 07:00:00, 33.0, 100.0,37
10.1, None,0.0, 4.2,2019-09-10 07:15:00, 36.0, 100.0,37
10.3, None,0.0, 4.1,2019-09-10 07:30:00, 34.0, 100.0,37
10.3, None,0.0, 4.0,2019-09-10 07:45:00, 32.0, 100.0,37
10.4, 0.0,0.0, 4.2,2019-09-10 08:00:00, 35.0, 100.0,37
10.6, None,0.0, 3.8,2019-09-10 08:15:00, 35.0, 100.0,37
10.8, None,0.0, 2.8,2019-09-10 08:30:00, 32.0, 100.0,37
11.3, None,0.0, 2.3,2019-09-10 08:45:00, 33.0, 100.0,37
11.5, 0.0,0.0, 2.6,2019-09-10 09:00:00, 36.0, 100.0,37
11.5, None,0.0, 2.6,2019-09-10 09:15:00, 45.0, 100.0,37
11.0, None,0.0, 3.3,2019-09-10 09:30:00, 32.0, 100.0,37
11.3, None,0.0, 3.6,2019-09-10 09:45:00, 38.0, 100.0,37
11.5, 0.0,0.0, 2.7,2019-09-10 10:00:00, 47.0, 100.0,37
11.5, None,0.0, 2.7,2019-09-10 10:15:00, 37.0, 100.0,37
11.9, None,0.0, 3.2,2019-09-10 10:30:00, 51.0, 100.0,37
12.0, None,0.0, 3.0,2019-09-10 10:45:00, 34.0, 99.0,37
12.1, 0.0,0.0, 2.9,2019-09-10 11:00:00, 44.0, 99.0,37
12.5, None,0.0, 2.7,2019-09-10 11:15:00, 28.0, 98.0,37
13.5, None,0.0, 3.4,2019-09-10 11:30:00, 28.0, 95.0,37
13.1, None,0.0, 3.5,2019-09-10 11:45:00, 35.0, 95.0,37
12.3, 0.0,0.0, 3.5,2019-09-10 12:00:00, 37.0, 97.0,37
11.9, None,0.0, 3.0,2019-09-10 12:15:00, 55.0, 98.0,37
12.3, None,0.0, 3.6,2019-09-10 12:30:00, 45.0, 95.0,37
13.2, None,0.0, 3.0,2019-09-10 12:45:00, 50.0, 93.0,37
13.8, 0.0,0.0, 2.3,2019-09-10 13:00:00, 350.0, 87.0,37
13.6, None,0.0, 2.0,2019-09-10 13:15:00, 41.0, 90.0,37
14.4, None,0.0, 3.4,2019-09-10 13:30:00, 173.0, 86.0,37
13.3, None,0.0, 3.4,2019-09-10 13:45:00, 145.0, 89.0,37
12.4, 0.0,0.0, 3.1,2019-09-10 14:00:00, 322.0, 95.0,37
12.2, None,0.0, 1.6,2019-09-10 14:15:00, 11.0, 96.0,37
12.5, None,0.254, 1.8,2019-09-10 14:30:00, 51.0, 96.0,37
12.6, None,1.524, 1.5,2019-09-10 14:45:00, 106.0, 96.0,37
12.5, 2.0,0.254, 2.2,2019-09-10 15:00:00, 139.0, 96.0,37
12.1, None,0.254, 4.1,2019-09-10 15:15:00, 224.0, 97.0,37
12.0, None,0.0, 3.5,2019-09-10 15:30:00, 217.0, 98.0,37
12.4, None,0.0, 2.8,2019-09-10 15:45:00, 257.0, 98.0,37
12.4, 0.0,0.0, 2.1,2019-09-10 16:00:00, 209.0, 98.0,37
12.2, None,0.0, 3.0,2019-09-10 16:15:00, 280.0, 97.0,37
11.9, None,0.0, 2.9,2019-09-10 16:30:00, 283.0, 97.0,37
13.2, None,0.0, 2.7,2019-09-10 16:45:00, 258.0, 92.0,37
13.7, 0.0,0.0, 2.7,2019-09-10 17:00:00, 310.0, 90.0,37
13.2, None,0.0, 2.3,2019-09-10 17:15:00, 285.0, 92.0,37
12.5, None,0.0, 3.0,2019-09-10 17:30:00, 306.0, 95.0,37
