CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
12.76,68.71, None, None,28.35, 4.229,71.67, None, None, None, None, None, None,7.0, 868.0, None, None,2019-07-09 00:00:00, None,28
11.98,70.79, None, None,19.3, 5.055,71.89, None, None, None, None, None, None,7.0, 870.0, None, None,2019-07-09 01:00:00, None,28
12.03,69.48, None, None,33.28, 3.108,86.1, None, None, None, None, None, None,7.0, 873.0, None, None,2019-07-09 02:00:00, None,28
10.23,77.84, None, None,26.51, 3.7,58.39, None, None, None, None, None, None,7.0, 874.0, None, None,2019-07-09 03:00:00, None,28
9.14,85.2, None, None,14.73, 2.884,65.04, None, None, None, None, None, None,7.0, 874.0, None, None,2019-07-09 04:00:00, None,28
9.42,87.5, None, None,17.98, 0.162,73.89, None, None, None, None, None, None,7.0, 876.0, None, None,2019-07-09 05:00:00, None,28
10.03,86.1, None, None,24.39, 0.31,79.25, None, None, None, None, None, None,8.0, 876.0, None, None,2019-07-09 06:00:00, None,28
10.64,86.0, None, None,23.75, 0.591,45.36, None, None, None, None, None, None,8.0, 877.0, None, None,2019-07-09 07:00:00, None,28
11.89,84.5, None, None,53.96, 0.299,85.5, None, None, None, None, None, None,9.0, 877.0, None, None,2019-07-09 08:00:00, None,28
14.28,67.11, None, None,53.35, 0.0,354.0, None, None, None, None, None, None,8.0, 878.0, None, None,2019-07-09 09:00:00, None,28
16.32,56.91, None, None,54.5, 0.707,351.7, None, None, None, None, None, None,8.0, 876.0, None, None,2019-07-09 10:00:00, None,28
17.61,54.47, None, None,59.86, 0.98,293.4, None, None, None, None, None, None,8.0, 872.0, None, None,2019-07-09 11:00:00, None,28
18.45,51.58, None, None,31.63, 0.784,198.9, None, None, None, None, None, None,9.0, 868.0, None, None,2019-07-09 12:00:00, None,28
20.19,45.69, None, None,69.34, 0.725,187.5, None, None, None, None, None, None,8.0, 872.0, None, None,2019-07-09 13:00:00, None,28
20.75,43.54, None, None,47.29, 1.393,234.7, None, None, None, None, None, None,8.0, 867.0, None, None,2019-07-09 14:00:00, None,28
19.34,50.19, None, None,60.93, 4.07,219.3, None, None, None, None, None, None,9.0, 865.0, None, None,2019-07-09 15:00:00, None,28
20.73,48.32, None, None,33.55, 4.142,221.9, None, None, None, None, None, None,9.0, 865.0, None, None,2019-07-09 16:00:00, None,28
21.05,49.23, None, None,58.26, 1.25,172.1, None, None, None, None, None, None,9.0, 866.0, None, None,2019-07-09 17:00:00, None,28
21.5,45.13, None, None,45.85, 5.658,215.9, None, None, None, None, None, None,9.0, 864.0, None, None,2019-07-09 18:00:00, None,28
22.07,41.97, None, None,46.13, 1.769,250.7, None, None, None, None, None, None,9.0, 864.0, None, None,2019-07-09 19:00:00, None,28
22.0,39.78, None, None,30.99, 1.729,207.4, None, None, None, None, None, None,8.0, 863.0, None, None,2019-07-09 20:00:00, None,28
16.83,68.59, None, None,58.14, 2.329,101.0, None, None, None, None, None, None,11.0, 865.0, None, None,2019-07-09 21:00:00, None,28
15.38,72.63, None, None,17.95, 2.373,75.01, None, None, None, None, None, None,11.0, 870.0, None, None,2019-07-09 22:00:00, None,28
13.93,74.87, None, None,10.55, 3.998,75.64, None, None, None, None, None, None,10.0, 873.0, None, None,2019-07-09 23:00:00, None,28
13.09,77.23, None, None,12.16, 3.599,69.74, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-10 00:00:00, None,28
13.61,73.32, None, None,39.51, 2.404,78.39, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-10 01:00:00, None,28
13.93,75.12, None, None,50.37, 3.075,84.5, None, None, None, None, None, None,10.0, 877.0, None, None,2019-07-10 02:00:00, None,28
12.73,82.5, None, None,40.54, 1.941,74.35, None, None, None, None, None, None,10.0, 878.0, None, None,2019-07-10 03:00:00, None,28
12.52,81.6, None, None,15.65, 2.086,75.46, None, None, None, None, None, None,9.0, 877.0, None, None,2019-07-10 04:00:00, None,28
12.36,85.3, None, None,27.25, 1.192,72.84, None, None, None, None, None, None,10.0, 877.0, None, None,2019-07-10 05:00:00, None,28
12.76,87.1, None, None,64.99, 1.083,90.6, None, None, None, None, None, None,11.0, 879.0, None, None,2019-07-10 06:00:00, None,28
12.79,86.2, None, None,66.67, 0.897,92.4, None, None, None, None, None, None,10.0, 878.0, None, None,2019-07-10 07:00:00, None,28
12.66,87.8, None, None,49.83, 1.12,89.0, None, None, None, None, None, None,11.0, 877.0, None, None,2019-07-10 08:00:00, None,28
13.49,86.5, None, None,35.99, 0.558,74.42, None, None, None, None, None, None,11.0, 876.0, None, None,2019-07-10 09:00:00, None,28
14.24,86.9, None, None,40.5, 0.015,61.35, None, None, None, None, None, None,12.0, 878.0, None, None,2019-07-10 10:00:00, None,28
14.23,85.4, None, None,30.6, 0.078,307.2, None, None, None, None, None, None,12.0, 877.0, None, None,2019-07-10 11:00:00, None,28
14.77,79.71, None, None,72.56, 0.722,353.3, None, None, None, None, None, None,11.0, 878.0, None, None,2019-07-10 12:00:00, None,28
15.94,77.98, None, None,50.26, 0.893,61.18, None, None, None, None, None, None,12.0, 877.0, None, None,2019-07-10 13:00:00, None,28
17.1,69.5, None, None,59.82, 2.009,317.9, None, None, None, None, None, None,11.0, 876.0, None, None,2019-07-10 14:00:00, None,28
17.94,65.98, None, None,58.51, 0.963,276.6, None, None, None, None, None, None,12.0, 876.0, None, None,2019-07-10 15:00:00, None,28
18.85,60.01, None, None,52.32, 2.578,337.8, None, None, None, None, None, None,11.0, 872.0, None, None,2019-07-10 16:00:00, None,28
18.18,62.78, None, None,58.99, 3.184,15.3, None, None, None, None, None, None,11.0, 871.0, None, None,2019-07-10 17:00:00, None,28
20.01,44.84, None, None,39.22, 4.159,59.69, None, None, None, None, None, None,8.0, 873.0, None, None,2019-07-10 18:00:00, None,28
19.94,44.77, None, None,42.37, 5.792,59.89, None, None, None, None, None, None,8.0, 871.0, None, None,2019-07-10 19:00:00, None,28
17.68,59.02, None, None,40.38, 3.607,68.73, None, None, None, None, None, None,10.0, 869.0, None, None,2019-07-10 20:00:00, None,28
16.8,62.47, None, None,49.72, 1.449,73.69, None, None, None, None, None, None,10.0, 872.0, None, None,2019-07-10 21:00:00, None,28
13.77,82.8, None, None,41.56, 2.126,69.62, None, None, None, None, None, None,11.0, 874.0, None, None,2019-07-10 22:00:00, None,28
13.41,84.1, None, None,39.7, 1.776,79.35, None, None, None, None, None, None,11.0, 876.0, None, None,2019-07-10 23:00:00, None,28
12.73,82.5, None, None,39.17, 1.6,53.01, None, None, None, None, None, None,10.0, 876.0, None, None,2019-07-11 00:00:00, None,28
11.55,86.7, None, None,27.16, 1.661,60.79, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-11 01:00:00, None,28
10.88,86.7, None, None,18.59, 2.939,68.1, None, None, None, None, None, None,9.0, 877.0, None, None,2019-07-11 02:00:00, None,28
10.17,89.5, None, None,11.9, 2.182,68.92, None, None, None, None, None, None,8.0, 877.0, None, None,2019-07-11 03:00:00, None,28
10.36,89.4, None, None,27.46, 2.19,70.42, None, None, None, None, None, None,9.0, 877.0, None, None,2019-07-11 04:00:00, None,28
9.76,91.0, None, None,34.93, 0.0,74.28, None, None, None, None, None, None,8.0, 877.0, None, None,2019-07-11 05:00:00, None,28
9.7,91.6, None, None,13.03, 1.475,74.61, None, None, None, None, None, None,8.0, 878.0, None, None,2019-07-11 06:00:00, None,28
10.07,91.7, None, None,26.09, 1.747,74.45, None, None, None, None, None, None,9.0, 877.0, None, None,2019-07-11 07:00:00, None,28
11.73,90.4, None, None,63.15, 0.783,98.2, None, None, None, None, None, None,10.0, 879.0, None, None,2019-07-11 08:00:00, None,28
12.37,88.0, None, None,45.65, 0.0,265.0, None, None, None, None, None, None,10.0, 878.0, None, None,2019-07-11 09:00:00, None,28
12.9,85.5, None, None,49.0, 0.143,292.1, None, None, None, None, None, None,11.0, 878.0, None, None,2019-07-11 10:00:00, None,28
15.38,70.12, None, None,47.97, 1.296,351.0, None, None, None, None, None, None,10.0, 879.0, None, None,2019-07-11 11:00:00, None,28
16.62,65.92, None, None,76.31, 0.787,1.296, None, None, None, None, None, None,10.0, 879.0, None, None,2019-07-11 12:00:00, None,28
17.77,55.96, None, None,80.1, 2.118,34.83, None, None, None, None, None, None,9.0, 875.0, None, None,2019-07-11 13:00:00, None,28
20.26,44.8, None, None,70.32, 3.488,31.32, None, None, None, None, None, None,8.0, 875.0, None, None,2019-07-11 14:00:00, None,28
19.2,47.25, None, None,35.15, 5.87,224.7, None, None, None, None, None, None,8.0, 873.0, None, None,2019-07-11 15:00:00, None,28
20.11,42.74, None, None,71.63, 2.887,323.8, None, None, None, None, None, None,7.0, 873.0, None, None,2019-07-11 16:00:00, None,28
21.76,38.63, None, None,43.31, 3.97,326.8, None, None, None, None, None, None,7.0, 871.0, None, None,2019-07-11 17:00:00, None,28
21.88,31.01, None, None,72.49, 5.505,191.4, None, None, None, None, None, None,4.0, 864.0, None, None,2019-07-11 18:00:00, None,28
20.75,40.71, None, None,38.53, 6.493,216.8, None, None, None, None, None, None,7.0, 865.0, None, None,2019-07-11 19:00:00, None,28
18.82,46.74, None, None,27.97, 6.466,219.1, None, None, None, None, None, None,7.0, 873.0, None, None,2019-07-11 20:00:00, None,28
18.07,52.71, None, None,57.36, 1.67,185.9, None, None, None, None, None, None,8.0, 874.0, None, None,2019-07-11 21:00:00, None,28
14.46,71.07, None, None,17.95, 2.038,78.58, None, None, None, None, None, None,9.0, 875.0, None, None,2019-07-11 22:00:00, None,28
13.77,70.28, None, None,19.51, 2.91,78.75, None, None, None, None, None, None,9.0, 877.0, None, None,2019-07-11 23:00:00, None,28
13.32,69.26, None, None,21.92, 3.327,68.87, None, None, None, None, None, None,8.0, 878.0, None, None,2019-07-12 00:00:00, None,28
12.26,76.17, None, None,13.95, 2.858,70.47, None, None, None, None, None, None,8.0, 878.0, None, None,2019-07-12 01:00:00, None,28
12.36,75.21, None, None,27.12, 1.057,73.1, None, None, None, None, None, None,8.0, 879.0, None, None,2019-07-12 02:00:00, None,28
11.82,79.03, None, None,48.7, 1.417,84.7, None, None, None, None, None, None,8.0, 878.0, None, None,2019-07-12 03:00:00, None,28
11.77,80.0, None, None,41.47, 0.156,90.5, None, None, None, None, None, None,8.0, 877.0, None, None,2019-07-12 04:00:00, None,28
10.64,84.7, None, None,20.5, 0.634,77.39, None, None, None, None, None, None,8.0, 877.0, None, None,2019-07-12 05:00:00, None,28
9.37,87.4, None, None,17.8, 1.58,76.65, None, None, None, None, None, None,7.0, 878.0, None, None,2019-07-12 06:00:00, None,28
10.84,87.0, None, None,55.63, 1.257,116.5, None, None, None, None, None, None,9.0, 879.0, None, None,2019-07-12 07:00:00, None,28
12.56,86.9, None, None,63.38, 1.03,0.847, None, None, None, None, None, None,10.0, 880.0, None, None,2019-07-12 08:00:00, None,28
14.17,77.54, None, None,43.39, 0.187,283.3, None, None, None, None, None, None,10.0, 877.0, None, None,2019-07-12 09:00:00, None,28
15.6,63.49, None, None,58.91, 0.625,312.1, None, None, None, None, None, None,9.0, 880.0, None, None,2019-07-12 10:00:00, None,28
16.19,66.39, None, None,60.17, 1.026,235.6, None, None, None, None, None, None,10.0, 881.0, None, None,2019-07-12 11:00:00, None,28
17.89,58.25, None, None,49.56, 0.58,318.9, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-12 12:00:00, None,28
18.67,56.96, None, None,60.67, 0.848,305.4, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-12 13:00:00, None,28
20.13,50.03, None, None,79.64, 1.102,180.0, None, None, None, None, None, None,9.0, 874.0, None, None,2019-07-12 14:00:00, None,28
21.85,40.1, None, None,65.75, 1.271,330.8, None, None, None, None, None, None,8.0, 872.0, None, None,2019-07-12 15:00:00, None,28
21.15,43.75, None, None,64.05, 3.754,318.5, None, None, None, None, None, None,8.0, 872.0, None, None,2019-07-12 16:00:00, None,28
21.39,38.88, None, None,26.68, 5.082,217.7, None, None, None, None, None, None,8.0, 872.0, None, None,2019-07-12 17:00:00, None,28
21.61,40.84, None, None,29.33, 2.733,221.0, None, None, None, None, None, None,8.0, 874.0, None, None,2019-07-12 18:00:00, None,28
23.7,34.67, None, None,45.91, 0.643,225.5, None, None, None, None, None, None,7.0, 873.0, None, None,2019-07-12 19:00:00, None,28
17.46,77.84, None, None,62.28, 1.475,191.4, None, None, None, None, None, None,13.0, 873.0, None, None,2019-07-12 20:00:00, None,28
16.87,80.2, None, None,38.57, 1.074,81.0, None, None, None, None, None, None,14.0, 873.0, None, None,2019-07-12 21:00:00, None,28
13.71,88.9, None, None,12.18, 3.183,79.18, None, None, None, None, None, None,12.0, 873.0, None, None,2019-07-12 22:00:00, None,28
13.71,86.9, None, None,14.8, 3.416,78.13, None, None, None, None, None, None,12.0, 875.0, None, None,2019-07-12 23:00:00, None,28
13.93,76.34, None, None,42.63, 5.775,78.92, None, None, None, None, None, None,10.0, 875.0, None, None,2019-07-13 00:00:00, None,28
14.45,69.53, None, None,52.49, 4.856,81.9, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-13 01:00:00, None,28
13.32,78.99, None, None,33.81, 2.58,67.31, None, None, None, None, None, None,10.0, 876.0, None, None,2019-07-13 02:00:00, None,28
12.83,83.0, None, None,36.06, 3.119,65.72, None, None, None, None, None, None,10.0, 874.0, None, None,2019-07-13 03:00:00, None,28
12.27,80.9, None, None,34.09, 0.479,87.7, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-13 04:00:00, None,28
11.96,81.4, None, None,31.03, 2.013,78.4, None, None, None, None, None, None,9.0, 874.0, None, None,2019-07-13 05:00:00, None,28
10.93,85.1, None, None,30.72, 0.176,83.1, None, None, None, None, None, None,8.0, 875.0, None, None,2019-07-13 06:00:00, None,28
10.79,85.6, None, None,51.5, 1.522,65.47, None, None, None, None, None, None,9.0, 874.0, None, None,2019-07-13 07:00:00, None,28
13.59,75.32, None, None,14.46, 0.782,52.64, None, None, None, None, None, None,9.0, 875.0, None, None,2019-07-13 08:00:00, None,28
15.36,69.34, None, None,78.79, 0.278,332.1, None, None, None, None, None, None,10.0, 875.0, None, None,2019-07-13 09:00:00, None,28
17.05,59.2, None, None,43.91, 1.127,249.0, None, None, None, None, None, None,9.0, 878.0, None, None,2019-07-13 10:00:00, None,28
18.6,55.48, None, None,52.51, 1.075,243.0, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-13 11:00:00, None,28
20.42,48.56, None, None,42.15, 2.068,225.4, None, None, None, None, None, None,9.0, 872.0, None, None,2019-07-13 12:00:00, None,28
22.17,48.09, None, None,59.92, 3.426,247.2, None, None, None, None, None, None,10.0, 871.0, None, None,2019-07-13 13:00:00, None,28
18.77,56.93, None, None,36.33, 3.672,231.0, None, None, None, None, None, None,10.0, 871.0, None, None,2019-07-13 14:00:00, None,28
20.3,47.43, None, None,68.92, 0.851,9.73, None, None, None, None, None, None,8.0, 873.0, None, None,2019-07-13 15:00:00, None,28
16.9,78.46, None, None,60.29, 1.743,221.8, None, None, None, None, None, None,13.0, 873.0, None, None,2019-07-13 16:00:00, None,28
19.3,63.1, None, None,65.92, 0.865,250.1, None, None, None, None, None, None,12.0, 875.0, None, None,2019-07-13 17:00:00, None,28
18.13,72.0, None, None,72.18, 0.177,12.7, None, None, None, None, None, None,13.0, 873.0, None, None,2019-07-13 18:00:00, None,28
18.73,67.31, None, None,69.41, 5.397,184.4, None, None, None, None, None, None,12.0, 875.0, None, None,2019-07-13 19:00:00, None,28
17.82,69.0, None, None,54.68, 2.123,218.2, None, None, None, None, None, None,12.0, 876.0, None, None,2019-07-13 20:00:00, None,28
17.26,74.31, None, None,52.53, 0.543,178.9, None, None, None, None, None, None,13.0, 873.0, None, None,2019-07-13 21:00:00, None,28
14.89,84.6, None, None,53.64, 0.725,105.9, None, None, None, None, None, None,12.0, 875.0, None, None,2019-07-13 22:00:00, None,28
13.24,86.8, None, None,52.37, 2.078,99.2, None, None, None, None, None, None,11.0, 876.0, None, None,2019-07-13 23:00:00, None,28
12.23,88.2, None, None,31.04, 0.453,82.8, None, None, None, None, None, None,10.0, 877.0, None, None,2019-07-14 00:00:00, None,28
12.44,88.1, None, None,31.92, 1.655,89.8, None, None, None, None, None, None,10.0, 876.0, None, None,2019-07-14 01:00:00, None,28
11.79,88.2, None, None,19.76, 1.117,73.41, None, None, None, None, None, None,10.0, 876.0, None, None,2019-07-14 02:00:00, None,28
11.48,88.3, None, None,25.56, 1.616,83.0, None, None, None, None, None, None,10.0, 876.0, None, None,2019-07-14 03:00:00, None,28
10.91,90.3, None, None,23.13, 1.041,69.65, None, None, None, None, None, None,9.0, 876.0, None, None,2019-07-14 04:00:00, None,28
10.96,91.1, None, None,27.05, 0.0,67.28, None, None, None, None, None, None,10.0, 876.0, None, None,2019-07-14 05:00:00, None,28
11.32,91.1, None, None,36.01, 0.0,66.44, None, None, None, None, None, None,10.0, 874.0, None, None,2019-07-14 06:00:00, None,28
12.47,90.7, None, None,59.94, 0.127,24.37, None, None, None, None, None, None,11.0, 878.0, None, None,2019-07-14 08:00:00, None,28
13.44,87.2, None, None,62.9, 0.115,314.6, None, None, None, None, None, None,11.0, 876.0, None, None,2019-07-14 09:00:00, None,28
13.12,88.8, None, None,33.34, 1.624,227.0, None, None, None, None, None, None,11.0, 874.0, None, None,2019-07-14 10:00:00, None,28
