pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None,-6.777, None, None,2018-12-24 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 61.75,52
None, None,-6.279, None, None,2018-12-24 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 61.63,52
None, None,-5.986, None, None,2018-12-24 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 62.08,52
None, None,-5.793, None, None,2018-12-24 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 61.94,52
None, None,-5.957, None, None,2018-12-24 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 63.26,52
None, None,-5.695, None, None,2018-12-24 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 63.91,52
None, None,-5.676, None, None,2018-12-24 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 63.91,52
None, None,-5.531, None, None,2018-12-24 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 62.86,52
None, None,-5.174, None, None,2018-12-24 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 64.57,52
None, None,-4.819, None, None,2018-12-24 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 65.56,52
None, None,-4.453, None, None,2018-12-24 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 65.72,52
None, None,-3.133, None, None,2018-12-24 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.23,52
None, None,-2.448, None, None,2018-12-24 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 65.99,52
None, None,-3.447, None, None,2018-12-24 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 65.78,52
None, None,-4.328, None, None,2018-12-24 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.16,52
None, None,-4.137, None, None,2018-12-24 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 65.97,52
None, None,-3.993, None, None,2018-12-24 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 67.11,52
None, None,-3.927, None, None,2018-12-24 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 67.02,52
None, None,-3.946, None, None,2018-12-24 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.99,52
None, None,-3.896, None, None,2018-12-24 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.89,52
None, None,-3.764, None, None,2018-12-24 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.57,52
None, None,-3.697, None, None,2018-12-24 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.45,52
None, None,-3.898, None, None,2018-12-25 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.97,52
None, None,-3.898, None, None,2018-12-25 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.97,52
None, None,-3.812, None, None,2018-12-25 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.84,52
None, None,-3.449, None, None,2018-12-25 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.86,52
None, None,-2.924, None, None,2018-12-25 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 67.01,52
None, None,-2.733, None, None,2018-12-25 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.95,52
None, None,-2.819, None, None,2018-12-25 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.89,52
None, None,-2.829, None, None,2018-12-25 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.81,52
None, None,-3.0, None, None,2018-12-25 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 67.17,52
None, None,-3.228, None, None,2018-12-25 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.85,52
None, None,-3.276, None, None,2018-12-25 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.66,52
None, None,-3.573, None, None,2018-12-25 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.76,52
None, None,-3.611, None, None,2018-12-25 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.7,52
None, None,-4.012, None, None,2018-12-25 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.66,52
None, None,-4.252, None, None,2018-12-25 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.58,52
None, None,-4.118, None, None,2018-12-25 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.31,52
None, None,-4.128, None, None,2018-12-26 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 67.07,52
None, None,-3.879, None, None,2018-12-26 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 69.46,52
None, None,-3.43, None, None,2018-12-26 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 69.98,52
None, None,-3.563, None, None,2018-12-26 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 70.2,52
None, None,-3.743, None, None,2018-12-26 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 68.5,52
None, None,-3.974, None, None,2018-12-26 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 68.91,52
None, None,-4.386, None, None,2018-12-26 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 70.9,52
None, None,-4.502, None, None,2018-12-26 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 66.07,52
None, None,-4.368, None, None,2018-12-26 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 68.47,52
