RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 1.871, 80.1, None, None, None, None, None, None, None, None, 193.8, None, None,2.115, None, None, None, 37.4, None, None, None, None, None,2019-04-23 00:00:00, None,17
None, None, None, None, 2.184, 82.6, None, None, None, None, None, None, None, None, 194.1, None, None,2.263, None, None, None, 34.05, None, None, None, None, None,2019-04-23 01:00:00, None,17
None, None, None, None, 1.682, 86.7, None, None, None, None, None, None, None, None, 193.4, None, None,2.019, None, None, None, 31.77, None, None, None, None, None,2019-04-23 02:00:00, None,17
None, None, None, None, 1.266, 94.8, None, None, None, None, None, None, None, None, 193.1, None, None,2.012, None, None, None, 37.49, None, None, None, None, None,2019-04-23 03:00:00, None,17
None, None, None, None, 1.521, 82.0, None, None, None, None, None, None, None, None, 193.2, None, None,2.143, None, None, None, 41.33, None, None, None, None, None,2019-04-23 04:00:00, None,17
None, None, None, None, 1.458, 71.33, None, None, None, None, None, None, None, None, 193.2, None, None,2.014, None, None, None, 48.74, None, None, None, None, None,2019-04-23 05:00:00, None,17
None, None, None, None, 0.87, 69.17, None, None, None, None, None, None, None, None, 192.6, None, None,3.488, None, None, None, 54.93, None, None, None, None, None,2019-04-23 10:00:00, None,17
None, None, None, None, 3.029, 55.15, None, None, None, None, None, None, None, None, 192.6, None, None,5.803, None, None, None, 57.08, None, None, None, None, None,2019-04-23 13:00:00, None,17
None, None, None, None, 2.873, 66.88, None, None, None, None, None, None, None, None, 191.1, None, None,7.602, None, None, None, 49.7, None, None, None, None, None,2019-04-23 14:00:00, None,17
None, None, None, None, 1.851, 77.87, None, None, None, None, None, None, None, None, 191.0, None, None,6.32, None, None, None, 53.69, None, None, None, None, None,2019-04-23 15:00:00, None,17
None, None, None, None, 0.881, 73.06, None, None, None, None, None, None, None, None, 190.8, None, None,2.611, None, None, None, 56.44, None, None, None, None, None,2019-04-23 16:00:00, None,17
None, None, None, None, 0.25, 61.24, None, None, None, None, None, None, None, None, 189.7, None, None,2.721, None, None, None, 54.87, None, None, None, None, None,2019-04-23 18:00:00, None,17
None, None, None, None, 1.104, 87.0, None, None, None, None, None, None, None, None, 190.6, None, None,2.204, None, None, None, 54.45, None, None, None, None, None,2019-04-23 19:00:00, None,17
None, None, None, None, 0.841, 87.1, None, None, None, None, None, None, None, None, 190.6, None, None,2.12, None, None, None, 40.17, None, None, None, None, None,2019-04-23 20:00:00, None,17
None, None, None, None, 0.456, 105.3, None, None, None, None, None, None, None, None, 190.4, None, None,1.42, None, None, None, 31.38, None, None, None, None, None,2019-04-23 21:00:00, None,17
None, None, None, None, 0.109, 88.3, None, None, None, None, None, None, None, None, 190.4, None, None,1.38, None, None, None, 30.5, None, None, None, None, None,2019-04-23 22:00:00, None,17
None, None, None, None, 0.532, 107.2, None, None, None, None, None, None, None, None, 190.1, None, None,1.21, None, None, None, 24.24, None, None, None, None, None,2019-04-24 00:00:00, None,17
None, None, None, None, 0.035, 109.5, None, None, None, None, None, None, None, None, 190.1, None, None,0.948, None, None, None, 8.64, None, None, None, None, None,2019-04-24 01:00:00, None,17
None, None, None, None, 0.022, 114.6, None, None, None, None, None, None, None, None, 190.0, None, None,0.25, None, None, None, 10.57, None, None, None, None, None,2019-04-24 03:00:00, None,17
None, None, None, None, 0.089, 113.8, None, None, None, None, None, None, None, None, 189.8, None, None,0.135, None, None, None, 3.745, None, None, None, None, None,2019-04-24 04:00:00, None,17
None, None, None, None, 0.18, 110.7, None, None, None, None, None, None, None, None, 189.8, None, None,-0.093, None, None, None, 13.94, None, None, None, None, None,2019-04-24 05:00:00, None,17
None, None, None, None, 0.419, 105.0, None, None, None, None, None, None, None, None, 189.7, None, None,-0.634, None, None, None, 19.22, None, None, None, None, None,2019-04-24 06:00:00, None,17
None, None, None, None, 0.318, 112.4, None, None, None, None, None, None, None, None, 189.5, None, None,-1.016, None, None, None, 21.69, None, None, None, None, None,2019-04-24 07:00:00, None,17
None, None, None, None, 0.081, 111.4, None, None, None, None, None, None, None, None, 189.5, None, None,-0.905, None, None, None, 17.0, None, None, None, None, None,2019-04-24 08:00:00, None,17
None, None, None, None, 0.615, 88.9, None, None, None, None, None, None, None, None, 189.3, None, None,1.955, None, None, None, 41.44, None, None, None, None, None,2019-04-24 10:00:00, None,17
None, None, None, None, 1.141, 37.25, None, None, None, None, None, None, None, None, 190.1, None, None,2.692, None, None, None, 64.48, None, None, None, None, None,2019-04-24 11:00:00, None,17
None, None, None, None, 3.265, 64.22, None, None, None, None, None, None, None, None, 189.8, None, None,4.041, None, None, None, 50.18, None, None, None, None, None,2019-04-24 12:00:00, None,17
None, None, None, None, 3.634, 60.49, None, None, None, None, None, None, None, None, 189.8, None, None,6.806, None, None, None, 48.02, None, None, None, None, None,2019-04-24 14:00:00, None,17
None, None, None, None, 3.341, 28.01, None, None, None, None, None, None, None, None, 189.6, None, None,7.394, None, None, None, 61.81, None, None, None, None, None,2019-04-24 15:00:00, None,17
None, None, None, None, 3.976, 26.83, None, None, None, None, None, None, None, None, 189.0, None, None,6.748, None, None, None, 68.45, None, None, None, None, None,2019-04-24 16:00:00, None,17
None, None, None, None, 3.895, 52.1, None, None, None, None, None, None, None, None, 188.9, None, None,7.011, None, None, None, 64.66, None, None, None, None, None,2019-04-24 17:00:00, None,17
None, None, None, None, 3.023, 358.2, None, None, None, None, None, None, None, None, 189.1, None, None,6.743, None, None, None, 68.64, None, None, None, None, None,2019-04-24 18:00:00, None,17
None, None, None, None, 3.237, 3.465, None, None, None, None, None, None, None, None, 189.5, None, None,4.83, None, None, None, 69.59, None, None, None, None, None,2019-04-24 19:00:00, None,17
None, None, None, None, 2.236, 41.65, None, None, None, None, None, None, None, None, 189.4, None, None,3.718, None, None, None, 64.42, None, None, None, None, None,2019-04-24 20:00:00, None,17
None, None, None, None, 1.369, 48.43, None, None, None, None, None, None, None, None, 189.2, None, None,1.523, None, None, None, 57.74, None, None, None, None, None,2019-04-24 21:00:00, None,17
None, None, None, None, 0.645, 79.56, None, None, None, None, None, None, None, None, 189.1, None, None,-0.987, None, None, None, 31.18, None, None, None, None, None,2019-04-25 00:00:00, None,17
