pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 5.757, None,2019-05-07 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 5.409, None,2019-05-07 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.852, None,2019-05-07 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.684, None,2019-05-07 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.532, None,2019-05-07 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.203, None,2019-05-07 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.138, None,2019-05-07 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 3.874, None,2019-05-07 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.025, None,2019-05-07 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.722, None,2019-05-07 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 5.554, None,2019-05-07 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 6.526, None,2019-05-07 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 7.42, None,2019-05-07 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 8.24, None,2019-05-07 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 8.63, None,2019-05-07 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 8.95, None,2019-05-07 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 9.73, None,2019-05-07 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 9.98, None,2019-05-07 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 10.68, None,2019-05-07 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 10.98, None,2019-05-07 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 10.29, None,2019-05-07 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 9.65, None,2019-05-07 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 8.56, None,2019-05-07 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 7.58, None,2019-05-07 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 7.1, None,2019-05-08 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 6.553, None,2019-05-08 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 5.747, None,2019-05-08 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 5.721, None,2019-05-08 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.472, None,2019-05-08 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 3.564, None,2019-05-08 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 2.955, None,2019-05-08 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 2.704, None,2019-05-08 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 2.921, None,2019-05-08 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.81, None,2019-05-08 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 7.96, None,2019-05-08 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 10.72, None,2019-05-08 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 11.65, None,2019-05-08 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 14.9, None,2019-05-08 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 15.29, None,2019-05-08 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 16.28, None,2019-05-08 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 16.5, None,2019-05-08 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 16.54, None,2019-05-08 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 17.29, None,2019-05-08 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 17.78, None,2019-05-08 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 17.16, None,2019-05-08 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 15.32, None,2019-05-08 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 13.12, None,2019-05-08 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 10.99, None,2019-05-08 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 10.06, None,2019-05-09 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 9.26, None,2019-05-09 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 8.24, None,2019-05-09 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 6.41, None,2019-05-09 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 5.247, None,2019-05-09 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.325, None,2019-05-09 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 3.51, None,2019-05-09 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.008, None,2019-05-09 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 4.327, None,2019-05-09 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 6.595, None,2019-05-09 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 9.92, None,2019-05-09 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 11.17, None,2019-05-09 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 13.48, None,2019-05-09 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 15.86, None,2019-05-09 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 18.3, None,2019-05-09 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 19.07, None,2019-05-09 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 20.65, None,2019-05-09 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None, 22.29, None,2019-05-09 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
