CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -0.286,97.9, None, None, None, None, 14.59, None, 4.148, 230.2, None, None, None, None, None, None, None, None, None,2017-10-15 00:00:00, None, None,42
None, -0.238,97.9, None, None, None, None, 18.53, None, 4.416, 228.3, None, None, None, None, None, None, None, None, None,2017-10-15 01:00:00, None, None,42
None, -0.134,97.9, None, None, None, None, 21.94, None, 4.113, 229.8, None, None, None, None, None, None, None, None, None,2017-10-15 02:00:00, None, None,42
None, -0.031,98.0, None, None, None, None, 22.8, None, 3.347, 232.1, None, None, None, None, None, None, None, None, None,2017-10-15 03:00:00, None, None,42
None, 0.024,97.9, None, None, None, None, 16.07, None, 4.183, 227.9, None, None, None, None, None, None, None, None, None,2017-10-15 04:00:00, None, None,42
None, 0.212,98.0, None, None, None, None, 26.36, None, 3.155, 236.8, None, None, None, None, None, None, None, None, None,2017-10-15 05:00:00, None, None,42
None, 0.937,97.8, None, None, None, None, 26.11, None, 3.448, 233.5, None, None, None, None, None, None, None, None, None,2017-10-15 06:00:00, None, None,42
None, 1.321,97.7, None, None, None, None, 15.52, None, 5.326, 224.4, None, None, None, None, None, None, None, None, None,2017-10-15 07:00:00, None, None,42
None, 1.808,97.6, None, None, None, None, 13.64, None, 4.222, 226.9, None, None, None, None, None, None, None, None, None,2017-10-15 08:00:00, None, None,42
None, 2.684,97.2, None, None, None, None, 17.71, None, 4.852, 223.0, None, None, None, None, None, None, None, None, None,2017-10-15 09:00:00, None, None,42
None, 3.067,97.1, None, None, None, None, 16.11, None, 4.159, 226.4, None, None, None, None, None, None, None, None, None,2017-10-15 10:00:00, None, None,42
None, 4.1,97.0, None, None, None, None, 21.38, None, 3.795, 228.1, None, None, None, None, None, None, None, None, None,2017-10-15 11:00:00, None, None,42
None, 3.866,96.5, None, None, None, None, 21.46, None, 4.724, 225.4, None, None, None, None, None, None, None, None, None,2017-10-15 12:00:00, None, None,42
None, 4.317,95.4, None, None, None, None, 27.72, None, 4.841, 229.0, None, None, None, None, None, None, None, None, None,2017-10-15 13:00:00, None, None,42
None, 4.451,94.1, None, None, None, None, 30.57, None, 5.259, 224.8, None, None, None, None, None, None, None, None, None,2017-10-15 14:00:00, None, None,42
None, 4.393,93.2, None, None, None, None, 20.13, None, 6.526, 226.0, None, None, None, None, None, None, None, None, None,2017-10-15 15:00:00, None, None,42
None, 4.364,90.6, None, None, None, None, 17.07, None, 7.317, 221.7, None, None, None, None, None, None, None, None, None,2017-10-15 16:00:00, None, None,42
None, 4.317,89.4, None, None, None, None, 18.31, None, 7.321, 220.7, None, None, None, None, None, None, None, None, None,2017-10-15 17:00:00, None, None,42
None, 3.593,91.2, None, None, None, None, 17.64, None, 6.571, 221.5, None, None, None, None, None, None, None, None, None,2017-10-15 18:00:00, None, None,42
None, 3.237,92.5, None, None, None, None, 17.0, None, 6.913, 222.8, None, None, None, None, None, None, None, None, None,2017-10-15 19:00:00, None, None,42
None, 3.299,90.4, None, None, None, None, 18.45, None, 7.201, 224.0, None, None, None, None, None, None, None, None, None,2017-10-15 20:00:00, None, None,42
None, 3.24,92.4, None, None, None, None, 24.0, None, 6.788, 226.1, None, None, None, None, None, None, None, None, None,2017-10-15 21:00:00, None, None,42
None, 3.255,91.9, None, None, None, None, 23.1, None, 6.427, 225.8, None, None, None, None, None, None, None, None, None,2017-10-15 22:00:00, None, None,42
None, 3.162,92.0, None, None, None, None, 21.91, None, 6.237, 225.0, None, None, None, None, None, None, None, None, None,2017-10-15 23:00:00, None, None,42
None, 3.012,93.4, None, None, None, None, 23.83, None, 5.723, 227.8, None, None, None, None, None, None, None, None, None,2017-10-16 00:00:00, None, None,42
None, 2.871,93.4, None, None, None, None, 20.37, None, 6.8, 225.0, None, None, None, None, None, None, None, None, None,2017-10-16 01:00:00, None, None,42
None, 2.672,93.7, None, None, None, None, 19.59, None, 6.579, 222.6, None, None, None, None, None, None, None, None, None,2017-10-16 02:00:00, None, None,42
None, 2.518,94.7, None, None, None, None, 17.88, None, 7.004, 222.2, None, None, None, None, None, None, None, None, None,2017-10-16 03:00:00, None, None,42
None, 2.551,91.3, None, None, None, None, 19.59, None, 8.21, 223.7, None, None, None, None, None, None, None, None, None,2017-10-16 04:00:00, None, None,42
None, 1.989,96.0, None, None, None, None, 17.48, None, 7.215, 223.4, None, None, None, None, None, None, None, None, None,2017-10-16 05:00:00, None, None,42
None, 1.616,96.8, None, None, None, None, 19.78, None, 6.904, 221.9, None, None, None, None, None, None, None, None, None,2017-10-16 06:00:00, None, None,42
None, 1.616,97.3, None, None, None, None, 15.65, None, 8.27, 216.7, None, None, None, None, None, None, None, None, None,2017-10-16 08:00:00, None, None,42
None, 1.581,97.2, None, None, None, None, 17.24, None, 8.11, 218.2, None, None, None, None, None, None, None, None, None,2017-10-16 09:00:00, None, None,42
None, 1.615,97.0, None, None, None, None, 16.78, None, 9.13, 218.1, None, None, None, None, None, None, None, None, None,2017-10-16 10:00:00, None, None,42
None, 1.519,96.9, None, None, None, None, 16.11, None, 8.82, 220.0, None, None, None, None, None, None, None, None, None,2017-10-16 11:00:00, None, None,42
None, 1.831,97.0, None, None, None, None, 16.15, None, 7.507, 218.9, None, None, None, None, None, None, None, None, None,2017-10-16 12:00:00, None, None,42
None, 2.238,97.0, None, None, None, None, 18.56, None, 7.758, 221.8, None, None, None, None, None, None, None, None, None,2017-10-16 13:00:00, None, None,42
None, 2.382,97.1, None, None, None, None, 21.07, None, 7.889, 223.9, None, None, None, None, None, None, None, None, None,2017-10-16 14:00:00, None, None,42
None, 2.144,97.2, None, None, None, None, 23.64, None, 7.957, 228.3, None, None, None, None, None, None, None, None, None,2017-10-16 15:00:00, None, None,42
None, 2.041,97.3, None, None, None, None, 20.17, None, 10.42, 223.7, None, None, None, None, None, None, None, None, None,2017-10-16 16:00:00, None, None,42
None, 2.308,97.3, None, None, None, None, 23.3, None, 8.04, 224.9, None, None, None, None, None, None, None, None, None,2017-10-16 17:00:00, None, None,42
None, 2.734,97.2, None, None, None, None, 23.26, None, 8.7, 224.9, None, None, None, None, None, None, None, None, None,2017-10-16 18:00:00, None, None,42
None, 3.338,97.1, None, None, None, None, 21.77, None, 9.54, 224.1, None, None, None, None, None, None, None, None, None,2017-10-16 19:00:00, None, None,42
None, 3.319,97.2, None, None, None, None, 22.14, None, 9.14, 223.4, None, None, None, None, None, None, None, None, None,2017-10-16 20:00:00, None, None,42
None, 3.582,97.2, None, None, None, None, 19.52, None, 8.15, 224.5, None, None, None, None, None, None, None, None, None,2017-10-16 21:00:00, None, None,42
None, 3.681,97.2, None, None, None, None, 25.58, None, 6.538, 224.9, None, None, None, None, None, None, None, None, None,2017-10-16 22:00:00, None, None,42
None, 3.936,97.2, None, None, None, None, 26.23, None, 5.565, 227.7, None, None, None, None, None, None, None, None, None,2017-10-16 23:00:00, None, None,42
None, 4.555,97.3, None, None, None, None, 25.76, None, 7.936, 225.0, None, None, None, None, None, None, None, None, None,2017-10-17 00:00:00, None, None,42
None, 4.904,97.3, None, None, None, None, 23.52, None, 7.233, 224.4, None, None, None, None, None, None, None, None, None,2017-10-17 01:00:00, None, None,42
None, 5.67,97.4, None, None, None, None, 20.32, None, 7.855, 222.5, None, None, None, None, None, None, None, None, None,2017-10-17 02:00:00, None, None,42
None, 5.795,97.3, None, None, None, None, 20.58, None, 8.62, 222.9, None, None, None, None, None, None, None, None, None,2017-10-17 03:00:00, None, None,42
None, 5.552,97.4, None, None, None, None, 21.5, None, 8.54, 222.3, None, None, None, None, None, None, None, None, None,2017-10-17 04:00:00, None, None,42
None, 4.382,97.4, None, None, None, None, 24.75, None, 7.365, 225.6, None, None, None, None, None, None, None, None, None,2017-10-17 05:00:00, None, None,42
None, 5.205,97.4, None, None, None, None, 21.83, None, 11.51, 218.9, None, None, None, None, None, None, None, None, None,2017-10-17 06:00:00, None, None,42
None, 4.774,97.3, None, None, None, None, 20.58, None, 11.9, 221.9, None, None, None, None, None, None, None, None, None,2017-10-17 07:00:00, None, None,42
None, 4.491,97.4, None, None, None, None, 21.98, None, 12.39, 217.2, None, None, None, None, None, None, None, None, None,2017-10-17 08:00:00, None, None,42
None, 3.726,97.4, None, None, None, None, 22.71, None, 11.79, 226.7, None, None, None, None, None, None, None, None, None,2017-10-17 09:00:00, None, None,42
None, 2.23,97.6, None, None, None, None, 19.77, None, 13.28, 219.2, None, None, None, None, None, None, None, None, None,2017-10-17 10:00:00, None, None,42
None, 0.113,98.3, None, None, None, None, 26.49, None, 9.37, 221.6, None, None, None, None, None, None, None, None, None,2017-10-17 11:00:00, None, None,42
None, -0.058,98.3, None, None, None, None, 20.59, None, 11.0, 220.7, None, None, None, None, None, None, None, None, None,2017-10-17 12:00:00, None, None,42
None, -0.812,98.4, None, None, None, None, 19.35, None, 11.21, 221.4, None, None, None, None, None, None, None, None, None,2017-10-17 13:00:00, None, None,42
None, -0.884,98.4, None, None, None, None, 25.91, None, 6.583, 229.5, None, None, None, None, None, None, None, None, None,2017-10-17 14:00:00, None, None,42
None, -1.179,98.4, None, None, None, None, 18.62, None, 7.026, 226.0, None, None, None, None, None, None, None, None, None,2017-10-17 15:00:00, None, None,42
None, -1.521,98.4, None, None, None, None, 20.75, None, 6.425, 224.4, None, None, None, None, None, None, None, None, None,2017-10-17 16:00:00, None, None,42
None, -1.576,98.2, None, None, None, None, 18.95, None, 6.594, 224.8, None, None, None, None, None, None, None, None, None,2017-10-17 17:00:00, None, None,42
None, -2.051,97.9, None, None, None, None, 19.36, None, 8.01, 226.1, None, None, None, None, None, None, None, None, None,2017-10-17 18:00:00, None, None,42
None, -2.216,97.6, None, None, None, None, 27.44, None, 6.963, 229.2, None, None, None, None, None, None, None, None, None,2017-10-17 19:00:00, None, None,42
None, -2.344,97.3, None, None, None, None, 21.74, None, 4.661, 225.9, None, None, None, None, None, None, None, None, None,2017-10-17 20:00:00, None, None,42
None, -2.281,97.3, None, None, None, None, 25.8, None, 4.822, 225.5, None, None, None, None, None, None, None, None, None,2017-10-17 21:00:00, None, None,42
None, -2.301,97.3, None, None, None, None, 22.46, None, 2.812, 228.6, None, None, None, None, None, None, None, None, None,2017-10-17 22:00:00, None, None,42
None, -1.955,97.5, None, None, None, None, 15.45, None, 2.071, 231.2, None, None, None, None, None, None, None, None, None,2017-10-17 23:00:00, None, None,42
None, -2.049,97.4, None, None, None, None, 29.58, None, 2.55, 232.3, None, None, None, None, None, None, None, None, None,2017-10-18 00:00:00, None, None,42
None, -2.136,97.4, None, None, None, None, 20.19, None, 3.156, 227.8, None, None, None, None, None, None, None, None, None,2017-10-18 01:00:00, None, None,42
