air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-3.6,-3.6, 264.0,9.2,-6999.0, 4.7,2020-04-15 00:00:00, 1.4,-6999.0,16
-4.2,-4.1, 1.0,9.2,-6999.0, 6.0,2020-04-15 01:00:00, 1.6,-6999.0,16
-5.1,-5.1, 277.0,9.2,-6999.0, 3.5,2020-04-15 02:00:00, 0.9,-6999.0,16
-5.8,-5.8, 261.0,9.2,-6999.0, 3.3,2020-04-15 03:00:00, 1.4,-6999.0,16
-7.0,-6.9, 254.0,9.2,-6999.0, 3.2,2020-04-15 04:00:00, 0.4,-6999.0,16
-7.9,-7.9, 250.0,9.2,-6999.0, 2.5,2020-04-15 05:00:00, 0.4,-6999.0,16
-8.6,-8.5, 294.0,9.2,-6999.0, 6.4,2020-04-15 06:00:00, 1.0,-6999.0,16
-8.4,-8.7, 265.0,-8.3,-6999.0, 4.0,2020-04-15 07:00:00, 1.3,-6999.0,16
-1.3,-8.7, 21.0,-1.4,-6999.0, 6.8,2020-04-15 09:00:00, 1.6,-6999.0,16
4.1,-8.7, 233.0,4.1,-6999.0, 7.1,2020-04-15 10:00:00, 1.8,-6999.0,16
7.6,-8.7, 225.0,7.6,-6999.0, 16.0,2020-04-15 11:00:00, 4.9,-6999.0,16
8.3,-8.7, 242.0,8.5,-6999.0, 23.6,2020-04-15 12:00:00, 9.1,-6999.0,16
9.6,-8.7, 228.0,9.7,-6999.0, 19.6,2020-04-15 13:00:00, 5.4,-6999.0,16
10.4,-8.7, 215.0,10.7,-6999.0, 19.6,2020-04-15 14:00:00, 4.2,-6999.0,16
10.5,-8.7, 233.0,10.8,-6999.0, 25.2,2020-04-15 15:00:00, 7.8,-6999.0,16
10.9,-8.7, 233.0,11.4,-6999.0, 20.0,2020-04-15 16:00:00, 7.0,-6999.0,16
10.0,-8.7, 236.0,11.4,-6999.0, 23.4,2020-04-15 17:00:00, 7.5,-6999.0,16
9.9,-8.7, 236.0,11.4,-6999.0, 19.9,2020-04-15 18:00:00, 6.6,-6999.0,16
9.2,9.2, 239.0,10.0,-6999.0, 16.9,2020-04-15 19:00:00, 7.4,-6999.0,16
6.6,6.8, 238.0,10.0,-6999.0, 15.7,2020-04-15 20:00:00, 5.5,-6999.0,16
