AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
-3.2, 9.4, -6.3, 1363.1,2022-04-02 00:00:00, 315.0, -0.6,14
-3.2, None, None, 1363.1,2022-04-02 00:15:00, 315.0, None,14
-3.2, None, None, 1364.2,2022-04-02 00:30:00, 315.0, None,14
-3.2, None, None, 1364.2,2022-04-02 00:45:00, 315.0, None,14
-3.3, None, None, 1364.2,2022-04-02 01:00:00, 316.0, None,14
-3.3, None, None, 1364.2,2022-04-02 01:15:00, 316.0, None,14
-3.3, None, None, 1365.2,2022-04-02 01:30:00, 316.0, None,14
-3.3, None, None, 1365.2,2022-04-02 01:45:00, 316.0, None,14
-3.5, None, None, 1365.2,2022-04-02 02:00:00, 317.0, None,14
-3.6, None, None, 1366.3,2022-04-02 02:15:00, 317.0, None,14
-3.6, None, None, 1366.3,2022-04-02 02:30:00, 317.0, None,14
-3.7, None, None, 1366.3,2022-04-02 02:45:00, 317.0, None,14
-3.8, None, None, 1367.4,2022-04-02 03:00:00, 317.0, None,14
-3.9, None, None, 1367.4,2022-04-02 03:15:00, 318.0, None,14
-4.0, None, None, 1368.4,2022-04-02 03:30:00, 318.0, None,14
-4.1, None, None, 1368.4,2022-04-02 03:45:00, 319.0, None,14
-4.2, None, None, 1368.4,2022-04-02 04:00:00, 319.0, None,14
-4.1, None, None, 1368.4,2022-04-02 04:15:00, 319.0, None,14
-4.2, None, None, 1369.5,2022-04-02 04:30:00, 319.0, None,14
-4.2, None, None, 1369.5,2022-04-02 04:45:00, 320.0, None,14
-4.4, None, None, 1369.5,2022-04-02 05:00:00, 320.0, None,14
-4.4, None, None, 1369.5,2022-04-02 05:15:00, 320.0, None,14
-4.5, None, None, 1369.5,2022-04-02 05:30:00, 320.0, None,14
-4.4, None, None, 1369.5,2022-04-02 05:45:00, 320.0, None,14
-4.4, None, None, 1369.5,2022-04-02 06:00:00, 320.0, None,14
-4.4, None, None, 1369.5,2022-04-02 06:15:00, 320.0, None,14
-4.4, None, None, 1369.5,2022-04-02 06:30:00, 319.0, None,14
-4.4, None, None, 1369.5,2022-04-02 06:45:00, 319.0, None,14
-4.3, None, None, 1370.5,2022-04-02 07:00:00, 320.0, None,14
-4.4, None, None, 1370.5,2022-04-02 07:15:00, 320.0, None,14
-4.4, None, None, 1370.5,2022-04-02 07:30:00, 320.0, None,14
-4.2, None, None, 1370.5,2022-04-02 07:45:00, 320.0, None,14
-4.1, None, None, 1370.5,2022-04-02 08:00:00, 320.0, None,14
-4.1, None, None, 1370.5,2022-04-02 08:15:00, 320.0, None,14
