pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, None, 8.4, 112.0, None, None, 323.0, 412.0, None,2019-05-07 00:00:00, None,19
None, None, None, None, None, 7.4, 113.0, None, None, 323.0, 412.0, None,2019-05-07 01:00:00, None,19
None, None, None, None, None, 6.9, 113.0, None, None, 324.0, 412.0, None,2019-05-07 02:00:00, None,19
None, None, None, None, None, 6.2, 113.0, None, None, 324.0, 412.0, None,2019-05-07 03:00:00, None,19
None, None, None, None, None, 5.7, 113.0, None, None, 324.0, 412.0, None,2019-05-07 04:00:00, None,19
None, None, None, None, None, 4.3, 113.0, None, None, 324.0, 412.0, None,2019-05-07 05:00:00, None,19
None, None, None, None, None, 3.8, 112.0, None, None, 324.0, 409.0, None,2019-05-07 06:00:00, None,19
None, None, None, None, None, 2.9, 112.0, None, None, 324.0, 409.0, None,2019-05-07 07:00:00, None,19
None, None, None, None, None, 2.6, 112.0, None, None, 324.0, 409.0, None,2019-05-07 08:00:00, None,19
None, None, None, None, None, 1.2, 112.0, None, None, 324.0, 409.0, None,2019-05-07 09:00:00, None,19
None, None, None, None, None, 0.1, 112.0, None, None, 324.0, 409.0, None,2019-05-07 10:00:00, None,19
None, None, None, None, None, 0.1, 112.0, None, None, 324.0, 408.0, None,2019-05-07 11:00:00, None,19
None, None, None, None, None, 0.7, 112.0, None, None, 324.0, 408.0, None,2019-05-07 12:00:00, None,19
None, None, None, None, None, 0.4, 112.0, None, None, 324.0, 408.0, None,2019-05-07 13:00:00, None,19
None, None, None, None, None, 2.3, 112.0, None, None, 324.0, 408.0, None,2019-05-07 14:00:00, None,19
None, None, None, None, None, 3.3, 112.0, None, None, 324.0, 405.0, None,2019-05-07 15:00:00, None,19
None, 113.0, None, None, None, 5.4, 111.0, None, None, 324.0, 405.0, None,2019-05-07 16:00:00, None,19
None, None, None, None, None, 5.5, 111.0, None, None, 324.0, 405.0, None,2019-05-07 17:00:00, None,19
None, None, None, None, None, 6.8, 111.0, None, None, 324.0, 405.0, None,2019-05-07 18:00:00, None,19
None, None, None, None, None, 7.3, 111.0, None, None, 324.0, 405.0, None,2019-05-07 19:00:00, None,19
None, None, None, None, None, 8.5, 110.0, None, None, 324.0, 405.0, None,2019-05-07 20:00:00, None,19
None, None, None, None, None, 9.1, 110.0, None, None, 324.0, 405.0, None,2019-05-07 21:00:00, None,19
None, None, None, None, None, 9.3, 109.0, None, None, 324.0, 405.0, None,2019-05-07 22:00:00, None,19
None, None, None, None, None, 9.3, 110.0, None, None, 324.0, 406.0, None,2019-05-07 23:00:00, None,19
None, None, None, None, None, 8.6, 109.0, None, None, 323.0, 405.0, None,2019-05-08 00:00:00, None,19
None, None, None, None, None, 6.1, 109.0, None, None, 324.0, 405.0, None,2019-05-08 01:00:00, None,19
None, None, None, None, None, 5.5, 109.0, None, None, 324.0, 405.0, None,2019-05-08 02:00:00, None,19
None, None, None, None, None, 5.0, 110.0, None, None, 324.0, 405.0, None,2019-05-08 03:00:00, None,19
None, None, None, None, None, 3.3, 109.0, None, None, 324.0, 402.0, None,2019-05-08 04:00:00, None,19
None, None, None, None, None, 1.6, 109.0, None, None, 324.0, 401.0, None,2019-05-08 05:00:00, None,19
None, None, None, None, None, 1.6, 109.0, None, None, 324.0, 401.0, None,2019-05-08 06:00:00, None,19
None, None, None, None, None, 1.9, 109.0, None, None, 324.0, 400.0, None,2019-05-08 07:00:00, None,19
None, None, None, None, None, 1.7, 109.0, None, None, 324.0, 400.0, None,2019-05-08 08:00:00, None,19
None, None, None, None, None, 1.8, 109.0, None, None, 325.0, 399.0, None,2019-05-08 09:00:00, None,19
None, None, None, None, None, 1.9, 109.0, None, None, 325.0, 399.0, None,2019-05-08 10:00:00, None,19
None, None, None, None, None, 1.8, 109.0, None, None, 325.0, 398.0, None,2019-05-08 11:00:00, None,19
None, None, None, None, None, 2.2, 109.0, None, None, 325.0, 398.0, None,2019-05-08 12:00:00, None,19
None, None, None, None, None, 2.5, 109.0, None, None, 325.0, 398.0, None,2019-05-08 13:00:00, None,19
None, None, None, None, None, 3.8, 109.0, None, None, 325.0, 396.0, None,2019-05-08 14:00:00, None,19
None, None, None, None, None, 5.0, 109.0, None, None, 325.0, 396.0, None,2019-05-08 15:00:00, None,19
None, 113.0, None, None, None, 6.4, 109.0, None, None, 324.0, 396.0, None,2019-05-08 16:00:00, None,19
None, None, None, None, None, 6.5, 109.0, None, None, 324.0, 396.0, None,2019-05-08 17:00:00, None,19
None, None, None, None, None, 9.1, 108.0, None, None, 324.0, 396.0, None,2019-05-08 18:00:00, None,19
None, None, None, None, None, 8.8, 108.0, None, None, 324.0, 397.0, None,2019-05-08 19:00:00, None,19
None, None, None, None, None, 9.3, 107.0, None, None, 324.0, 397.0, None,2019-05-08 20:00:00, None,19
None, None, None, None, None, 9.6, 107.0, None, None, 324.0, 397.0, None,2019-05-08 21:00:00, None,19
None, None, None, None, None, 8.9, 107.0, None, None, 324.0, 397.0, None,2019-05-08 22:00:00, None,19
None, None, None, None, None, 9.2, 106.0, None, None, 324.0, 397.0, None,2019-05-08 23:00:00, None,19
None, None, None, None, None, 8.1, 106.0, None, None, 324.0, 397.0, None,2019-05-09 00:00:00, None,19
None, None, None, None, None, 7.9, 106.0, None, None, 324.0, 397.0, None,2019-05-09 01:00:00, None,19
None, None, None, None, None, 6.7, 107.0, None, None, 324.0, 396.0, None,2019-05-09 02:00:00, None,19
None, None, None, None, None, 6.0, 107.0, None, None, 324.0, 396.0, None,2019-05-09 03:00:00, None,19
None, None, None, None, None, 4.5, 107.0, None, None, 324.0, 395.0, None,2019-05-09 04:00:00, None,19
None, None, None, None, None, 4.3, 107.0, None, None, 325.0, 395.0, None,2019-05-09 05:00:00, None,19
None, None, None, None, None, 4.4, 106.0, None, None, 325.0, 393.0, None,2019-05-09 06:00:00, None,19
None, None, None, None, None, 4.0, 106.0, None, None, 325.0, 392.0, None,2019-05-09 07:00:00, None,19
None, None, None, None, None, 3.3, 107.0, None, None, 325.0, 392.0, None,2019-05-09 08:00:00, None,19
None, None, None, None, None, 3.9, 107.0, None, None, 325.0, 392.0, None,2019-05-09 09:00:00, None,19
None, None, None, None, None, 3.3, 107.0, None, None, 325.0, 390.0, None,2019-05-09 10:00:00, None,19
None, None, None, None, None, 3.7, 107.0, None, None, 325.0, 390.0, None,2019-05-09 11:00:00, None,19
