wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
17.0, None, None,0.0, None,2.1, None,16.7, None, None,82.0,2016-08-19 00:00:00, None,34
18.0, None, None,0.0, None,2.3, None,16.6, None, None,82.0,2016-08-19 01:00:00, None,34
17.0, None, None,0.0, None,1.8, None,16.3, None, None,77.0,2016-08-19 02:00:00, None,34
1.0, None, None,0.0, None,2.5, None,16.8, None, None,78.0,2016-08-19 03:00:00, None,34
358.0, None, None,0.0, None,2.8, None,16.6, None, None,79.0,2016-08-19 04:00:00, None,34
22.0, None, None,0.0, None,2.5, None,15.4, None, None,83.0,2016-08-19 05:00:00, None,34
13.0, None, None,0.0, None,2.7, None,15.6, None, None,80.0,2016-08-19 06:00:00, None,34
350.0, None, None,0.0, None,2.4, None,15.8, None, None,79.0,2016-08-19 07:00:00, None,34
26.0, None, None,0.0, None,2.1, None,15.3, None, None,82.0,2016-08-19 08:00:00, None,34
24.0, None, None,0.0, None,2.5, None,19.2, None, None,71.0,2016-08-19 09:00:00, None,34
44.0, None, None,0.0, None,0.0, None,24.7, None, None,53.0,2016-08-19 10:00:00, None,34
188.0, None, None,0.0, None,3.4, None,30.1, None, None,29.0,2016-08-19 11:00:00, None,34
207.0, None, None,0.0, None,4.2, None,32.5, None, None,27.0,2016-08-19 12:00:00, None,34
274.0, None, None,0.0, None,4.2, None,33.2, None, None,21.0,2016-08-19 13:00:00, None,34
265.0, None, None,0.0, None,3.5, None,33.5, None, None,24.0,2016-08-19 14:00:00, None,34
296.0, None, None,0.0, None,4.3, None,32.5, None, None,24.0,2016-08-19 15:00:00, None,34
305.0, None, None,0.0, None,3.5, None,29.3, None, None,29.0,2016-08-19 16:00:00, None,34
11.0, None, None,0.0, None,2.7, None,27.8, None, None,40.0,2016-08-19 17:00:00, None,34
7.0, None, None,0.0, None,2.5, None,25.0, None, None,45.0,2016-08-19 18:00:00, None,34
16.0, None, None,0.0, None,1.6, None,22.5, None, None,66.0,2016-08-19 19:00:00, None,34
8.0, None, None,0.0, None,2.2, None,20.7, None, None,72.0,2016-08-19 20:00:00, None,34
10.0, None, None,0.0, None,2.1, None,19.5, None, None,73.0,2016-08-19 21:00:00, None,34
10.0, None, None,0.0, None,2.6, None,18.7, None, None,76.0,2016-08-19 22:00:00, None,34
13.0, None, None,0.0, None,2.7, None,18.1, None, None,76.0,2016-08-19 23:00:00, None,34
15.0, None, None,0.0, None,2.3, None,17.2, None, None,79.0,2016-08-20 00:00:00, None,34
8.0, None, None,0.0, None,2.6, None,16.9, None, None,80.0,2016-08-20 01:00:00, None,34
34.0, None, None,0.0, None,2.0, None,16.4, None, None,80.0,2016-08-20 02:00:00, None,34
33.0, None, None,0.0, None,1.6, None,15.9, None, None,82.0,2016-08-20 03:00:00, None,34
4.0, None, None,0.0, None,2.0, None,15.2, None, None,82.0,2016-08-20 04:00:00, None,34
352.0, None, None,0.0, None,1.9, None,14.7, None, None,83.0,2016-08-20 05:00:00, None,34
359.0, None, None,0.0, None,1.7, None,14.4, None, None,87.0,2016-08-20 06:00:00, None,34
24.0, None, None,0.0, None,2.3, None,14.2, None, None,87.0,2016-08-20 07:00:00, None,34
71.0, None, None,0.0, None,0.0, None,14.1, None, None,89.0,2016-08-20 08:00:00, None,34
45.0, None, None,0.0, None,0.0, None,17.0, None, None,77.0,2016-08-20 09:00:00, None,34
117.0, None, None,0.0, None,2.1, None,23.2, None, None,53.0,2016-08-20 10:00:00, None,34
168.0, None, None,0.0, None,2.9, None,28.7, None, None,43.0,2016-08-20 11:00:00, None,34
163.0, None, None,0.0, None,5.2, None,29.4, None, None,29.0,2016-08-20 12:00:00, None,34
209.0, None, None,0.0, None,4.6, None,30.6, None, None,29.0,2016-08-20 13:00:00, None,34
226.0, None, None,0.0, None,4.4, None,31.1, None, None,37.0,2016-08-20 14:00:00, None,34
289.0, None, None,0.0, None,4.4, None,29.9, None, None,35.0,2016-08-20 15:00:00, None,34
282.0, None, None,0.0, None,3.5, None,27.0, None, None,44.0,2016-08-20 16:00:00, None,34
335.0, None, None,0.0, None,1.9, None,25.5, None, None,49.0,2016-08-20 17:00:00, None,34
347.0, None, None,0.0, None,2.1, None,23.5, None, None,59.0,2016-08-20 18:00:00, None,34
44.0, None, None,0.0, None,0.0, None,21.3, None, None,71.0,2016-08-20 19:00:00, None,34
359.0, None, None,0.0, None,1.7, None,20.0, None, None,77.0,2016-08-20 20:00:00, None,34
9.0, None, None,0.0, None,2.3, None,18.8, None, None,80.0,2016-08-20 21:00:00, None,34
5.0, None, None,0.0, None,2.2, None,18.3, None, None,81.0,2016-08-20 22:00:00, None,34
10.0, None, None,0.0, None,2.4, None,17.6, None, None,83.0,2016-08-20 23:00:00, None,34
9.0, None, None,0.0, None,2.6, None,16.4, None, None,87.0,2016-08-21 00:00:00, None,34
31.0, None, None,0.0, None,1.7, None,16.0, None, None,87.0,2016-08-21 01:00:00, None,34
45.0, None, None,0.0, None,1.6, None,15.6, None, None,88.0,2016-08-21 02:00:00, None,34
16.0, None, None,0.0, None,0.0, None,15.4, None, None,87.0,2016-08-21 03:00:00, None,34
34.0, None, None,0.0, None,0.0, None,14.9, None, None,90.0,2016-08-21 04:00:00, None,34
13.0, None, None,0.0, None,1.9, None,14.6, None, None,90.0,2016-08-21 05:00:00, None,34
57.0, None, None,0.0, None,1.6, None,14.3, None, None,91.0,2016-08-21 06:00:00, None,34
30.0, None, None,0.0, None,0.0, None,15.7, None, None,87.0,2016-08-21 07:00:00, None,34
28.0, None, None,0.0, None,0.0, None,16.7, None, None,87.0,2016-08-21 08:00:00, None,34
68.0, None, None,0.0, None,2.2, None,18.2, None, None,81.0,2016-08-21 09:00:00, None,34
224.0, None, None,0.0, None,3.9, None,22.0, None, None,58.0,2016-08-21 10:00:00, None,34
64.0, None, None,0.0, None,3.4, None,20.8, None, None,68.0,2016-08-21 11:00:00, None,34
38.0, None, None,0.0, None,4.1, None,21.7, None, None,62.0,2016-08-21 12:00:00, None,34
256.0, None, None,0.0, None,3.5, None,20.4, None, None,56.0,2016-08-21 13:00:00, None,34
188.0, None, None,0.0, None,4.1, None,23.9, None, None,50.0,2016-08-21 14:00:00, None,34
316.0, None, None,1.0, None,2.6, None,17.6, None, None,90.0,2016-08-21 15:00:00, None,34
283.0, None, None,1.0, None,2.8, None,16.0, None, None,94.0,2016-08-21 16:00:00, None,34
206.0, None, None,0.0, None,1.8, None,14.2, None, None,95.0,2016-08-21 18:00:00, None,34
37.0, None, None,0.0, None,2.6, None,13.7, None, None,97.0,2016-08-21 19:00:00, None,34
254.0, None, None,0.0, None,1.9, None,13.1, None, None,97.0,2016-08-21 20:00:00, None,34
36.0, None, None,0.0, None,2.4, None,12.5, None, None,97.0,2016-08-21 21:00:00, None,34
52.0, None, None,0.0, None,1.8, None,12.0, None, None,97.0,2016-08-21 22:00:00, None,34
317.0, None, None,0.0, None,1.8, None,11.6, None, None,98.0,2016-08-21 23:00:00, None,34
36.0, None, None,0.0, None,2.2, None,11.1, None, None,97.0,2016-08-22 00:00:00, None,34
15.0, None, None,0.0, None,2.5, None,10.5, None, None,98.0,2016-08-22 01:00:00, None,34
35.0, None, None,0.0, None,2.1, None,10.3, None, None,98.0,2016-08-22 02:00:00, None,34
8.0, None, None,0.0, None,2.0, None,10.0, None, None,98.0,2016-08-22 03:00:00, None,34
359.0, None, None,0.0, None,1.7, None,9.6, None, None,97.0,2016-08-22 04:00:00, None,34
346.0, None, None,0.0, None,1.9, None,9.3, None, None,98.0,2016-08-22 05:00:00, None,34
17.0, None, None,0.0, None,0.0, None,9.1, None, None,98.0,2016-08-22 06:00:00, None,34
357.0, None, None,0.0, None,2.1, None,9.3, None, None,98.0,2016-08-22 07:00:00, None,34
48.0, None, None,0.2, None,0.0, None,9.7, None, None,98.0,2016-08-22 08:00:00, None,34
71.0, None, None,0.0, None,2.5, None,11.7, None, None,97.0,2016-08-22 09:00:00, None,34
119.0, None, None,0.0, None,3.7, None,15.9, None, None,83.0,2016-08-22 10:00:00, None,34
213.0, None, None,0.0, None,4.1, None,19.8, None, None,51.0,2016-08-22 11:00:00, None,34
212.0, None, None,0.0, None,4.8, None,21.4, None, None,53.0,2016-08-22 12:00:00, None,34
215.0, None, None,0.0, None,5.0, None,22.3, None, None,50.0,2016-08-22 13:00:00, None,34
301.0, None, None,0.0, None,3.8, None,21.5, None, None,57.0,2016-08-22 14:00:00, None,34
311.0, None, None,0.0, None,4.9, None,21.5, None, None,46.0,2016-08-22 15:00:00, None,34
278.0, None, None,0.0, None,4.1, None,20.1, None, None,57.0,2016-08-22 16:00:00, None,34
333.0, None, None,0.0, None,2.0, None,18.5, None, None,60.0,2016-08-22 17:00:00, None,34
31.0, None, None,0.0, None,2.3, None,17.7, None, None,68.0,2016-08-22 18:00:00, None,34
15.0, None, None,0.0, None,0.0, None,16.1, None, None,76.0,2016-08-22 19:00:00, None,34
31.0, None, None,0.0, None,0.0, None,14.2, None, None,84.0,2016-08-22 20:00:00, None,34
21.0, None, None,0.0, None,2.0, None,13.3, None, None,86.0,2016-08-22 21:00:00, None,34
16.0, None, None,0.0, None,1.6, None,12.6, None, None,89.0,2016-08-22 22:00:00, None,34
3.0, None, None,0.0, None,1.6, None,12.0, None, None,92.0,2016-08-22 23:00:00, None,34
23.0, None, None,0.0, None,0.0, None,11.6, None, None,92.0,2016-08-23 00:00:00, None,34
32.0, None, None,0.0, None,1.8, None,11.3, None, None,94.0,2016-08-23 01:00:00, None,34
6.0, None, None,0.0, None,1.6, None,10.9, None, None,95.0,2016-08-23 02:00:00, None,34
14.0, None, None,0.0, None,1.9, None,10.9, None, None,94.0,2016-08-23 03:00:00, None,34
32.0, None, None,0.0, None,1.6, None,10.5, None, None,96.0,2016-08-23 04:00:00, None,34
6.0, None, None,0.0, None,2.0, None,10.5, None, None,96.0,2016-08-23 05:00:00, None,34
41.0, None, None,0.0, None,0.0, None,10.2, None, None,97.0,2016-08-23 06:00:00, None,34
33.0, None, None,0.0, None,0.0, None,10.5, None, None,96.0,2016-08-23 07:00:00, None,34
118.0, None, None,0.0, None,0.0, None,10.6, None, None,96.0,2016-08-23 08:00:00, None,34
60.0, None, None,0.0, None,2.4, None,12.9, None, None,92.0,2016-08-23 09:00:00, None,34
200.0, None, None,0.0, None,2.4, None,18.0, None, None,74.0,2016-08-23 10:00:00, None,34
181.0, None, None,0.0, None,4.3, None,22.6, None, None,54.0,2016-08-23 11:00:00, None,34
193.0, None, None,0.0, None,4.4, None,25.2, None, None,43.0,2016-08-23 12:00:00, None,34
117.0, None, None,0.0, None,3.8, None,26.9, None, None,37.0,2016-08-23 13:00:00, None,34
207.0, None, None,0.0, None,5.3, None,26.3, None, None,39.0,2016-08-23 14:00:00, None,34
285.0, None, None,0.0, None,4.0, None,25.8, None, None,46.0,2016-08-23 15:00:00, None,34
293.0, None, None,0.0, None,3.0, None,22.8, None, None,52.0,2016-08-23 16:00:00, None,34
331.0, None, None,0.0, None,2.2, None,21.8, None, None,58.0,2016-08-23 17:00:00, None,34
341.0, None, None,0.0, None,1.7, None,20.0, None, None,70.0,2016-08-23 18:00:00, None,34
5.0, None, None,0.0, None,1.6, None,18.4, None, None,76.0,2016-08-23 19:00:00, None,34
2.0, None, None,0.0, None,2.0, None,17.0, None, None,79.0,2016-08-23 20:00:00, None,34
13.0, None, None,0.0, None,2.1, None,15.8, None, None,86.0,2016-08-23 21:00:00, None,34
7.0, None, None,0.0, None,2.1, None,15.5, None, None,85.0,2016-08-23 22:00:00, None,34
354.0, None, None,0.0, None,1.9, None,15.2, None, None,87.0,2016-08-23 23:00:00, None,34
6.0, None, None,0.0, None,2.6, None,14.8, None, None,87.0,2016-08-24 00:00:00, None,34
1.0, None, None,0.0, None,2.3, None,14.5, None, None,87.0,2016-08-24 01:00:00, None,34
14.0, None, None,0.0, None,0.0, None,13.9, None, None,89.0,2016-08-24 02:00:00, None,34
64.0, None, None,0.0, None,0.0, None,12.5, None, None,93.0,2016-08-24 03:00:00, None,34
15.0, None, None,0.0, None,1.6, None,12.7, None, None,89.0,2016-08-24 04:00:00, None,34
4.0, None, None,0.0, None,1.6, None,12.1, None, None,91.0,2016-08-24 05:00:00, None,34
7.0, None, None,0.0, None,1.9, None,11.8, None, None,91.0,2016-08-24 06:00:00, None,34
357.0, None, None,0.0, None,2.0, None,11.9, None, None,92.0,2016-08-24 07:00:00, None,34
320.0, None, None,0.0, None,0.0, None,12.0, None, None,92.0,2016-08-24 08:00:00, None,34
50.0, None, None,0.0, None,2.1, None,14.7, None, None,83.0,2016-08-24 09:00:00, None,34
145.0, None, None,0.0, None,2.1, None,20.7, None, None,64.0,2016-08-24 10:00:00, None,34
100.0, None, None,0.0, None,2.4, None,26.0, None, None,49.0,2016-08-24 11:00:00, None,34
207.0, None, None,0.0, None,3.8, None,28.8, None, None,28.0,2016-08-24 12:00:00, None,34
227.0, None, None,0.0, None,4.2, None,30.0, None, None,35.0,2016-08-24 13:00:00, None,34
281.0, None, None,0.0, None,4.0, None,29.7, None, None,37.0,2016-08-24 14:00:00, None,34
293.0, None, None,0.0, None,3.6, None,29.1, None, None,35.0,2016-08-24 15:00:00, None,34
306.0, None, None,0.0, None,4.2, None,26.2, None, None,36.0,2016-08-24 16:00:00, None,34
337.0, None, None,0.0, None,3.0, None,25.4, None, None,39.0,2016-08-24 17:00:00, None,34
8.0, None, None,0.0, None,2.9, None,22.6, None, None,50.0,2016-08-24 18:00:00, None,34
27.0, None, None,0.0, None,1.9, None,20.2, None, None,67.0,2016-08-24 19:00:00, None,34
19.0, None, None,0.0, None,1.9, None,18.6, None, None,75.0,2016-08-24 20:00:00, None,34
24.0, None, None,0.0, None,2.1, None,17.8, None, None,76.0,2016-08-24 21:00:00, None,34
19.0, None, None,0.0, None,2.5, None,17.4, None, None,76.0,2016-08-24 22:00:00, None,34
2.0, None, None,0.0, None,1.8, None,17.0, None, None,78.0,2016-08-24 23:00:00, None,34
13.0, None, None,0.0, None,0.0, None,16.4, None, None,80.0,2016-08-25 00:00:00, None,34
359.0, None, None,0.0, None,1.6, None,16.1, None, None,80.0,2016-08-25 01:00:00, None,34
11.0, None, None,0.0, None,2.2, None,15.5, None, None,82.0,2016-08-25 02:00:00, None,34
7.0, None, None,0.0, None,2.7, None,15.4, None, None,81.0,2016-08-25 03:00:00, None,34
21.0, None, None,0.0, None,0.0, None,14.5, None, None,85.0,2016-08-25 04:00:00, None,34
4.0, None, None,0.0, None,1.9, None,14.3, None, None,85.0,2016-08-25 05:00:00, None,34
358.0, None, None,0.0, None,2.0, None,14.5, None, None,83.0,2016-08-25 06:00:00, None,34
19.0, None, None,0.0, None,1.8, None,13.9, None, None,86.0,2016-08-25 07:00:00, None,34
28.0, None, None,0.0, None,1.7, None,14.5, None, None,84.0,2016-08-25 08:00:00, None,34
98.0, None, None,0.0, None,1.8, None,16.8, None, None,80.0,2016-08-25 09:00:00, None,34
161.0, None, None,0.0, None,2.7, None,22.3, None, None,56.0,2016-08-25 10:00:00, None,34
89.0, None, None,0.0, None,2.7, None,27.5, None, None,47.0,2016-08-25 11:00:00, None,34
130.0, None, None,0.0, None,3.3, None,30.0, None, None,33.0,2016-08-25 12:00:00, None,34
273.0, None, None,0.0, None,4.2, None,31.4, None, None,25.0,2016-08-25 13:00:00, None,34
255.0, None, None,0.0, None,4.7, None,31.1, None, None,32.0,2016-08-25 14:00:00, None,34
295.0, None, None,0.0, None,4.7, None,30.2, None, None,30.0,2016-08-25 15:00:00, None,34
