CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-4.208, None, None, None, None,13.62,9.87, None,221.4, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 00:00:00, None, None, None, None,43
None,-4.975, None, None, None, None,10.59,14.5, None,222.8, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-10-21 01:00:00, None, None, None, None,43
None,-5.982, 102.8, None, None, None,11.68,15.66, None,224.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-10-21 02:00:00, None, None, None, None,43
None,-6.269, 102.6, None, None, None,11.47,12.13, None,225.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-10-21 03:00:00, None, None, None, None,43
None,-6.509, 101.8, None, None, None,7.66,12.79, None,207.6, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-10-21 04:00:00, None, None, None, None,43
None,-6.94, 97.2, None, None, None,4.9,14.87, None,207.1, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-10-21 05:00:00, None, None, None, None,43
None,-7.28, 97.0, None, None, None,0.369,4.506, None,204.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-10-21 06:00:00, None, None, None, None,43
None,-6.509, 98.3, None, None, None,5.8,18.74, None,204.7, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-10-21 07:00:00, None, None, None, None,43
None,-5.982, 99.6, None, None, None,12.1,22.18, None,202.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-10-21 08:00:00, None, None, None, None,43
None,-5.502, 101.6, None, None, None,17.84,17.25, None,176.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-10-21 09:00:00, None, None, None, None,43
None,-4.831, 102.5, None, None, None,15.77,17.46, None,178.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-10-21 10:00:00, None, None, None, None,43
None,-4.352, 102.4, None, None, None,22.52,14.23, None,160.1, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 11:00:00, None, None, None, None,43
None,-3.681, 103.0, None, None, None,16.57,21.67, None,176.3, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 12:00:00, None, None, None, None,43
None,-3.589, 103.0, None, None, None,15.45,26.56, None,184.6, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 13:00:00, None, None, None, None,43
None,-3.369, None, None, None, None,12.22,29.85, None,194.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-10-21 14:00:00, None, None, None, None,43
None,-3.369, None, None, None, None,11.51,23.17, None,182.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-10-21 15:00:00, None, None, None, None,43
None,-3.656, None, None, None, None,10.68,28.61, None,189.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 16:00:00, None, None, None, None,43
None,-3.656, None, None, None, None,9.47,30.36, None,189.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 17:00:00, None, None, None, None,43
None,-3.848, None, None, None, None,12.28,30.19, None,183.4, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 18:00:00, None, None, None, None,43
None,-3.99, None, None, None, None,15.01,27.23, None,182.0, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 19:00:00, None, None, None, None,43
None,-4.306, None, None, None, None,16.28,33.99, None,194.4, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 20:00:00, None, None, None, None,43
None,-4.304, None, None, None, None,17.28,28.16, None,212.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-10-21 21:00:00, None, None, None, None,43
None,-4.592, None, None, None, None,13.58,32.24, None,222.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-10-21 22:00:00, None, None, None, None,43
None,-4.736, None, None, None, None,17.66,25.29, None,221.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-10-21 23:00:00, None, None, None, None,43
None,-4.975, None, None, None, None,13.13,22.41, None,220.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-10-22 00:00:00, None, None, None, None,43
None,-5.119, None, None, None, None,14.31,14.67, None,225.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-10-22 01:00:00, None, None, None, None,43
None,-5.934, 102.6, None, None, None,14.17,16.13, None,231.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-10-22 02:00:00, None, None, None, None,43
None,-5.982, 102.9, None, None, None,19.91,12.01, None,261.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-10-22 03:00:00, None, None, None, None,43
None,-5.982, 102.9, None, None, None,8.42,14.53, None,256.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-10-22 04:00:00, None, None, None, None,43
None,-6.077, 102.4, None, None, None,17.1,10.47, None,227.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-10-22 05:00:00, None, None, None, None,43
