wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
182.0, None, None,0.0, None,4.6, None,15.7, None, None, None,42.0,2017-06-18 00:00:00, None,25
20.0, None, None,0.0, None,3.3, None,14.5, None, None, None,49.0,2017-06-18 01:00:00, None,25
300.0, None, None,0.0, None,1.9, None,13.7, None, None, None,56.0,2017-06-18 02:00:00, None,25
261.0, None, None,0.0, None,3.9, None,11.9, None, None, None,68.0,2017-06-18 03:00:00, None,25
226.0, None, None,0.0, None,3.6, None,10.6, None, None, None,72.0,2017-06-18 04:00:00, None,25
206.0, None, None,0.0, None,2.1, None,11.1, None, None, None,73.0,2017-06-18 05:00:00, None,25
135.0, None, None,0.0, None,4.7, None,14.9, None, None, None,54.0,2017-06-18 06:00:00, None,25
135.0, None, None,0.0, None,4.6, None,15.7, None, None, None,51.0,2017-06-18 07:00:00, None,25
124.0, None, None,0.0, None,8.5, None,16.7, None, None, None,46.0,2017-06-18 08:00:00, None,25
153.0, None, None,0.0, None,5.9, None,18.9, None, None, None,41.0,2017-06-18 09:00:00, None,25
126.0, None, None,0.0, None,5.9, None,20.4, None, None, None,38.0,2017-06-18 10:00:00, None,25
156.0, None, None,0.0, None,8.7, None,19.9, None, None, None,40.0,2017-06-18 11:00:00, None,25
134.0, None, None,0.0, None,9.9, None,20.3, None, None, None,37.0,2017-06-18 12:00:00, None,25
164.0, None, None,0.0, None,13.5, None,21.6, None, None, None,33.0,2017-06-18 13:00:00, None,25
133.0, None, None,0.0, None,10.7, None,21.6, None, None, None,36.0,2017-06-18 14:00:00, None,25
152.0, None, None,0.0, None,11.3, None,22.5, None, None, None,37.0,2017-06-18 15:00:00, None,25
202.0, None, None,0.0, None,8.6, None,22.4, None, None, None,42.0,2017-06-18 16:00:00, None,25
170.0, None, None,0.0, None,10.5, None,22.4, None, None, None,38.0,2017-06-18 17:00:00, None,25
69.0, None, None,0.0, None,3.6, None,21.6, None, None, None,44.0,2017-06-18 18:00:00, None,25
174.0, None, None,0.0, None,10.4, None,20.6, None, None, None,48.0,2017-06-18 19:00:00, None,25
160.0, None, None,0.0, None,9.7, None,19.7, None, None, None,54.0,2017-06-18 20:00:00, None,25
