wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,snw_dpth
240.0, None, None,0.0, None,0.8, None,3.5, None, None, None,75.0,2017-06-18 00:00:00,25,
356.0, None, None,0.0, None,1.2, None,2.7, None, None, None,80.0,2017-06-18 01:00:00,25,
333.0, None, None,0.0, None,4.4, None,2.5, None, None, None,81.0,2017-06-18 02:00:00,25,
330.0, None, None,0.0, None,1.5, None,2.6, None, None, None,82.0,2017-06-18 03:00:00,25,
349.0, None, None,0.0, None,3.5, None,1.4, None, None, None,87.0,2017-06-18 05:00:00,25,
246.0, None, None,0.0, None,2.8, None,4.4, None, None, None,68.0,2017-06-18 06:00:00,25,
253.0, None, None,0.0, None,4.4, None,8.1, None, None, None,56.0,2017-06-18 07:00:00,25,
157.0, None, None,0.0, None,5.7, None,9.8, None, None, None,61.0,2017-06-18 08:00:00,25,
223.0, None, None,0.0, None,6.1, None,11.1, None, None, None,52.0,2017-06-18 09:00:00,25,
127.0, None, None,0.0, None,4.9, None,9.5, None, None, None,61.0,2017-06-18 10:00:00,25,
132.0, None, None,0.0, None,5.5, None,11.5, None, None, None,57.0,2017-06-18 11:00:00,25,
141.0, None, None,0.0, None,8.6, None,12.0, None, None, None,54.0,2017-06-18 12:00:00,25,
174.0, None, None,0.0, None,8.6, None,12.0, None, None, None,56.0,2017-06-18 13:00:00,25,
164.0, None, None,0.0, None,7.5, None,11.7, None, None, None,59.0,2017-06-18 14:00:00,25,
126.0, None, None,0.0, None,4.7, None,11.9, None, None, None,62.0,2017-06-18 15:00:00,25,
115.0, None, None,0.0, None,6.2, None,12.6, None, None, None,58.0,2017-06-18 16:00:00,25,
115.0, None, None,0.0, None,5.3, None,12.9, None, None, None,60.0,2017-06-18 17:00:00,25,
71.0, None, None,0.0, None,3.5, None,11.5, None, None, None,66.0,2017-06-18 18:00:00,25,
53.0, None, None,0.0, None,3.4, None,10.6, None, None, None,71.0,2017-06-18 19:00:00,25,
41.0, None, None,0.0, None,3.6, None,9.1, None, None, None,81.0,2017-06-18 20:00:00,25,
32.0, None, None,0.0, None,3.8, None,8.2, None, None, None,86.0,2017-06-18 21:00:00,25,
17.0, None, None,0.0, None,4.0, None,7.5, None, None, None,89.0,2017-06-18 22:00:00,25,
34.0, None, None,0.0, None,2.0, None,6.6, None, None, None,94.0,2017-06-18 23:00:00,25,
16.0, None, None,0.0, None,0.0, None,6.3, None, None, None,95.0,2017-06-19 00:00:00,25,
30.0, None, None,0.0, None,3.4, None,6.8, None, None, None,95.0,2017-06-19 01:00:00,25,
62.0, None, None,0.0, None,2.3, None,6.3, None, None, None,96.0,2017-06-19 02:00:00,25,
142.0, None, None,0.0, None,1.9, None,6.0, None, None, None,96.0,2017-06-19 03:00:00,25,
335.0, None, None,0.0, None,1.3, None,5.5, None, None, None,98.0,2017-06-19 04:00:00,25,
307.0, None, None,0.0, None,2.0, None,6.1, None, None, None,98.0,2017-06-19 05:00:00,25,
96.0, None, None,0.0, None,0.0, None,7.9, None, None, None,95.0,2017-06-19 06:00:00,25,
186.0, None, None,0.0, None,4.6, None,11.0, None, None, None,80.0,2017-06-19 07:00:00,25,
148.0, None, None,0.0, None,4.6, None,11.5, None, None, None,77.0,2017-06-19 08:00:00,25,
195.0, None, None,0.0, None,4.0, None,12.3, None, None, None,73.0,2017-06-19 09:00:00,25,
154.0, None, None,0.0, None,5.1, None,12.4, None, None, None,75.0,2017-06-19 10:00:00,25,
179.0, None, None,0.0, None,5.8, None,13.1, None, None, None,71.0,2017-06-19 11:00:00,25,
154.0, None, None,0.0, None,3.8, None,13.5, None, None, None,72.0,2017-06-19 12:00:00,25,
157.0, None, None,0.0, None,6.2, None,14.1, None, None, None,70.0,2017-06-19 13:00:00,25,
179.0, None, None,0.0, None,7.8, None,14.2, None, None, None,69.0,2017-06-19 14:00:00,25,
132.0, None, None,0.0, None,4.3, None,12.5, None, None, None,85.0,2017-06-19 15:00:00,25,
139.0, None, None,0.0, None,5.6, None,12.1, None, None, None,85.0,2017-06-19 16:00:00,25,
149.0, None, None,0.0, None,3.9, None,12.0, None, None, None,84.0,2017-06-19 17:00:00,25,
98.0, None, None,0.0, None,5.6, None,11.8, None, None, None,86.0,2017-06-19 18:00:00,25,
135.0, None, None,0.0, None,2.9, None,11.3, None, None, None,87.0,2017-06-19 19:00:00,25,
44.0, None, None,0.0, None,3.0, None,10.2, None, None, None,93.0,2017-06-19 20:00:00,25,
35.0, None, None,0.0, None,3.4, None,9.8, None, None, None,94.0,2017-06-19 21:00:00,25,
28.0, None, None,0.0, None,4.8, None,9.1, None, None, None,97.0,2017-06-19 22:00:00,25,
343.0, None, None,0.0, None,2.6, None,7.5, None, None, None,97.0,2017-06-19 23:00:00,25,
5.0, None, None,0.0, None,3.8, None,6.9, None, None, None,97.0,2017-06-20 00:00:00,25,
281.0, None, None,0.0, None,3.1, None,6.4, None, None, None,97.0,2017-06-20 01:00:00,25,
293.0, None, None,0.0, None,6.2, None,7.5, None, None, None,86.0,2017-06-20 02:00:00,25,
344.0, None, None,0.0, None,2.9, None,5.9, None, None, None,95.0,2017-06-20 03:00:00,25,
294.0, None, None,0.0, None,2.6, None,5.8, None, None, None,94.0,2017-06-20 04:00:00,25,
328.0, None, None,0.0, None,3.7, None,6.2, None, None, None,92.0,2017-06-20 05:00:00,25,
294.0, None, None,0.0, None,3.2, None,6.8, None, None, None,88.0,2017-06-20 06:00:00,25,
186.0, None, None,0.0, None,8.5, None,11.4, None, None, None,67.0,2017-06-20 07:00:00,25,
184.0, None, None,0.0, None,9.5, None,13.7, None, None, None,62.0,2017-06-20 08:00:00,25,
177.0, None, None,0.0, None,11.4, None,14.5, None, None, None,58.0,2017-06-20 09:00:00,25,
215.0, None, None,0.0, None,8.4, None,15.1, None, None, None,56.0,2017-06-20 10:00:00,25,
200.0, None, None,0.0, None,9.8, None,16.3, None, None, None,53.0,2017-06-20 11:00:00,25,
219.0, None, None,0.0, None,9.2, None,15.0, None, None, None,52.0,2017-06-20 12:00:00,25,
245.0, None, None,0.0, None,10.6, None,12.3, None, None, None,75.0,2017-06-20 14:00:00,25,
195.0, None, None,0.2, None,11.3, None,15.7, None, None, None,62.0,2017-06-20 15:00:00,25,
268.0, None, None,0.0, None,13.5, None,16.4, None, None, None,36.0,2017-06-20 16:00:00,25,
327.0, None, None,0.0, None,14.1, None,15.3, None, None, None,52.0,2017-06-20 17:00:00,25,
318.0, None, None,0.0, None,12.8, None,15.3, None, None, None,41.0,2017-06-20 18:00:00,25,
320.0, None, None,0.0, None,8.8, None,11.2, None, None, None,56.0,2017-06-20 19:00:00,25,
318.0, None, None,0.0, None,11.3, None,9.1, None, None, None,56.0,2017-06-20 20:00:00,25,
288.0, None, None,0.0, None,3.7, None,8.3, None, None, None,64.0,2017-06-20 21:00:00,25,
