air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
-12.2, None, -12.2, -9.6, None,2022-01-08 00:00:00, None,2
-12.5, None, -12.5, -9.6, None,2022-01-08 01:00:00, None,2
-13.9, None, -13.9, -9.6, None,2022-01-08 02:00:00, None,2
-15.4, None, -15.4, -9.6, None,2022-01-08 03:00:00, None,2
-16.6, None, -16.6, -9.6, None,2022-01-08 04:00:00, None,2
-17.5, None, -17.5, -9.6, None,2022-01-08 05:00:00, None,2
-17.9, None, -17.9, -9.6, None,2022-01-08 06:00:00, None,2
-17.9, None, -17.9, -17.9, None,2022-01-08 07:00:00, None,2
-18.1, None, -18.1, -17.9, None,2022-01-08 08:00:00, None,2
-17.2, None, -18.1, -17.3, None,2022-01-08 09:00:00, None,2
-13.4, None, -18.1, -13.5, None,2022-01-08 10:00:00, None,2
-9.3, None, -18.1, -9.3, None,2022-01-08 11:00:00, None,2
-6.6, None, -18.1, -6.7, None,2022-01-08 12:00:00, None,2
-4.9, None, -18.1, -4.9, None,2022-01-08 13:00:00, None,2
-4.9, None, -18.1, -4.7, None,2022-01-08 14:00:00, None,2
-4.9, None, -18.1, -4.7, None,2022-01-08 15:00:00, None,2
-4.7, None, -18.1, -4.7, None,2022-01-08 16:00:00, None,2
-4.8, None, -18.1, -4.7, None,2022-01-08 17:00:00, None,2
-4.8, None, -18.1, -4.7, None,2022-01-08 18:00:00, None,2
-4.8, None, -4.8, -4.8, None,2022-01-08 19:00:00, None,2
-4.7, None, -4.8, -4.7, None,2022-01-08 20:00:00, None,2
-4.3, None, -4.8, -4.3, None,2022-01-08 21:00:00, None,2
-4.0, None, -4.8, -4.0, None,2022-01-08 22:00:00, None,2
-3.8, None, -4.8, -3.8, None,2022-01-08 23:00:00, None,2
-2.9, None, -4.8, -2.9, None,2022-01-09 00:00:00, None,2
-2.4, None, -4.8, -2.4, None,2022-01-09 01:00:00, None,2
-2.1, None, -4.8, -2.1, None,2022-01-09 02:00:00, None,2
-2.3, None, -4.8, -2.1, None,2022-01-09 03:00:00, None,2
-2.2, None, -4.8, -2.1, None,2022-01-09 04:00:00, None,2
-2.2, None, -4.8, -2.1, None,2022-01-09 05:00:00, None,2
-2.5, None, -4.8, -2.1, None,2022-01-09 06:00:00, None,2
-2.4, None, -2.6, -2.4, None,2022-01-09 07:00:00, None,2
-1.6, None, -2.6, -1.6, None,2022-01-09 08:00:00, None,2
-1.4, None, -2.6, -1.2, None,2022-01-09 09:00:00, None,2
-1.4, None, -2.6, -1.2, None,2022-01-09 10:00:00, None,2
-0.1, None, -2.6, -0.1, None,2022-01-09 11:00:00, None,2
1.6, None, -2.6, 1.5, None,2022-01-09 12:00:00, None,2
3.1, None, -2.6, 3.1, None,2022-01-09 13:00:00, None,2
4.0, None, -2.6, 4.0, None,2022-01-09 14:00:00, None,2
6.1, None, -2.6, 6.1, None,2022-01-09 15:00:00, None,2
5.7, None, -2.6, 6.3, None,2022-01-09 16:00:00, None,2
1.6, None, -2.6, 6.3, None,2022-01-09 17:00:00, None,2
-0.2, None, -2.6, 6.3, None,2022-01-09 18:00:00, None,2
-1.1, None, -1.1, -0.2, None,2022-01-09 19:00:00, None,2
-2.0, None, -2.0, -0.2, None,2022-01-09 20:00:00, None,2
-2.7, None, -2.6, -0.2, None,2022-01-09 21:00:00, None,2
-3.3, None, -3.3, -0.2, None,2022-01-09 22:00:00, None,2
-3.8, None, -3.8, -0.2, None,2022-01-09 23:00:00, None,2
-4.3, None, -4.2, -0.2, None,2022-01-10 00:00:00, None,2
-4.4, None, -4.4, -0.2, None,2022-01-10 01:00:00, None,2
-4.2, None, -4.4, -0.2, None,2022-01-10 02:00:00, None,2
-4.3, None, -4.4, -0.2, None,2022-01-10 03:00:00, None,2
-4.3, None, -4.4, -0.2, None,2022-01-10 04:00:00, None,2
-4.2, None, -4.4, -0.2, None,2022-01-10 05:00:00, None,2
-4.5, None, -4.4, -0.2, None,2022-01-10 06:00:00, None,2
-4.7, None, -4.7, -4.5, None,2022-01-10 07:00:00, None,2
-5.0, None, -5.0, -4.5, None,2022-01-10 08:00:00, None,2
-4.6, None, -5.0, -4.5, None,2022-01-10 09:00:00, None,2
-3.3, None, -5.0, -3.3, None,2022-01-10 10:00:00, None,2
-0.2, None, -5.0, -0.3, None,2022-01-10 11:00:00, None,2
1.8, None, -5.0, 1.7, None,2022-01-10 12:00:00, None,2
4.2, None, -5.0, 4.1, None,2022-01-10 13:00:00, None,2
4.3, None, -5.0, 4.3, None,2022-01-10 14:00:00, None,2
5.6, None, -5.0, 5.6, None,2022-01-10 15:00:00, None,2
3.4, None, -5.0, 5.6, None,2022-01-10 16:00:00, None,2
2.2, None, -5.0, 5.6, None,2022-01-10 17:00:00, None,2
1.8, None, -5.0, 5.6, None,2022-01-10 18:00:00, None,2
1.1, None, 1.1, 1.7, None,2022-01-10 19:00:00, None,2
0.9, None, 0.9, 1.7, None,2022-01-10 20:00:00, None,2
1.0, None, 0.9, 1.7, None,2022-01-10 21:00:00, None,2
1.2, None, 0.9, 1.7, None,2022-01-10 22:00:00, None,2
1.2, None, 0.9, 1.7, None,2022-01-10 23:00:00, None,2
1.1, None, 0.9, 1.7, None,2022-01-11 00:00:00, None,2
0.6, None, 0.6, 1.7, None,2022-01-11 01:00:00, None,2
-0.1, None, -0.1, 1.7, None,2022-01-11 02:00:00, None,2
-0.2, None, -0.2, 1.7, None,2022-01-11 03:00:00, None,2
-0.4, None, -0.4, 1.7, None,2022-01-11 04:00:00, None,2
-1.1, None, -1.1, 1.7, None,2022-01-11 05:00:00, None,2
-1.0, None, -1.2, 1.7, None,2022-01-11 06:00:00, None,2
-0.4, None, -1.0, -0.4, None,2022-01-11 07:00:00, None,2
1.8, None, -1.0, 1.8, None,2022-01-11 08:00:00, None,2
2.5, None, -1.0, 2.5, None,2022-01-11 09:00:00, None,2
3.0, None, -1.0, 3.0, None,2022-01-11 10:00:00, None,2
3.8, None, -1.0, 3.8, None,2022-01-11 11:00:00, None,2
4.1, None, -1.0, 4.1, None,2022-01-11 12:00:00, None,2
3.9, None, -1.0, 4.1, None,2022-01-11 13:00:00, None,2
4.0, None, -1.0, 4.1, None,2022-01-11 14:00:00, None,2
4.2, None, -1.0, 4.2, None,2022-01-11 15:00:00, None,2
3.9, None, -1.0, 4.2, None,2022-01-11 16:00:00, None,2
3.5, None, -1.0, 4.2, None,2022-01-11 17:00:00, None,2
2.9, None, -1.0, 4.2, None,2022-01-11 18:00:00, None,2
2.4, None, 2.4, 2.9, None,2022-01-11 19:00:00, None,2
2.1, None, 2.1, 2.9, None,2022-01-11 20:00:00, None,2
1.8, None, 1.8, 2.9, None,2022-01-11 21:00:00, None,2
1.6, None, 1.6, 2.9, None,2022-01-11 22:00:00, None,2
1.6, None, 1.6, 2.9, None,2022-01-11 23:00:00, None,2
1.6, None, 1.6, 2.9, None,2022-01-12 00:00:00, None,2
1.6, None, 1.3, 2.9, None,2022-01-12 01:00:00, None,2
2.5, None, 1.3, 2.9, None,2022-01-12 02:00:00, None,2
3.3, None, 1.3, 3.3, None,2022-01-12 03:00:00, None,2
3.2, None, 1.3, 3.5, None,2022-01-12 04:00:00, None,2
2.8, None, 1.3, 3.5, None,2022-01-12 05:00:00, None,2
3.0, None, 1.3, 3.5, None,2022-01-12 06:00:00, None,2
3.0, None, 3.0, 3.1, None,2022-01-12 07:00:00, None,2
3.1, None, 2.8, 3.1, None,2022-01-12 08:00:00, None,2
3.9, None, 2.8, 3.8, None,2022-01-12 09:00:00, None,2
4.2, None, 2.8, 4.2, None,2022-01-12 10:00:00, None,2
4.1, None, 2.8, 4.3, None,2022-01-12 11:00:00, None,2
