RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,12.4,61.81, None, None, None, None, None, None, None, None, None, None, None, None, 11.01, None, None, None, None,8.71, None, None, None, None,2019-08-13 00:00:00, None,33
None, None, None, None,18.26,51.93, None, None, None, None, None, None, None, None, None, None, None, None, 10.31, None, None, None, None,15.61, None, None, None, None,2019-08-13 09:00:00, None,33
None, None, None, None,20.45,59.19, None, None, None, None, None, None, None, None, None, None, None, None, 10.75, None, None, None, None,9.63, None, None, None, None,2019-08-13 10:00:00, None,33
None, None, None, None,18.97,58.41, None, None, None, None, None, None, None, None, None, None, None, None, 11.2, None, None, None, None,8.3, None, None, None, None,2019-08-13 11:00:00, None,33
None, None, None, None,15.75,62.71, None, None, None, None, None, None, None, None, None, None, None, None, 12.34, None, None, None, None,9.42, None, None, None, None,2019-08-13 12:00:00, None,33
None, None, None, None,9.88,67.54, None, None, None, None, None, None, None, None, None, None, None, None, 18.57, None, None, None, None,13.4, None, None, None, None,2019-08-13 13:00:00, None,33
None, None, None, None,6.338,47.74, None, None, None, None, None, None, None, None, None, None, None, None, 17.47, None, None, None, None,17.03, None, None, None, None,2019-08-13 14:00:00, None,33
None, None, None, None,5.2,56.3, None, None, None, None, None, None, None, None, None, None, None, None, 21.13, None, None, None, None,13.83, None, None, None, None,2019-08-13 15:00:00, None,33
None, None, None, None,4.588,48.96, None, None, None, None, None, None, None, None, None, None, None, None, 20.47, None, None, None, None,14.67, None, None, None, None,2019-08-13 16:00:00, None,33
None, None, None, None,3.653,38.53, None, None, None, None, None, None, None, None, None, None, None, None, 20.09, None, None, None, None,39.79, None, None, None, None,2019-08-13 17:00:00, None,33
None, None, None, None,5.79,53.27, None, None, None, None, None, None, None, None, None, None, None, None, 18.97, None, None, None, None,19.38, None, None, None, None,2019-08-13 18:00:00, None,33
None, None, None, None,1.598,67.39, None, None, None, None, None, None, None, None, None, None, None, None, 16.54, None, None, None, None,70.8, None, None, None, None,2019-08-13 19:00:00, None,33
None, None, None, None,11.16,102.9, None, None, None, None, None, None, None, None, None, None, None, None, 11.77, None, None, None, None,48.99, None, None, None, None,2019-08-13 20:00:00, None,33
None, None, None, None,20.38,59.46, None, None, None, None, None, None, None, None, None, None, None, None, 10.84, None, None, None, None,10.99, None, None, None, None,2019-08-13 21:00:00, None,33
None, None, None, None,13.62,66.62, None, None, None, None, None, None, None, None, None, None, None, None, 10.34, None, None, None, None,17.74, None, None, None, None,2019-08-13 22:00:00, None,33
None, None, None, None,9.29,68.95, None, None, None, None, None, None, None, None, None, None, None, None, 9.88, None, None, None, None,12.65, None, None, None, None,2019-08-13 23:00:00, None,33
None, None, None, None,12.78,64.65, None, None, None, None, None, None, None, None, None, None, None, None, 9.85, None, None, None, None,13.13, None, None, None, None,2019-08-14 00:00:00, None,33
None, None, None, None,13.69,69.07, None, None, None, None, None, None, None, None, None, None, None, None, 10.68, None, None, None, None,11.5, None, None, None, None,2019-08-14 01:00:00, None,33
None, None, None, None,16.82,66.3, None, None, None, None, None, None, None, None, None, None, None, None, 11.53, None, None, None, None,10.06, None, None, None, None,2019-08-14 02:00:00, None,33
None, None, None, None,14.78,63.84, None, None, None, None, None, None, None, None, None, None, None, None, 11.06, None, None, None, None,10.48, None, None, None, None,2019-08-14 03:00:00, None,33
None, None, None, None,12.11,70.3, None, None, None, None, None, None, None, None, None, None, None, None, 10.37, None, None, None, None,18.73, None, None, None, None,2019-08-14 04:00:00, None,33
None, None, None, None,13.38,61.5, None, None, None, None, None, None, None, None, None, None, None, None, 10.16, None, None, None, None,12.79, None, None, None, None,2019-08-14 05:00:00, None,33
None, None, None, None,18.54,57.24, None, None, None, None, None, None, None, None, None, None, None, None, 10.24, None, None, None, None,8.99, None, None, None, None,2019-08-14 06:00:00, None,33
None, None, None, None,20.98,58.78, None, None, None, None, None, None, None, None, None, None, None, None, 10.03, None, None, None, None,10.74, None, None, None, None,2019-08-14 07:00:00, None,33
None, None, None, None,22.21,54.42, None, None, None, None, None, None, None, None, None, None, None, None, 9.99, None, None, None, None,9.7, None, None, None, None,2019-08-14 08:00:00, None,33
None, None, None, None,21.36,57.65, None, None, None, None, None, None, None, None, None, None, None, None, 10.65, None, None, None, None,7.88, None, None, None, None,2019-08-14 09:00:00, None,33
None, None, None, None,16.1,53.09, None, None, None, None, None, None, None, None, None, None, None, None, 11.31, None, None, None, None,10.67, None, None, None, None,2019-08-14 10:00:00, None,33
None, None, None, None,10.69,55.7, None, None, None, None, None, None, None, None, None, None, None, None, 12.14, None, None, None, None,12.31, None, None, None, None,2019-08-14 11:00:00, None,33
None, None, None, None,7.18,47.74, None, None, None, None, None, None, None, None, None, None, None, None, 13.64, None, None, None, None,14.37, None, None, None, None,2019-08-14 12:00:00, None,33
None, None, None, None,4.405,274.0, None, None, None, None, None, None, None, None, None, None, None, None, 12.18, None, None, None, None,41.13, None, None, None, None,2019-08-14 13:00:00, None,33
None, None, None, None,2.911,20.13, None, None, None, None, None, None, None, None, None, None, None, None, 12.24, None, None, None, None,54.89, None, None, None, None,2019-08-14 14:00:00, None,33
None, None, None, None,3.095,71.6, None, None, None, None, None, None, None, None, None, None, None, None, 13.39, None, None, None, None,34.02, None, None, None, None,2019-08-14 15:00:00, None,33
None, None, None, None,4.614,75.9, None, None, None, None, None, None, None, None, None, None, None, None, 14.0, None, None, None, None,25.79, None, None, None, None,2019-08-14 16:00:00, None,33
None, None, None, None,2.861,288.5, None, None, None, None, None, None, None, None, None, None, None, None, 14.94, None, None, None, None,41.45, None, None, None, None,2019-08-14 17:00:00, None,33
None, None, None, None,2.142,244.5, None, None, None, None, None, None, None, None, None, None, None, None, 15.29, None, None, None, None,47.07, None, None, None, None,2019-08-14 18:00:00, None,33
None, None, None, None,3.804,351.2, None, None, None, None, None, None, None, None, None, None, None, None, 14.42, None, None, None, None,43.38, None, None, None, None,2019-08-14 19:00:00, None,33
None, None, None, None,2.579,348.2, None, None, None, None, None, None, None, None, None, None, None, None, 14.43, None, None, None, None,48.19, None, None, None, None,2019-08-14 20:00:00, None,33
None, None, None, None,2.025,53.59, None, None, None, None, None, None, None, None, None, None, None, None, 13.5, None, None, None, None,58.64, None, None, None, None,2019-08-14 21:00:00, None,33
None, None, None, None,7.27,69.72, None, None, None, None, None, None, None, None, None, None, None, None, 12.52, None, None, None, None,11.34, None, None, None, None,2019-08-14 22:00:00, None,33
None, None, None, None,10.21,65.15, None, None, None, None, None, None, None, None, None, None, None, None, 11.82, None, None, None, None,11.32, None, None, None, None,2019-08-14 23:00:00, None,33
None, None, None, None,9.96,63.76, None, None, None, None, None, None, None, None, None, None, None, None, 11.4, None, None, None, None,13.4, None, None, None, None,2019-08-15 00:00:00, None,33
None, None, None, None,9.01,66.42, None, None, None, None, None, None, None, None, None, None, None, None, 11.15, None, None, None, None,12.39, None, None, None, None,2019-08-15 01:00:00, None,33
None, None, None, None,9.69,62.43, None, None, None, None, None, None, None, None, None, None, None, None, 10.78, None, None, None, None,11.28, None, None, None, None,2019-08-15 02:00:00, None,33
None, None, None, None,7.3,68.21, None, None, None, None, None, None, None, None, None, None, None, None, 10.62, None, None, None, None,10.16, None, None, None, None,2019-08-15 03:00:00, None,33
None, None, None, None,5.707,65.36, None, None, None, None, None, None, None, None, None, None, None, None, 10.55, None, None, None, None,9.41, None, None, None, None,2019-08-15 04:00:00, None,33
None, None, None, None,3.262,74.5, None, None, None, None, None, None, None, None, None, None, None, None, 10.72, None, None, None, None,30.39, None, None, None, None,2019-08-15 05:00:00, None,33
None, None, None, None,3.902,68.35, None, None, None, None, None, None, None, None, None, None, None, None, 10.06, None, None, None, None,10.87, None, None, None, None,2019-08-15 06:00:00, None,33
None, None, None, None,2.264,67.73, None, None, None, None, None, None, None, None, None, None, None, None, 9.75, None, None, None, None,17.56, None, None, None, None,2019-08-15 07:00:00, None,33
None, None, None, None,3.455,72.9, None, None, None, None, None, None, None, None, None, None, None, None, 10.07, None, None, None, None,21.68, None, None, None, None,2019-08-15 08:00:00, None,33
None, None, None, None,1.604,82.1, None, None, None, None, None, None, None, None, None, None, None, None, 11.26, None, None, None, None,51.74, None, None, None, None,2019-08-15 09:00:00, None,33
None, None, None, None,3.464,194.7, None, None, None, None, None, None, None, None, None, None, None, None, 11.84, None, None, None, None,26.5, None, None, None, None,2019-08-15 10:00:00, None,33
None, None, None, None,5.949,196.8, None, None, None, None, None, None, None, None, None, None, None, None, 12.77, None, None, None, None,26.73, None, None, None, None,2019-08-15 11:00:00, None,33
None, None, None, None,8.63,193.2, None, None, None, None, None, None, None, None, None, None, None, None, 14.42, None, None, None, None,23.26, None, None, None, None,2019-08-15 12:00:00, None,33
None, None, None, None,9.18,199.4, None, None, None, None, None, None, None, None, None, None, None, None, 18.61, None, None, None, None,23.53, None, None, None, None,2019-08-15 13:00:00, None,33
