CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,17.02, None, None, None, None, None,42.56, None,3.43,255.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-14 16:00:00, None, None, None,33
None,18.03, None, None, None, None, None,45.42, None,2.519,262.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-14 17:00:00, None, None, None,33
None,18.15, None, None, None, None, None,45.78, None,1.681,266.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-14 18:00:00, None, None, None,33
None,14.51, None, None, None, None, None,50.16, None,1.338,263.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-14 19:00:00, None, None, None,33
None,14.34, None, None, None, None, None,43.51, None,2.453,249.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-14 20:00:00, None, None, None,33
None,12.95, None, None, None, None, None,37.87, None,3.288,241.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-14 21:00:00, None, None, None,33
None,11.84, None, None, None, None, None,19.32, None,4.626,214.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-14 22:00:00, None, None, None,33
None,11.66, None, None, None, None, None,22.19, None,4.119,196.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-14 23:00:00, None, None, None,33
None,11.43, None, None, None, None, None,22.3, None,4.661,200.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 00:00:00, None, None, None,33
None,11.77, None, None, None, None, None,19.73, None,6.131,211.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 01:00:00, None, None, None,33
None,11.82, None, None, None, None, None,17.22, None,5.759,219.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 02:00:00, None, None, None,33
None,11.04, None, None, None, None, None,21.37, None,5.486,224.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 03:00:00, None, None, None,33
None,10.75, None, None, None, None, None,44.77, None,3.94,230.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 04:00:00, None, None, None,33
None,10.08, None, None, None, None, None,49.63, None,3.285,217.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 05:00:00, None, None, None,33
None,9.19, None, None, None, None, None,35.54, None,3.388,212.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 06:00:00, None, None, None,33
None,9.01, None, None, None, None, None,26.51, None,3.444,186.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 07:00:00, None, None, None,33
None,8.55, None, None, None, None, None,33.83, None,3.674,196.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 08:00:00, None, None, None,33
None,8.52, None, None, None, None, None,20.42, None,5.653,215.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 09:00:00, None, None, None,33
None,8.7, None, None, None, None, None,19.14, None,4.974,211.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 10:00:00, None, None, None,33
None,9.86, None, None, None, None, None,20.15, None,5.27,216.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 11:00:00, None, None, None,33
None,12.01, None, None, None, None, None,37.66, None,3.836,245.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 12:00:00, None, None, None,33
None,13.21, None, None, None, None, None,38.0, None,5.259,241.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 13:00:00, None, None, None,33
None,15.66, None, None, None, None, None,48.89, None,4.367,253.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 14:00:00, None, None, None,33
None,16.46, None, None, None, None, None,39.68, None,6.601,245.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 15:00:00, None, None, None,33
None,13.85, None, None, None, None, None,49.56, None,3.635,248.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 16:00:00, None, None, None,33
None,12.81, None, None, None, None, None,47.69, None,3.452,248.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 17:00:00, None, None, None,33
None,9.5, None, None, None, None, None,21.54, None,7.998,213.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 18:00:00, None, None, None,33
None,10.01, None, None, None, None, None,39.4, None,3.511,233.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 19:00:00, None, None, None,33
None,9.14, None, None, None, None, None,22.77, None,7.785,232.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 20:00:00, None, None, None,33
None,8.99, None, None, None, None, None,19.31, None,8.78,232.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 21:00:00, None, None, None,33
None,9.04, None, None, None, None, None,20.65, None,5.973,226.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 22:00:00, None, None, None,33
None,9.29, None, None, None, None, None,18.35, None,8.05,226.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-15 23:00:00, None, None, None,33
None,8.26, None, None, None, None, None,29.32, None,5.498,236.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 00:00:00, None, None, None,33
None,8.41, None, None, None, None, None,44.35, None,3.72,249.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 01:00:00, None, None, None,33
None,7.859, None, None, None, None, None,48.76, None,4.605,247.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 02:00:00, None, None, None,33
None,7.643, None, None, None, None, None,36.58, None,2.583,251.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 03:00:00, None, None, None,33
None,7.578, None, None, None, None, None,42.78, None,4.205,246.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 04:00:00, None, None, None,33
None,7.382, None, None, None, None, None,50.52, None,2.832,257.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 05:00:00, None, None, None,33
None,7.188, None, None, None, None, None,62.45, None,2.937,274.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 06:00:00, None, None, None,33
None,6.996, None, None, None, None, None,53.51, None,2.264,247.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 07:00:00, None, None, None,33
None,6.749, None, None, None, None, None,58.84, None,2.744,229.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 08:00:00, None, None, None,33
None,6.602, None, None, None, None, None,54.13, None,2.834,235.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 09:00:00, None, None, None,33
None,6.963, None, None, None, None, None,67.32, None,2.328,9.83, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 10:00:00, None, None, None,33
None,6.846, None, None, None, None, None,27.06, None,3.542,29.53, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-16 11:00:00, None, None, None,33
