SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,2.7, 2.0,0.0,7.1, None,2016-11-25 00:00:00,225.0,97.0,48
None,2.6, None,0.26,5.7, None,2016-11-25 00:15:00,257.0,97.0,48
None,2.2, None,0.51,8.0, None,2016-11-25 00:30:00,289.0,97.0,48
None,1.9, None,0.5,9.2, None,2016-11-25 00:45:00,230.0,96.0,48
None,2.0, 1.0,0.0,9.5, None,2016-11-25 01:00:00,295.0,97.0,48
None,2.0, None,0.0,10.4, None,2016-11-25 01:15:00,298.0,98.0,48
None,1.8, None,0.0,11.1, None,2016-11-25 01:30:00,302.0,98.0,48
None,1.6, None,0.0,10.6, None,2016-11-25 01:45:00,307.0,98.0,48
None,1.4, 1.0,0.0,10.5, None,2016-11-25 02:00:00,305.0,98.0,48
None,1.6, None,0.0,11.7, None,2016-11-25 02:15:00,310.0,98.0,48
None,1.6, None,0.0,9.0, None,2016-11-25 02:30:00,315.0,99.0,48
None,1.5, None,0.0,6.3, None,2016-11-25 02:45:00,314.0,99.0,48
None,1.3, 0.0,0.0,5.9, None,2016-11-25 03:00:00,318.0,99.0,48
None,0.9, None,0.0,2.2, None,2016-11-25 03:15:00,336.0,98.0,48
None,0.7, None,0.0,3.0, None,2016-11-25 03:30:00,327.0,98.0,48
None,1.0, None,0.0,3.8, None,2016-11-25 03:45:00,321.0,99.0,48
None,1.1, 0.0,0.0,4.4, None,2016-11-25 04:00:00,325.0,99.0,48
None,1.2, None,0.0,5.3, None,2016-11-25 04:15:00,346.0,99.0,48
None,0.9, None,0.0,5.3, None,2016-11-25 04:30:00,355.0,99.0,48
None,0.6, None,0.0,5.7, None,2016-11-25 04:45:00,349.0,99.0,48
None,0.5, 0.0,0.0,4.1, None,2016-11-25 05:00:00,17.0,99.0,48
None,0.6, None,0.0,2.7, None,2016-11-25 05:15:00,0.0,99.0,48
None,0.6, None,0.0,2.4, None,2016-11-25 05:30:00,41.0,99.0,48
None,0.8, None,0.0,7.8, None,2016-11-25 05:45:00,130.0,99.0,48
None,0.6, 0.0,0.0,3.0, None,2016-11-25 06:00:00,75.0,99.0,48
None,0.5, None,0.0,3.2, None,2016-11-25 06:15:00,350.0,99.0,48
None,0.1, None,0.0,2.1, None,2016-11-25 06:30:00,5.0,99.0,48
None,-0.1, None,0.0,2.0, None,2016-11-25 06:45:00,87.0,99.0,48
None,-0.2, 0.0,0.0,3.7, None,2016-11-25 07:00:00,107.0,99.0,48
None,0.1, None,0.0,8.5, None,2016-11-25 07:15:00,104.0,99.0,48
None,1.0, None,0.0,6.6, None,2016-11-25 07:30:00,100.0,99.0,48
None,0.8, None,0.0,4.0, None,2016-11-25 07:45:00,114.0,99.0,48
None,0.9, 0.0,0.0,6.2, None,2016-11-25 08:00:00,88.0,99.0,48
None,1.3, None,0.0,4.9, None,2016-11-25 08:15:00,82.0,99.0,48
None,1.4, None,0.0,3.6, None,2016-11-25 08:30:00,59.0,99.0,48
None,1.4, None,0.0,2.7, None,2016-11-25 08:45:00,26.0,99.0,48
None,2.3, 0.0,0.0,4.6, None,2016-11-25 09:00:00,144.0,99.0,48
None,2.3, None,0.0,2.4, None,2016-11-25 09:15:00,30.0,99.0,48
None,3.0, None,0.0,3.6, None,2016-11-25 09:30:00,58.0,99.0,48
None,3.2, None,0.0,2.8, None,2016-11-25 09:45:00,32.0,99.0,48
None,3.7, 0.0,0.0,3.2, None,2016-11-25 10:00:00,70.0,99.0,48
None,3.8, None,0.0,4.0, None,2016-11-25 10:15:00,255.0,99.0,48
None,3.9, None,0.0,3.1, None,2016-11-25 10:30:00,211.0,99.0,48
None,4.1, None,0.0,3.3, None,2016-11-25 10:45:00,163.0,98.0,48
None,4.5, -1.0,0.0,4.2, None,2016-11-25 11:00:00,97.0,97.0,48
None,4.9, None,0.0,3.8, None,2016-11-25 11:15:00,46.0,93.0,48
None,4.9, None,0.0,4.3, None,2016-11-25 11:30:00,14.0,92.0,48
None,5.0, None,0.0,4.8, None,2016-11-25 11:45:00,10.0,93.0,48
None,5.2, 2.0,0.0,4.3, None,2016-11-25 12:00:00,29.0,90.0,48
None,5.3, None,0.0,4.3, None,2016-11-25 12:15:00,340.0,89.0,48
None,5.4, None,0.0,6.2, None,2016-11-25 12:30:00,12.0,87.0,48
None,5.4, None,0.0,3.1, None,2016-11-25 12:45:00,20.0,89.0,48
None,4.9, -1.0,0.0,3.7, None,2016-11-25 13:00:00,354.0,93.0,48
None,4.8, None,0.0,2.7, None,2016-11-25 13:15:00,306.0,94.0,48
None,4.8, None,0.0,4.3, None,2016-11-25 13:30:00,23.0,91.0,48
None,4.8, None,0.0,5.4, None,2016-11-25 13:45:00,36.0,92.0,48
None,4.9, 1.0,0.0,3.0, None,2016-11-25 14:00:00,301.0,93.0,48
None,4.9, None,0.0,4.1, None,2016-11-25 14:15:00,338.0,93.0,48
None,4.9, None,0.0,6.5, None,2016-11-25 14:30:00,15.0,92.0,48
None,4.8, None,0.0,5.8, None,2016-11-25 14:45:00,14.0,92.0,48
None,4.8, 0.0,0.0,4.6, None,2016-11-25 15:00:00,11.0,94.0,48
None,4.6, None,0.0,6.0, None,2016-11-25 15:15:00,23.0,93.0,48
None,4.3, None,0.0,6.0, None,2016-11-25 15:30:00,42.0,93.0,48
None,4.0, None,0.0,5.9, None,2016-11-25 15:45:00,63.0,94.0,48
None,4.2, 0.0,0.0,5.4, None,2016-11-25 16:00:00,61.0,95.0,48
None,4.2, None,0.0,3.5, None,2016-11-25 16:15:00,7.0,96.0,48
None,4.3, None,0.0,1.6, None,2016-11-25 16:30:00,355.0,97.0,48
None,4.3, None,0.0,2.9, None,2016-11-25 16:45:00,28.0,97.0,48
None,4.3, -1.0,0.0,3.3, None,2016-11-25 17:00:00,46.0,97.0,48
None,4.3, None,0.0,2.7, None,2016-11-25 17:15:00,354.0,97.0,48
None,4.4, None,0.0,2.1, None,2016-11-25 17:30:00,25.0,96.0,48
None,4.5, None,0.0,3.0, None,2016-11-25 17:45:00,340.0,97.0,48
None,4.6, 0.0,0.0,5.4, None,2016-11-25 18:00:00,101.0,95.0,48
None,4.7, None,0.0,5.6, None,2016-11-25 18:15:00,93.0,96.0,48
