pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 4.87,82.8, None, None, None, None, None, None, None, None, None,2.0, 883.0, None, None, None,2017-09-25 00:00:00, None, None, None,39
None, 15.28,46.96, None, None, None, None, None, None, None, None, None,4.0, 882.0, None, None, None,2017-09-25 14:00:00, None, None, None,39
None, 15.22,48.82, None, None, None, None, None, None, None, None, None,5.0, 882.0, None, None, None,2017-09-25 16:00:00, None, None, None,39
None, 14.82,52.29, None, None, None, None, None, None, None, None, None,5.0, 882.0, None, None, None,2017-09-25 17:00:00, None, None, None,39
None, 6.683,81.4, None, None, None, None, None, None, None, None, None,4.0, 884.0, None, None, None,2017-09-25 22:00:00, None, None, None,39
None, 5.91,84.9, None, None, None, None, None, None, None, None, None,4.0, 884.0, None, None, None,2017-09-26 00:00:00, None, None, None,39
None, 3.578,91.8, None, None, None, None, None, None, None, None, None,2.0, 885.0, None, None, None,2017-09-26 02:00:00, None, None, None,39
None, 4.749,89.7, None, None, None, None, None, None, None, None, None,3.0, 886.0, None, None, None,2017-09-26 06:00:00, None, None, None,39
None, 5.752,87.9, None, None, None, None, None, None, None, None, None,4.0, 887.0, None, None, None,2017-09-26 08:00:00, None, None, None,39
None, 13.43,56.13, None, None, None, None, None, None, None, None, None,5.0, 887.0, None, None, None,2017-09-26 11:00:00, None, None, None,39
None, 14.6,52.59, None, None, None, None, None, None, None, None, None,5.0, 887.0, None, None, None,2017-09-26 12:00:00, None, None, None,39
None, 17.55,39.91, None, None, None, None, None, None, None, None, None,4.0, 887.0, None, None, None,2017-09-28 12:00:00, None, None, None,39
None, 3.545,84.8, None, None, None, None, None, None, None, None, None,1.0, 884.0, None, None, None,2017-09-29 00:00:00, None, None, None,39
None, -0.318,95.4, None, None, None, None, None, None, None, None, None,-1.0, 882.0, None, None, None,2017-09-29 08:00:00, None, None, None,39
None, 4.208,82.5, None, None, None, None, None, None, None, None, None,2.0, 875.0, None, None, None,2017-09-30 00:00:00, None, None, None,39
