pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
None, 10.32, 44.49, None, None, None, None, None, -1.0, None, None,2020-09-09 00:00:00, None,37
None, 9.51, 48.42, None, None, None, None, None, -1.0, None, None,2020-09-09 01:00:00, None,37
None, 9.41, 49.31, None, None, None, None, None, -1.0, None, None,2020-09-09 02:00:00, None,37
None, 8.64, 52.33, None, None, None, None, None, -1.0, None, None,2020-09-09 03:00:00, None,37
None, 8.43, 53.38, None, None, None, None, None, 0.0, None, None,2020-09-09 04:00:00, None,37
None, 7.845, 55.44, None, None, None, None, None, -1.0, None, None,2020-09-09 05:00:00, None,37
None, 7.356, 56.86, None, None, None, None, None, -1.0, None, None,2020-09-09 06:00:00, None,37
None, 6.949, 59.31, None, None, None, None, None, -1.0, None, None,2020-09-09 07:00:00, None,37
None, 8.9, 64.89, None, None, None, None, None, 3.0, None, None,2020-09-09 08:00:00, None,37
None, 13.52, 42.42, None, None, None, None, None, 1.0, None, None,2020-09-09 09:00:00, None,37
None, 15.43, 37.6, None, None, None, None, None, 1.0, None, None,2020-09-09 10:00:00, None,37
None, 17.5, 37.21, None, None, None, None, None, 3.0, None, None,2020-09-09 11:00:00, None,37
None, 19.76, 29.98, None, None, None, None, None, 1.0, None, None,2020-09-09 12:00:00, None,37
None, 21.68, 28.37, None, None, None, None, None, 2.0, None, None,2020-09-09 13:00:00, None,37
None, 22.61, 27.83, None, None, None, None, None, 3.0, None, None,2020-09-09 14:00:00, None,37
None, 24.04, 26.44, None, None, None, None, None, 4.0, None, None,2020-09-09 15:00:00, None,37
None, 24.63, 26.14, None, None, None, None, None, 4.0, None, None,2020-09-09 16:00:00, None,37
None, 25.34, 24.99, None, None, None, None, None, 4.0, None, None,2020-09-09 17:00:00, None,37
None, 24.6, 26.21, None, None, None, None, None, 4.0, None, None,2020-09-09 18:00:00, None,37
None, 20.87, 34.72, None, None, None, None, None, 5.0, None, None,2020-09-09 19:00:00, None,37
None, 17.28, 41.68, None, None, None, None, None, 4.0, None, None,2020-09-09 20:00:00, None,37
None, 15.32, 46.75, None, None, None, None, None, 4.0, None, None,2020-09-09 21:00:00, None,37
None, 13.48, 52.05, None, None, None, None, None, 4.0, None, None,2020-09-09 22:00:00, None,37
None, 12.86, 54.01, None, None, None, None, None, 4.0, None, None,2020-09-09 23:00:00, None,37
None, 12.22, 56.85, None, None, None, None, None, 4.0, None, None,2020-09-10 00:00:00, None,37
None, 11.7, 59.37, None, None, None, None, None, 4.0, None, None,2020-09-10 01:00:00, None,37
None, 11.23, 61.95, None, None, None, None, None, 4.0, None, None,2020-09-10 02:00:00, None,37
None, 10.66, 64.88, None, None, None, None, None, 4.0, None, None,2020-09-10 03:00:00, None,37
None, 10.25, 66.22, None, None, None, None, None, 4.0, None, None,2020-09-10 04:00:00, None,37
None, 9.53, 68.78, None, None, None, None, None, 4.0, None, None,2020-09-10 05:00:00, None,37
None, 8.85, 71.68, None, None, None, None, None, 4.0, None, None,2020-09-10 06:00:00, None,37
None, 8.63, 72.45, None, None, None, None, None, 4.0, None, None,2020-09-10 07:00:00, None,37
None, 10.48, 70.72, None, None, None, None, None, 5.0, None, None,2020-09-10 08:00:00, None,37
None, 15.35, 50.33, None, None, None, None, None, 5.0, None, None,2020-09-10 09:00:00, None,37
None, 18.27, 43.97, None, None, None, None, None, 6.0, None, None,2020-09-10 10:00:00, None,37
None, 20.34, 39.84, None, None, None, None, None, 6.0, None, None,2020-09-10 11:00:00, None,37
None, 21.63, 37.19, None, None, None, None, None, 7.0, None, None,2020-09-10 12:00:00, None,37
None, 23.19, 33.92, None, None, None, None, None, 6.0, None, None,2020-09-10 13:00:00, None,37
None, 24.57, 29.76, None, None, None, None, None, 6.0, None, None,2020-09-10 14:00:00, None,37
None, 25.85, 27.46, None, None, None, None, None, 6.0, None, None,2020-09-10 15:00:00, None,37
None, 26.58, 25.78, None, None, None, None, None, 5.0, None, None,2020-09-10 16:00:00, None,37
None, 26.6, 24.28, None, None, None, None, None, 4.0, None, None,2020-09-10 17:00:00, None,37
None, 26.53, 23.73, None, None, None, None, None, 4.0, None, None,2020-09-10 18:00:00, None,37
None, 21.67, 34.6, None, None, None, None, None, 5.0, None, None,2020-09-10 19:00:00, None,37
None, 18.57, 39.63, None, None, None, None, None, 5.0, None, None,2020-09-10 20:00:00, None,37
None, 16.49, 43.41, None, None, None, None, None, 4.0, None, None,2020-09-10 21:00:00, None,37
None, 15.1, 47.97, None, None, None, None, None, 4.0, None, None,2020-09-10 22:00:00, None,37
None, 14.31, 50.77, None, None, None, None, None, 4.0, None, None,2020-09-10 23:00:00, None,37
None, 13.54, 53.48, None, None, None, None, None, 5.0, None, None,2020-09-11 00:00:00, None,37
None, 13.11, 58.61, None, None, None, None, None, 5.0, None, None,2020-09-11 01:00:00, None,37
None, 13.06, 58.95, None, None, None, None, None, 5.0, None, None,2020-09-11 02:00:00, None,37
None, 11.93, 60.24, None, None, None, None, None, 5.0, None, None,2020-09-11 03:00:00, None,37
None, 11.17, 64.54, None, None, None, None, None, 5.0, None, None,2020-09-11 04:00:00, None,37
None, 10.98, 63.52, None, None, None, None, None, 4.0, None, None,2020-09-11 05:00:00, None,37
None, 10.31, 68.45, None, None, None, None, None, 5.0, None, None,2020-09-11 06:00:00, None,37
None, 10.71, 66.58, None, None, None, None, None, 5.0, None, None,2020-09-11 07:00:00, None,37
None, 11.59, 61.48, None, None, None, None, None, 5.0, None, None,2020-09-11 08:00:00, None,37
None, 16.74, 45.64, None, None, None, None, None, 5.0, None, None,2020-09-11 09:00:00, None,37
None, 20.46, 34.66, None, None, None, None, None, 4.0, None, None,2020-09-11 10:00:00, None,37
None, 22.42, 32.39, None, None, None, None, None, 5.0, None, None,2020-09-11 11:00:00, None,37
None, 24.96, 28.09, None, None, None, None, None, 5.0, None, None,2020-09-11 12:00:00, None,37
None, 26.6, 24.25, None, None, None, None, None, 5.0, None, None,2020-09-11 13:00:00, None,37
None, 28.31, 21.65, None, None, None, None, None, 4.0, None, None,2020-09-11 14:00:00, None,37
None, 29.76, 19.56, None, None, None, None, None, 4.0, None, None,2020-09-11 15:00:00, None,37
