pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, 12.2, 53.68, 19.3, 54.0, 3.0, 12.2, 12.1, 3.0, 0.0, 0.0,2020-09-09 00:00:00, -6999.0, 729.0,37
0.0, 11.52, 56.97, 19.3, 57.0, 3.0, 11.5, 11.2, 3.0, 0.0, 0.0,2020-09-09 01:00:00, -6999.0, 729.0,37
0.0, 10.66, 59.66, 19.3, 60.0, 3.0, 10.7, 10.7, 3.0, 0.0, 0.0,2020-09-09 02:00:00, -6999.0, 729.0,37
0.0, 10.18, 59.6, 19.3, 60.0, 3.0, 10.2, 10.2, 3.0, 0.0, 0.0,2020-09-09 03:00:00, -6999.0, 730.0,37
0.0, 9.51, 64.25, 19.3, 64.0, 3.0, 9.5, 9.5, 3.0, 0.0, 0.0,2020-09-09 04:00:00, -6999.0, 730.0,37
0.0, 9.26, 64.42, 19.3, 64.0, 3.0, 9.3, 8.8, 3.0, 0.0, 0.0,2020-09-09 05:00:00, -6999.0, 730.0,37
0.0, 8.29, 67.88, 19.3, 68.0, 2.0, 8.3, 8.2, 2.0, 0.0, 0.0,2020-09-09 06:00:00, -6999.0, 730.0,37
0.0, 7.736, 68.96, 8.6, 69.0, 2.0, 7.7, 7.7, 2.0, 0.0, 0.0,2020-09-09 07:00:00, -6999.0, 730.0,37
0.0, 8.34, 67.17, 8.6, 67.0, 3.0, 8.3, 7.7, 3.0, 0.0, 0.0,2020-09-09 08:00:00, -6999.0, 730.0,37
0.0, 10.32, 60.4, 10.2, 60.0, 3.0, 10.3, 7.7, 3.0, 0.0, 0.0,2020-09-09 09:00:00, -6999.0, 730.0,37
0.0, 14.66, 46.35, 14.6, 46.0, 3.0, 14.7, 7.7, 3.0, 0.0, 0.0,2020-09-09 10:00:00, -6999.0, 730.0,37
0.0, 17.52, 39.63, 17.5, 40.0, 4.0, 17.5, 7.7, 4.0, 0.0, 0.0,2020-09-09 11:00:00, -6999.0, 730.0,37
0.0, 20.55, 34.67, 20.5, 35.0, 4.0, 20.6, 7.7, 4.0, 0.0, 0.0,2020-09-09 12:00:00, -6999.0, 729.0,37
0.0, 23.67, 28.02, 23.6, 28.0, 4.0, 23.7, 7.7, 4.0, 0.0, 0.0,2020-09-09 13:00:00, -6999.0, 728.0,37
0.0, 25.3, 27.21, 25.7, 27.0, 5.0, 25.3, 7.7, 5.0, 0.0, 0.0,2020-09-09 14:00:00, -6999.0, 728.0,37
