pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 9.17, 16.9, -6999.0, -6999.0, -6999.0, -6999.0, 9.2, 9.2, -1.1, -6999.0, 0.0,2020-09-09 00:00:00, -5.0, None, -6999.0,37
None, 7.82, 16.9, -6999.0, -6999.0, -6999.0, -6999.0, 7.8, 7.7, 0.8, -6999.0, 0.0,2020-09-09 01:00:00, -5.0, None, -6999.0,37
None, 7.02, 16.9, -6999.0, -6999.0, -6999.0, -6999.0, 7.0, 6.3, 0.2, -6999.0, 0.0,2020-09-09 02:00:00, -5.0, None, -6999.0,37
None, 6.987, 16.9, -6999.0, -6999.0, -6999.0, -6999.0, 7.0, 6.3, -0.1, -6999.0, 0.0,2020-09-09 03:00:00, -5.0, None, -6999.0,37
None, 5.604, 16.9, -6999.0, -6999.0, -6999.0, -6999.0, 5.6, 4.9, -0.2, -6999.0, 0.0,2020-09-09 04:00:00, -5.0, None, -6999.0,37
None, 6.231, 16.9, -6999.0, -6999.0, -6999.0, -6999.0, 6.2, 4.6, -0.1, -6999.0, 0.0,2020-09-09 05:00:00, -5.0, None, -6999.0,37
None, 4.748, 16.9, -6999.0, -6999.0, -6999.0, -6999.0, 4.7, 3.9, 0.0, -6999.0, 0.0,2020-09-09 06:00:00, -5.0, None, -6999.0,37
None, 3.328, 5.6, -6999.0, -6999.0, -6999.0, -6999.0, 3.3, 3.3, -0.1, -6999.0, 0.0,2020-09-09 07:00:00, -5.0, None, -6999.0,37
None, 6.85, 6.9, -6999.0, -6999.0, -6999.0, -6999.0, 6.9, 3.3, -0.1, -6999.0, 0.0,2020-09-09 08:00:00, -5.0, None, -6999.0,37
None, 7.75, 8.1, -6999.0, -6999.0, -6999.0, -6999.0, 7.8, 3.3, 0.0, -6999.0, 0.0,2020-09-09 09:00:00, -5.0, None, -6999.0,37
None, 12.13, 12.1, -6999.0, -6999.0, -6999.0, -6999.0, 12.1, 3.3, -0.2, -6999.0, 0.0,2020-09-09 10:00:00, -5.0, -4.847, -6999.0,37
None, 16.47, 16.5, -6999.0, -6999.0, -6999.0, -6999.0, 16.5, 3.3, -0.2, -6999.0, 0.0,2020-09-09 11:00:00, -5.0, None, -6999.0,37
None, 19.55, 19.6, -6999.0, -6999.0, -6999.0, -6999.0, 19.6, 3.3, 0.3, -6999.0, 0.0,2020-09-09 12:00:00, -5.0, None, -6999.0,37
None, 22.18, 22.3, -6999.0, -6999.0, -6999.0, -6999.0, 22.2, 3.3, -0.2, -6999.0, 0.0,2020-09-09 13:00:00, -5.0, None, -6999.0,37
None, 24.06, 24.2, -6999.0, -6999.0, -6999.0, -6999.0, 24.1, 3.3, 0.1, -6999.0, 0.0,2020-09-09 14:00:00, -5.0, None, -6999.0,37
None, 24.48, 25.5, -6999.0, -6999.0, -6999.0, -6999.0, 24.5, 3.3, 0.5, -6999.0, 0.0,2020-09-09 15:00:00, -6.0, None, -6999.0,37
None, 25.96, 26.3, -6999.0, -6999.0, -6999.0, -6999.0, 26.0, 3.3, -1.2, -6999.0, -1.0,2020-09-09 16:00:00, -6.0, None, -6999.0,37
