air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
19.5,19.5, 999.0, 86.0,25.6,34.0, 10.4,2020-09-09 00:00:00, 7.1,3.0, 992.0,37
19.3,19.1, 999.0, 66.0,25.6,34.0, 12.4,2020-09-09 01:00:00, 8.3,3.0, 992.0,37
19.3,19.1, 999.0, 160.0,25.6,35.0, 5.7,2020-09-09 02:00:00, 2.3,3.0, 992.0,37
18.2,17.3, 999.0, 12.0,25.6,46.0, 5.7,2020-09-09 03:00:00, 3.2,6.0, 992.0,37
17.7,17.3, 999.0, 275.0,25.6,48.0, 3.9,2020-09-09 04:00:00, 2.1,6.0, 992.0,37
17.9,17.1, 999.0, 19.0,25.6,46.0, 3.7,2020-09-09 05:00:00, 1.2,6.0, 992.0,37
18.2,17.1, 999.0, 167.0,25.6,43.0, 7.8,2020-09-09 06:00:00, 1.5,5.0, 992.0,37
17.4,17.4, 1000.0, 167.0,18.4,45.0, 12.0,2020-09-09 07:00:00, 3.5,6.0, 993.0,37
18.4,17.4, 999.0, 110.0,18.4,43.0, 9.8,2020-09-09 08:00:00, 3.1,6.0, 992.0,37
18.4,17.4, 1000.0, 163.0,19.6,52.0, 6.1,2020-09-09 09:00:00, 2.0,8.0, 993.0,37
21.7,17.4, 1000.0, 34.0,21.4,41.0, 5.6,2020-09-09 10:00:00, 1.5,8.0, 993.0,37
23.4,17.4, 999.0, 246.0,23.3,32.0, 5.9,2020-09-09 11:00:00, 2.6,6.0, 992.0,37
25.2,17.4, 999.0, 260.0,25.2,27.0, 9.3,2020-09-09 12:00:00, 5.6,5.0, 992.0,37
25.6,17.4, 999.0, 267.0,25.7,31.0, 13.1,2020-09-09 13:00:00, 8.9,7.0, 992.0,37
26.1,17.4, 998.0, 265.0,26.1,27.0, 15.8,2020-09-09 14:00:00, 12.7,6.0, 991.0,37
26.7,17.4, 997.0, 266.0,26.8,28.0, 17.2,2020-09-09 15:00:00, 13.4,7.0, 990.0,37
27.0,17.4, 997.0, 261.0,27.1,28.0, 17.8,2020-09-09 16:00:00, 13.9,7.0, 990.0,37
26.9,17.4, 996.0, 268.0,27.5,27.0, 17.2,2020-09-09 17:00:00, 14.2,6.0, 989.0,37
25.8,17.4, 996.0, 262.0,27.5,28.0, 20.9,2020-09-09 18:00:00, 16.2,6.0, 989.0,37
25.1,25.1, 996.0, 273.0,25.9,30.0, 17.3,2020-09-09 19:00:00, 12.3,6.0, 989.0,37
24.7,24.1, 996.0, 279.0,25.9,30.0, 17.2,2020-09-09 20:00:00, 11.3,6.0, 989.0,37
22.9,23.0, 996.0, 329.0,25.9,40.0, 11.4,2020-09-09 21:00:00, 4.7,8.0, 989.0,37
22.2,22.2, 996.0, 65.0,25.9,42.0, 8.5,2020-09-09 22:00:00, 4.5,9.0, 989.0,37
21.3,21.4, 996.0, 41.0,25.9,46.0, 6.3,2020-09-09 23:00:00, 1.8,9.0, 989.0,37
20.3,20.2, 996.0, 45.0,25.9,53.0, 12.1,2020-09-10 00:00:00, 7.1,10.0, 989.0,37
19.8,19.9, 996.0, 55.0,25.9,56.0, 13.2,2020-09-10 01:00:00, 8.7,11.0, 989.0,37
19.5,19.0, 997.0, 11.0,25.9,58.0, 11.1,2020-09-10 02:00:00, 3.0,11.0, 990.0,37
20.9,19.0, 997.0, 245.0,25.9,51.0, 3.6,2020-09-10 03:00:00, 1.5,10.0, 990.0,37
