pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 11.69, None, None, None, None, None, None, None, None, -6999.0, 11.7, 11.7, -0.1, None, 19.4, -6999.0, None,2020-09-09 00:00:00, None, None,37
None, None, 10.7, None, None, None, None, None, None, None, None, -6999.0, 10.7, 10.7, -0.1, None, 19.4, -6999.0, None,2020-09-09 01:00:00, None, None,37
None, None, 11.29, None, None, None, None, None, None, None, None, -6999.0, 11.3, 10.6, -0.1, None, 19.4, -6999.0, None,2020-09-09 02:00:00, None, None,37
None, None, 11.85, None, None, None, None, None, None, None, None, -6999.0, 11.9, 10.6, 0.0, None, 19.4, -6999.0, None,2020-09-09 03:00:00, None, None,37
None, None, 11.71, None, None, None, None, None, None, None, None, -6999.0, 11.7, 10.6, -0.1, None, 19.4, -6999.0, None,2020-09-09 04:00:00, None, None,37
None, None, 11.43, None, None, None, None, None, None, None, None, -6999.0, 11.4, 10.6, 0.0, None, 19.4, -6999.0, None,2020-09-09 05:00:00, None, None,37
None, None, 10.68, None, None, None, None, None, None, None, None, -6999.0, 10.7, 10.6, 0.0, None, 19.4, -6999.0, None,2020-09-09 06:00:00, None, None,37
None, None, 10.89, None, None, None, None, None, None, None, None, -6999.0, 10.9, 10.3, -0.1, None, 11.0, -6999.0, None,2020-09-09 07:00:00, None, None,37
None, None, 11.1, None, None, None, None, None, None, None, None, -6999.0, 11.1, 10.3, 0.0, None, 11.2, -6999.0, None,2020-09-09 08:00:00, None, None,37
None, None, 12.34, None, None, None, None, None, None, None, None, -6999.0, 12.3, 10.3, 0.1, None, 12.2, -6999.0, None,2020-09-09 09:00:00, None, None,37
None, None, 17.1, None, None, None, None, None, None, None, None, -6999.0, 17.1, 10.3, 0.6, None, 17.2, -6999.0, None,2020-09-09 10:00:00, None, None,37
None, None, 20.61, None, None, None, None, None, None, None, None, -6999.0, 20.6, 10.3, 0.0, None, 20.6, -6999.0, None,2020-09-09 11:00:00, None, None,37
None, None, 22.48, None, None, None, None, None, None, None, None, -6999.0, 22.5, 10.3, 0.0, None, 22.4, -6999.0, None,2020-09-09 12:00:00, None, None,37
None, None, 23.19, None, None, None, None, None, None, None, None, -6999.0, 23.2, 10.3, -0.2, None, 23.5, -6999.0, None,2020-09-09 13:00:00, None, None,37
None, None, 24.25, None, None, None, None, None, None, None, None, -6999.0, 24.3, 10.3, -0.2, None, 24.4, -6999.0, None,2020-09-09 14:00:00, None, None,37
None, None, 24.83, None, None, None, None, None, None, None, None, -6999.0, 24.8, 10.3, -0.1, None, 25.1, -6999.0, None,2020-09-09 15:00:00, None, None,37
None, None, 25.3, None, None, None, None, None, None, None, None, -6999.0, 25.3, 10.3, -0.3, None, 25.4, -6999.0, None,2020-09-09 16:00:00, None, None,37
None, None, 24.43, None, None, None, None, None, None, None, None, -6999.0, 24.4, 10.3, -0.2, None, 25.9, -6999.0, None,2020-09-09 17:00:00, None, None,37
None, None, 21.64, None, None, None, None, None, None, None, None, -6999.0, 21.6, 10.3, -0.3, None, 25.9, -6999.0, None,2020-09-09 18:00:00, None, None,37
None, None, 18.35, None, None, None, None, None, None, None, None, -6999.0, 18.4, 18.3, -0.3, None, 22.4, -6999.0, None,2020-09-09 19:00:00, None, None,37
None, None, 16.51, None, None, None, None, None, None, None, None, -6999.0, 16.5, 16.5, -0.2, None, 22.4, -6999.0, None,2020-09-09 20:00:00, None, None,37
None, None, 16.52, None, None, None, None, None, None, None, None, -6999.0, 16.5, 16.0, -0.2, None, 22.4, -6999.0, None,2020-09-09 21:00:00, None, None,37
None, None, 15.71, None, None, None, None, None, None, None, None, -6999.0, 15.7, 15.5, -0.1, None, 22.4, -6999.0, None,2020-09-09 22:00:00, None, None,37
None, None, 14.21, None, None, None, None, None, None, None, None, -6999.0, 14.2, 14.2, -0.1, None, 22.4, -6999.0, None,2020-09-09 23:00:00, None, None,37
None, None, 13.58, None, None, None, None, None, None, None, None, -6999.0, 13.6, 13.5, -0.1, None, 22.4, -6999.0, None,2020-09-10 00:00:00, None, None,37
None, None, 12.75, None, None, None, None, None, None, None, None, -6999.0, 12.8, 12.7, 0.0, None, 22.4, -6999.0, None,2020-09-10 01:00:00, None, None,37
None, None, 12.2, None, None, None, None, None, None, None, None, -6999.0, 12.2, 12.1, -0.1, None, 22.4, -6999.0, None,2020-09-10 02:00:00, None, None,37
None, None, 13.08, None, None, None, None, None, None, None, None, -6999.0, 13.1, 12.1, 0.0, None, 22.4, -6999.0, None,2020-09-10 03:00:00, None, None,37
None, None, 12.68, None, None, None, None, None, None, None, None, -6999.0, 12.7, 12.1, -0.1, None, 22.4, -6999.0, None,2020-09-10 04:00:00, None, None,37
