pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None,14.33,55.43, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 00:00:00, None,37
None,13.42,57.89, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 01:00:00, None,37
None,13.03,59.61, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 02:00:00, None,37
None,12.01,63.63, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 03:00:00, None,37
None,11.05,66.76, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 04:00:00, None,37
None,10.11,69.73, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 05:00:00, None,37
None,8.83,74.18, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 06:00:00, None,37
None,9.08,74.22, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 07:00:00, None,37
None,11.88,63.44, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 08:00:00, None,37
None,13.15,57.37, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 09:00:00, None,37
None,14.16,52.02, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 10:00:00, None,37
None,17.64,44.09, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 11:00:00, None,37
None,20.63,38.94, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 12:00:00, None,37
None,22.68,35.96, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 13:00:00, None,37
None,24.07,34.01, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 14:00:00, None,37
None,24.92,32.07, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 15:00:00, None,37
None,25.83,31.45, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 16:00:00, None,37
None,25.62,31.85, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 17:00:00, None,37
None,25.43,31.02, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 18:00:00, None,37
None,23.63,37.62, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 19:00:00, None,37
None,21.82,41.64, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 20:00:00, None,37
None,21.05,41.05, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 21:00:00, None,37
None,18.9,46.22, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 22:00:00, None,37
None,17.52,50.08, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-09 23:00:00, None,37
None,16.69,53.51, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 00:00:00, None,37
None,14.9,59.94, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 01:00:00, None,37
None,14.43,61.99, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 02:00:00, None,37
None,13.11,66.68, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 03:00:00, None,37
None,12.24,70.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 04:00:00, None,37
None,11.58,73.41, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 05:00:00, None,37
None,10.52,77.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 06:00:00, None,37
None,9.65,81.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 07:00:00, None,37
None,12.41,68.43, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 08:00:00, None,37
None,14.3,60.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 09:00:00, None,37
None,15.43,57.54, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 10:00:00, None,37
None,18.47,48.01, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 11:00:00, None,37
None,21.37,40.48, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 12:00:00, None,37
None,23.55,33.28, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 13:00:00, None,37
None,25.4,27.46, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 14:00:00, None,37
None,25.91,25.71, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 15:00:00, None,37
None,27.13,24.65, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 16:00:00, None,37
None,27.73,21.71, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 17:00:00, None,37
None,27.4,21.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 18:00:00, None,37
None,25.2,26.25, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 19:00:00, None,37
None,22.82,29.65, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 20:00:00, None,37
None,21.74,30.71, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 21:00:00, None,37
None,19.94,34.07, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 22:00:00, None,37
None,17.89,39.44, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-10 23:00:00, None,37
None,16.5,43.79, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 00:00:00, None,37
None,16.57,43.25, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 01:00:00, None,37
None,16.52,44.04, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 02:00:00, None,37
None,14.63,49.58, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 03:00:00, None,37
None,14.12,51.88, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 04:00:00, None,37
None,13.5,54.83, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 05:00:00, None,37
None,11.78,60.41, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 06:00:00, None,37
None,11.86,60.95, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 07:00:00, None,37
None,14.24,54.17, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 08:00:00, None,37
None,16.04,49.23, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 09:00:00, None,37
None,18.18,44.99, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 10:00:00, None,37
None,20.99,35.74, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 11:00:00, None,37
None,23.6,31.68, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 12:00:00, None,37
None,25.72,22.78, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 13:00:00, None,37
None,27.16,22.78, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 14:00:00, None,37
None,27.53,21.68, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 15:00:00, None,37
None,27.65,21.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 16:00:00, None,37
None,27.99,21.07, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 17:00:00, None,37
None,28.23,21.11, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 18:00:00, None,37
None,25.13,25.32, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 19:00:00, None,37
None,23.48,27.83, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 20:00:00, None,37
None,22.37,29.93, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 21:00:00, None,37
None,21.13,32.25, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 22:00:00, None,37
None,19.24,36.66, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-11 23:00:00, None,37
None,17.89,41.14, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 00:00:00, None,37
None,18.29,42.98, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 01:00:00, None,37
None,17.2,42.63, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 02:00:00, None,37
None,15.56,49.69, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 03:00:00, None,37
None,16.36,46.45, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 04:00:00, None,37
None,14.16,53.91, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 05:00:00, None,37
None,13.04,55.89, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 06:00:00, None,37
None,12.75,57.59, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 07:00:00, None,37
None,14.95,56.62, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 08:00:00, None,37
None,16.47,48.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 09:00:00, None,37
None,18.27,44.86, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 10:00:00, None,37
None,20.21,39.26, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 11:00:00, None,37
None,22.24,32.03, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 12:00:00, None,37
None,23.58,27.27, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 13:00:00, None,37
None,24.46,25.36, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 14:00:00, None,37
None,25.7,24.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 15:00:00, None,37
None,25.69,23.82, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 16:00:00, None,37
None,25.07,24.34, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 17:00:00, None,37
None,22.68,31.86, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 18:00:00, None,37
None,20.76,35.75, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-09-12 19:00:00, None,37
