pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 14.34, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 14.3, 14.2, 0.0, None, -6999.0, 16.9, -6999.0, None,2020-09-09 00:00:00, 1.0, None, -6999.0,37
None, None, 13.79, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 13.8, 13.5, -0.5, None, -6999.0, 16.9, -6999.0, None,2020-09-09 01:00:00, 2.0, None, -6999.0,37
None, None, 13.75, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 13.8, 13.1, -0.3, None, -6999.0, 16.9, -6999.0, None,2020-09-09 02:00:00, 0.0, None, -6999.0,37
None, None, 14.06, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 14.1, 13.1, 0.0, None, -6999.0, 16.9, -6999.0, None,2020-09-09 03:00:00, 0.0, None, -6999.0,37
None, None, 12.59, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 12.6, 12.6, -0.4, None, -6999.0, 16.9, -6999.0, None,2020-09-09 04:00:00, 0.0, None, -6999.0,37
None, None, 12.4, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 12.4, 12.4, -0.2, None, -6999.0, 16.9, -6999.0, None,2020-09-09 05:00:00, 0.0, None, -6999.0,37
None, None, 12.31, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 12.3, 11.8, -0.1, None, -6999.0, 16.9, -6999.0, None,2020-09-09 06:00:00, 1.0, None, -6999.0,37
None, None, 12.28, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 12.3, 12.1, 0.0, None, -6999.0, 12.4, -6999.0, None,2020-09-09 07:00:00, 1.0, None, -6999.0,37
None, None, 12.34, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 12.3, 12.1, -0.2, None, -6999.0, 12.6, -6999.0, None,2020-09-09 08:00:00, 1.0, None, -6999.0,37
None, None, 12.39, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 12.4, 12.1, 0.0, None, -6999.0, 12.8, -6999.0, None,2020-09-09 09:00:00, 1.0, None, -6999.0,37
None, None, 13.04, None, None, None, -6999.0, 4.0, -6999.0, -6999.0, 13.0, 12.0, -0.1, None, -6999.0, 13.0, -6999.0, None,2020-09-09 10:00:00, 6.0, None, -6999.0,37
None, None, 13.85, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 13.9, 12.0, 0.5, None, -6999.0, 13.9, -6999.0, None,2020-09-09 11:00:00, 6.0, None, -6999.0,37
None, None, 15.58, None, None, None, -6999.0, -12.0, -6999.0, -6999.0, 15.6, 12.0, 0.8, None, -6999.0, 15.7, -6999.0, None,2020-09-09 12:00:00, -6.0, None, -6999.0,37
None, None, 17.7, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 17.7, 12.0, 0.4, None, -6999.0, 17.9, -6999.0, None,2020-09-09 13:00:00, -7.0, None, -6999.0,37
None, None, 17.9, None, None, None, -6999.0, 19.0, -6999.0, -6999.0, 17.9, 12.0, 0.3, None, -6999.0, 18.2, -6999.0, None,2020-09-09 14:00:00, 12.0, None, -6999.0,37
None, None, 19.71, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 19.7, 12.0, 0.3, None, -6999.0, 19.7, -6999.0, None,2020-09-09 15:00:00, 13.0, None, -6999.0,37
None, None, 19.9, None, None, None, -6999.0, -20.0, -6999.0, -6999.0, 19.9, 12.0, 0.2, None, -6999.0, 20.4, -6999.0, None,2020-09-09 16:00:00, -7.0, None, -6999.0,37
None, None, 18.37, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 18.4, 12.0, 0.2, None, -6999.0, 20.4, -6999.0, None,2020-09-09 17:00:00, -8.0, None, -6999.0,37
None, None, 16.5, None, None, None, -6999.0, 18.0, -6999.0, -6999.0, 16.5, 12.0, 0.0, None, -6999.0, 20.4, -6999.0, None,2020-09-09 18:00:00, 11.0, None, -6999.0,37
None, None, 16.23, None, None, None, -6999.0, -12.0, -6999.0, -6999.0, 16.2, 16.0, -0.4, None, -6999.0, 16.5, -6999.0, None,2020-09-09 19:00:00, -1.0, None, -6999.0,37
None, None, 15.83, None, None, None, -6999.0, 7.0, -6999.0, -6999.0, 15.8, 15.8, -0.2, None, -6999.0, 16.6, -6999.0, None,2020-09-09 20:00:00, 6.0, None, -6999.0,37
None, None, 14.8, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 14.8, 14.8, -0.2, None, -6999.0, 16.6, -6999.0, None,2020-09-09 21:00:00, 5.0, None, -6999.0,37
