wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
,100.0, 5.5, None,10.5, None,10.5, None,357.0,0.0,17.2, None,2022-06-04 00:00:00,23
,100.0, 5.3, None,10.1, None,10.1, None,343.0,0.4,17.6, None,2022-06-04 01:00:00,23
,100.0, 4.8, None,9.9, None,9.9, None,20.0,0.0,17.6, None,2022-06-04 02:00:00,23
,100.0, 4.4, None,9.7, None,9.7, None,356.0,0.0,17.6, None,2022-06-04 03:00:00,23
,100.0, None, None,9.6, None,9.6, None,353.0,0.0,17.6, None,2022-06-04 04:00:00,23
,100.0, 5.8, None,9.4, None,9.4, None,359.0,0.0,17.6, None,2022-06-04 05:00:00,23
,100.0, 3.5, None,9.6, None,9.6, None,175.0,1.2,18.4, None,2022-06-04 06:00:00,23
,100.0, 4.7, None,9.8, None,9.8, None,26.0,0.6,18.6, None,2022-06-04 07:00:00,23
,100.0, None, None,10.5, None,10.5, None,5.0,0.2,17.4, None,2022-06-04 08:00:00,23
,96.0, 4.3, None,11.3, None,11.9, None,329.0,0.0,17.4, None,2022-06-04 09:00:00,23
,92.0, None, None,10.6, None,11.9, None,190.0,0.6,17.0, None,2022-06-04 10:00:00,23
,96.0, 4.1, None,11.6, None,12.2, None,82.0,0.2,17.2, None,2022-06-04 11:00:00,23
,95.0, 4.8, None,11.9, None,12.7, None,347.0,0.4,17.4, None,2022-06-04 12:00:00,23
,89.0, 6.3, None,11.7, None,13.5, None,332.0,0.0,17.4, None,2022-06-04 13:00:00,23
,96.0, 6.8, None,12.4, None,13.0, None,330.0,0.6,18.0, None,2022-06-04 14:00:00,23
,96.0, None, None,12.7, None,13.3, None,337.0,0.6,18.6, None,2022-06-04 15:00:00,23
,92.0, 7.1, None,11.9, None,13.2, None,318.0,0.4,16.4, None,2022-06-04 16:00:00,23
,94.0, 3.6, None,12.8, None,13.7, None,21.0,0.0,8.4, None,2022-06-04 17:00:00,23
,89.0, 2.2, None,11.9, None,13.7, None,201.0,0.2,6.0, None,2022-06-04 18:00:00,23
,93.0, 8.5, None,11.5, None,12.6, None,177.0,0.2,6.2, None,2022-06-04 19:00:00,23
,94.0, 4.5, None,11.4, None,12.3, None,170.0,0.0,6.2, None,2022-06-04 20:00:00,23
,96.0, 8.4, None,10.8, None,11.4, None,172.0,0.0,6.0, None,2022-06-04 21:00:00,23
