pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
2.0, -5.017, 97.0, -2.3, 97.0, -5.0, -5.0, -5.1, 992.9, 0.0, -5.0, 897.0, 0.0,2021-01-15 00:00:00, 48.0, 48.07, 897.0,3
2.0, -4.745, 96.6, -2.3, 97.0, -5.0, -4.7, -5.1, 992.9, 0.0, -5.0, 897.0, 1.0,2021-01-15 01:00:00, 49.0, 48.64, 897.0,3
2.0, -1.32, 91.2, -1.4, 91.0, -2.0, -1.3, -5.2, 993.5, 0.0, -2.0, 898.0, 0.0,2021-01-15 02:00:00, 48.0, 48.36, 898.0,3
2.0, -2.442, 93.0, -1.0, 93.0, -3.0, -2.4, -5.2, 995.7, 0.0, -3.0, 900.0, 0.0,2021-01-15 03:00:00, 48.0, 48.23, 900.0,3
2.0, -2.385, 96.3, -1.0, 96.0, -3.0, -2.4, -5.2, 997.8, 0.0, -3.0, 902.0, 0.0,2021-01-15 04:00:00, 48.0, 48.26, 902.0,3
2.0, -3.733, 97.3, -1.0, 97.0, -4.0, -3.7, -5.2, 997.9, 0.0, -4.0, 902.0, -1.0,2021-01-15 05:00:00, 48.0, 47.76, 902.0,3
2.0, -4.713, 96.5, -1.0, 97.0, -5.0, -4.7, -5.2, 997.8, 0.0, -5.0, 902.0, 0.0,2021-01-15 06:00:00, 48.0, 47.91, 902.0,3
2.0, -4.683, 97.9, -4.5, 98.0, -5.0, -4.7, -5.2, 997.9, 0.0, -5.0, 902.0, 0.0,2021-01-15 07:00:00, 48.0, 48.03, 902.0,3
2.0, -4.668, 95.2, -4.4, 95.0, -5.0, -4.7, -5.3, 997.8, 0.0, -5.0, 902.0, 0.0,2021-01-15 08:00:00, 48.0, 48.0, 902.0,3
2.0, -5.029, 96.1, -4.4, 96.0, -5.0, -5.0, -5.3, 999.0, 0.0, -5.0, 903.0, 0.0,2021-01-15 09:00:00, 48.0, 47.88, 903.0,3
2.0, -3.038, 96.2, -3.1, 96.0, -3.0, -3.0, -5.3, 998.7, 0.0, -3.0, 903.0, 0.0,2021-01-15 10:00:00, 48.0, 48.01, 903.0,3
2.0, 0.208, 83.2, 0.3, 83.0, -2.0, 0.2, -5.3, 999.6, 0.0, -2.0, 904.0, 0.0,2021-01-15 11:00:00, 48.0, 47.71, 904.0,3
2.8, 0.146, 84.9, 1.0, 85.0, -2.0, 0.1, -5.3, 1001.9, 0.8, -2.0, 906.0, 0.0,2021-01-15 12:00:00, 48.0, 47.87, 906.0,3
3.0, 1.512, 77.83, 1.5, 78.0, -2.0, 1.5, -5.3, 1002.9, 0.2, -2.0, 907.0, 0.0,2021-01-15 13:00:00, 48.0, 48.08, 907.0,3
2.0, 0.827, 82.4, 1.9, 82.0, -2.0, 0.8, -5.3, 1003.7, 0.0, -2.0, 908.0, 0.0,2021-01-15 14:00:00, 48.0, 48.22, 908.0,3
1.0, -0.033, 88.7, 1.9, 89.0, -1.0, 0.0, -5.3, 1006.1, 0.0, -1.0, 910.0, -1.0,2021-01-15 15:00:00, 48.0, 47.51, 910.0,3
1.0, -0.586, 93.2, 1.9, 93.0, -1.0, -0.6, -5.3, 1007.3, 0.0, -1.0, 911.0, 1.0,2021-01-15 16:00:00, 48.0, 48.39, 911.0,3
1.0, -1.332, 95.7, 1.9, 96.0, -2.0, -1.3, -5.3, 1008.6, 0.0, -2.0, 912.0, 0.0,2021-01-15 17:00:00, 48.0, 48.14, 912.0,3
1.0, -2.225, 97.1, 1.9, 97.0, -3.0, -2.2, -5.3, 1009.9, 0.0, -3.0, 913.0, 0.0,2021-01-15 18:00:00, 48.0, 47.96, 913.0,3
1.0, -2.659, 98.3, -2.2, 98.0, -3.0, -2.7, -2.8, 1011.0, 0.0, -3.0, 914.0, -1.0,2021-01-15 19:00:00, 47.0, 47.46, 914.0,3
1.0, -3.845, 97.8, -2.2, 98.0, -4.0, -3.8, -3.8, 1012.2, 0.0, -4.0, 915.0, 0.0,2021-01-15 20:00:00, 48.0, 47.5, 915.0,3
1.0, -5.016, 97.9, -2.2, 98.0, -5.0, -5.0, -5.0, 1012.4, 0.0, -5.0, 915.0, 0.0,2021-01-15 21:00:00, 48.0, 47.63, 915.0,3
1.0, -6.071, 97.2, -2.2, 97.0, -6.0, -6.1, -6.1, 1013.4, 0.0, -6.0, 916.0, 0.0,2021-01-15 22:00:00, 47.0, 47.45, 916.0,3
None, -6.63, 97.5, -2.2, 98.0, -7.0, -6.6, -6.7, 1014.2, -0.8, -7.0, 917.0, 0.0,2021-01-15 23:00:00, 48.0, 47.53, 917.0,3
None, -6.46, 96.3, -2.2, 96.0, -7.0, -6.5, -6.9, 1014.2, 0.3, -7.0, 917.0, 0.0,2021-01-16 00:00:00, 48.0, 47.68, 917.0,3
None, -7.956, 96.2, -2.2, 96.0, -8.0, -8.0, -8.0, 1015.4, -0.4, -8.0, 918.0, 0.0,2021-01-16 01:00:00, 47.0, 47.24, 918.0,3
None, -8.63, 95.5, -2.2, 96.0, -9.0, -8.6, -8.6, 1016.6, 0.0, -9.0, 919.0, 1.0,2021-01-16 02:00:00, 48.0, 47.63, 919.0,3
None, -9.34, 95.1, -2.2, 95.0, -10.0, -9.3, -9.3, 1016.8, 0.0, -10.0, 919.0, 0.0,2021-01-16 03:00:00, 47.0, 47.4, 919.0,3
None, -9.94, 95.0, -2.2, 95.0, -10.0, -9.9, -9.9, 1016.9, 0.0, -10.0, 919.0, 1.0,2021-01-16 04:00:00, 48.0, 47.67, 919.0,3
None, -10.46, 95.1, -2.2, 95.0, -11.0, -10.5, -10.5, 1017.0, 0.0, -11.0, 919.0, 0.0,2021-01-16 05:00:00, 48.0, 47.72, 919.0,3
None, -11.22, 93.9, -2.2, 94.0, -12.0, -11.2, -11.3, 1016.1, 0.0, -12.0, 918.0, 0.0,2021-01-16 06:00:00, 48.0, 47.7, 918.0,3
None, -11.61, 93.8, -11.2, 94.0, -12.0, -11.6, -11.6, 1016.2, 0.0, -12.0, 918.0, 1.0,2021-01-16 07:00:00, 48.0, 48.06, 918.0,3
None, -11.71, 93.0, -11.2, 93.0, -13.0, -11.7, -12.0, 1016.3, 0.0, -13.0, 918.0, 0.0,2021-01-16 08:00:00, 48.0, 47.96, 918.0,3
None, -12.06, 92.1, None, None, None, None, None, None, None, -13.0, 917.0, None,2021-01-16 09:00:00, None, 48.11, None,3
None, None, None, -6.2, 93.0, -7.0, -6.2, -12.1, 1013.8, 0.0, None, None, 0.0,2021-01-16 12:00:00, 48.0, None, 916.0,3
None, -6.157, 93.3, -6.1, 93.0, -7.0, -6.2, -12.1, 1012.8, 0.0, -7.0, 915.0, 0.0,2021-01-16 13:00:00, 48.0, 48.2, 915.0,3
None, -6.382, 93.3, -5.4, 93.0, -7.0, -6.4, -12.1, 1011.8, 0.0, -7.0, 914.0, -1.0,2021-01-16 14:00:00, 47.0, 47.39, 914.0,3
None, -6.122, 93.5, None, None, None, None, None, None, None, -7.0, 913.0, None,2021-01-16 15:00:00, None, 47.93, None,3
None, -5.759, 95.6, -5.4, 96.0, -6.0, -5.8, -12.1, 1009.7, 0.0, -6.0, 912.0, 3.0,2021-01-16 16:00:00, 50.0, 49.94, 912.0,3
None, -5.118, 94.6, -4.9, 95.0, -6.0, -5.1, -12.1, 1008.6, 0.0, -6.0, 911.0, 0.0,2021-01-16 17:00:00, 50.0, 49.84, 911.0,3
None, -4.918, 95.9, -4.9, 96.0, -5.0, -4.9, -12.1, 1007.5, 0.0, -5.0, 910.0, 0.0,2021-01-16 18:00:00, 50.0, 49.97, 910.0,3
None, -4.529, 95.5, -4.4, 96.0, -5.0, -4.5, -4.9, 1006.4, 0.0, -5.0, 909.0, -1.0,2021-01-16 19:00:00, 49.0, 49.43, 909.0,3
None, -4.348, 95.7, -4.3, 96.0, -5.0, -4.3, -4.9, 1006.4, 0.0, -5.0, 909.0, 0.0,2021-01-16 20:00:00, 49.0, 49.43, 909.0,3
None, -4.547, 95.6, -4.3, 96.0, -5.0, -4.5, -4.9, 1006.5, 0.0, -5.0, 909.0, 0.0,2021-01-16 21:00:00, 49.0, 49.38, 909.0,3
None, -5.225, 94.1, -4.3, 94.0, -6.0, -5.2, -5.1, 1006.3, 0.0, -6.0, 909.0, 0.0,2021-01-16 22:00:00, 49.0, 49.06, 909.0,3
None, -6.578, 97.5, -4.3, 98.0, -7.0, -6.6, -6.8, 1006.3, 0.0, -7.0, 909.0, 0.0,2021-01-16 23:00:00, 49.0, 48.93, 909.0,3
None, -7.928, 95.2, -4.3, 95.0, -8.0, -7.9, -7.9, 1006.2, 0.0, -8.0, 909.0, 0.0,2021-01-17 00:00:00, 49.0, 48.69, 909.0,3
1.0, -9.36, 94.2, -4.3, 94.0, -10.0, -9.4, -9.4, 1007.5, 0.0, -10.0, 910.0, 1.0,2021-01-17 01:00:00, 49.0, 48.96, 910.0,3
1.0, -10.16, 93.9, -4.3, 94.0, -11.0, -10.2, -10.1, 1007.6, 0.0, -11.0, 910.0, 0.0,2021-01-17 02:00:00, 49.0, 48.61, 910.0,3
1.0, -10.37, 94.2, -4.3, 94.0, -11.0, -10.4, -10.5, 1008.7, 0.0, -11.0, 911.0, 1.0,2021-01-17 03:00:00, 49.0, 49.25, 911.0,3
1.0, -9.63, 93.8, -4.3, 94.0, -10.0, -9.6, -10.5, 1009.6, 0.0, -10.0, 912.0, 0.0,2021-01-17 04:00:00, 49.0, 49.05, 912.0,3
1.0, -10.46, 93.9, -4.3, 94.0, -11.0, -10.5, -10.5, 1009.7, 0.0, -11.0, 912.0, 0.0,2021-01-17 05:00:00, 49.0, 49.16, 912.0,3
1.0, -9.94, 93.2, -4.3, 93.0, -11.0, -9.9, -10.5, 1009.6, 0.0, -11.0, 912.0, 0.0,2021-01-17 06:00:00, 49.0, 48.94, 912.0,3
1.0, -11.47, 92.7, -9.9, 93.0, -12.0, -11.5, -11.4, 1010.8, 0.0, -12.0, 913.0, 0.0,2021-01-17 07:00:00, 49.0, 48.89, 913.0,3
1.0, -12.01, 92.6, -9.9, 93.0, -13.0, -12.0, -12.2, 1010.8, 0.0, -13.0, 913.0, 0.0,2021-01-17 08:00:00, 49.0, 48.91, 913.0,3
1.0, -12.45, 92.8, -9.9, 93.0, -13.0, -12.5, -12.5, 1012.0, 0.0, -13.0, 914.0, 0.0,2021-01-17 09:00:00, 49.0, 49.05, 914.0,3
0.8, -11.39, 91.9, -9.9, 92.0, -12.0, -11.4, -12.5, 1013.1, 0.0, -12.0, 915.0, 0.0,2021-01-17 10:00:00, 49.0, 49.29, 915.0,3
0.0, -9.91, 93.2, -9.9, 93.0, -11.0, -9.9, -12.5, 1014.2, 0.0, -11.0, 916.0, 0.0,2021-01-17 11:00:00, 49.0, 49.28, 916.0,3
0.0, -7.406, 93.5, -7.4, 94.0, -8.0, -7.4, -12.5, 1015.2, 0.0, -8.0, 917.0, 0.0,2021-01-17 12:00:00, 49.0, 49.2, 917.0,3
0.0, -5.187, 95.5, -5.2, 96.0, -6.0, -5.2, -12.5, 1016.2, 0.0, -6.0, 918.0, 0.0,2021-01-17 13:00:00, 49.0, 49.4, 918.0,3
0.0, -4.035, 95.3, -4.0, 95.0, -5.0, -4.0, -12.5, 1017.3, 0.0, -5.0, 919.0, 0.0,2021-01-17 14:00:00, 50.0, 49.63, 919.0,3
0.0, -2.655, 95.7, -2.6, 96.0, -3.0, -2.7, -12.5, 1019.4, 0.0, -3.0, 921.0, -1.0,2021-01-17 15:00:00, 49.0, 48.65, 921.0,3
0.0, -1.945, 97.3, -2.0, 97.0, -2.0, -1.9, -12.5, 1020.3, 0.0, -2.0, 922.0, 0.0,2021-01-17 16:00:00, 49.0, 48.89, 922.0,3
0.0, -2.346, 97.6, -1.8, 98.0, -3.0, -2.3, -12.5, 1021.5, 0.0, -3.0, 923.0, 0.0,2021-01-17 17:00:00, 49.0, 48.72, 923.0,3
0.0, -2.781, 98.2, -1.8, 98.0, -3.0, -2.8, -12.5, 1022.6, 0.0, -3.0, 924.0, 0.0,2021-01-17 18:00:00, 49.0, 48.8, 924.0,3
0.0, -2.952, 98.4, -2.6, 98.0, -3.0, -3.0, -3.1, 1022.8, 0.0, -3.0, 924.0, 0.0,2021-01-17 19:00:00, 48.0, 48.45, 924.0,3
0.0, -3.06, 97.9, -2.6, 98.0, -3.0, -3.1, -3.1, 1024.0, 0.0, -3.0, 925.0, 0.0,2021-01-17 20:00:00, 48.0, 48.2, 925.0,3
0.0, -3.746, 97.7, -2.6, 98.0, -4.0, -3.7, -3.7, 1025.2, 0.0, -4.0, 926.0, 0.0,2021-01-17 21:00:00, 48.0, 47.76, 926.0,3
0.0, -5.072, 96.8, -2.6, 97.0, -5.0, -5.1, -5.0, 1026.4, 0.0, -5.0, 927.0, 0.0,2021-01-17 22:00:00, 48.0, 47.63, 927.0,3
0.0, -6.269, 96.7, -2.6, 97.0, -7.0, -6.3, -6.2, 1027.4, 0.0, -7.0, 928.0, 1.0,2021-01-17 23:00:00, 48.0, 48.45, 928.0,3
