pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 0.129, 75.34, 2.2, 22.0, 63.21, 4.777, 10.5, -4.0, 4.8, 0.1, -2.8, -4.0, 0.0, 11.0, 0.0, 75.0,2021-01-15 16:00:00, -6999.0, -6999.0,3
None, 0.55, 71.41, 2.2, 20.7, 48.33, 5.145, 22.29, -4.0, 5.1, 0.6, -2.8, -4.0, 0.0, 22.0, 0.0, 71.0,2021-01-15 17:00:00, -6999.0, -6999.0,3
None, -1.269, 83.7, 2.2, 14.3, 53.9, 3.854, 3.231, -4.0, 3.9, -1.3, -2.8, -4.0, 0.0, 3.0, 0.0, 84.0,2021-01-15 18:00:00, -6999.0, -6999.0,3
None, -1.303, 84.6, -1.2, 10.4, 26.39, 4.781, 338.1, -4.0, 4.8, -1.3, -1.8, -4.0, 0.0, 338.0, 0.0, 85.0,2021-01-15 19:00:00, -6999.0, -6999.0,3
None, -1.948, 86.6, -1.2, 14.7, 22.38, 6.154, 338.9, -4.0, 6.2, -1.9, -2.2, -4.0, 0.0, 339.0, 0.0, 87.0,2021-01-15 20:00:00, -6999.0, -6999.0,3
None, -2.541, 88.9, -1.2, 16.1, 21.37, 6.929, 342.1, -4.0, 6.9, -2.5, -2.6, -4.0, 0.0, 342.0, 0.0, 89.0,2021-01-15 21:00:00, -6999.0, -6999.0,3
None, -2.942, 89.7, -1.2, 11.4, 27.0, 3.77, 319.9, -4.0, 3.8, -2.9, -2.9, -4.0, 0.0, 320.0, 0.0, 90.0,2021-01-15 22:00:00, -6999.0, -6999.0,3
None, -2.557, 87.8, -1.2, 14.9, 25.35, 5.062, 331.0, -4.0, 5.1, -2.6, -3.3, -4.0, 0.0, 331.0, 0.0, 88.0,2021-01-15 23:00:00, -6999.0, -6999.0,3
None, -2.981, 89.3, -1.2, 9.5, 33.24, 3.621, 322.2, -5.0, 3.6, -3.0, -3.3, -5.0, 0.0, 322.0, 0.0, 89.0,2021-01-16 00:00:00, -6999.0, -6999.0,3
None, -2.981, 89.5, -1.2, 11.3, 21.07, 4.487, 333.0, -4.0, 4.5, -3.0, -3.3, -4.0, 0.0, 333.0, 0.0, 90.0,2021-01-16 01:00:00, -6999.0, -6999.0,3
None, -2.989, 89.0, -1.2, 10.9, 32.66, 4.218, 332.1, -5.0, 4.2, -3.0, -3.3, -5.0, 0.0, 332.0, 0.0, 89.0,2021-01-16 02:00:00, -6999.0, -6999.0,3
None, -2.723, 86.8, -1.2, 16.9, 20.13, 7.799, 336.6, -4.0, 7.8, -2.7, -3.3, -4.0, 0.0, 337.0, 0.0, 87.0,2021-01-16 03:00:00, -6999.0, -6999.0,3
