CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -0.541, 69.01, None, None, None, 39.6, 16.4, None, 23.46, 243.4, -5.0, 23.5, -0.5, -0.5, None, None, None, 243.0, 2.8, None, None, 69.0, None,2021-01-15 00:00:00, None, None,3
None, -0.403, 75.24, None, None, None, 45.7, 26.54, None, 24.93, 206.3, -4.0, 24.9, -0.4, -0.8, None, None, None, 206.0, 2.8, None, None, 75.0, None,2021-01-15 01:00:00, None, None,3
None, 0.329, 96.5, None, None, None, 49.3, 16.11, None, 34.19, 186.2, 0.0, 34.2, 0.3, -0.8, None, None, None, 186.0, 2.8, None, None, 97.0, None,2021-01-15 02:00:00, None, None,3
None, -0.118, 100.0, None, None, None, 50.0, 23.02, None, 25.55, 200.2, 0.0, 25.6, -0.1, -0.8, None, None, None, 200.0, 2.8, None, None, 100.0, None,2021-01-15 03:00:00, None, None,3
None, -0.608, 100.0, None, None, None, 46.5, 21.33, None, 19.11, 210.1, -1.0, 19.1, -0.6, -0.8, None, None, None, 210.0, 2.8, None, None, 100.0, None,2021-01-15 04:00:00, None, None,3
None, -0.766, 100.0, None, None, None, 57.5, 24.35, None, 22.42, 223.9, -1.0, 22.4, -0.8, -0.9, None, None, None, 224.0, 2.8, None, None, 100.0, None,2021-01-15 05:00:00, None, None,3
None, -1.099, 100.0, None, None, None, 51.3, 26.34, None, 20.05, 222.6, -1.0, 20.1, -1.1, -1.1, None, None, None, 223.0, 2.8, None, None, 100.0, None,2021-01-15 06:00:00, None, None,3
None, -1.304, 99.8, None, None, None, 52.8, 23.53, None, 22.21, 212.8, -1.0, 22.2, -1.3, -1.4, None, None, None, 213.0, -1.0, None, None, 100.0, None,2021-01-15 07:00:00, None, None,3
None, -1.873, 98.4, None, None, None, 46.8, 23.83, None, 21.28, 219.9, -2.0, 21.3, -1.9, -1.9, None, None, None, 220.0, -1.0, None, None, 98.0, None,2021-01-15 08:00:00, None, None,3
None, -2.032, 97.9, None, None, None, 56.8, 30.24, None, 20.58, 235.9, -2.0, 20.6, -2.0, -2.2, None, None, None, 236.0, -1.0, None, None, 98.0, None,2021-01-15 09:00:00, None, None,3
