ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
13.6,0.0,-17.0,13.6,2021-12-17,10.0,-6.0,51
0.0,0.0,-10.0,0.0,2021-12-18,20.0,-4.5,51
0.0,0.0,-11.0,0.0,2021-12-19,19.0,-7.0,51
0.0,0.0,-12.0,0.0,2021-12-20,16.0,-9.0,51
0.0,0.0,-17.0,0.0,2021-12-21,16.0,-5.0,51
0.6,0.0,-10.0,0.6,2021-12-22,15.0,0.0,51
2.6,0.0,-7.0,2.6,2021-12-23,15.0,-6.0,51
