WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
None, 12.3, 2.727, None,2018-07-02 00:00:00, 11.96,27
None, 12.0, 3.226, None,2018-07-02 01:00:00, 11.61,27
None, 11.6, 3.483, None,2018-07-02 02:00:00, 11.25,27
None, 11.3, 4.078, None,2018-07-02 03:00:00, 10.41,27
None, 10.4, 4.761, None,2018-07-02 04:00:00, 9.28,27
None, 9.3, 6.07, None,2018-07-02 05:00:00, 8.59,27
None, 8.6, 5.124, None,2018-07-02 06:00:00, 8.54,27
None, 8.5, 4.192, None,2018-07-02 07:00:00, 8.62,27
None, 8.6, 4.689, None,2018-07-02 08:00:00, 9.07,27
None, 9.1, 2.478, None,2018-07-02 09:00:00, 10.21,27
None, 10.2, 3.002, None,2018-07-02 10:00:00, 11.97,27
None, 12.0, 2.018, None,2018-07-02 11:00:00, 13.52,27
None, 13.5, 1.694, None,2018-07-02 12:00:00, 15.61,27
None, 15.6, 2.553, None,2018-07-02 13:00:00, 16.71,27
None, 16.7, 3.157, None,2018-07-02 14:00:00, 17.93,27
None, 17.9, 3.026, None,2018-07-02 15:00:00, 18.54,27
None, 18.5, 3.171, None,2018-07-02 16:00:00, 18.9,27
None, 18.9, 4.933, None,2018-07-02 17:00:00, 18.0,27
None, 18.0, 3.642, None,2018-07-02 18:00:00, 13.58,27
None, 13.6, 2.139, None,2018-07-02 19:00:00, 12.06,27
None, 12.1, 1.225, None,2018-07-02 20:00:00, 12.33,27
None, 12.3, 1.092, None,2018-07-02 21:00:00, 12.07,27
None, 12.1, 1.058, None,2018-07-02 22:00:00, 11.89,27
None, 11.9, 0.717, None,2018-07-02 23:00:00, 11.43,27
None, 11.4, 0.87, None,2018-07-03 00:00:00, 10.22,27
None, 10.2, 1.03, None,2018-07-03 01:00:00, 9.36,27
None, 9.4, 0.811999, None,2018-07-03 02:00:00, 8.98,27
None, 9.0, 0.577, None,2018-07-03 03:00:00, 8.22,27
None, 8.2, 0.456999, None,2018-07-03 04:00:00, 7.97,27
None, 8.0, 0.541, None,2018-07-03 05:00:00, 7.79,27
None, 7.8, 0.926998, None,2018-07-03 06:00:00, 7.81,27
None, 7.8, 1.287, None,2018-07-03 07:00:00, 8.72,27
None, 8.7, 1.238, None,2018-07-03 08:00:00, 10.97,27
None, 11.0, 1.305, None,2018-07-03 09:00:00, 13.09,27
None, 13.1, 2.125, None,2018-07-03 10:00:00, 15.32,27
None, 15.3, 3.568, None,2018-07-03 11:00:00, 16.02,27
None, 16.0, 4.226, None,2018-07-03 12:00:00, 16.54,27
None, 16.5, 3.902, None,2018-07-03 13:00:00, 16.96,27
None, 17.0, 4.335, None,2018-07-03 14:00:00, 17.34,27
None, 17.3, 3.45, None,2018-07-03 15:00:00, 18.09,27
None, 18.1, 3.593, None,2018-07-03 16:00:00, 18.42,27
None, 18.4, 3.104, None,2018-07-03 17:00:00, 19.18,27
None, 19.2, 3.022, None,2018-07-03 18:00:00, 18.94,27
None, 18.9, 2.46, None,2018-07-03 19:00:00, 18.88,27
None, 18.9, 1.668, None,2018-07-03 20:00:00, 18.0,27
None, 18.0, 1.601, None,2018-07-03 21:00:00, 16.74,27
None, 16.7, 1.79, None,2018-07-03 22:00:00, 15.39,27
None, 15.4, 1.629, None,2018-07-03 23:00:00, 13.73,27
None, 13.7, 0.925, None,2018-07-04 00:00:00, 11.55,27
None, 11.6, 1.324, None,2018-07-04 01:00:00, 11.21,27
None, 11.2, 1.059, None,2018-07-04 02:00:00, 10.88,27
None, 10.9, 1.196, None,2018-07-04 03:00:00, 10.05,27
None, 10.1, 1.538, None,2018-07-04 04:00:00, 9.14,27
