pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, 4.191, 68.73, None, None, 16.48, 16.48, 189.8, None, None, None, None, None, -1.0, 893.0, None,2021-03-05 00:00:00, None,10
None, 3.992, 71.14, None, None, 21.8, 11.84, 192.8, None, None, None, None, None, 0.0, 894.0, None,2021-03-05 01:00:00, None,10
None, 3.334, 76.44, None, None, 25.66, 8.88, 166.5, None, None, None, None, None, -1.0, 893.0, None,2021-03-05 02:00:00, None,10
None, 2.731, 77.76, None, None, 54.05, 3.857, 119.0, None, None, None, None, None, -1.0, 892.0, None,2021-03-05 03:00:00, None,10
None, 3.008, 76.48, None, None, 32.08, 5.809, 138.4, None, None, None, None, None, -1.0, 891.0, None,2021-03-05 04:00:00, None,10
None, 2.846, 74.27, None, None, 31.28, 6.135, 140.4, None, None, None, None, None, -1.0, 891.0, None,2021-03-05 05:00:00, None,10
None, 2.977, 71.99, None, None, 22.27, 10.26, 216.8, None, None, None, None, None, -1.0, 889.0, None,2021-03-05 06:00:00, None,10
None, 3.136, 69.02, None, None, 37.37, 5.264, 209.5, None, None, None, None, None, -2.0, 888.0, None,2021-03-05 07:00:00, None,10
None, 4.067, 64.7, None, None, 31.09, 6.05, 209.3, None, None, None, None, None, -2.0, 888.0, None,2021-03-05 08:00:00, None,10
None, 3.354, 69.16, None, None, 26.4, 8.66, 174.9, None, None, None, None, None, -2.0, 887.0, None,2021-03-05 09:00:00, None,10
None, 4.564, 61.97, None, None, 22.52, 9.75, 159.1, None, None, None, None, None, -2.0, 886.0, None,2021-03-05 10:00:00, None,10
None, 7.228, 51.35, None, None, 20.53, 18.77, 167.0, None, None, None, None, None, -2.0, 886.0, None,2021-03-05 11:00:00, None,10
None, 7.511, 48.56, None, None, 18.3, 21.85, 166.3, None, None, None, None, None, -3.0, 885.0, None,2021-03-05 12:00:00, None,10
None, 7.273, 54.41, None, None, 18.8, 32.8, 162.8, None, None, None, None, None, -1.0, 884.0, None,2021-03-05 13:00:00, None,10
None, 7.548, 54.25, None, None, 17.89, 34.01, 163.1, None, None, None, None, None, -1.0, 884.0, None,2021-03-05 14:00:00, None,10
None, 6.236, 55.85, None, None, 18.65, 37.38, 167.2, None, None, None, None, None, -2.0, 884.0, None,2021-03-05 15:00:00, None,10
None, 1.747, 83.7, None, None, 41.1, 24.54, 214.2, None, None, None, None, None, -1.0, 886.0, None,2021-03-05 16:00:00, None,10
None, 0.914, 91.9, None, None, 24.5, 13.84, 243.8, None, None, None, None, None, 0.0, 887.0, None,2021-03-05 17:00:00, None,10
None, 1.175, 90.5, None, None, 44.05, 6.242, 225.8, None, None, None, None, None, 0.0, 887.0, None,2021-03-05 18:00:00, None,10
None, 0.73, 89.2, None, None, 49.41, 4.134, 194.4, None, None, None, None, None, -1.0, 888.0, None,2021-03-05 19:00:00, None,10
None, 0.874, 84.9, None, None, 22.92, 8.21, 191.3, None, None, None, None, None, -1.0, 888.0, None,2021-03-05 20:00:00, None,10
None, 0.729, 84.6, None, None, 14.14, 10.54, 186.9, None, None, None, None, None, -1.0, 888.0, None,2021-03-05 21:00:00, None,10
None, 0.66, 79.8, None, None, 16.92, 8.93, 202.9, None, None, None, None, None, -2.0, 888.0, None,2021-03-05 22:00:00, None,10
None, 0.617, 77.23, None, None, 18.32, 8.77, 180.9, None, None, None, None, None, -3.0, 887.0, None,2021-03-05 23:00:00, None,10
None, -0.309, 79.43, None, None, 27.79, 7.87, 228.6, None, None, None, None, None, -3.0, 887.0, None,2021-03-06 00:00:00, None,10
None, -0.254, 79.34, None, None, 24.86, 7.974, 234.9, None, None, None, None, None, -3.0, 887.0, None,2021-03-06 01:00:00, None,10
None, 0.38, 73.56, None, None, 20.6, 9.92, 190.9, None, None, None, None, None, -4.0, 886.0, None,2021-03-06 02:00:00, None,10
None, -0.003, 74.04, None, None, 25.4, 10.3, 180.2, None, None, None, None, None, -4.0, 886.0, None,2021-03-06 03:00:00, None,10
None, -1.136, 78.95, None, None, 39.19, 6.245, 1.895, None, None, None, None, None, -4.0, 886.0, None,2021-03-06 04:00:00, None,10
None, -1.008, 80.3, None, None, 39.73, 5.739, 233.0, None, None, None, None, None, -3.0, 887.0, None,2021-03-06 05:00:00, None,10
None, -1.289, 78.69, None, None, 32.93, 6.457, 211.1, None, None, None, None, None, -4.0, 887.0, None,2021-03-06 06:00:00, None,10
None, -1.159, 83.3, None, None, 28.72, 6.065, 188.2, None, None, None, None, None, -3.0, 887.0, None,2021-03-06 07:00:00, None,10
None, 0.32, 75.05, None, None, 49.32, 4.436, 179.9, None, None, None, None, None, -3.0, 888.0, None,2021-03-06 08:00:00, None,10
None, 0.965, 71.79, None, None, 26.62, 7.836, 162.9, None, None, None, None, None, -4.0, 888.0, None,2021-03-06 09:00:00, None,10
None, 2.0, 64.57, None, None, 25.91, 10.64, 165.5, None, None, None, None, None, -4.0, 889.0, None,2021-03-06 10:00:00, None,10
None, 3.49, 58.05, None, None, 21.41, 13.8, 170.0, None, None, None, None, None, -4.0, 889.0, None,2021-03-06 11:00:00, None,10
None, 3.915, 52.33, None, None, 19.78, 13.16, 169.6, None, None, None, None, None, -5.0, 888.0, None,2021-03-06 12:00:00, None,10
None, 4.293, 41.83, None, None, 29.64, 13.3, 186.0, None, None, None, None, None, -8.0, 889.0, None,2021-03-06 13:00:00, None,10
None, 4.621, 41.6, None, None, 20.65, 19.81, 238.4, None, None, None, None, None, -7.0, 888.0, None,2021-03-06 14:00:00, None,10
