CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-3.584, None, None, 216.3, 18.52, None, 263.1, -6999.0, 59.8, -3.6, -3.6, 0.0, 263.0, -2.3, None, None, -6999.0, None,2021-03-05 00:00:00, -6999.0, None, -6999.0, -6999.0,10
-4.293, None, None, 158.5, 27.93, None, 279.2, -6999.0, 31.1, -4.3, -4.3, 0.0, 279.0, -2.3, None, None, -6999.0, None,2021-03-05 01:00:00, -6999.0, None, -6999.0, -6999.0,10
-4.794, None, None, 107.7, 22.38, None, 276.7, -6999.0, 47.1, -4.8, -4.8, 0.0, 277.0, -2.3, None, None, -6999.0, None,2021-03-05 02:00:00, -6999.0, None, -6999.0, -6999.0,10
-4.89, None, None, 66.3, 13.33, None, 261.2, -6999.0, 31.7, -4.9, -4.9, 0.0, 261.0, -2.3, None, None, -6999.0, None,2021-03-05 03:00:00, -6999.0, None, -6999.0, -6999.0,10
-5.141, None, None, 213.9, 14.4, None, 266.5, -6999.0, 117.8, -5.1, -5.1, 0.0, 267.0, -2.3, None, None, -6999.0, None,2021-03-05 04:00:00, -6999.0, None, -6999.0, -6999.0,10
-5.286, None, None, 83.1, 11.86, None, 268.2, -6999.0, 31.6, -5.3, -5.3, 0.0, 268.0, -2.3, None, None, -6999.0, None,2021-03-05 05:00:00, -6999.0, None, -6999.0, -6999.0,10
-5.635, None, None, 190.6, 13.13, None, 263.5, -6999.0, 32.8, -5.6, -5.6, 0.0, 264.0, -2.3, None, None, -6999.0, None,2021-03-05 06:00:00, -6999.0, None, -6999.0, -6999.0,10
-5.995, None, None, 205.4, 12.78, None, 261.7, -6999.0, 70.2, -6.0, -6.0, 0.0, 262.0, -5.6, None, None, -6999.0, None,2021-03-05 07:00:00, -6999.0, None, -6999.0, -6999.0,10
-6.18, None, None, 72.2, 14.35, None, 268.2, -6999.0, 25.1, -6.2, -6.2, 0.0, 268.0, -5.6, None, None, -6999.0, None,2021-03-05 08:00:00, -6999.0, None, -6999.0, -6999.0,10
-5.509, None, None, 63.6, 18.19, None, 244.7, -6999.0, 25.4, -5.5, -6.2, 0.0, 245.0, -5.5, None, None, -6999.0, None,2021-03-05 09:00:00, -6999.0, None, -6999.0, -6999.0,10
-3.517, None, None, 41.2, 19.55, None, 251.5, -6999.0, 17.6, -3.5, -6.2, 0.0, 252.0, -3.5, None, None, -6999.0, None,2021-03-05 10:00:00, -6999.0, None, -6999.0, -6999.0,10
-3.011, None, None, 88.8, 21.71, None, 252.0, -6999.0, 24.0, -3.0, -6.2, 0.0, 252.0, -3.0, None, None, -6999.0, None,2021-03-05 11:00:00, -6999.0, None, -6999.0, -6999.0,10
-2.125, None, None, 101.6, 18.42, None, 251.6, -6999.0, 34.5, -2.1, -6.2, 0.0, 252.0, -2.1, None, None, -6999.0, None,2021-03-05 12:00:00, -6999.0, None, -6999.0, -6999.0,10
-1.108, None, None, 108.0, 23.99, None, 241.7, -6999.0, 12.3, -1.1, -6.2, 0.0, 242.0, -1.1, None, None, -6999.0, None,2021-03-05 13:00:00, -6999.0, None, -6999.0, -6999.0,10
-0.331, None, None, 84.2, 36.56, None, 253.7, -6999.0, 6.0, -0.3, -6.2, 0.0, 254.0, -0.3, None, None, -6999.0, None,2021-03-05 14:00:00, -6999.0, None, -6999.0, -6999.0,10
