CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -0.94, 56.32, None, None, None, 25.0, 17.67, 17.75, 155.8, -7.0, 17.8, -0.9, -0.9, None, None, 156.0, 0.2, None, None, 56.0, None,2021-03-05 00:00:00, None, None,10
None, -0.186, 47.85, None, None, None, 38.3, 15.25, 23.49, 144.7, -9.0, 23.5, -0.2, -1.1, None, None, 145.0, 0.2, None, None, 48.0, None,2021-03-05 01:00:00, None, None,10
None, -0.146, 51.66, None, None, None, 45.6, 12.99, 29.42, 156.3, -8.0, 29.4, -0.1, -1.1, None, None, 156.0, 0.2, None, None, 52.0, None,2021-03-05 02:00:00, None, None,10
None, -0.46, 50.43, None, None, None, 50.9, 12.26, 32.71, 144.4, -8.0, 32.7, -0.5, -1.1, None, None, 144.0, 0.2, None, None, 50.0, None,2021-03-05 03:00:00, None, None,10
None, -0.418, 54.31, None, None, None, 52.9, 7.906, 39.04, 141.4, -8.0, 39.0, -0.4, -1.1, None, None, 141.0, 0.2, None, None, 54.0, None,2021-03-05 04:00:00, None, None,10
None, -0.145, 52.99, None, None, None, 60.3, 9.23, 40.27, 139.0, -8.0, 40.3, -0.1, -1.1, None, None, 139.0, 0.3, None, None, 53.0, None,2021-03-05 05:00:00, None, None,10
None, -0.803, 55.43, None, None, None, 58.6, 9.54, 39.32, 139.1, -8.0, 39.3, -0.8, -1.1, None, None, 139.0, 0.3, None, None, 55.0, None,2021-03-05 06:00:00, None, None,10
None, -0.623, 50.75, None, None, None, 59.1, 10.12, 42.17, 145.3, -8.0, 42.2, -0.6, -0.9, None, None, 145.0, 0.0, None, None, 51.0, None,2021-03-05 07:00:00, None, None,10
None, 0.068, 48.53, None, None, None, 60.1, 14.09, 38.77, 154.9, -9.0, 38.8, 0.1, -0.9, None, None, 155.0, 0.2, None, None, 49.0, None,2021-03-05 08:00:00, None, None,10
None, 0.506, 47.7, None, None, None, 60.3, 14.33, 37.22, 160.1, -9.0, 37.2, 0.5, -0.9, None, None, 160.0, 0.7, None, None, 48.0, None,2021-03-05 09:00:00, None, None,10
None, 1.235, 47.87, None, None, None, 60.3, 14.7, 38.59, 159.2, -9.0, 38.6, 1.2, -0.9, None, None, 159.0, 1.3, None, None, 48.0, None,2021-03-05 10:00:00, None, None,10
None, 1.285, 45.62, None, None, None, 62.2, 15.65, 33.91, 172.6, -9.0, 33.9, 1.3, -0.9, None, None, 173.0, 1.4, None, None, 46.0, None,2021-03-05 11:00:00, None, None,10
None, 1.859, 47.43, None, None, None, 51.7, 18.08, 33.89, 166.6, -8.0, 33.9, 1.9, -0.9, None, None, 167.0, 1.9, None, None, 47.0, None,2021-03-05 12:00:00, None, None,10
None, 1.549, 47.68, None, None, None, 55.0, 22.16, 31.83, 174.6, -8.0, 31.8, 1.5, -0.9, None, None, 175.0, 2.1, None, None, 48.0, None,2021-03-05 13:00:00, None, None,10
None, 0.724, 45.63, None, None, None, 60.8, 13.42, 37.27, 203.4, -10.0, 37.3, 0.7, -0.9, None, None, 203.0, 2.1, None, None, 46.0, None,2021-03-05 14:00:00, None, None,10
None, 0.383, 46.79, None, None, None, None, 18.91, 24.45, 189.9, -10.0, None, 0.4, -0.9, None, None, None, 2.1, None, None, 47.0, None,2021-03-05 15:00:00, None, None,10
None, 0.131, 49.97, None, None, None, 42.7, 14.41, 26.52, 191.9, -9.0, 26.5, 0.1, -0.9, None, None, 192.0, 2.1, None, None, 50.0, None,2021-03-05 16:00:00, None, None,10
None, 0.316, 52.27, None, None, None, 45.0, 15.48, 29.48, 169.2, -8.0, 29.5, 0.3, -0.9, None, None, 169.0, 2.1, None, None, 52.0, None,2021-03-05 17:00:00, None, None,10
None, 0.391, 49.95, None, None, None, 58.3, 12.89, 38.53, 163.2, -9.0, 38.5, 0.4, -0.9, None, None, 163.0, 2.1, None, None, 50.0, None,2021-03-05 18:00:00, None, None,10
None, 0.603, 48.99, None, None, None, 57.1, 12.31, 36.51, 168.9, -9.0, 36.5, 0.6, 0.1, None, None, 169.0, 0.6, None, None, 49.0, None,2021-03-05 19:00:00, None, None,10
None, 0.815, 45.69, None, None, None, 43.5, 12.83, 27.85, 169.7, -10.0, 27.9, 0.8, 0.1, None, None, 170.0, 0.7, None, None, 46.0, None,2021-03-05 20:00:00, None, None,10
None, 0.472, 46.22, None, None, None, 45.1, 17.57, 28.79, 157.9, -10.0, 28.8, 0.5, 0.1, None, None, 158.0, 0.9, None, None, 46.0, None,2021-03-05 21:00:00, None, None,10
None, 0.591, 44.86, None, None, None, 47.5, 14.28, 29.8, 166.4, -10.0, 29.8, 0.6, -0.2, None, None, 166.0, 0.9, None, None, 45.0, None,2021-03-05 22:00:00, None, None,10
None, 0.166, 48.71, None, None, None, 42.6, 12.19, 28.61, 170.8, -10.0, 28.6, 0.2, -0.2, None, None, 171.0, 0.9, None, None, 49.0, None,2021-03-05 23:00:00, None, None,10
None, 0.106, 49.05, None, None, None, 49.0, 12.7, 31.1, 177.9, -8.0, 31.1, 0.1, -0.2, None, None, 178.0, 0.9, None, None, 49.0, None,2021-03-06 00:00:00, None, None,10
None, -1.128, 57.41, None, None, None, 38.5, 15.53, 20.21, 191.8, -8.0, 20.2, -1.1, -1.0, None, None, 192.0, 0.9, None, None, 57.0, None,2021-03-06 01:00:00, None, None,10
None, -2.157, 64.63, None, None, None, 21.2, 11.84, 13.74, 222.1, -7.0, 13.7, -2.2, -2.1, None, None, 222.0, 0.9, None, None, 65.0, None,2021-03-06 02:00:00, None, None,10
None, -2.796, 71.3, None, None, None, 17.6, 7.298, 13.03, 237.0, -7.0, 13.0, -2.8, -2.8, None, None, 237.0, 0.9, None, None, 71.0, None,2021-03-06 03:00:00, None, None,10
None, -3.149, 76.86, None, None, None, 20.0, 8.8, 13.64, 243.5, -6.0, 13.6, -3.1, -3.3, None, None, 244.0, 0.9, None, None, 77.0, None,2021-03-06 04:00:00, None, None,10
None, -2.99, 79.99, None, None, None, 24.2, 5.681, 18.25, 220.4, -5.0, 18.3, -3.0, -3.3, None, None, 220.0, 0.9, None, None, 80.0, None,2021-03-06 05:00:00, None, None,10
None, -3.902, 88.1, None, None, None, 26.0, 5.891, 19.1, 222.2, -5.0, 19.1, -3.9, -4.0, None, None, 222.0, 0.9, None, None, 88.0, None,2021-03-06 06:00:00, None, None,10
None, -5.046, 95.8, None, None, None, 33.0, 7.895, 22.31, 222.8, -6.0, 22.3, -5.0, -5.2, None, None, 223.0, -3.9, None, None, 96.0, None,2021-03-06 07:00:00, None, None,10
None, -5.428, 94.0, None, None, None, 32.7, 8.29, 23.42, 223.3, -6.0, 23.4, -5.4, -5.6, None, None, 223.0, -3.9, None, None, 94.0, None,2021-03-06 08:00:00, None, None,10
None, -5.518, 93.5, None, None, None, 39.6, 15.97, 23.85, 251.3, -7.0, 23.9, -5.5, -5.6, None, None, 251.0, -3.9, None, None, 94.0, None,2021-03-06 09:00:00, None, None,10
None, -7.006, 91.3, None, None, None, 50.5, 19.3, 27.76, 311.4, -8.0, 27.8, -7.0, -7.2, None, None, 311.0, -3.9, None, None, 91.0, None,2021-03-06 10:00:00, None, None,10
None, -6.079, 88.5, None, None, None, 37.8, 10.5, 27.11, 282.8, -7.0, 27.1, -6.1, -7.2, None, None, 283.0, -3.9, None, None, 89.0, None,2021-03-06 11:00:00, None, None,10
None, -5.758, 91.4, None, None, None, 33.3, 17.16, 17.75, 268.4, -7.0, 17.8, -5.8, -7.2, None, None, 268.0, -3.9, None, None, 91.0, None,2021-03-06 12:00:00, None, None,10
None, -5.246, 87.9, None, None, None, 33.2, 16.42, 21.19, 262.5, -7.0, 21.2, -5.2, -7.2, None, None, 263.0, -3.9, None, None, 88.0, None,2021-03-06 13:00:00, None, None,10
