WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.284,92.5,2016-05-27 00:00:00,9.83,22
None, None, 0.444,92.6,2016-05-27 01:00:00,9.97,22
None, None, 0.779999,92.7,2016-05-27 02:00:00,10.14,22
None, None, 1.769,92.4,2016-05-27 03:00:00,9.78,22
None, None, 1.81,92.5,2016-05-27 04:00:00,9.15,22
None, None, 2.638,92.4,2016-05-27 05:00:00,8.29,22
None, None, 1.439,91.7,2016-05-27 06:00:00,8.8,22
None, None, 0.323,87.9,2016-05-27 07:00:00,10.91,22
None, None, 0.820999,81.6,2016-05-27 08:00:00,11.49,22
None, None, 1.497,72.6,2016-05-27 09:00:00,12.09,22
None, None, 2.049,65.11,2016-05-27 10:00:00,12.87,22
None, None, 5.505,62.45,2016-05-27 11:00:00,13.52,22
None, None, 8.73,64.7,2016-05-27 12:00:00,13.34,22
None, None, 8.13,59.58,2016-05-27 13:00:00,13.48,22
None, None, 6.886,55.22,2016-05-27 14:00:00,13.8,22
None, None, 4.423,59.69,2016-05-27 15:00:00,13.96,22
None, None, 4.766,59.19,2016-05-27 16:00:00,14.12,22
None, None, 4.507,63.88,2016-05-27 17:00:00,13.91,22
None, None, 4.361,66.41,2016-05-27 18:00:00,13.7,22
None, None, 4.711,72.0,2016-05-27 19:00:00,12.37,22
None, None, 2.651,82.4,2016-05-27 20:00:00,10.36,22
None, None, 2.537,83.8,2016-05-27 21:00:00,10.24,22
None, None, 1.561,85.2,2016-05-27 22:00:00,10.15,22
None, None, 1.27,87.7,2016-05-27 23:00:00,9.78,22
None, None, 1.096,88.3,2016-05-28 00:00:00,9.57,22
None, None, 1.765,89.9,2016-05-28 01:00:00,9.41,22
None, None, 0.657,90.4,2016-05-28 02:00:00,9.52,22
None, None, 1.393,91.2,2016-05-28 03:00:00,9.6,22
None, None, 2.272,87.6,2016-05-28 04:00:00,10.08,22
None, None, 1.232,90.6,2016-05-28 05:00:00,9.78,22
None, None, 1.107,90.0,2016-05-28 06:00:00,9.72,22
None, None, 3.507,85.8,2016-05-28 07:00:00,9.73,22
None, None, 1.974,83.8,2016-05-28 08:00:00,9.26,22
None, None, 4.13,88.4,2016-05-28 09:00:00,8.79,22
None, None, 4.949,88.8,2016-05-28 10:00:00,8.35,22
None, None, 4.481,89.9,2016-05-28 11:00:00,8.2,22
