station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, None, -12.3, 155.0, None, None, 630.0, 526.0, None, 2016-01-01 00:00:00, None
None, None, None, None, None, -13.0, 154.0, None, None, 629.0, 526.0, None, 2016-01-01 01:00:00, None
None, None, None, None, None, -13.5, 155.0, None, None, 629.0, 526.0, None, 2016-01-01 02:00:00, None
None, None, None, None, None, -13.6, 155.0, None, None, 628.0, 526.0, None, 2016-01-01 03:00:00, None
None, None, None, None, None, -13.7, 155.0, None, None, 628.0, 526.0, None, 2016-01-01 04:00:00, None
None, None, None, None, None, -13.8, 154.0, None, None, 628.0, 526.0, None, 2016-01-01 05:00:00, None
None, None, None, None, None, -13.8, 154.0, None, None, 627.0, 526.0, None, 2016-01-01 06:00:00, None
None, None, None, None, None, -13.2, 154.0, None, None, 627.0, 526.0, None, 2016-01-01 07:00:00, None
None, None, None, None, None, -13.5, 154.0, None, None, 627.0, 526.0, None, 2016-01-01 08:00:00, None
None, None, None, None, None, -13.4, 154.0, None, None, 627.0, 526.0, None, 2016-01-01 09:00:00, None
None, None, None, None, None, -13.1, 154.0, None, None, 626.0, 526.0, None, 2016-01-01 10:00:00, None
None, None, None, None, None, -13.0, 153.0, None, None, 627.0, 527.0, None, 2016-01-01 11:00:00, None
None, None, None, None, None, -13.0, 153.0, None, None, 627.0, 527.0, None, 2016-01-01 12:00:00, None
None, None, None, None, None, -12.6, 153.0, None, None, 627.0, 528.0, None, 2016-01-01 13:00:00, None
None, None, None, None, None, -12.9, 153.0, None, None, 628.0, 528.0, None, 2016-01-01 14:00:00, None
None, None, None, None, None, -12.5, 153.0, None, None, 627.0, 528.0, None, 2016-01-01 15:00:00, None
None, None, None, None, None, -12.2, 153.0, None, None, 627.0, 528.0, None, 2016-01-01 16:00:00, None
None, None, None, None, None, -11.8, 153.0, None, None, 627.0, 528.0, None, 2016-01-01 17:00:00, None
None, None, None, None, None, -11.0, 153.0, None, None, 627.0, 528.0, None, 2016-01-01 18:00:00, None
None, None, None, None, None, -10.1, 153.0, None, None, 627.0, 528.0, None, 2016-01-01 19:00:00, None
None, None, None, None, None, -9.0, 152.0, None, None, 627.0, 528.0, None, 2016-01-01 20:00:00, None
None, None, None, None, None, -7.9, 152.0, None, None, 628.0, 528.0, None, 2016-01-01 21:00:00, None
None, None, None, None, None, -7.5, 152.0, None, None, 629.0, 528.0, None, 2016-01-01 22:00:00, None
None, None, None, None, None, -8.2, 152.0, None, None, 629.0, 528.0, None, 2016-01-01 23:00:00, None
None, None, None, None, None, -8.6, 152.0, None, None, 629.0, 528.0, None, 2016-01-02 00:00:00, None
None, None, None, None, None, -8.9, 152.0, None, None, 628.0, 528.0, None, 2016-01-02 01:00:00, None
None, None, None, None, None, -9.3, 152.0, None, None, 628.0, 528.0, None, 2016-01-02 02:00:00, None
None, None, None, None, None, -9.0, 152.0, None, None, 628.0, 529.0, None, 2016-01-02 03:00:00, None
None, None, None, None, None, -9.9, 152.0, None, None, 627.0, 529.0, None, 2016-01-02 04:00:00, None
None, None, None, None, None, -9.6, 152.0, None, None, 627.0, 529.0, None, 2016-01-02 05:00:00, None
None, None, None, None, None, -9.5, 151.0, None, None, 627.0, 528.0, None, 2016-01-02 06:00:00, None
None, None, None, None, None, -9.5, 151.0, None, None, 627.0, 529.0, None, 2016-01-02 07:00:00, None
None, None, None, None, None, -9.3, 151.0, None, None, 627.0, 529.0, None, 2016-01-02 08:00:00, None
None, None, None, None, None, -9.0, 151.0, None, None, 627.0, 529.0, None, 2016-01-02 09:00:00, None
None, None, None, None, None, -9.0, 151.0, None, None, 627.0, 529.0, None, 2016-01-02 10:00:00, None
None, None, None, None, None, -9.3, 151.0, None, None, 627.0, 529.0, None, 2016-01-02 11:00:00, None
None, None, None, None, None, -9.4, 151.0, None, None, 627.0, 529.0, None, 2016-01-02 12:00:00, None
None, None, None, None, None, -9.2, 150.0, None, None, 627.0, 530.0, None, 2016-01-02 13:00:00, None
None, None, None, None, None, -8.8, 151.0, None, None, 627.0, 530.0, None, 2016-01-02 14:00:00, None
None, None, None, None, None, -8.7, 151.0, None, None, 626.0, 530.0, None, 2016-01-02 15:00:00, None
None, None, None, None, None, -8.8, 151.0, None, None, 626.0, 530.0, None, 2016-01-02 16:00:00, None
None, None, None, None, None, -8.8, 150.0, None, None, 626.0, 529.0, None, 2016-01-02 17:00:00, None
None, None, None, None, None, -8.2, 150.0, None, None, 626.0, 529.0, None, 2016-01-02 18:00:00, None
None, None, None, None, None, -7.9, 150.0, None, None, 626.0, 529.0, None, 2016-01-02 19:00:00, None
None, None, None, None, None, -6.7, 150.0, None, None, 627.0, 530.0, None, 2016-01-02 20:00:00, None
None, None, None, None, None, -5.8, 150.0, None, None, 627.0, 531.0, None, 2016-01-02 21:00:00, None
None, None, None, None, None, -6.1, 150.0, None, None, 628.0, 531.0, None, 2016-01-02 22:00:00, None
None, None, None, None, None, -6.3, 150.0, None, None, 627.0, 531.0, None, 2016-01-02 23:00:00, None
None, None, None, None, None, -7.1, 150.0, None, None, 627.0, 530.0, None, 2016-01-03 00:00:00, None
None, None, None, None, None, -7.5, 150.0, None, None, 627.0, 530.0, None, 2016-01-03 01:00:00, None
None, None, None, None, None, -7.3, 150.0, None, None, 627.0, 530.0, None, 2016-01-03 02:00:00, None
None, None, None, None, None, -7.5, 149.0, None, None, 627.0, 531.0, None, 2016-01-03 03:00:00, None
None, None, None, None, None, -7.8, 149.0, None, None, 627.0, 531.0, None, 2016-01-03 04:00:00, None
None, None, None, None, None, -7.7, 149.0, None, None, 626.0, 531.0, None, 2016-01-03 05:00:00, None
None, None, None, None, None, -8.1, 149.0, None, None, 627.0, 531.0, None, 2016-01-03 06:00:00, None
None, None, None, None, None, -9.1, 149.0, None, None, 626.0, 530.0, None, 2016-01-03 07:00:00, None
None, None, None, None, None, -9.0, 148.0, None, None, 626.0, 530.0, None, 2016-01-03 08:00:00, None
None, None, None, None, None, -10.3, 149.0, None, None, 626.0, 530.0, None, 2016-01-03 09:00:00, None
None, None, None, None, None, -9.9, 149.0, None, None, 626.0, 530.0, None, 2016-01-03 10:00:00, None
None, None, None, None, None, -10.7, 148.0, None, None, 626.0, 530.0, None, 2016-01-03 11:00:00, None
None, None, None, None, None, -10.7, 148.0, None, None, 626.0, 530.0, None, 2016-01-03 12:00:00, None
None, None, None, None, None, -11.4, 148.0, None, None, 625.0, 530.0, None, 2016-01-03 13:00:00, None
None, None, None, None, None, -12.2, 148.0, None, None, 625.0, 531.0, None, 2016-01-03 14:00:00, None
None, None, None, None, None, -11.6, 148.0, None, None, 625.0, 530.0, None, 2016-01-03 15:00:00, None
None, None, None, None, None, -12.2, 148.0, None, None, 625.0, 530.0, None, 2016-01-03 16:00:00, None
None, None, None, None, None, -12.8, 148.0, None, None, 625.0, 530.0, None, 2016-01-03 17:00:00, None
None, None, None, None, None, -11.9, 148.0, None, None, 625.0, 530.0, None, 2016-01-03 18:00:00, None
None, None, None, None, None, -10.7, 148.0, None, None, 625.0, 530.0, None, 2016-01-03 19:00:00, None
None, None, None, None, None, -9.9, 148.0, None, None, 626.0, 530.0, None, 2016-01-03 20:00:00, None
None, None, None, None, None, -9.2, 148.0, None, None, 626.0, 531.0, None, 2016-01-03 21:00:00, None
None, None, None, None, None, -9.2, 147.0, None, None, 627.0, 531.0, None, 2016-01-03 22:00:00, None
None, None, None, None, None, -9.3, 148.0, None, None, 627.0, 531.0, None, 2016-01-03 23:00:00, None
None, None, None, None, None, -10.2, 147.0, None, None, 627.0, 530.0, None, 2016-01-04 00:00:00, None
None, None, None, None, None, -11.2, 148.0, None, None, 627.0, 530.0, None, 2016-01-04 01:00:00, None
None, None, None, None, None, -12.0, 147.0, None, None, 626.0, 531.0, None, 2016-01-04 02:00:00, None
None, None, None, None, None, -11.2, 147.0, None, None, 626.0, 531.0, None, 2016-01-04 03:00:00, None
None, None, None, None, None, -11.6, 147.0, None, None, 626.0, 531.0, None, 2016-01-04 04:00:00, None
None, None, None, None, None, -11.8, 147.0, None, None, 625.0, 530.0, None, 2016-01-04 05:00:00, None
None, None, None, None, None, -12.4, 147.0, None, None, 625.0, 530.0, None, 2016-01-04 06:00:00, None
None, None, None, None, None, -12.0, 147.0, None, None, 625.0, 530.0, None, 2016-01-04 07:00:00, None
None, None, None, None, None, -11.5, 147.0, None, None, 625.0, 530.0, None, 2016-01-04 08:00:00, None
None, None, None, None, None, -11.6, 147.0, None, None, 625.0, 530.0, None, 2016-01-04 09:00:00, None
None, None, None, None, None, -11.1, 146.0, None, None, 625.0, 530.0, None, 2016-01-04 10:00:00, None
None, None, None, None, None, -11.6, 146.0, None, None, 625.0, 530.0, None, 2016-01-04 11:00:00, None
None, None, None, None, None, -12.1, 146.0, None, None, 625.0, 530.0, None, 2016-01-04 12:00:00, None
None, None, None, None, None, -12.5, 146.0, None, None, 625.0, 530.0, None, 2016-01-04 13:00:00, None
None, None, None, None, None, -12.0, 146.0, None, None, 625.0, 530.0, None, 2016-01-04 14:00:00, None
None, None, None, None, None, -12.6, 146.0, None, None, 625.0, 530.0, None, 2016-01-04 15:00:00, None
None, None, None, None, None, -12.2, 146.0, None, None, 625.0, 530.0, None, 2016-01-04 16:00:00, None
None, None, None, None, None, -12.2, 145.0, None, None, 625.0, 530.0, None, 2016-01-04 17:00:00, None
None, None, None, None, None, -11.9, 146.0, None, None, 625.0, 530.0, None, 2016-01-04 18:00:00, None
None, None, None, None, None, -11.1, 145.0, None, None, 625.0, 530.0, None, 2016-01-04 19:00:00, None
None, None, None, None, None, -7.7, 146.0, None, None, 626.0, 531.0, None, 2016-01-04 20:00:00, None
None, None, None, None, None, -7.8, 145.0, None, None, 627.0, 531.0, None, 2016-01-04 21:00:00, None
None, None, None, None, None, -6.5, 145.0, None, None, 629.0, 531.0, None, 2016-01-04 22:00:00, None
None, None, None, None, None, -7.6, 146.0, None, None, 629.0, 531.0, None, 2016-01-04 23:00:00, None
None, None, None, None, None, -7.9, 146.0, None, None, 629.0, 531.0, None, 2016-01-05 00:00:00, None
None, None, None, None, None, -8.2, 145.0, None, None, 629.0, 531.0, None, 2016-01-05 01:00:00, None
None, None, None, None, None, -8.6, 143.0, None, None, 629.0, 531.0, None, 2016-01-05 02:00:00, None
None, None, None, None, None, -8.3, 144.0, None, None, 629.0, 531.0, None, 2016-01-05 03:00:00, None
None, None, None, None, None, -7.9, 145.0, None, None, 629.0, 531.0, None, 2016-01-05 04:00:00, None
None, None, None, None, None, -6.9, 144.0, None, None, 629.0, 531.0, None, 2016-01-05 05:00:00, None
None, None, None, None, None, -6.9, 146.0, None, None, 630.0, 531.0, None, 2016-01-05 06:00:00, None
None, None, None, None, None, -6.6, 146.0, None, None, 630.0, 531.0, None, 2016-01-05 07:00:00, None
None, None, None, None, None, -6.3, None, None, None, 630.0, 531.0, None, 2016-01-05 08:00:00, None
None, None, None, None, None, -6.2, 149.0, None, None, 630.0, 532.0, None, 2016-01-05 09:00:00, None
None, None, None, None, None, -6.0, 143.0, None, None, 630.0, 532.0, None, 2016-01-05 10:00:00, None
None, None, None, None, None, -5.8, 148.0, None, None, 630.0, 532.0, None, 2016-01-05 11:00:00, None
None, None, None, None, None, -5.9, 150.0, None, None, 630.0, 532.0, None, 2016-01-05 12:00:00, None
None, None, None, None, None, -5.9, 150.0, None, None, 631.0, 532.0, None, 2016-01-05 13:00:00, None
None, None, None, None, None, -5.9, 148.0, None, None, 630.0, 533.0, None, 2016-01-05 14:00:00, None
None, None, None, None, None, -6.1, 149.0, None, None, 630.0, 533.0, None, 2016-01-05 15:00:00, None
None, None, None, None, None, -6.0, 150.0, None, None, 630.0, 533.0, None, 2016-01-05 16:00:00, None
None, None, None, None, None, -5.2, 149.0, None, None, 631.0, 533.0, None, 2016-01-05 17:00:00, None
None, None, None, None, None, -4.4, 148.0, None, None, 631.0, 533.0, None, 2016-01-05 18:00:00, None
None, None, None, None, None, -3.6, None, None, None, 631.0, 533.0, None, 2016-01-05 19:00:00, None
None, None, None, None, None, -2.8, 149.0, None, None, 632.0, 533.0, None, 2016-01-05 20:00:00, None
None, None, None, None, None, -2.4, 150.0, None, None, 633.0, 533.0, None, 2016-01-05 21:00:00, None
None, None, None, None, None, -2.3, 150.0, None, None, 633.0, 534.0, None, 2016-01-05 22:00:00, None
None, None, None, None, None, -2.5, 147.0, None, None, 633.0, 534.0, None, 2016-01-05 23:00:00, None
None, None, None, None, None, -2.8, 148.0, None, None, 633.0, 534.0, None, 2016-01-06 00:00:00, None
None, None, None, None, None, -2.9, 149.0, None, None, 633.0, 534.0, None, 2016-01-06 01:00:00, None
None, None, None, None, None, -2.8, 149.0, None, None, 633.0, 534.0, None, 2016-01-06 02:00:00, None
None, None, None, None, None, -2.8, 149.0, None, None, 634.0, 534.0, None, 2016-01-06 03:00:00, None
None, None, None, None, None, -2.7, 149.0, None, None, 634.0, 534.0, None, 2016-01-06 04:00:00, None
None, None, None, None, None, -2.7, 149.0, None, None, 634.0, 534.0, None, 2016-01-06 05:00:00, None
None, None, None, None, None, -2.4, 149.0, None, None, 634.0, 534.0, None, 2016-01-06 06:00:00, None
None, None, None, None, None, -2.3, 149.0, None, None, 635.0, 534.0, None, 2016-01-06 07:00:00, None
None, None, None, None, None, -2.3, 148.0, None, None, 635.0, 534.0, None, 2016-01-06 08:00:00, None
None, None, None, None, None, -2.5, 147.0, None, None, 635.0, 534.0, None, 2016-01-06 09:00:00, None
None, None, None, None, None, -2.3, 146.0, None, None, 635.0, 534.0, None, 2016-01-06 10:00:00, None
None, None, None, None, None, -2.4, 147.0, None, None, 636.0, 534.0, None, 2016-01-06 11:00:00, None
None, None, None, None, None, -2.3, 145.0, None, None, 636.0, 534.0, None, 2016-01-06 12:00:00, None
None, None, None, None, None, -2.4, 148.0, None, None, 636.0, 534.0, None, 2016-01-06 13:00:00, None
None, None, None, None, None, -2.2, 146.0, None, None, 636.0, 534.0, None, 2016-01-06 14:00:00, None
None, None, None, None, None, -2.1, 146.0, None, None, 636.0, 534.0, None, 2016-01-06 15:00:00, None
None, None, None, None, None, -2.2, 146.0, None, None, 636.0, 534.0, None, 2016-01-06 16:00:00, None
None, None, None, None, None, -1.7, 146.0, None, None, 637.0, 534.0, None, 2016-01-06 17:00:00, None
None, None, None, None, None, -0.9, 145.0, None, None, 637.0, 534.0, None, 2016-01-06 18:00:00, None
None, None, None, None, None, -0.5, 145.0, None, None, 638.0, 534.0, None, 2016-01-06 19:00:00, None
None, None, None, None, None, 0.0, 146.0, None, None, 638.0, 534.0, None, 2016-01-06 20:00:00, None
None, None, None, None, None, 0.7, 146.0, None, None, 638.0, 534.0, None, 2016-01-06 21:00:00, None
None, None, None, None, None, 0.2, 146.0, None, None, 638.0, 534.0, None, 2016-01-06 22:00:00, None
None, None, None, None, None, -0.1, 146.0, None, None, 638.0, 534.0, None, 2016-01-06 23:00:00, None
None, None, None, None, None, -1.1, 145.0, None, None, 638.0, 534.0, None, 2016-01-07 00:00:00, None
None, None, None, None, None, -1.5, 145.0, None, None, 638.0, 534.0, None, 2016-01-07 01:00:00, None
None, None, None, None, None, -1.8, 145.0, None, None, 638.0, 534.0, None, 2016-01-07 02:00:00, None
None, None, None, None, None, -2.1, 145.0, None, None, 638.0, 534.0, None, 2016-01-07 03:00:00, None
None, None, None, None, None, -2.3, 144.0, None, None, 638.0, 534.0, None, 2016-01-07 04:00:00, None
None, None, None, None, None, -2.4, 144.0, None, None, 638.0, 534.0, None, 2016-01-07 05:00:00, None
None, None, None, None, None, -2.6, 144.0, None, None, 638.0, 534.0, None, 2016-01-07 06:00:00, None
None, None, None, None, None, -2.8, 144.0, None, None, 638.0, 534.0, None, 2016-01-07 07:00:00, None
None, None, None, None, None, -2.9, 144.0, None, None, 638.0, 534.0, None, 2016-01-07 08:00:00, None
None, None, None, None, None, -3.2, 144.0, None, None, 638.0, 534.0, None, 2016-01-07 09:00:00, None
None, None, None, None, None, -4.2, 143.0, None, None, 638.0, 534.0, None, 2016-01-07 10:00:00, None
None, None, None, None, None, -5.6, 144.0, None, None, 637.0, 534.0, None, 2016-01-07 11:00:00, None
None, None, None, None, None, -6.5, 143.0, None, None, 636.0, 534.0, None, 2016-01-07 12:00:00, None
None, None, None, None, None, -6.0, 143.0, None, None, 635.0, 534.0, None, 2016-01-07 13:00:00, None
None, None, None, None, None, -6.7, 143.0, None, None, 635.0, 534.0, None, 2016-01-07 14:00:00, None
None, None, None, None, None, -6.8, 143.0, None, None, 635.0, 533.0, None, 2016-01-07 15:00:00, None
None, None, None, None, None, -6.5, 142.0, None, None, 635.0, 533.0, None, 2016-01-07 16:00:00, None
None, None, None, None, None, -6.6, 140.0, None, None, 635.0, 533.0, None, 2016-01-07 17:00:00, None
None, None, None, None, None, -5.4, 142.0, None, None, 636.0, 532.0, None, 2016-01-07 18:00:00, None
None, None, None, None, None, -4.5, 143.0, None, None, 636.0, 532.0, None, 2016-01-07 19:00:00, None
None, None, None, None, None, -4.7, 141.0, None, None, 637.0, 532.0, None, 2016-01-07 20:00:00, None
None, None, None, None, None, -4.1, 141.0, None, None, 637.0, 533.0, None, 2016-01-07 21:00:00, None
None, None, None, None, None, -4.8, 141.0, None, None, 644.0, 533.0, None, 2016-01-07 22:00:00, None
None, None, None, None, None, -5.4, 141.0, None, None, 645.0, 532.0, None, 2016-01-07 23:00:00, None
None, None, None, None, None, -6.6, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 00:00:00, None
None, None, None, None, None, -7.4, 140.0, None, None, 646.0, 532.0, None, 2016-01-08 01:00:00, None
None, None, None, None, None, -7.8, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 02:00:00, None
None, None, None, None, None, -8.2, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 03:00:00, None
None, None, None, None, None, -8.5, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 04:00:00, None
None, None, None, None, None, -8.5, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 05:00:00, None
None, None, None, None, None, -8.5, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 06:00:00, None
None, None, None, None, None, -9.0, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 07:00:00, None
None, None, None, None, None, -8.9, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 08:00:00, None
None, None, None, None, None, -9.0, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 09:00:00, None
None, None, None, None, None, -9.0, 141.0, None, None, 647.0, 532.0, None, 2016-01-08 10:00:00, None
None, None, None, None, None, -9.1, 141.0, None, None, 647.0, 532.0, None, 2016-01-08 11:00:00, None
None, None, None, None, None, -9.8, 141.0, None, None, 646.0, 532.0, None, 2016-01-08 12:00:00, None
None, None, None, None, None, -9.9, 140.0, None, None, 646.0, 532.0, None, 2016-01-08 13:00:00, None
None, None, None, None, None, -10.4, 140.0, None, None, 646.0, 532.0, None, 2016-01-08 14:00:00, None
None, None, None, None, None, -10.7, 140.0, None, None, 646.0, 532.0, None, 2016-01-08 15:00:00, None
None, None, None, None, None, -11.3, 140.0, None, None, 645.0, 532.0, None, 2016-01-08 16:00:00, None
None, None, None, None, None, -11.3, 140.0, None, None, 645.0, 532.0, None, 2016-01-08 17:00:00, None
None, None, None, None, None, -11.2, 141.0, None, None, 645.0, 532.0, None, 2016-01-08 18:00:00, None
None, None, None, None, None, -10.5, 141.0, None, None, 645.0, 532.0, None, 2016-01-08 19:00:00, None
None, None, None, None, None, -10.6, 141.0, None, None, 645.0, 532.0, None, 2016-01-08 20:00:00, None
None, None, None, None, None, -11.4, 141.0, None, None, 645.0, 532.0, None, 2016-01-08 21:00:00, None
None, None, None, None, None, -12.8, 142.0, None, None, 644.0, 532.0, None, 2016-01-08 22:00:00, None
None, None, None, None, None, -13.3, 141.0, None, None, 643.0, 532.0, None, 2016-01-08 23:00:00, None
None, None, None, None, None, -14.4, 142.0, None, None, 643.0, 532.0, None, 2016-01-09 00:00:00, None
None, None, None, None, None, -15.3, 142.0, None, None, 642.0, 532.0, None, 2016-01-09 01:00:00, None
None, None, None, None, None, -15.6, 142.0, None, None, 641.0, 532.0, None, 2016-01-09 02:00:00, None
None, None, None, None, None, -15.2, 142.0, None, None, 641.0, 532.0, None, 2016-01-09 03:00:00, None
None, None, None, None, None, -14.6, 142.0, None, None, 641.0, 532.0, None, 2016-01-09 04:00:00, None
None, None, None, None, None, -14.1, 142.0, None, None, 641.0, 532.0, None, 2016-01-09 05:00:00, None
None, None, None, None, None, -13.8, 141.0, None, None, 640.0, 532.0, None, 2016-01-09 06:00:00, None
None, None, None, None, None, -13.6, 142.0, None, None, 640.0, 532.0, None, 2016-01-09 07:00:00, None
None, None, None, None, None, -13.0, 141.0, None, None, 640.0, 532.0, None, 2016-01-09 08:00:00, None
None, None, None, None, None, -12.1, 142.0, None, None, 640.0, 532.0, None, 2016-01-09 09:00:00, None
None, None, None, None, None, -10.9, 141.0, None, None, 641.0, 532.0, None, 2016-01-09 10:00:00, None
None, None, None, None, None, -10.4, 142.0, None, None, 641.0, 532.0, None, 2016-01-09 11:00:00, None
None, None, None, None, None, -10.0, 141.0, None, None, 641.0, 532.0, None, 2016-01-09 12:00:00, None
None, None, None, None, None, -9.4, 141.0, None, None, 642.0, 532.0, None, 2016-01-09 13:00:00, None
None, None, None, None, None, -9.4, 141.0, None, None, 642.0, 532.0, None, 2016-01-09 14:00:00, None
None, None, None, None, None, -9.5, 141.0, None, None, 642.0, 532.0, None, 2016-01-09 15:00:00, None
None, None, None, None, None, -9.4, 141.0, None, None, 642.0, 532.0, None, 2016-01-09 16:00:00, None
None, None, None, None, None, -9.4, 141.0, None, None, 642.0, 532.0, None, 2016-01-09 17:00:00, None
None, None, None, None, None, -8.1, 141.0, None, None, 643.0, 531.0, None, 2016-01-09 18:00:00, None
None, None, None, None, None, -7.5, 141.0, None, None, 644.0, 531.0, None, 2016-01-09 19:00:00, None
None, None, None, None, None, -8.7, 141.0, None, None, 644.0, 531.0, None, 2016-01-09 20:00:00, None
None, None, None, None, None, -8.6, 141.0, None, None, 644.0, 531.0, None, 2016-01-09 21:00:00, None
None, None, None, None, None, -8.8, 141.0, None, None, 643.0, 531.0, None, 2016-01-09 22:00:00, None
None, None, None, None, None, -10.0, 141.0, None, None, 643.0, 531.0, None, 2016-01-09 23:00:00, None
None, None, None, None, None, -10.6, 141.0, None, None, 642.0, 531.0, None, 2016-01-10 00:00:00, None
None, None, None, None, None, -11.2, 141.0, None, None, 641.0, 531.0, None, 2016-01-10 01:00:00, None
None, None, None, None, None, -12.2, 141.0, None, None, 641.0, 531.0, None, 2016-01-10 02:00:00, None
None, None, None, None, None, -10.7, 141.0, None, None, 641.0, 530.0, None, 2016-01-10 03:00:00, None
None, None, None, None, None, -11.3, 141.0, None, None, 641.0, 530.0, None, 2016-01-10 04:00:00, None
None, None, None, None, None, -11.2, 141.0, None, None, 641.0, 530.0, None, 2016-01-10 05:00:00, None
None, None, None, None, None, -11.9, 141.0, None, None, 640.0, 530.0, None, 2016-01-10 06:00:00, None
None, None, None, None, None, -11.2, 141.0, None, None, 640.0, 531.0, None, 2016-01-10 07:00:00, None
None, None, None, None, None, -11.5, 141.0, None, None, 640.0, 530.0, None, 2016-01-10 08:00:00, None
None, None, None, None, None, -11.7, 141.0, None, None, 640.0, 530.0, None, 2016-01-10 09:00:00, None
None, None, None, None, None, -12.1, 141.0, None, None, 640.0, 530.0, None, 2016-01-10 10:00:00, None
None, None, None, None, None, -12.1, 141.0, None, None, 639.0, 530.0, None, 2016-01-10 11:00:00, None
None, None, None, None, None, -11.6, 141.0, None, None, 639.0, 531.0, None, 2016-01-10 12:00:00, None
None, None, None, None, None, -12.5, 141.0, None, None, 639.0, 530.0, None, 2016-01-10 13:00:00, None
None, None, None, None, None, -11.6, 141.0, None, None, 639.0, 530.0, None, 2016-01-10 14:00:00, None
None, None, None, None, None, -12.6, 140.0, None, None, 639.0, 530.0, None, 2016-01-10 15:00:00, None
None, None, None, None, None, -12.7, 141.0, None, None, 638.0, 530.0, None, 2016-01-10 16:00:00, None
None, None, None, None, None, -12.0, 140.0, None, None, 638.0, 530.0, None, 2016-01-10 17:00:00, None
None, None, None, None, None, -10.6, 140.0, None, None, 639.0, 530.0, None, 2016-01-10 18:00:00, None
None, None, None, None, None, -10.6, 140.0, None, None, 640.0, 531.0, None, 2016-01-10 19:00:00, None
None, None, None, None, None, -8.9, 140.0, None, None, 641.0, 531.0, None, 2016-01-10 20:00:00, None
None, None, None, None, None, -6.7, 140.0, None, None, 642.0, 532.0, None, 2016-01-10 21:00:00, None
None, None, None, None, None, -8.2, 140.0, None, None, 643.0, 532.0, None, 2016-01-10 22:00:00, None
None, None, None, None, None, -9.3, 140.0, None, None, 643.0, 532.0, None, 2016-01-10 23:00:00, None
None, None, None, None, None, -10.1, 140.0, None, None, 642.0, 532.0, None, 2016-01-11 00:00:00, None
None, None, None, None, None, -11.0, 140.0, None, None, 642.0, 532.0, None, 2016-01-11 01:00:00, None
None, None, None, None, None, -11.5, 140.0, None, None, 641.0, 532.0, None, 2016-01-11 02:00:00, None
None, None, None, None, None, -11.8, 140.0, None, None, 640.0, 532.0, None, 2016-01-11 03:00:00, None
None, None, None, None, None, -12.0, 140.0, None, None, 640.0, 532.0, None, 2016-01-11 04:00:00, None
None, None, None, None, None, -12.1, 140.0, None, None, 639.0, 532.0, None, 2016-01-11 05:00:00, None
None, None, None, None, None, -12.5, 140.0, None, None, 639.0, 532.0, None, 2016-01-11 06:00:00, None
None, None, None, None, None, -12.8, 140.0, None, None, 638.0, 532.0, None, 2016-01-11 07:00:00, None
None, None, None, None, None, -12.8, 140.0, None, None, 638.0, 532.0, None, 2016-01-11 08:00:00, None
None, None, None, None, None, -12.6, 140.0, None, None, 638.0, 532.0, None, 2016-01-11 09:00:00, None
None, None, None, None, None, -13.1, 140.0, None, None, 638.0, 532.0, None, 2016-01-11 10:00:00, None
None, None, None, None, None, -13.4, 139.0, None, None, 637.0, 532.0, None, 2016-01-11 11:00:00, None
None, None, None, None, None, -13.7, 140.0, None, None, 637.0, 532.0, None, 2016-01-11 12:00:00, None
None, None, None, None, None, -12.9, 140.0, None, None, 637.0, 532.0, None, 2016-01-11 13:00:00, None
None, None, None, None, None, -13.7, 140.0, None, None, 637.0, 532.0, None, 2016-01-11 14:00:00, None
None, None, None, None, None, -14.4, 139.0, None, None, 636.0, 532.0, None, 2016-01-11 15:00:00, None
None, None, None, None, None, -14.2, 139.0, None, None, 636.0, 532.0, None, 2016-01-11 16:00:00, None
None, None, None, None, None, -13.5, 139.0, None, None, 636.0, 532.0, None, 2016-01-11 17:00:00, None
None, None, None, None, None, -12.9, 139.0, None, None, 636.0, 532.0, None, 2016-01-11 18:00:00, None
None, None, None, None, None, -12.0, 139.0, None, None, 637.0, 532.0, None, 2016-01-11 19:00:00, None
None, None, None, None, None, -10.1, 138.0, None, None, 638.0, 532.0, None, 2016-01-11 20:00:00, None
None, None, None, None, None, -10.8, 139.0, None, None, 640.0, 533.0, None, 2016-01-11 21:00:00, None
