station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, None, -6.9, 162.0, None, None, 472.0, 488.0, None, 2016-01-01 00:00:00, None
None, None, None, None, None, -7.3, 161.0, None, None, 473.0, 488.0, None, 2016-01-01 01:00:00, None
None, None, None, None, None, -7.7, 162.0, None, None, 473.0, 488.0, None, 2016-01-01 02:00:00, None
None, None, None, None, None, -7.6, 161.0, None, None, 473.0, 488.0, None, 2016-01-01 03:00:00, None
None, None, None, None, None, -7.5, 161.0, None, None, 473.0, 488.0, None, 2016-01-01 04:00:00, None
None, None, None, None, None, -7.2, 162.0, None, None, 473.0, 488.0, None, 2016-01-01 05:00:00, None
None, None, None, None, None, -7.1, 161.0, None, None, 472.0, 488.0, None, 2016-01-01 06:00:00, None
None, None, None, None, None, -6.5, 161.0, None, None, 472.0, 488.0, None, 2016-01-01 07:00:00, None
None, None, None, None, None, -6.3, 161.0, None, None, 472.0, 488.0, None, 2016-01-01 08:00:00, None
None, None, None, None, None, -6.7, 160.0, None, None, 472.0, 488.0, None, 2016-01-01 09:00:00, None
None, None, None, None, None, -6.4, 160.0, None, None, 472.0, 488.0, None, 2016-01-01 10:00:00, None
None, None, None, None, None, -6.1, 161.0, None, None, 472.0, 488.0, None, 2016-01-01 11:00:00, None
None, None, None, None, None, -6.1, 159.0, None, None, 472.0, 488.0, None, 2016-01-01 12:00:00, None
None, None, None, None, None, -6.0, 160.0, None, None, 472.0, 488.0, None, 2016-01-01 13:00:00, None
None, None, None, None, None, -6.8, 160.0, None, None, 472.0, 488.0, None, 2016-01-01 14:00:00, None
None, None, None, None, None, -6.1, 159.0, None, None, 472.0, 488.0, None, 2016-01-01 15:00:00, None
None, 488.0, None, None, None, -5.9, 158.0, None, None, 472.0, 488.0, None, 2016-01-01 16:00:00, None
None, None, None, None, None, -4.8, 159.0, None, None, 472.0, 488.0, None, 2016-01-01 17:00:00, None
None, None, None, None, None, -3.1, 158.0, None, None, 472.0, 488.0, None, 2016-01-01 18:00:00, None
None, None, None, None, None, -1.5, 158.0, None, None, 472.0, 488.0, None, 2016-01-01 19:00:00, None
None, None, None, None, None, -1.6, 158.0, None, None, 471.0, 488.0, None, 2016-01-01 20:00:00, None
None, None, None, None, None, -0.1, 158.0, None, None, 471.0, 488.0, None, 2016-01-01 21:00:00, None
None, None, None, None, None, -0.4, 157.0, None, None, 471.0, 488.0, None, 2016-01-01 22:00:00, None
None, None, None, None, None, -2.2, 158.0, None, None, 471.0, 488.0, None, 2016-01-01 23:00:00, None
None, None, None, None, None, -3.1, 158.0, None, None, 472.0, 488.0, None, 2016-01-02 00:00:00, None
None, None, None, None, None, -3.2, 159.0, None, None, 472.0, 488.0, None, 2016-01-02 01:00:00, None
None, None, None, None, None, -3.8, 158.0, None, None, 472.0, 488.0, None, 2016-01-02 02:00:00, None
None, None, None, None, None, -3.5, 158.0, None, None, 472.0, 488.0, None, 2016-01-02 03:00:00, None
