station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -13.1, 40.0, None, None, 333.0, 121.0, None, 2016-01-01 00:00:00, None
None, None, None, None, -17.5, 41.0, None, None, 333.0, 120.0, None, 2016-01-01 01:00:00, None
None, None, None, None, -18.2, 41.0, None, None, 333.0, 120.0, None, 2016-01-01 02:00:00, None
None, None, None, None, -18.8, 41.0, None, None, 333.0, 119.0, None, 2016-01-01 03:00:00, None
None, None, None, None, -19.1, 41.0, None, None, 333.0, 119.0, None, 2016-01-01 04:00:00, None
None, None, None, None, -18.6, 41.0, None, None, 333.0, 119.0, None, 2016-01-01 05:00:00, None
None, None, None, None, -18.8, 41.0, None, None, 333.0, 119.0, None, 2016-01-01 06:00:00, None
None, None, None, None, -19.4, 41.0, None, None, 333.0, 118.0, None, 2016-01-01 07:00:00, None
None, None, None, None, -19.8, 41.0, None, None, 333.0, 118.0, None, 2016-01-01 08:00:00, None
None, None, None, None, -18.6, 41.0, None, None, 333.0, 118.0, None, 2016-01-01 09:00:00, None
None, None, None, None, -16.8, 41.0, None, None, 333.0, 118.0, None, 2016-01-01 10:00:00, None
None, None, None, None, -15.6, 41.0, None, None, 333.0, 118.0, None, 2016-01-01 11:00:00, None
None, None, None, None, -14.6, 41.0, None, None, 333.0, 118.0, None, 2016-01-01 12:00:00, None
None, None, None, None, -12.2, 40.0, None, None, 333.0, 118.0, None, 2016-01-01 13:00:00, None
None, None, None, None, -11.4, 41.0, None, None, 333.0, 118.0, None, 2016-01-01 14:00:00, None
None, None, None, None, -11.8, 40.0, None, None, 332.0, 119.0, None, 2016-01-01 15:00:00, None
None, None, None, None, -12.2, 40.0, None, None, 333.0, 119.0, None, 2016-01-01 16:00:00, None
None, None, None, None, -10.6, 40.0, None, None, 333.0, 119.0, None, 2016-01-01 17:00:00, None
None, None, None, None, -9.4, 40.0, None, None, 333.0, 119.0, None, 2016-01-01 18:00:00, None
None, None, None, None, -8.1, 40.0, None, None, 333.0, 119.0, None, 2016-01-01 19:00:00, None
None, None, None, None, -4.8, 40.0, None, None, 335.0, 120.0, None, 2016-01-01 20:00:00, None
None, None, None, None, -3.4, 39.0, None, None, 334.0, 121.0, None, 2016-01-01 21:00:00, None
None, None, None, None, -3.1, 39.0, None, None, 334.0, 122.0, None, 2016-01-01 22:00:00, None
None, None, None, None, -6.8, 40.0, None, None, 334.0, 122.0, None, 2016-01-01 23:00:00, None
None, None, None, None, -8.2, 40.0, None, None, 334.0, 122.0, None, 2016-01-02 00:00:00, None
None, None, None, None, -11.8, 40.0, None, None, 334.0, 122.0, None, 2016-01-02 01:00:00, None
None, None, None, None, -12.1, 40.0, None, None, 334.0, 122.0, None, 2016-01-02 02:00:00, None
None, None, None, None, -12.0, 40.0, None, None, 335.0, 121.0, None, 2016-01-02 03:00:00, None
None, None, None, None, -12.7, 40.0, None, None, 335.0, 121.0, None, 2016-01-02 04:00:00, None
None, None, None, None, -13.8, 40.0, None, None, 335.0, 121.0, None, 2016-01-02 05:00:00, None
None, None, None, None, -14.7, 40.0, None, None, 334.0, 121.0, None, 2016-01-02 06:00:00, None
None, None, None, None, -15.8, 41.0, None, None, 334.0, 120.0, None, 2016-01-02 07:00:00, None
