station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
None, None, None, 86.0, None, 2016-01-16 16:00:00, None, None, None, None
None, None, None, 87.0, None, 2016-01-17 16:00:00, None, None, None, None
None, None, None, 89.0, None, 2016-01-18 16:00:00, None, None, None, None
None, None, None, 89.0, None, 2016-01-19 16:00:00, None, None, None, None
None, None, None, 89.0, None, 2016-01-20 16:00:00, None, None, None, None
None, None, None, 139.0, None, 2016-01-21 16:00:00, None, None, None, None
None, None, None, 139.0, None, 2016-01-22 16:00:00, None, None, None, None
None, None, None, 140.0, None, 2016-01-23 16:00:00, None, None, None, None
None, None, None, 227.0, None, 2016-01-24 16:00:00, None, None, None, None
None, None, None, 265.0, None, 2016-01-25 16:00:00, None, None, None, None
None, None, None, 271.0, None, 2016-01-26 16:00:00, None, None, None, None
None, None, None, 271.0, None, 2016-01-27 16:00:00, None, None, None, None
None, None, None, 277.0, None, 2016-01-28 16:00:00, None, None, None, None
None, None, None, 277.0, None, 2016-01-29 16:00:00, None, None, None, None
None, None, None, 402.0, None, 2016-01-30 16:00:00, None, None, None, None
None, None, None, 463.0, None, 2016-01-31 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2016-02-01 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2016-02-02 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2016-02-03 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2016-02-04 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2016-02-05 16:00:00, None, None, None, None
None, None, None, 471.0, None, 2016-02-06 16:00:00, None, None, None, None
None, None, None, 470.0, None, 2016-02-07 16:00:00, None, None, None, None
None, None, None, 471.0, None, 2016-02-08 16:00:00, None, None, None, None
None, None, None, 471.0, None, 2016-02-09 16:00:00, None, None, None, None
None, None, None, 471.0, None, 2016-02-10 16:00:00, None, None, None, None
None, None, None, 471.0, None, 2016-02-11 16:00:00, None, None, None, None
None, None, None, 471.0, None, 2016-02-12 16:00:00, None, None, None, None
None, None, None, 472.0, None, 2016-02-13 16:00:00, None, None, None, None
None, None, None, 472.0, None, 2016-02-14 16:00:00, None, None, None, None
None, None, None, 704.0, None, 2016-02-15 16:00:00, None, None, None, None
None, None, None, 712.0, None, 2016-02-16 16:00:00, None, None, None, None
None, None, None, 806.0, None, 2016-02-17 16:00:00, None, None, None, None
None, None, None, 817.0, None, 2016-02-18 16:00:00, None, None, None, None
None, None, None, 817.0, None, 2016-02-19 16:00:00, None, None, None, None
None, None, None, 817.0, None, 2016-02-20 16:00:00, None, None, None, None
None, None, None, 817.0, None, 2016-02-21 16:00:00, None, None, None, None
None, None, None, 817.0, None, 2016-02-22 16:00:00, None, None, None, None
None, None, None, 817.0, None, 2016-02-23 16:00:00, None, None, None, None
None, None, None, 818.0, None, 2016-02-24 16:00:00, None, None, None, None
None, None, None, 818.0, None, 2016-02-25 16:00:00, None, None, None, None
None, None, None, 818.0, None, 2016-02-26 16:00:00, None, None, None, None
None, None, None, 821.0, None, 2016-02-28 16:00:00, None, None, None, None
None, None, None, 1066.0, None, 2016-03-02 16:00:00, None, None, None, None
None, None, None, 1123.0, None, 2016-03-03 16:00:00, None, None, None, None
None, None, None, 1117.0, None, 2016-03-04 16:00:00, None, None, None, None
None, None, None, 1162.0, None, 2016-03-05 16:00:00, None, None, None, None
None, None, None, 1154.0, None, 2016-03-06 16:00:00, None, None, None, None
None, None, None, 1194.0, None, 2016-03-07 16:00:00, None, None, None, None
None, None, None, 1209.0, None, 2016-03-08 16:00:00, None, None, None, None
None, None, None, 1210.0, None, 2016-03-09 16:00:00, None, None, None, None
None, None, None, 1205.0, None, 2016-03-10 16:00:00, None, None, None, None
None, None, None, 1201.0, None, 2016-03-11 16:00:00, None, None, None, None
None, None, None, 1247.0, None, 2016-03-12 16:00:00, None, None, None, None
None, None, None, 1293.0, None, 2016-03-13 16:00:00, None, None, None, None
None, None, None, 1303.0, None, 2016-03-14 16:00:00, None, None, None, None
None, None, None, 1303.0, None, 2016-03-15 16:00:00, None, None, None, None
None, None, None, 1303.0, None, 2016-03-16 16:00:00, None, None, None, None
None, None, None, 1303.0, None, 2016-03-17 16:00:00, None, None, None, None
None, None, None, 1304.0, None, 2016-03-18 16:00:00, None, None, None, None
None, None, None, 1304.0, None, 2016-03-19 16:00:00, None, None, None, None
None, None, None, 1303.0, None, 2016-03-20 16:00:00, None, None, None, None
None, None, None, 1303.0, None, 2016-03-21 16:00:00, None, None, None, None
None, None, None, 1304.0, None, 2016-03-22 16:00:00, None, None, None, None
None, None, None, 1304.0, None, 2016-03-23 16:00:00, None, None, None, None
None, None, None, 1304.0, None, 2016-03-24 16:00:00, None, None, None, None
None, None, None, 1303.0, None, 2016-03-25 16:00:00, None, None, None, None
None, None, None, 1304.0, None, 2016-03-26 16:00:00, None, None, None, None
None, None, None, 1387.0, None, 2016-03-27 16:00:00, None, None, None, None
None, None, None, 1394.0, None, 2016-03-28 16:00:00, None, None, None, None
None, None, None, 1428.0, None, 2016-03-29 16:00:00, None, None, None, None
None, None, None, 1440.0, None, 2016-03-30 16:00:00, None, None, None, None
None, None, None, 1487.0, None, 2016-03-31 16:00:00, None, None, None, None
None, None, None, 1482.0, None, 2016-04-01 16:00:00, None, None, None, None
None, None, None, 1483.0, None, 2016-04-02 16:00:00, None, None, None, None
None, None, None, 1483.0, None, 2016-04-03 16:00:00, None, None, None, None
None, None, None, 1484.0, None, 2016-04-04 16:00:00, None, None, None, None
None, None, None, 1551.0, None, 2016-04-05 16:00:00, None, None, None, None
None, None, None, 1567.0, None, 2016-04-06 16:00:00, None, None, None, None
None, None, None, 1567.0, None, 2016-04-07 16:00:00, None, None, None, None
None, None, None, 1567.0, None, 2016-04-08 16:00:00, None, None, None, None
None, None, None, 1567.0, None, 2016-04-09 16:00:00, None, None, None, None
None, None, None, 1567.0, None, 2016-04-10 16:00:00, None, None, None, None
None, None, None, 1566.0, None, 2016-04-11 16:00:00, None, None, None, None
None, None, None, 1567.0, None, 2016-04-12 16:00:00, None, None, None, None
None, None, None, 1567.0, None, 2016-04-14 16:00:00, None, None, None, None
None, None, None, 1615.0, None, 2016-04-15 16:00:00, None, None, None, None
None, None, None, 1605.0, None, 2016-04-16 16:00:00, None, None, None, None
None, None, None, 1606.0, None, 2016-04-17 16:00:00, None, None, None, None
None, None, None, 1591.0, None, 2016-04-18 16:00:00, None, None, None, None
None, None, None, 1567.0, None, 2016-04-19 16:00:00, None, None, None, None
None, None, None, 1560.0, None, 2016-04-20 16:00:00, None, None, None, None
None, None, None, 1559.0, None, 2016-04-21 16:00:00, None, None, None, None
None, None, None, 1554.0, None, 2016-04-24 16:00:00, None, None, None, None
None, None, None, 1537.0, None, 2016-04-28 16:00:00, None, None, None, None
None, None, None, 1539.0, None, 2016-05-01 16:00:00, None, None, None, None
None, None, None, 1538.0, None, 2016-05-02 16:00:00, None, None, None, None
None, None, None, 1537.0, None, 2016-05-04 16:00:00, None, None, None, None
None, None, None, 1669.0, None, 2016-05-05 16:00:00, None, None, None, None
None, None, None, 1733.0, None, 2016-05-06 16:00:00, None, None, None, None
None, None, None, 1777.0, None, 2016-05-07 16:00:00, None, None, None, None
None, None, None, 1757.0, None, 2016-05-08 16:00:00, None, None, None, None
