WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
15.8, -2.3, 2.307, None,2018-12-24 00:00:00, -2.278,52
5.9, -2.3, 2.677, None,2018-12-24 01:00:00, -2.324,52
3.9, -2.3, 3.035, None,2018-12-24 02:00:00, -2.327,52
8.8, -2.5, 2.08, None,2018-12-24 03:00:00, -2.544,52
0.5, -2.4, 2.534, None,2018-12-24 04:00:00, -2.388,52
9.4, -1.9, 1.944, None,2018-12-24 05:00:00, -1.86,52
0.4, -0.5, 1.858, None,2018-12-24 06:00:00, -0.541,52
313.7, 0.6, 1.149, None,2018-12-24 07:00:00, 0.583,52
356.5, -1.8, 1.849, None,2018-12-24 08:00:00, -1.809,52
12.2, -2.4, 1.652, None,2018-12-24 09:00:00, -2.387,52
5.2, -3.9, 2.153, None,2018-12-24 10:00:00, -3.866,52
16.6, -3.3, 1.209, None,2018-12-24 11:00:00, -3.324,52
16.9, -2.7, 1.515, None,2018-12-24 12:00:00, -2.746,52
335.5, -0.2, 1.287, None,2018-12-24 13:00:00, -0.190999,52
202.5, 2.1, 2.321, None,2018-12-24 14:00:00, 2.066,52
219.9, 1.8, 2.286, None,2018-12-24 15:00:00, 1.767,52
244.0, 1.2, 1.901, None,2018-12-24 16:00:00, 1.223,52
235.5, 0.6, 1.573, None,2018-12-24 17:00:00, 0.597,52
258.3, -0.5, 1.285, None,2018-12-24 18:00:00, -0.533999,52
193.9, -0.6, 1.526, None,2018-12-24 19:00:00, -0.583998,52
219.1, -1.8, 1.839, None,2018-12-24 20:00:00, -1.802,52
203.1, -1.6, 2.733, None,2018-12-24 21:00:00, -1.582,52
208.8, -2.1, 2.644, None,2018-12-24 22:00:00, -2.055,52
229.2, -3.9, 1.869, None,2018-12-24 23:00:00, -3.915,52
296.6, -5.1, 0.749, None,2018-12-25 00:00:00, -5.076,52
249.3, -5.3, 1.044, None,2018-12-25 01:00:00, -5.319,52
233.2, -5.4, 1.877, None,2018-12-25 02:00:00, -5.424,52
229.9, -5.8, 1.49, None,2018-12-25 03:00:00, -5.816,52
270.0, -6.3, 0.808, None,2018-12-25 04:00:00, -6.312,52
228.6, -6.0, 1.47, None,2018-12-25 05:00:00, -5.998,52
232.1, -5.9, 2.014, None,2018-12-25 06:00:00, -5.935,52
231.9, -6.2, 1.772, None,2018-12-25 07:00:00, -6.198,52
231.5, -6.6, 2.295, None,2018-12-25 08:00:00, -6.564,52
235.0, -7.3, 2.049, None,2018-12-25 09:00:00, -7.27,52
234.1, -7.7, 1.439, None,2018-12-25 10:00:00, -7.71,52
224.7, -8.2, 2.203, None,2018-12-25 11:00:00, -8.21,52
