WSPD_SCLR,time,week_of_year
2.13929,2018-12-24 00:00:00,52
2.45483,2018-12-24 01:00:00,52
2.80579,2018-12-24 02:00:00,52
2.81644,2018-12-24 03:00:00,52
2.82158,2018-12-24 04:00:00,52
3.14689,2018-12-24 05:00:00,52
2.69271,2018-12-24 06:00:00,52
2.73395,2018-12-24 07:00:00,52
2.2488,2018-12-24 08:00:00,52
2.16332,2018-12-24 09:00:00,52
1.99596,2018-12-24 10:00:00,52
1.86508,2018-12-24 11:00:00,52
1.92725,2018-12-24 12:00:00,52
1.49766,2018-12-24 13:00:00,52
1.5545,2018-12-24 14:00:00,52
1.42971,2018-12-24 15:00:00,52
1.50226,2018-12-24 16:00:00,52
1.71609,2018-12-24 17:00:00,52
1.68054,2018-12-24 18:00:00,52
1.0403,2018-12-24 19:00:00,52
1.32583,2018-12-24 20:00:00,52
1.45446,2018-12-24 21:00:00,52
3.06982,2018-12-24 22:00:00,52
3.69414,2018-12-24 23:00:00,52
3.63501,2018-12-25 00:00:00,52
3.6894,2018-12-25 01:00:00,52
3.5252,2018-12-25 02:00:00,52
3.60621,2018-12-25 03:00:00,52
2.67605,2018-12-25 04:00:00,52
2.35867,2018-12-25 05:00:00,52
2.5593,2018-12-25 06:00:00,52
1.84901,2018-12-25 07:00:00,52
1.96661,2018-12-25 08:00:00,52
1.68459,2018-12-25 09:00:00,52
1.59724,2018-12-25 10:00:00,52
1.33854,2018-12-25 11:00:00,52
1.32531,2018-12-25 12:00:00,52
0.843372,2018-12-25 13:00:00,52
1.27011,2018-12-25 14:00:00,52
1.33552,2018-12-25 15:00:00,52
0.51518,2018-12-25 16:00:00,52
0.92316,2018-12-25 17:00:00,52
1.42013,2018-12-25 18:00:00,52
2.01934,2018-12-25 19:00:00,52
2.37639,2018-12-25 20:00:00,52
2.28021,2018-12-25 21:00:00,52
2.16359,2018-12-25 22:00:00,52
1.8341,2018-12-25 23:00:00,52
2.2721,2018-12-26 00:00:00,52
2.70902,2018-12-26 01:00:00,52
2.71158,2018-12-26 02:00:00,52
2.52707,2018-12-26 03:00:00,52
2.81875,2018-12-26 04:00:00,52
2.864,2018-12-26 05:00:00,52
2.81056,2018-12-26 06:00:00,52
2.70333,2018-12-26 07:00:00,52
3.30314,2018-12-26 08:00:00,52
3.44421,2018-12-26 09:00:00,52
3.29242,2018-12-26 10:00:00,52
2.73333,2018-12-26 11:00:00,52
2.82613,2018-12-26 12:00:00,52
