ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
, None, -7.0, None,2020-02-12, 176.0, None,7,,,,,,,,,,,,,
13.0, 0.0, None, 13.0,2020-02-13, None, -5.0,7,,,,,,,,,,,,,
, None, -7.0, None,2020-02-14, 188.0, None,7,,,,,,,,,,,,,
1.0, 0.0, -9.0, 1.0,2020-02-15, 188.0, -4.0,7,,,,,,,,,,,,,
3.0, 0.0, -10.0, 3.0,2020-02-16, 187.0, -7.0,7,,,,,,,,,,,,,
2.0, 0.0, -11.0, 2.0,2020-02-17, 187.0, -9.0,7,,,,,,,,,,,,,
0.0, 0.0, -11.5, 0.0,2020-02-18, 183.0, -8.5,7,,,,,,,,,,,,,
12.0, 0.0, None, 12.0,2020-02-13, None, -0.5,7,,,,,,,,,,,,,
, None, -4.0, None,2020-02-14, 137.0, None,7,,,,,,,,,,,,,
0.0, 0.0, -6.0, 0.0,2020-02-15, 135.0, 2.0,7,,,,,,,,,,,,,
4.0, 0.0, -8.5, 4.0,2020-02-16, 0.0, 0.0,7,,,,,,,,,,,,,
1.0, 0.0, -9.5, 1.0,2020-02-17, 133.0, -2.0,7,,,,,,,,,,,,,
, None, -10.5, None,2020-02-18, 130.0, None,7,,,,,,,,,,,,,
0.0, 0.0,-9.5, 0.0,2020-02-12,228.0, -6.5,7,,,,,,,,,,,,,
14.0, 0.0,-7.5, 14.0,2020-02-13,228.0, -6.5,7,,,,,,,,,,,,,
, None,-9.0, None,2020-02-14,235.0, None,7,,,,,,,,,,,,,
1.0, 0.0,-10.0, 1.0,2020-02-15,235.0, -6.0,7,,,,,,,,,,,,,
4.0, 0.0,-11.0, 4.0,2020-02-16,233.0, -9.0,7,,,,,,,,,,,,,
0.0, 0.0,-12.0, 0.0,2020-02-17,234.0, -10.0,7,,,,,,,,,,,,,
0.0, 0.0,-13.0, 0.0,2020-02-18,232.0, -8.5,7,,,,,,,,,,,,,
,,,,2020-02-12 00:00:00,,,7,292.0, 83.0, 8.4, 0.0, -8.6, 9.9, -6.2, -6.3, 294.0, 0.0, None, 82.0,
,,,,2020-02-12 01:00:00,,,7,302.0, 82.0, 9.9, 0.0, -8.9, 8.5, -6.3, -6.7, 292.0, 0.0, None, 83.0,
,,,,2020-02-12 02:00:00,,,7,289.0, 83.0, 8.5, 0.0, -9.1, 10.1, -6.7, -6.9, 302.0, 0.0, None, 85.0,
,,,,2020-02-12 03:00:00,,,7,300.0, 85.0, 10.1, 0.0, -9.0, 5.6, -6.9, -7.4, 289.0, 0.0, None, 87.0,
,,,,2020-02-12 04:00:00,,,7,329.0, 87.0, 5.6, 0.0, -9.2, 4.7, -7.4, -9.0, 300.0, 0.0, None, 90.0,
,,,,2020-02-12 05:00:00,,,7,320.0, 90.0, 4.7, 0.0, -10.3, 4.8, -9.0, -8.8, 329.0, 0.0, None, 88.0,
,,,,2020-02-12 06:00:00,,,7,320.0, 88.0, 4.8, 0.0, -10.4, 5.3, -8.8, -9.4, 320.0, 0.0, None, 87.0,
,,,,2020-02-12 07:00:00,,,7,338.0, 87.0, 5.3, 0.0, -11.2, 5.6, -9.4, -9.4, 320.0, 0.0, None, 89.0,
