wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
341.0,91.0,2.2,0.0,-5.6,3.1,-4.4,-4.8,9.0,0.0,6.4,91.0,2020-02-12 00:00:00, None,7
59.0,91.0,3.1,0.0,-6.0,1.6,-4.8,-5.5,341.0,0.0,6.4,92.0,2020-02-12 01:00:00, None,7
339.0,92.0,1.6,0.0,-6.6,2.1,-5.5,-4.6,59.0,0.0,6.4,91.0,2020-02-12 02:00:00, None,7
87.0,91.0,2.1,0.0,-5.8,1.9,-4.6,-4.8,339.0,0.0,6.4,93.0,2020-02-12 03:00:00, None,7
67.0,93.0,1.9,0.0,-5.8,2.0,-4.8,-5.6,87.0,0.0,6.4,94.0,2020-02-12 04:00:00, None,7
69.0,94.0,2.0,0.0,-6.4,1.9,-5.6,-6.2,67.0,0.0,6.4,95.0,2020-02-12 05:00:00, None,7
56.0,95.0,1.9,0.0,-6.9,0.0,-6.2,-7.0,69.0,0.0,6.4,94.0,2020-02-12 06:00:00, None,7
48.0,94.0,0.0,0.0,-7.8,2.2,-7.0,-5.2,56.0,0.0,6.4,95.0,2020-02-12 07:00:00, None,7
165.0,95.0,2.2,0.0,-5.9,2.2,-5.2,-3.5,48.0,0.0,6.4,90.0,2020-02-12 08:00:00, None,7
180.0,90.0,2.2,0.0,-4.9,5.6,-3.5,0.0,165.0,0.0,6.4,77.0,2020-02-12 09:00:00, None,7
203.0,77.0,5.6,0.0,-3.5,6.3,0.0,2.1,180.0,0.0,6.4,66.0,2020-02-12 10:00:00, None,7
201.0,66.0,6.3,1.2,-3.6,5.4,2.1,3.8,203.0,0.0,6.2,58.0,2020-02-12 11:00:00, None,7
183.0,58.0,5.4,1.0,-3.7,8.6,3.8,3.8,201.0,1.2,5.0,59.0,2020-02-12 12:00:00, None,7
208.0,59.0,8.6,0.6,-3.5,7.2,3.8,3.3,183.0,1.0,4.0,57.0,2020-02-12 13:00:00, None,7
223.0,57.0,7.2,0.8,-4.4,6.1,3.3,4.0,208.0,0.6,3.4,54.0,2020-02-12 14:00:00, None,7
192.0,54.0,6.1,0.2,-4.5,5.3,4.0,0.4,223.0,0.8,3.8,68.0,2020-02-12 15:00:00, None,7
187.0,68.0,5.3,0.0,-4.8,4.1,0.4,-0.9,192.0,0.2,3.8,77.0,2020-02-12 16:00:00, None,7
119.0,77.0,4.1,0.0,-4.4,2.8,-0.9,-2.3,187.0,0.0,3.8,83.0,2020-02-12 17:00:00, None,7
87.0,83.0,2.8,0.0,-4.8,2.5,-2.3,-3.2,119.0,0.0,3.8,84.0,2020-02-12 18:00:00, None,7
146.0,84.0,2.5,0.0,-5.5,6.0,-3.2,-2.8,87.0,0.0,3.8,79.0,2020-02-12 19:00:00, None,7
167.0,79.0,6.0,0.0,-5.9,7.7,-2.8,-2.8,146.0,0.0,3.8,81.0,2020-02-12 20:00:00, None,7
173.0,81.0,7.7,0.0,-5.6,7.0,-2.8,-3.7,167.0,0.0,3.8,86.0,2020-02-12 21:00:00, None,7
184.0,86.0,7.0,0.0,-5.7,8.9,-3.7,-4.0,173.0,0.0,3.8,89.0,2020-02-12 22:00:00, None,7
171.0,89.0,8.9,0.0,-5.5,5.2,-4.0,-4.3,184.0,0.0,3.8,90.0,2020-02-12 23:00:00, None,7
147.0,90.0,5.2,0.0,-5.7,3.8,-4.3,-4.3,171.0,0.0,3.8,89.0,2020-02-13 00:00:00, None,7
