wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
16.0, 78.0, 3.9, 0.0, -2.5, 4.0, 0.9, 0.4, 3.0, 0.0, 5.4, 81.0,2020-02-12 00:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, 81.0, 4.0, 0.0, -2.5, 2.5, 0.4, -0.5, 16.0, 0.0, 5.4, 82.0,2020-02-12 01:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0, 82.0, 2.5, 0.0, -3.2, 2.4, -0.5, -1.2, 282.0, 0.0, 5.4, 86.0,2020-02-12 02:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0, 86.0, 2.4, 0.0, -3.2, 2.8, -1.2, -2.1, 11.0, 0.0, 5.4, 91.0,2020-02-12 03:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
328.0, 91.0, 2.8, 0.0, -3.4, 3.0, -2.1, -2.5, 83.0, 0.0, 5.4, 94.0,2020-02-12 04:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0, 94.0, 3.0, 0.0, -3.3, 2.5, -2.5, -3.1, 328.0, 0.0, 5.4, 95.0,2020-02-12 05:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0, 95.0, 2.5, 0.0, -3.8, 1.6, -3.1, -3.3, 46.0, 0.0, 5.4, 96.0,2020-02-12 06:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0, 96.0, 1.6, 0.0, -3.8, 2.1, -3.3, -3.1, 41.0, 0.0, 5.4, 95.0,2020-02-12 07:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0, 95.0, 2.1, 0.0, -3.8, 3.1, -3.1, -1.7, 46.0, 0.0, 5.4, 88.0,2020-02-12 08:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0, 88.0, 3.1, 0.0, -3.4, 4.0, -1.7, 0.8, 41.0, 0.0, 5.4, 76.0,2020-02-12 09:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0, 76.0, 4.0, 0.0, -2.9, 4.0, 0.8, 1.2, 121.0, 0.0, 4.8, 74.0,2020-02-12 10:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0, 74.0, 4.0, 0.0, -2.9, 4.5, 1.2, 1.9, 178.0, 0.0, 3.8, 72.0,2020-02-12 11:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
174.0, 72.0, 4.5, 0.0, -2.6, 3.5, 1.9, 3.1, 186.0, 0.0, 2.2, 69.0,2020-02-12 12:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0, 69.0, 3.5, 0.0, -2.0, 3.0, 3.1, 3.4, 174.0, 0.0, 0.6, 68.0,2020-02-12 13:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0, 68.0, 3.0, 0.0, -1.9, 3.6, 3.4, 3.6, 144.0, 0.0, 0.0, 68.0,2020-02-12 14:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0, 68.0, 3.6, 0.0, -1.7, 2.2, 3.6, 4.3, 169.0, 0.0, 0.0, 67.0,2020-02-12 15:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, 67.0, 2.2, 0.0, -1.3, 7.1, 4.3, 0.3, 129.0, 0.0, 0.0, 76.0,2020-02-12 16:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
246.0, 76.0, 7.1, 0.0, -3.4, 2.1, 0.3, -1.1, 2.0, 0.0, 0.0, 84.0,2020-02-12 17:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0, 84.0, 2.1, 0.0, -3.5, 4.2, -1.1, -1.8, 246.0, 0.0, 0.0, 88.0,2020-02-12 18:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0, 88.0, 4.2, 0.0, -3.5, 1.8, -1.8, -2.1, 333.0, 0.0, 0.0, 90.0,2020-02-12 19:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0, 90.0, 1.8, 0.0, -3.5, 1.7, -2.1, -2.6, 75.0, 0.0, 0.0, 92.0,2020-02-12 20:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
287.0, 92.0, 1.7, 0.0, -3.7, 2.7, -2.6, -2.2, 20.0, 0.0, 0.0, 89.0,2020-02-12 21:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0, 89.0, 2.7, 0.0, -3.8, 1.7, -2.2, -2.8, 287.0, 0.0, 0.0, 90.0,2020-02-12 22:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
265.0, 90.0, 1.7, 0.0, -4.2, 3.3, -2.8, -2.8, 244.0, 0.0, 0.0, 90.0,2020-02-12 23:00:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,
