station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-1.384, 0.6, 93.2, 0.0, 891.05, 0.0, 0.25, 2019-01-01 00:00:00, 114.8, -2.3
-0.62, 0.6, 95.4, 0.0, 891.35, 0.0, 1.51, 2019-01-01 01:00:00, 119.0, -1.3
-0.451, 0.6, 94.1, 0.0, 891.25, 0.0, 1.26, 2019-01-01 02:00:00, 272.7, -1.3
-0.339, 0.6, 94.2, 0.0, 891.05, 0.0, 2.77, 2019-01-01 03:00:00, 358.3, -1.2
0.024, 0.6, 96.2, 0.0, 890.75, 0.0, 2.01, 2019-01-01 04:00:00, 107.8, -0.5
0.107, 0.6, 97.4, 0.0, 890.35, 0.0, 2.01, 2019-01-01 05:00:00, 60.1, -0.3
0.301, 0.6, 98.2, 0.0, 890.15, 0.0, 1.76, 2019-01-01 06:00:00, 307.8, 0.0
0.051, 0.6, 97.5, 0.0, 890.05, 0.0, 1.01, 2019-01-01 07:00:00, 331.6, -0.3
0.246, 0.6, 97.5, 0.0, 889.95, 0.0, 2.01, 2019-01-01 08:00:00, 175.2, -0.1
1.099, 5.6, 97.0, 0.0, 890.25, 0.0, 2.27, 2019-01-01 09:00:00, 285.3, 0.7
1.778, 48.1, 93.9, 0.0, 889.95, 0.0, 3.02, 2019-01-01 10:00:00, 219.3, 0.9
2.37, 60.6, 91.0, 0.0, 889.75, 0.0, 3.53, 2019-01-01 11:00:00, 244.6, 1.1
2.61, 54.4, 91.8, 0.0, 888.95, 0.4, 4.03, 2019-01-01 12:00:00, 314.8, 1.4
4.141, 81.9, 90.1, 0.0, 887.95, 1.4, 5.54, 2019-01-01 13:00:00, 222.1, 2.7
4.22, 23.1, 84.3, 1.51, 887.05, 2.0, 6.3, 2019-01-01 14:00:00, 224.9, 1.8
3.116, 23.1, 83.5, 1.01, 886.05, 1.8, 5.79, 2019-01-01 15:00:00, 156.9, 0.6
2.877, 0.6, 90.2, 0.0, 885.95, 0.6, 1.76, 2019-01-01 16:00:00, 113.4, 1.4
3.009, 0.6, 89.6, 0.0, 885.45, 0.6, 2.52, 2019-01-01 17:00:00, 120.4, 1.5
5.205, 0.6, 84.1, 0.5, 884.75, 1.0, 5.04, 2019-01-01 18:00:00, 164.0, 2.7
2.074, 0.6, 83.3, 0.76, 883.95, 0.6, 5.04, 2019-01-01 19:00:00, 134.5, -0.5
2.021, 0.6, 91.0, 0.0, 883.55, 0.2, 2.52, 2019-01-01 20:00:00, 159.7, 0.7
2.877, 0.6, 85.8, 0.76, 882.75, 0.6, 4.28, 2019-01-01 21:00:00, 181.4, 0.7
0.107, 0.6, 92.3, 0.0, 881.55, 0.2, 1.26, 2019-01-01 22:00:00, 99.4, -1.0
4.714, 0.6, 91.2, 0.25, 879.85, 0.4, 3.53, 2019-01-01 23:00:00, 144.3, 3.4
3.354, 0.6, 85.8, 0.25, 878.95, 0.8, 4.28, 2019-01-02 00:00:00, 188.4, 1.2
