station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-2.508, 0.6, 93.8, 13.06, 826.65, None, 18.71, 2019-01-01 00:00:00, 273.8, -3.4
-2.596, 0.6, 94.5, 10.13, 827.25, None, 15.2, 2019-01-01 01:00:00, 266.7, -3.4
-2.45, 0.6, 95.9, 9.94, 827.05, None, 14.42, 2019-01-01 02:00:00, 272.4, -3.0
-2.363, 0.6, 96.8, 11.5, 826.65, None, 15.01, 2019-01-01 03:00:00, 276.6, -2.8
-2.421, 0.6, 97.4, 9.94, 826.05, None, 14.62, 2019-01-01 04:00:00, 266.7, -2.8
-2.189, 0.6, 97.1, 10.52, 825.75, None, 15.2, 2019-01-01 05:00:00, 263.9, -2.6
-1.67, 0.6, 96.1, 11.5, 825.05, None, 17.93, 2019-01-01 06:00:00, 261.1, -2.2
-1.556, 0.6, 94.8, 12.08, 824.65, None, 17.15, 2019-01-01 07:00:00, 266.7, -2.3
-0.986, 0.6, 94.5, 11.5, 825.15, None, 16.37, 2019-01-01 08:00:00, 276.6, -1.8
-0.507, 16.9, 95.0, 10.13, 825.55, None, 14.62, 2019-01-01 09:00:00, 269.6, -1.2
-0.311, 15.6, 96.6, 9.94, 825.15, None, 14.62, 2019-01-01 10:00:00, 252.7, -0.8
-1.071, 64.4, 98.4, 9.55, 824.35, None, 13.64, 2019-01-01 11:00:00, 242.9, -1.3
-1.327, 84.4, 99.0, 9.74, 823.25, None, 12.47, 2019-01-01 12:00:00, 223.2, -1.5
-1.327, 45.6, 99.2, 8.58, 822.05, None, 12.86, 2019-01-01 13:00:00, 224.6, -1.4
-0.958, 28.1, 99.8, 7.6, 821.85, None, 11.5, 2019-01-01 14:00:00, 223.2, -1.0
-1.128, 8.1, 99.9, 9.74, 820.95, None, 20.27, 2019-01-01 15:00:00, 223.2, -1.1
-1.185, 0.6, 100.0, 6.24, 820.55, None, 18.71, 2019-01-01 16:00:00, 214.8, -1.2
-1.384, 0.6, 100.0, 2.92, 819.65, None, 5.46, 2019-01-01 17:00:00, 213.4, -1.4
-1.157, 0.6, 100.0, 1.75, 818.55, None, 3.7, 2019-01-01 18:00:00, 206.4, -1.2
-0.732, 0.6, 100.0, 7.8, 817.35, None, 19.1, 2019-01-01 19:00:00, 210.6, -0.7
0.989, 0.6, 98.9, 15.4, 815.15, None, 23.39, 2019-01-01 20:00:00, 240.1, 0.8
1.071, 0.6, 91.8, 17.35, 813.35, None, 26.12, 2019-01-01 21:00:00, 231.6, -0.1
0.55, 0.6, 91.0, 16.76, 812.75, None, 25.14, 2019-01-01 22:00:00, 233.1, -0.8
-0.199, 0.6, 91.3, 16.18, 812.25, None, 24.17, 2019-01-01 23:00:00, 238.7, -1.4
-1.47, 0.6, 95.1, 17.35, 812.05, None, 24.56, 2019-01-02 00:00:00, 240.1, -2.2
-1.556, 0.6, 96.5, 16.57, 812.15, None, 23.78, 2019-01-02 01:00:00, 237.3, -2.0
-2.044, 0.6, 99.2, 15.4, 812.55, None, 21.63, 2019-01-02 02:00:00, 240.1, -2.2
-2.189, 0.6, 99.7, 14.42, 812.45, None, 20.85, 2019-01-02 03:00:00, 247.1, -2.2
-2.276, 0.6, 99.8, 13.45, 812.65, None, 19.49, 2019-01-02 04:00:00, 251.3, -2.3
-2.363, 0.6, 99.8, 14.23, 812.05, None, 22.22, 2019-01-02 05:00:00, 247.1, -2.4
-2.363, 0.6, 99.8, 11.69, 812.75, None, 18.13, 2019-01-02 06:00:00, 247.1, -2.4
-2.8, 0.6, 99.7, 10.72, 813.55, None, 15.2, 2019-01-02 07:00:00, 263.9, -2.8
-3.065, 0.6, 99.2, 9.55, 813.95, None, 15.01, 2019-01-02 08:00:00, 271.0, -3.2
-3.153, 34.4, 98.8, 7.99, 814.45, None, 12.86, 2019-01-02 09:00:00, 279.4, -3.3
-3.242, 29.4, 95.4, 9.16, 814.25, None, 13.64, 2019-01-02 10:00:00, 283.6, -3.9
-3.183, 40.6, 90.6, 7.02, 814.15, None, 9.74, 2019-01-02 11:00:00, 279.4, -4.5
-3.419, 84.4, 83.2, 7.6, 814.05, None, 9.94, 2019-01-02 12:00:00, 285.0, -5.9
-3.807, 75.6, 84.0, 5.85, 813.95, None, 9.74, 2019-01-02 13:00:00, 275.2, -6.1
-3.836, 150.6, 84.7, 6.63, 813.55, None, 9.94, 2019-01-02 14:00:00, 280.8, -6.0
-4.621, 61.9, 71.6, 7.21, 813.35, None, 10.52, 2019-01-02 15:00:00, 280.8, -9.0
-5.791, 1.9, 80.9, 6.82, 813.35, None, 9.94, 2019-01-02 16:00:00, 276.6, -8.5
-6.325, 0.6, 71.7, 7.41, 813.45, None, 9.94, 2019-01-02 17:00:00, 283.6, -10.6
