station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
6.8, 6.8, 0.0, 2013-01-04 00:00:00, 0.0
15.0, 15.0, 0.0, 2013-01-06 00:00:00, None
5.0, 5.0, 0.0, 2013-01-07 00:00:00, 0.0
60.0, 60.0, 0.0, 2013-01-08 00:00:00, 0.0
2.4, 2.4, 0.0, 2013-01-14 00:00:00, None
6.0, 6.0, 0.0, 2013-01-24 00:00:00, None
2.2, 2.2, 0.0, 2013-02-03 00:00:00, None
8.6, 8.6, 0.0, 2013-02-05 00:00:00, 0.0
2.6, 2.6, 0.0, 2013-02-18 00:00:00, 0.0
4.8, 4.8, 0.0, 2013-02-24 00:00:00, None
18.8, 18.8, 0.0, 2013-02-28 00:00:00, 0.0
3.4, 3.4, 0.0, 2013-03-05 00:00:00, None
6.0, 6.0, 0.0, 2013-03-12 00:00:00, 0.0
5.0, 5.0, 0.0, 2013-03-13 00:00:00, 0.0
6.0, 6.0, 0.0, 2013-03-14 00:00:00, 0.0
5.6, 5.6, 0.0, 2013-03-19 00:00:00, None
6.2, 6.2, 0.0, 2013-04-05 00:00:00, None
9.2, 9.2, 0.0, 2013-04-09 00:00:00, None
6.0, 6.0, 0.0, 2013-04-12 00:00:00, None
6.2, 6.2, 0.0, 2013-04-18 00:00:00, 0.0
3.8, 3.8, 0.0, 2013-05-15 00:00:00, None
4.2, 4.2, 0.0, 2013-05-17 00:00:00, None
0.8, 0.8, 0.0, 2013-05-25 00:00:00, None
3.4, 3.4, 0.0, 2013-05-26 00:00:00, 0.0
3.4, 3.4, 0.0, 2013-05-28 00:00:00, None
2.4, 2.4, 0.0, 2013-06-24 00:00:00, 0.0
11.4, 11.4, 0.0, 2013-08-29 00:00:00, 0.0
2.4, 2.4, 0.0, 2013-09-21 00:00:00, 0.0
10.2, 10.2, 0.0, 2013-09-22 00:00:00, 0.0
27.6, 27.6, 0.0, 2013-09-24 00:00:00, 0.0
11.8, 11.8, 0.0, 2013-09-27 00:00:00, 0.0
40.4, 40.4, 0.0, 2013-09-28 00:00:00, 0.0
16.4, 16.4, 0.0, 2013-09-29 00:00:00, 0.0
8.6, 8.6, 0.0, 2013-09-30 00:00:00, 0.0
5.8, 5.8, 0.0, 2013-10-01 00:00:00, 0.0
1.4, 1.4, 0.0, 2013-11-12 00:00:00, 0.0
18.2, 18.2, 0.0, 2013-11-18 00:00:00, 0.0
3.0, 3.0, 0.0, 2013-12-12 00:00:00, None
