IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2018-05-14,4.0,50.1103,-114.8253
2018-05-14,0.009,55.733517,-121.205467
2018-05-14,0.009,49.1947,-124.108
2018-05-14,0.9,50.6107,-120.193
2018-05-14,4.0,56.6464,-120.8079
2018-05-14,0.009,49.19468307,-124.10798645
2018-05-14,0.009,53.8368,-122.6687
2018-05-14,0.009,49.852501,-125.390984
2018-05-14,0.84,54.4464,-126.2966
2018-05-14,0.0,49.2474,-124.6784
2018-05-14,1.9,51.5354,-119.2728
2018-05-14,0.9,49.486,-123.23967
2018-05-14,0.9,49.486,-123.2397
2018-05-14,1.9,51.53538333,-119.27276667
2018-05-14,0.0,52.8584,-122.983
2018-05-14,0.9,50.6107,-120.193
2018-05-14,0.009,55.7335,-121.2055
2018-05-14,4.0,50.110298,-114.825333
2018-05-14,0.0,56.1962,-120.711
2018-05-14,0.0,52.2049,-121.9042
2018-05-14,0.4,54.7158,-126.9877
2018-05-14,0.84,54.4464,-126.29657
2018-05-14,0.0,51.376,-121.0545
2018-05-14,4.0,56.6464,-120.807899
2018-05-14,0.009,49.8525,-125.391
2018-05-15,165.0,50.5328167,-120.8875333
2018-05-15,5.0,50.8926,-122.2315
2018-05-15,17.6,49.960449,-121.349266
2018-05-15,0.15,55.0565,-125.5055
2018-05-15,5.6,57.0317,-126.7613
2018-05-15,0.009,55.8529,-120.4802
2018-05-15,5.6,57.031685,-126.761314
2018-05-15,5.0,50.89258333,-122.23151667
2018-05-15,0.0,50.1153,-121.122
2018-05-15,0.009,54.7439,-127.1077
2018-05-15,17.6,49.9604,-121.3493
2018-05-15,165.0,50.5328,-120.8875
2018-05-16,3.0,55.446499,-127.727951
2018-05-16,3.0,55.4465,-127.728
2018-05-16,1.05,55.9272,-121.9146
2018-05-16,1.05,55.9272333,-121.9145667
2018-05-16,0.009,51.7377,-119.995
2018-05-16,0.0,50.5902,-127.1505
2018-05-16,0.009,55.9471,-120.5466
2018-05-17,0.009,55.504982,-128.279694
2018-05-17,0.009,49.728966,-126.545197
2018-05-17,0.1,51.18863297,-121.49286652
2018-05-17,1.4,55.489983,-128.262787
2018-05-17,0.009,50.6504,-120.1488
2018-05-17,0.0,49.5567,-121.1903
2018-05-17,0.2,57.237335,-122.095467
2018-05-17,0.0,55.8254,-121.5977
2018-05-17,1.4,49.982052,-122.329765
2018-05-17,1.4,49.9821,-122.3298
2018-05-17,0.0,50.2313,-122.9008
2018-05-17,0.3,50.470284,-120.579269
2018-05-17,0.1,51.1886,-121.4929
2018-05-17,0.0,54.1096,-125.1361
2018-05-17,0.009,49.729,-126.5452
2018-05-17,0.2,57.2373,-122.0955
2018-05-17,1.4,55.4899,-128.2632
2018-05-17,0.0,49.5175,-123.3004
2018-05-17,0.009,55.505,-128.2797
2018-05-17,0.3,50.4703,-120.5793
2018-05-17,0.0,50.3405,-122.8664
2018-05-18,0.0,49.4469,-121.2712
2018-05-18,0.4,50.6652,-120.0485
2018-05-18,0.0,58.8014,-122.6772
2018-05-18,0.0,49.2737,-124.7405
2018-05-18,0.009,54.621,-126.8771
2018-05-18,0.5,54.6088,-124.2064
2018-05-18,0.009,55.3153,-126.4468
2018-05-18,0.0,53.9535,-123.8737
2018-05-18,0.44,56.6864,-120.4496
2018-05-18,0.5,54.608818,-124.206436
2018-05-18,0.0,55.8993,-120.5534
2018-05-18,0.4,50.66518333,-120.04848333
2018-05-18,0.009,55.3152833,-126.4467833
2018-05-18,0.0,55.9951,-120.6408
2018-05-18,0.44,56.68641663,-120.44960022
2018-05-19,0.1,54.826233,-127.904137
2018-05-19,0.009,52.307899,-121.894966
2018-05-19,0.009,50.057,-119.2348
2018-05-19,0.009,49.4852,-120.5788
2018-05-19,0.009,50.7941,-120.4527
2018-05-19,315.0,54.1545,-123.8225833
2018-05-19,0.1,55.0892,-128.2421
2018-05-19,0.009,50.62141667,-119.666
2018-05-19,0.009,52.3079,-121.895
2018-05-19,315.0,54.1545,-123.8226
2018-05-19,0.1,55.089233,-128.242096
2018-05-19,0.0,49.0574,-121.9648
2018-05-19,0.009,55.082,-128.1545
2018-05-19,0.009,48.9403,-123.809
2018-05-19,0.0,53.9929,-121.7444
2018-05-19,0.05,55.075,-128.2506
2018-05-19,0.009,48.940334,-123.808968
2018-05-19,0.009,50.2106,-125.389
2018-05-19,0.0,49.4907,-123.0836
2018-05-19,0.009,52.31245,-122.568001
2018-05-19,0.0,56.6475,-121.4131
2018-05-19,0.009,50.6214,-119.666
