ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP,AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, air_temp_1,pcpn_amt_pst24hrs, cum_pcpn_amt, air_temp_2, snw_dpth
None,, None, None, 2012-11-16 13:00:00,, None,,,, 397.0, 66.0, None, -4.6,,,,
None,, None, None, 2012-11-16 14:00:00,, None,,,, 397.0, 66.0, None, -4.5,,,,
None,, None, None, 2012-11-16 15:00:00,, None,,,, 397.0, 66.0, None, -4.3,,,,
None,, None, None, 2012-11-16 16:00:00,, None,,,, 397.0, 66.0, 0.0, -4.4,,,,
None,, None, None, 2012-11-16 17:00:00,, None,,,, 397.0, 65.0, None, -4.2,,,,
None,, None, None, 2012-11-16 18:00:00,, None,,,, 397.0, 65.0, None, -2.4,,,,
None,, None, None, 2012-11-16 19:00:00,, None,,,, 397.0, 64.0, None, -1.2,,,,
None,, None, None, 2012-11-16 20:00:00,, None,,,, 397.0, 64.0, None, -0.9,,,,
None,, None, None, 2012-11-16 21:00:00,, None,,,, 397.0, 64.0, None, -1.7,,,,
None,, None, None, 2012-11-16 22:00:00,, None,,,, 397.0, 64.0, None, -1.2,,,,
None,, None, None, 2012-11-16 23:00:00,, None,,,, 397.0, 64.0, None, -1.6,,,,
None,, None, None, 2012-11-17 00:00:00,, None,,,, 397.0, 64.0, None, -2.2,,,,
None,, None, None, 2012-11-17 01:00:00,, None,,,, 397.0, 64.0, None, -3.5,,,,
None,, None, None, 2012-11-17 02:00:00,, None,,,, 397.0, 64.0, None, -4.0,,,,
None,, None, None, 2012-11-17 03:00:00,, None,,,, 397.0, 64.0, None, -3.4,,,,
None,, None, None, 2012-11-17 04:00:00,, None,,,, 397.0, 63.0, None, -2.8,,,,
None,, None, None, 2012-11-17 05:00:00,, None,,,, 397.0, 63.0, None, -2.7,,,,
None,, None, None, 2012-11-17 06:00:00,, None,,,, 397.0, 63.0, None, -2.5,,,,
None,, None, None, 2012-11-17 07:00:00,, None,,,, 397.0, 63.0, None, -1.9,,,,
None,, None, None, 2012-11-17 08:00:00,, None,,,, 397.0, 63.0, None, -1.8,,,,
None,, None, None, 2012-11-17 09:00:00,, None,,,, 397.0, 63.0, None, -1.6,,,,
None,, None, None, 2012-11-17 10:00:00,, None,,,, 397.0, 63.0, None, -1.3,,,,
None,, None, None, 2012-11-17 11:00:00,, None,,,, 397.0, 63.0, None, -1.1,,,,
None,, None, None, 2012-11-17 12:00:00,, None,,,, 397.0, 64.0, None, -1.1,,,,
None,, None, None, 2012-11-17 13:00:00,, None,,,, 397.0, 65.0, None, -0.8,,,,
None,, None, None, 2012-11-17 14:00:00,, None,,,, 397.0, 65.0, None, -0.7,,,,
None,, None, None, 2012-11-17 15:00:00,, None,,,, 397.0, 65.0, None, -0.8,,,,
None,, None, None, 2012-11-17 16:00:00,, None,,,, 397.0, 65.0, 0.0, -0.2,,,,
None,, None, None, 2012-11-17 17:00:00,, None,,,, 397.0, 65.0, None, 0.0,,,,
None,, None, None, 2012-11-17 18:00:00,, None,,,, 397.0, 66.0, None, 0.5,,,,
None,, None, None, 2012-11-17 19:00:00,, None,,,, 397.0, 67.0, None, 0.3,,,,
None,, None, None, 2012-11-17 20:00:00,, None,,,, 397.0, 68.0, None, 0.7,,,,
None,, None, None, 2012-11-17 21:00:00,, None,,,, 398.0, 68.0, None, 1.0,,,,
None,, None, None, 2012-11-17 22:00:00,, None,,,, 399.0, 69.0, None, 0.7,,,,
None,, None, None, 2012-11-17 23:00:00,, None,,,, 399.0, 70.0, None, 0.4,,,,
None,, None, None, 2012-11-18 00:00:00,, None,,,, 400.0, 71.0, None, 0.1,,,,
None,, None, None, 2012-11-18 01:00:00,, None,,,, 400.0, 71.0, None, 0.4,,,,
None,, None, None, 2012-11-18 02:00:00,, None,,,, 401.0, 71.0, None, 0.2,,,,
None,, None, None, 2012-11-18 03:00:00,, None,,,, 401.0, 72.0, None, 0.1,,,,
None,, None, None, 2012-11-18 04:00:00,, None,,,, 402.0, 73.0, None, 0.1,,,,
None,, None, None, 2012-11-18 05:00:00,, None,,,, 402.0, 73.0, None, 0.1,,,,
None,, None, None, 2012-11-18 06:00:00,, None,,,, 402.0, 73.0, None, 0.0,,,,
None,, None, None, 2012-11-18 07:00:00,, None,,,, 403.0, 73.0, None, -0.1,,,,
None,, None, None, 2012-11-18 08:00:00,, None,,,, 406.0, 74.0, None, -0.5,,,,
None,, None, None, 2012-11-18 09:00:00,, None,,,, 407.0, 75.0, None, -1.2,,,,
None,, None, None, 2012-11-18 10:00:00,, None,,,, 407.0, 75.0, None, -1.5,,,,
None,, None, None, 2012-11-18 11:00:00,, None,,,, 407.0, 74.0, None, -2.1,,,,
None,, None, None, 2012-11-18 12:00:00,, None,,,, 407.0, 74.0, None, -2.7,,,,
None,, None, None, 2012-11-18 13:00:00,, None,,,, 407.0, 73.0, None, -3.5,,,,
None,, None, None, 2012-11-18 14:00:00,, None,,,, 407.0, 72.0, None, -3.2,,,,
None,, None, None, 2012-11-18 15:00:00,, None,,,, 407.0, 72.0, None, -3.3,,,,
None,, None, None, 2012-11-18 16:00:00,, None,,,, 407.0, 71.0, 0.0, -3.3,,,,
None,, None, None, 2012-11-18 17:00:00,, None,,,, 407.0, 71.0, None, -2.6,,,,
None,, None, None, 2012-11-18 18:00:00,, None,,,, 407.0, 71.0, None, -2.0,,,,
None,, None, None, 2012-11-18 19:00:00,, None,,,, 407.0, 71.0, None, -1.4,,,,
None,, None, None, 2012-11-18 20:00:00,, None,,,, 407.0, 71.0, None, -1.7,,,,
None,, None, None, 2012-11-18 21:00:00,, None,,,, 407.0, 72.0, None, -1.5,,,,
None,, None, None, 2012-11-18 22:00:00,, None,,,, 407.0, 72.0, None, -2.0,,,,
None,, None, None, 2012-11-18 23:00:00,, None,,,, 407.0, 72.0, None, -2.5,,,,
None,, None, None, 2012-11-19 00:00:00,, None,,,, 407.0, 72.0, None, -2.8,,,,
None,, None, None, 2012-11-19 01:00:00,, None,,,, 407.0, 72.0, None, -3.1,,,,
None,, None, None, 2012-11-19 02:00:00,, None,,,, 408.0, 73.0, None, -3.1,,,,
None,, None, None, 2012-11-19 03:00:00,, None,,,, 408.0, 73.0, None, -2.9,,,,
None,, None, None, 2012-11-19 04:00:00,, None,,,, 408.0, 74.0, None, -2.6,,,,
None,, None, None, 2012-11-19 05:00:00,, None,,,, 408.0, 74.0, None, -2.4,,,,
None,, None, None, 2012-11-19 06:00:00,, None,,,, 408.0, 74.0, None, -2.1,,,,
None,, None, None, 2012-11-19 07:00:00,, None,,,, 409.0, 76.0, None, -2.1,,,,
None,, None, None, 2012-11-19 08:00:00,, None,,,, 410.0, 76.0, None, -2.2,,,,
None,, None, None, 2012-11-19 09:00:00,, None,,,, 410.0, 76.0, None, -2.2,,,,
None,, None, None, 2012-11-19 10:00:00,, None,,,, 410.0, 77.0, None, -2.2,,,,
None,, None, None, 2012-11-19 11:00:00,, None,,,, 410.0, 77.0, None, -2.4,,,,
None,, None, None, 2012-11-19 12:00:00,, None,,,, 411.0, 78.0, None, -2.4,,,,
None,, None, None, 2012-11-19 13:00:00,, None,,,, 412.0, 78.0, None, -2.4,,,,
None,, None, None, 2012-11-19 14:00:00,, None,,,, 412.0, 79.0, None, -2.5,,,,
None,, None, None, 2012-11-19 15:00:00,, None,,,, 412.0, 79.0, None, -2.3,,,,
None,, None, None, 2012-11-19 16:00:00,, None,,,, 412.0, 79.0, 0.0, -2.1,,,,
None,, None, None, 2012-11-19 17:00:00,, None,,,, 412.0, 79.0, None, -1.9,,,,
None,, None, None, 2012-11-19 18:00:00,, None,,,, 412.0, 80.0, None, -1.5,,,,
None,, None, None, 2012-11-19 19:00:00,, None,,,, 413.0, 82.0, None, -1.1,,,,
None,, None, None, 2012-11-19 20:00:00,, None,,,, 413.0, 83.0, None, -0.5,,,,
None,, None, None, 2012-11-19 21:00:00,, None,,,, 413.0, 84.0, None, -0.6,,,,
None,, None, None, 2012-11-19 22:00:00,, None,,,, 414.0, 84.0, None, -0.8,,,,
None,, None, None, 2012-11-19 23:00:00,, None,,,, 414.0, 85.0, None, -0.7,,,,
None,, None, None, 2012-11-20 00:00:00,, None,,,, 414.0, 85.0, None, -0.8,,,,
None,, None, None, 2012-11-20 01:00:00,, None,,,, 415.0, 85.0, None, -0.7,,,,
None,, None, None, 2012-11-20 02:00:00,, None,,,, 415.0, 85.0, None, -1.0,,,,
None,, None, None, 2012-11-20 03:00:00,, None,,,, 415.0, 85.0, None, -0.2,,,,
None,, None, None, 2012-11-20 04:00:00,, None,,,, 415.0, 86.0, None, 0.0,,,,
None,, None, None, 2012-11-20 05:00:00,, None,,,, 415.0, 87.0, None, 0.0,,,,
None,, None, None, 2012-11-20 06:00:00,, None,,,, 415.0, 86.0, None, 0.0,,,,
None,, None, None, 2012-11-20 07:00:00,, None,,,, 415.0, 86.0, None, 0.1,,,,
None,, None, None, 2012-11-20 08:00:00,, None,,,, 415.0, 86.0, None, -0.1,,,,
None,, None, None, 2012-11-20 09:00:00,, None,,,, 416.0, 85.0, None, -0.1,,,,
None,, None, None, 2012-11-20 10:00:00,, None,,,, 419.0, 85.0, None, -0.2,,,,
None,, None, None, 2012-11-20 11:00:00,, None,,,, 419.0, 86.0, None, -0.5,,,,
None,, None, None, 2012-11-20 12:00:00,, None,,,, 419.0, 86.0, None, -0.7,,,,
None,, None, None, 2012-11-20 13:00:00,, None,,,, 419.0, 87.0, None, -0.9,,,,
None,, None, None, 2012-11-20 14:00:00,, None,,,, 419.0, 87.0, None, -1.0,,,,
None,, None, None, 2012-11-20 15:00:00,, None,,,, 419.0, 87.0, None, -1.3,,,,
None,, None, None, 2012-11-20 16:00:00,, None,,,, 419.0, 87.0, 0.0, -1.2,,,,
None,, None, None, 2012-11-20 17:00:00,, None,,,, 419.0, 88.0, None, -0.2,,,,
None,, None, None, 2012-11-20 18:00:00,, None,,,, 419.0, 89.0, None, 0.1,,,,
None,, None, None, 2012-11-20 19:00:00,, None,,,, 419.0, 89.0, None, 0.8,,,,
None,, None, None, 2012-11-20 20:00:00,, None,,,, 419.0, 91.0, None, 1.1,,,,
None,, None, None, 2012-11-20 21:00:00,, None,,,, 419.0, 91.0, None, 0.7,,,,
None,, None, None, 2012-11-20 22:00:00,, None,,,, 419.0, 92.0, None, 0.4,,,,
None,, None, None, 2012-11-20 23:00:00,, None,,,, 420.0, 93.0, None, 0.4,,,,
None,, None, None, 2012-11-21 00:00:00,, None,,,, 420.0, 93.0, None, 0.2,,,,
None,, None, None, 2012-11-21 01:00:00,, None,,,, 420.0, 93.0, None, 0.0,,,,
None,, None, None, 2012-11-21 02:00:00,, None,,,, 420.0, 93.0, None, -0.2,,,,
None,, None, None, 2012-11-21 03:00:00,, None,,,, 420.0, 92.0, None, 0.0,,,,
None,, None, None, 2012-11-21 04:00:00,, None,,,, 420.0, 93.0, None, -0.3,,,,
None,, None, None, 2012-11-21 05:00:00,, None,,,, 420.0, 93.0, None, -0.8,,,,
None,, None, None, 2012-11-21 06:00:00,, None,,,, 420.0, 92.0, None, -1.5,,,,
None,, None, None, 2012-11-21 07:00:00,, None,,,, 420.0, 92.0, None, -2.5,,,,
None,, None, None, 2012-11-21 08:00:00,, None,,,, 420.0, 92.0, None, -2.7,,,,
None,, None, None, 2012-11-21 09:00:00,, None,,,, 420.0, 92.0, None, -3.0,,,,
None,, None, None, 2012-11-21 10:00:00,, None,,,, 420.0, 92.0, None, -3.3,,,,
None,, None, None, 2012-11-21 11:00:00,, None,,,, 420.0, 93.0, None, -2.8,,,,
None,, None, None, 2012-11-21 12:00:00,, None,,,, 420.0, 94.0, None, -3.0,,,,
None,, None, None, 2012-11-21 13:00:00,, None,,,, 420.0, 94.0, None, -2.3,,,,
None,, None, None, 2012-11-21 14:00:00,, None,,,, 420.0, 95.0, None, -2.3,,,,
None,, None, None, 2012-11-21 15:00:00,, None,,,, 420.0, 95.0, None, -1.8,,,,
None,, None, None, 2012-11-21 16:00:00,, None,,,, 421.0, 96.0, 0.0, -1.7,,,,
None,, None, None, 2012-11-21 17:00:00,, None,,,, 421.0, 96.0, None, -1.3,,,,
None,, None, None, 2012-11-21 18:00:00,, None,,,, 422.0, 97.0, None, -0.9,,,,
None,, None, None, 2012-11-21 19:00:00,, None,,,, 422.0, 97.0, None, -1.0,,,,
None,, None, None, 2012-11-21 20:00:00,, None,,,, 423.0, 97.0, None, -1.3,,,,
None,, None, None, 2012-11-21 21:00:00,, None,,,, 423.0, 97.0, None, -1.5,,,,
None,, None, None, 2012-11-21 22:00:00,, None,,,, 424.0, 97.0, None, -0.7,,,,
None,, None, None, 2012-11-21 23:00:00,, None,,,, 424.0, 97.0, None, -2.2,,,,
None,, None, None, 2012-11-22 00:00:00,, None,,,, 424.0, 95.0, None, -2.4,,,,
None,, None, None, 2012-11-22 01:00:00,, None,,,, 424.0, 95.0, None, -3.1,,,,
None,, None, None, 2012-11-22 02:00:00,, None,,,, 424.0, 95.0, None, -3.9,,,,
None,, None, None, 2012-11-22 03:00:00,, None,,,, 424.0, 94.0, None, -4.3,,,,
None,, None, None, 2012-11-22 04:00:00,, None,,,, 424.0, 94.0, None, -4.3,,,,
None,, None, None, 2012-11-22 05:00:00,, None,,,, 424.0, 93.0, None, -4.6,,,,
None,, None, None, 2012-11-22 06:00:00,, None,,,, 425.0, 92.0, None, -4.8,,,,
None,, None, None, 2012-11-22 07:00:00,, None,,,, 425.0, 92.0, None, -4.9,,,,
None,, None, None, 2012-11-22 08:00:00,, None,,,, 425.0, 92.0, None, -5.3,,,,
None,, None, None, 2012-11-22 09:00:00,, None,,,, 425.0, 92.0, None, -5.2,,,,
None,, None, None, 2012-11-22 10:00:00,, None,,,, 425.0, 91.0, None, -5.1,,,,
None,, None, None, 2012-11-22 11:00:00,, None,,,, 425.0, 91.0, None, -5.4,,,,
None,, None, None, 2012-11-22 12:00:00,, None,,,, 425.0, 91.0, None, -5.6,,,,
None,, None, None, 2012-11-22 13:00:00,, None,,,, 425.0, 91.0, None, -6.0,,,,
None,, None, None, 2012-11-22 14:00:00,, None,,,, 425.0, 91.0, None, -7.3,,,,
None,, None, None, 2012-11-22 15:00:00,, None,,,, 425.0, 90.0, None, -8.2,,,,
None,, None, None, 2012-11-22 16:00:00,, None,,,, 425.0, 90.0, 0.0, -8.2,,,,
None,, None, None, 2012-11-22 17:00:00,, None,,,, 425.0, 90.0, None, -6.5,,,,
None,, None, None, 2012-11-22 18:00:00,, None,,,, 425.0, 90.0, None, -5.1,,,,
None,, None, None, 2012-11-22 19:00:00,, None,,,, 425.0, 90.0, None, -1.4,,,,
None,, None, None, 2012-11-22 20:00:00,, None,,,, 425.0, 90.0, None, -2.9,,,,
None,, None, None, 2012-11-22 21:00:00,, None,,,, 425.0, 91.0, None, -2.9,,,,
None,, None, None, 2012-11-22 22:00:00,, None,,,, 425.0, 91.0, None, -2.9,,,,
None,, None, None, 2012-11-22 23:00:00,, None,,,, 425.0, 92.0, None, -3.7,,,,
None,, None, None, 2012-11-23 00:00:00,, None,,,, 425.0, 92.0, None, -4.7,,,,
None,, None, None, 2012-11-23 01:00:00,, None,,,, 425.0, 93.0, None, -4.7,,,,
None,, None, None, 2012-11-23 02:00:00,, None,,,, 425.0, 93.0, None, -4.8,,,,
None,, None, None, 2012-11-23 03:00:00,, None,,,, 426.0, 94.0, None, -4.8,,,,
None,, None, None, 2012-11-23 04:00:00,, None,,,, 426.0, 95.0, None, -4.8,,,,
None,, None, None, 2012-11-23 05:00:00,, None,,,, 427.0, 96.0, None, -4.9,,,,
None,, None, None, 2012-11-23 06:00:00,, None,,,, 428.0, 98.0, None, -5.0,,,,
None,, None, None, 2012-11-23 07:00:00,, None,,,, 428.0, 98.0, None, -5.0,,,,
None,, None, None, 2012-11-23 08:00:00,, None,,,, 428.0, 98.0, None, -5.0,,,,
None,, None, None, 2012-11-23 09:00:00,, None,,,, 428.0, 99.0, None, -4.8,,,,
None,, None, None, 2012-11-23 10:00:00,, None,,,, 428.0, 99.0, None, -4.7,,,,
None,, None, None, 2012-11-23 11:00:00,, None,,,, 428.0, 100.0, None, -4.7,,,,
None,, None, None, 2012-11-23 12:00:00,, None,,,, 429.0, 101.0, None, -4.7,,,,
None,, None, None, 2012-11-23 13:00:00,, None,,,, 430.0, 103.0, None, -4.7,,,,
None,, None, None, 2012-11-23 14:00:00,, None,,,, 430.0, 103.0, None, -4.6,,,,
None,, None, None, 2012-11-23 15:00:00,, None,,,, 430.0, 104.0, None, -4.5,,,,
None,, None, None, 2012-11-23 16:00:00,, None,,,, 431.0, 105.0, 0.0, -4.3,,,,
None,, None, None, 2012-11-23 17:00:00,, None,,,, 432.0, 105.0, None, -4.1,,,,
None,, None, None, 2012-11-23 18:00:00,, None,,,, 432.0, 106.0, None, -3.6,,,,
None,, None, None, 2012-11-23 19:00:00,, None,,,, 432.0, 106.0, None, -3.1,,,,
None,, None, None, 2012-11-23 20:00:00,, None,,,, 432.0, 107.0, None, -2.5,,,,
None,, None, None, 2012-11-23 21:00:00,, None,,,, 433.0, 108.0, None, -2.6,,,,
None,, None, None, 2012-11-23 22:00:00,, None,,,, 433.0, 109.0, None, -2.2,,,,
None,, None, None, 2012-11-23 23:00:00,, None,,,, 433.0, 110.0, None, -2.4,,,,
None,, None, None, 2012-11-24 00:00:00,, None,,,, 433.0, 110.0, None, -3.2,,,,
None,, None, None, 2012-11-24 01:00:00,, None,,,, 433.0, 111.0, None, -3.5,,,,
None,, None, None, 2012-11-24 02:00:00,, None,,,, 433.0, 111.0, None, -3.6,,,,
None,, None, None, 2012-11-24 03:00:00,, None,,,, 433.0, 111.0, None, -3.6,,,,
None,, None, None, 2012-11-24 04:00:00,, None,,,, 433.0, 112.0, None, -3.6,,,,
None,, None, None, 2012-11-24 05:00:00,, None,,,, 433.0, 112.0, None, -3.7,,,,
None,, None, None, 2012-11-24 06:00:00,, None,,,, 433.0, 112.0, None, -3.6,,,,
None,, None, None, 2012-11-24 07:00:00,, None,,,, 434.0, 112.0, None, -3.7,,,,
None,, None, None, 2012-11-24 08:00:00,, None,,,, 434.0, 112.0, None, -4.0,,,,
None,, None, None, 2012-11-24 09:00:00,, None,,,, 434.0, 111.0, None, -3.8,,,,
None,, None, None, 2012-11-24 10:00:00,, None,,,, 434.0, 111.0, None, -3.7,,,,
None,, None, None, 2012-11-24 11:00:00,, None,,,, 434.0, 111.0, None, -3.6,,,,
None,, None, None, 2012-11-24 12:00:00,, None,,,, 434.0, 111.0, None, -3.8,,,,
None,, None, None, 2012-11-24 13:00:00,, None,,,, 434.0, 111.0, None, -4.8,,,,
None,, None, None, 2012-11-24 14:00:00,, None,,,, 434.0, 110.0, None, -4.7,,,,
None,, None, None, 2012-11-24 15:00:00,, None,,,, 434.0, 110.0, None, -4.3,,,,
None,, None, None, 2012-11-24 16:00:00,, None,,,, 434.0, 110.0, 0.0, -3.8,,,,
None,, None, None, 2012-11-24 17:00:00,, None,,,, 434.0, 110.0, None, -3.0,,,,
None,, None, None, 2012-11-24 18:00:00,, None,,,, 434.0, 109.0, None, -2.0,,,,
None,, None, None, 2012-11-24 19:00:00,, None,,,, 434.0, 109.0, None, -1.6,,,,
None,, None, None, 2012-11-24 20:00:00,, None,,,, 434.0, 109.0, None, -0.6,,,,
None,, None, None, 2012-11-24 21:00:00,, None,,,, 434.0, 110.0, None, -0.6,,,,
None,, None, None, 2012-11-24 22:00:00,, None,,,, 435.0, 110.0, None, -1.8,,,,
None,, None, None, 2012-11-24 23:00:00,, None,,,, 437.0, 112.0, None, -2.7,,,,
None,, None, None, 2012-11-25 00:00:00,, None,,,, 438.0, 113.0, None, -3.0,,,,
None,, None, None, 2012-11-25 01:00:00,, None,,,, 438.0, 113.0, None, -4.7,,,,
None,, None, None, 2012-11-25 02:00:00,, None,,,, 438.0, 113.0, None, -5.2,,,,
None,, None, None, 2012-11-25 03:00:00,, None,,,, 438.0, 113.0, None, -5.2,,,,
None,, None, None, 2012-11-25 04:00:00,, None,,,, 438.0, 113.0, None, -5.3,,,,
None,, None, None, 2012-11-25 05:00:00,, None,,,, 438.0, 113.0, None, -5.5,,,,
None,, None, None, 2012-11-25 06:00:00,, None,,,, 438.0, 113.0, None, -5.3,,,,
None,, None, None, 2012-11-25 07:00:00,, None,,,, 438.0, 113.0, None, -5.3,,,,
None,, None, None, 2012-11-25 08:00:00,, None,,,, 438.0, 113.0, None, -5.4,,,,
None,, None, None, 2012-11-25 09:00:00,, None,,,, 439.0, 113.0, None, -4.9,,,,
None,, None, None, 2012-11-25 10:00:00,, None,,,, 439.0, 113.0, None, -5.1,,,,
None,, None, None, 2012-11-25 11:00:00,, None,,,, 439.0, 113.0, None, -5.3,,,,
None,, None, None, 2012-11-25 12:00:00,, None,,,, 439.0, 113.0, None, -5.3,,,,
None,, None, None, 2012-11-25 13:00:00,, None,,,, 439.0, 113.0, None, -5.3,,,,
None,, None, None, 2012-11-25 14:00:00,, None,,,, 439.0, 113.0, None, -5.5,,,,
None,, None, None, 2012-11-25 15:00:00,, None,,,, 440.0, 113.0, None, -6.0,,,,
None,, None, None, 2012-11-25 16:00:00,, None,,,, 440.0, 113.0, 0.0, -5.7,,,,
None,, None, None, 2012-11-25 17:00:00,, None,,,, 440.0, 113.0, None, -4.6,,,,
None,, None, None, 2012-11-25 18:00:00,, None,,,, 440.0, 113.0, None, -3.9,,,,
None,, None, None, 2012-11-25 19:00:00,, None,,,, 439.0, 113.0, None, -3.3,,,,
None,, None, None, 2012-11-25 20:00:00,, None,,,, 439.0, 113.0, None, -3.9,,,,
None,, None, None, 2012-11-25 21:00:00,, None,,,, 439.0, 113.0, None, -3.5,,,,
None,, None, None, 2012-11-25 22:00:00,, None,,,, 439.0, 113.0, None, -3.9,,,,
None,, None, None, 2012-11-25 23:00:00,, None,,,, 439.0, 113.0, None, -4.4,,,,
None,, None, None, 2012-11-26 00:00:00,, None,,,, 439.0, 113.0, None, -5.2,,,,
None,, None, None, 2012-11-26 01:00:00,, None,,,, 440.0, 113.0, None, -5.9,,,,
None,, None, None, 2012-11-26 02:00:00,, None,,,, 440.0, 113.0, None, -7.0,,,,
None,, None, None, 2012-11-26 03:00:00,, None,,,, 440.0, 113.0, None, -8.7,,,,
None,, None, None, 2012-11-26 04:00:00,, None,,,, 440.0, 113.0, None, -9.7,,,,
None,, None, None, 2012-11-26 05:00:00,, None,,,, 440.0, 113.0, None, -10.3,,,,
None,, None, None, 2012-11-26 06:00:00,, None,,,, 440.0, 113.0, None, -11.1,,,,
None,, None, None, 2012-11-26 07:00:00,, None,,,, 440.0, 112.0, None, -11.8,,,,
None,, None, None, 2012-11-26 08:00:00,, None,,,, 440.0, 112.0, None, -12.2,,,,
None,, None, None, 2012-11-26 09:00:00,, None,,,, 440.0, 112.0, None, -12.4,,,,
None,, None, None, 2012-11-26 10:00:00,, None,,,, 440.0, 112.0, None, -12.8,,,,
None,, None, None, 2012-11-26 11:00:00,, None,,,, 440.0, 112.0, None, -13.2,,,,
None,, None, None, 2012-11-26 12:00:00,, None,,,, 440.0, 112.0, None, -13.0,,,,
None,, None, None, 2012-11-26 13:00:00,, None,,,, 440.0, 112.0, None, -12.9,,,,
None,, None, None, 2012-11-26 14:00:00,, None,,,, 440.0, 112.0, None, -12.7,,,,
None,, None, None, 2012-11-26 15:00:00,, None,,,, 440.0, 113.0, None, -12.1,,,,
None,, None, None, 2012-11-26 16:00:00,, None,,,, 440.0, 113.0, 0.0, -11.7,,,,
None,, None, None, 2012-11-26 17:00:00,, None,,,, 440.0, 113.0, None, -11.1,,,,
None,, None, None, 2012-11-26 18:00:00,, None,,,, 440.0, 113.0, None, -9.2,,,,
None,, None, None, 2012-11-26 19:00:00,, None,,,, 440.0, 113.0, None, -3.2,,,,
None,, None, None, 2012-11-26 20:00:00,, None,,,, 440.0, 113.0, None, -2.1,,,,
None,, None, None, 2012-11-26 21:00:00,, None,,,, 439.0, 114.0, None, -4.2,,,,
None,, None, None, 2012-11-26 22:00:00,, None,,,, 439.0, 114.0, None, -5.9,,,,
None,, None, None, 2012-11-26 23:00:00,, None,,,, 440.0, 115.0, None, -6.9,,,,
None,, None, None, 2012-11-27 00:00:00,, None,,,, 440.0, 115.0, None, -9.3,,,,
None,, None, None, 2012-11-27 01:00:00,, None,,,, 440.0, 114.0, None, -11.0,,,,
None,, None, None, 2012-11-27 02:00:00,, None,,,, 440.0, 114.0, None, -11.7,,,,
None,, None, None, 2012-11-27 03:00:00,, None,,,, 440.0, 114.0, None, -12.3,,,,
None,, None, None, 2012-11-27 04:00:00,, None,,,, 440.0, 114.0, None, -12.4,,,,
None,, None, None, 2012-11-27 05:00:00,, None,,,, 440.0, 114.0, None, -12.6,,,,
None,, None, None, 2012-11-27 06:00:00,, None,,,, 440.0, 113.0, None, -12.2,,,,
None,, None, None, 2012-11-27 07:00:00,, None,,,, 440.0, 113.0, None, -12.1,,,,
None,, None, None, 2012-11-27 08:00:00,, None,,,, 440.0, 113.0, None, -11.8,,,,
None,, None, None, 2012-11-27 09:00:00,, None,,,, 440.0, 113.0, None, -12.5,,,,
None,, None, None, 2012-11-27 10:00:00,, None,,,, 440.0, 113.0, None, -12.5,,,,
None,, None, None, 2012-11-27 11:00:00,, None,,,, 440.0, 113.0, None, -12.3,,,,
None,, None, None, 2012-11-27 12:00:00,, None,,,, 440.0, 113.0, None, -11.9,,,,
None,, None, None, 2012-11-27 13:00:00,, None,,,, 440.0, 113.0, None, -11.1,,,,
None,, None, None, 2012-11-27 14:00:00,, None,,,, 440.0, 113.0, None, -10.8,,,,
None,, None, None, 2012-11-27 15:00:00,, None,,,, 440.0, 113.0, None, -11.2,,,,
None,, None, None, 2012-11-27 16:00:00,, None,,,, 440.0, 113.0, 0.0, -10.7,,,,
None,, None, None, 2012-11-27 17:00:00,, None,,,, 440.0, 113.0, None, -8.1,,,,
None,, None, None, 2012-11-27 18:00:00,, None,,,, 440.0, 113.0, None, -7.1,,,,
None,, None, None, 2012-11-27 19:00:00,, None,,,, 440.0, 113.0, None, -5.9,,,,
None,, None, None, 2012-11-27 20:00:00,, None,,,, 440.0, 114.0, None, -5.9,,,,
None,, None, None, 2012-11-27 21:00:00,, None,,,, 440.0, 114.0, None, -5.6,,,,
None,, None, None, 2012-11-27 22:00:00,, None,,,, 440.0, 115.0, None, -5.1,,,,
None,, None, None, 2012-11-27 23:00:00,, None,,,, 440.0, 115.0, None, -5.4,,,,
None,, None, None, 2012-11-28 00:00:00,, None,,,, 440.0, 115.0, None, -6.1,,,,
None,, None, None, 2012-11-28 01:00:00,, None,,,, 440.0, 115.0, None, -6.3,,,,
None,, None, None, 2012-11-28 02:00:00,, None,,,, 440.0, 115.0, None, -6.1,,,,
None,, None, None, 2012-11-28 03:00:00,, None,,,, 440.0, 115.0, None, -5.8,,,,
None,, None, None, 2012-11-28 04:00:00,, None,,,, 440.0, 115.0, None, -5.7,,,,
None,, None, None, 2012-11-28 05:00:00,, None,,,, 440.0, 115.0, None, -5.7,,,,
None,, None, None, 2012-11-28 06:00:00,, None,,,, 440.0, 115.0, None, -5.6,,,,
None,, None, None, 2012-11-28 07:00:00,, None,,,, 440.0, 115.0, None, -5.5,,,,
None,, None, None, 2012-11-28 08:00:00,, None,,,, 440.0, 116.0, None, -5.4,,,,
None,, None, None, 2012-11-28 09:00:00,, None,,,, 440.0, 116.0, None, -5.1,,,,
None,, None, None, 2012-11-28 10:00:00,, None,,,, 440.0, 116.0, None, -5.0,,,,
