ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
0.0,0.0,18.0,0.0,2021-07-30,0.0,29.0,31,,,,,
0.0,0.0,19.5,0.0,2021-07-31,0.0,29.0,31,,,,,
2.4,2.4,13.0,0.0,2021-08-01,0.0,19.5,31,,,,,
0.0,0.0,13.5,0.0,2021-08-02,0.0,22.0,31,,,,,
1.0,1.0,14.0,0.0,2021-08-03,0.0,26.5,31,,,,,
0.4,0.4,15.0,0.0,2021-08-04,0.0,25.0,31,,,,,
0.0,0.0,16.0,0.0,2021-08-05,0.0,26.5,31,,,,,
,,,,2021-07-30 00:00:00,,,31,0.0,18.1,40.0,38.0,0.0
,,,,2021-07-30 01:00:00,,,31,0.0,17.8,49.0,39.0,0.0
,,,,2021-07-30 02:00:00,,,31,0.0,17.4,56.0,40.0,0.0
,,,,2021-07-30 03:00:00,,,31,0.0,17.2,50.0,41.0,0.0
,,,,2021-07-30 04:00:00,,,31,0.0,17.9,119.0,40.0,0.0
,,,,2021-07-30 05:00:00,,,31,0.0,18.5,117.0,41.0,0.0
,,,,2021-07-30 06:00:00,,,31,0.0,19.4,123.0,38.0,0.0
,,,,2021-07-30 07:00:00,,,31,0.0,21.5,160.0,35.0,0.0
,,,,2021-07-30 08:00:00,,,31,0.0,22.2,192.0,32.0,0.0
,,,,2021-07-30 09:00:00,,,31,0.0,24.4,186.0,31.0,0.0
,,,,2021-07-30 10:00:00,,,31,6.4,25.5,195.0,21.0,0.0
,,,,2021-07-30 11:00:00,,,31,6.6,26.9,199.0,16.0,0.0
,,,,2021-07-30 12:00:00,,,31,9.8,27.7,209.0,20.0,0.0
,,,,2021-07-30 13:00:00,,,31,4.0,27.2,186.0,17.0,0.0
,,,,2021-07-30 14:00:00,,,31,5.1,28.9,222.0,16.0,0.0
,,,,2021-07-30 15:00:00,,,31,7.2,27.2,207.0,20.0,0.0
,,,,2021-07-30 16:00:00,,,31,5.0,25.7,177.0,23.0,0.0
