TempC,time,RH,week_of_year
9.558,2021-09-24 00:00:00,76.9,39
9.534,2021-09-24 01:00:00,77.7,39
9.829,2021-09-24 02:00:00,77.5,39
10.075,2021-09-24 03:00:00,76.9,39
10.614,2021-09-24 04:00:00,80.5,39
10.443,2021-09-24 05:00:00,76.8,39
10.956,2021-09-24 06:00:00,79.6,39
12.122,2021-09-24 07:00:00,73.1,39
12.678,2021-09-24 08:00:00,72.8,39
13.209,2021-09-24 09:00:00,75.5,39
13.666,2021-09-24 10:00:00,77.5,39
14.697,2021-09-24 11:00:00,73.8,39
16.415,2021-09-24 12:00:00,68.6,39
18.414,2021-09-24 13:00:00,66.2,39
17.391,2021-09-24 14:00:00,63.3,39
15.939,2021-09-24 15:00:00,67.6,39
14.529,2021-09-24 16:00:00,69.6,39
13.401,2021-09-24 17:00:00,72.5,39
12.243,2021-09-24 18:00:00,77.3,39
11.467,2021-09-24 19:00:00,78.9,39
10.638,2021-09-24 20:00:00,82.8,39
10.173,2021-09-24 21:00:00,86.9,39
9.78,2021-09-24 22:00:00,88.3,39
9.509,2021-09-24 23:00:00,88.9,39
9.139,2021-09-25 00:00:00,88.6,39
8.941,2021-09-25 01:00:00,89.6,39
8.419,2021-09-25 02:00:00,91.9,39
8.195,2021-09-25 03:00:00,94.0,39
7.895,2021-09-25 04:00:00,94.8,39
7.72,2021-09-25 05:00:00,95.4,39
7.619,2021-09-25 06:00:00,95.8,39
8.369,2021-09-25 07:00:00,95.9,39
10.614,2021-09-25 08:00:00,93.3,39
12.243,2021-09-25 09:00:00,80.8,39
13.401,2021-09-25 10:00:00,73.8,39
13.738,2021-09-25 11:00:00,69.2,39
13.401,2021-09-25 12:00:00,76.2,39
13.329,2021-09-25 13:00:00,81.7,39
12.944,2021-09-25 14:00:00,83.3,39
12.219,2021-09-25 15:00:00,89.2,39
11.686,2021-09-25 16:00:00,92.9,39
11.053,2021-09-25 17:00:00,94.9,39
10.541,2021-09-25 18:00:00,96.0,39
9.977,2021-09-25 19:00:00,96.8,39
9.829,2021-09-25 20:00:00,97.2,39
9.632,2021-09-25 21:00:00,97.6,39
9.608,2021-09-25 22:00:00,97.8,39
9.829,2021-09-25 23:00:00,97.9,39
9.879,2021-09-26 00:00:00,97.7,39
10.051,2021-09-26 01:00:00,97.8,39
10.394,2021-09-26 02:00:00,97.6,39
10.198,2021-09-26 03:00:00,97.7,39
10.198,2021-09-26 04:00:00,98.1,39
10.565,2021-09-26 05:00:00,96.7,39
10.124,2021-09-26 06:00:00,95.8,39
10.296,2021-09-26 07:00:00,94.9,39
10.59,2021-09-26 08:00:00,93.7,39
13.401,2021-09-26 09:00:00,90.4,39
14.96,2021-09-26 10:00:00,78.0,39
17.819,2021-09-26 11:00:00,68.0,39
18.057,2021-09-26 12:00:00,58.8,39
18.176,2021-09-26 13:00:00,57.8,39
18.485,2021-09-26 14:00:00,53.2,39
18.129,2021-09-26 15:00:00,52.5,39
16.034,2021-09-26 16:00:00,56.9,39
14.026,2021-09-26 17:00:00,66.2,39
12.896,2021-09-26 18:00:00,73.0,39
12.364,2021-09-26 19:00:00,74.8,39
10.785,2021-09-26 20:00:00,79.5,39
10.247,2021-09-26 21:00:00,81.9,39
10.736,2021-09-26 22:00:00,84.4,39
11.029,2021-09-26 23:00:00,82.2,39
11.686,2021-09-27 00:00:00,75.2,39
11.734,2021-09-27 01:00:00,80.2,39
11.613,2021-09-27 02:00:00,76.2,39
10.222,2021-09-27 03:00:00,80.2,39
9.534,2021-09-27 04:00:00,90.1,39
8.543,2021-09-27 05:00:00,92.6,39
8.817,2021-09-27 06:00:00,94.0,39
10.858,2021-09-27 07:00:00,91.3,39
11.419,2021-09-27 08:00:00,82.0,39
12.461,2021-09-27 09:00:00,75.4,39
14.361,2021-09-27 10:00:00,62.8,39
15.27,2021-09-27 11:00:00,57.9,39
15.318,2021-09-27 12:00:00,51.1,39
15.175,2021-09-27 13:00:00,48.0,39
15.629,2021-09-27 14:00:00,44.7,39
13.93,2021-09-27 15:00:00,44.6,39
13.305,2021-09-27 16:00:00,47.8,39
10.222,2021-09-27 17:00:00,53.2,39
10.124,2021-09-27 18:00:00,66.4,39
9.632,2021-09-27 19:00:00,71.5,39
7.594,2021-09-27 20:00:00,76.7,39
6.914,2021-09-27 21:00:00,81.8,39
7.142,2021-09-27 22:00:00,82.1,39
6.179,2021-09-27 23:00:00,83.6,39
5.565,2021-09-28 00:00:00,84.1,39
4.714,2021-09-28 01:00:00,86.4,39
7.066,2021-09-28 02:00:00,84.7,39
6.585,2021-09-28 03:00:00,77.5,39
6.585,2021-09-28 04:00:00,77.2,39
5.898,2021-09-28 05:00:00,80.2,39
5.462,2021-09-28 06:00:00,87.3,39
7.015,2021-09-28 07:00:00,82.6,39
7.845,2021-09-28 08:00:00,79.3,39
9.188,2021-09-28 09:00:00,75.4,39
10.565,2021-09-28 10:00:00,71.0,39
10.369,2021-09-28 11:00:00,69.4,39
10.834,2021-09-28 12:00:00,68.1,39
12.098,2021-09-28 13:00:00,64.4,39
13.257,2021-09-28 14:00:00,57.4,39
10.736,2021-09-28 15:00:00,61.7,39
8.767,2021-09-28 16:00:00,66.1,39
7.745,2021-09-28 17:00:00,74.0,39
6.535,2021-09-28 18:00:00,79.0,39
5.872,2021-09-28 19:00:00,82.8,39
5.77,2021-09-28 20:00:00,84.7,39
5.462,2021-09-28 21:00:00,85.4,39
5.411,2021-09-28 22:00:00,87.0,39
4.662,2021-09-28 23:00:00,88.0,39
4.298,2021-09-29 00:00:00,89.8,39
3.696,2021-09-29 01:00:00,91.3,39
3.67,2021-09-29 02:00:00,91.6,39
3.985,2021-09-29 03:00:00,91.4,39
4.506,2021-09-29 04:00:00,90.9,39
4.792,2021-09-29 05:00:00,88.7,39
5.898,2021-09-29 06:00:00,85.7,39
6.077,2021-09-29 07:00:00,84.1,39
6.585,2021-09-29 08:00:00,80.0,39
8.593,2021-09-29 09:00:00,73.2,39
9.608,2021-09-29 10:00:00,68.4,39
10.81,2021-09-29 11:00:00,61.1,39
10.1,2021-09-29 12:00:00,62.4,39
9.977,2021-09-29 13:00:00,62.5,39
11.637,2021-09-29 14:00:00,61.4,39
11.273,2021-09-29 15:00:00,59.9,39
9.854,2021-09-29 16:00:00,62.5,39
8.866,2021-09-29 17:00:00,67.5,39
8.543,2021-09-29 18:00:00,69.7,39
8.792,2021-09-29 19:00:00,69.5,39
8.841,2021-09-29 20:00:00,68.6,39
6.813,2021-09-29 21:00:00,75.3,39
6.255,2021-09-29 22:00:00,90.7,39
6.331,2021-09-29 23:00:00,93.2,39
6.737,2021-09-30 00:00:00,93.0,39
6.864,2021-09-30 01:00:00,93.1,39
7.242,2021-09-30 02:00:00,92.9,39
7.92,2021-09-30 03:00:00,91.1,39
7.695,2021-09-30 04:00:00,91.8,39
8.419,2021-09-30 05:00:00,91.9,39
8.045,2021-09-30 06:00:00,91.2,39
10.883,2021-09-30 07:00:00,83.0,39
11.565,2021-09-30 08:00:00,73.4,39
12.751,2021-09-30 09:00:00,64.0,39
12.751,2021-09-30 10:00:00,57.7,39
15.652,2021-09-30 11:00:00,51.3,39
16.129,2021-09-30 12:00:00,45.2,39
15.629,2021-09-30 13:00:00,41.3,39
11.37,2021-09-30 14:00:00,47.0,39
9.657,2021-09-30 15:00:00,83.9,39
9.015,2021-09-30 16:00:00,88.9,39
8.369,2021-09-30 17:00:00,92.1,39
6.94,2021-09-30 18:00:00,92.2,39
6.179,2021-09-30 19:00:00,92.3,39
5.975,2021-09-30 20:00:00,94.8,39
5.437,2021-09-30 21:00:00,93.5,39
5.154,2021-09-30 22:00:00,94.4,39
4.999,2021-09-30 23:00:00,94.4,39
