SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,2.5, 0.0,0.0, 3600.0, None,2017-04-16 00:00:00, 279.0,92.0,16
None,2.4, None,0.0, 3600.0, None,2017-04-16 00:15:00, 279.0,91.0,16
None,2.3, None,0.0, 3600.0, None,2017-04-16 00:30:00, 279.0,91.0,16
None,2.8, None,0.0, 3600.0, None,2017-04-16 00:45:00, 279.0,88.0,16
None,2.6, 0.0,0.0, 3600.0, None,2017-04-16 01:00:00, 279.0,89.0,16
None,2.8, None,0.0, 3600.0, None,2017-04-16 01:15:00, 279.0,86.0,16
None,3.2, None,0.0, 3600.0, None,2017-04-16 01:30:00, 279.0,84.0,16
None,3.3, None,0.0, 3600.0, None,2017-04-16 01:45:00, 279.0,84.0,16
None,3.2, 0.0,0.0, 3600.0, None,2017-04-16 02:00:00, 279.0,86.0,16
None,3.1, None,0.0, 3600.0, None,2017-04-16 02:15:00, 279.0,88.0,16
None,3.2, None,0.0, 3600.0, None,2017-04-16 02:30:00, 279.0,89.0,16
None,3.3, None,0.0, 3600.0, None,2017-04-16 02:45:00, 279.0,89.0,16
None,3.1, 0.0,0.0, 3600.0, None,2017-04-16 03:00:00, 279.0,91.0,16
None,3.0, None,0.0, 3600.0, None,2017-04-16 03:15:00, 279.0,92.0,16
None,2.9, None,0.0, 3600.0, None,2017-04-16 03:30:00, 279.0,93.0,16
None,3.0, None,0.0, 3600.0, None,2017-04-16 03:45:00, 279.0,93.0,16
None,2.9, 0.0,0.0, 3600.0, None,2017-04-16 04:00:00, 279.0,94.0,16
None,2.7, None,0.0, 3600.0, None,2017-04-16 04:15:00, 279.0,95.0,16
None,2.6, None,0.0, 3600.0, None,2017-04-16 04:30:00, 279.0,95.0,16
None,2.5, None,0.0, 3600.0, None,2017-04-16 04:45:00, 279.0,95.0,16
None,2.6, 1.0,0.0, 3600.0, None,2017-04-16 05:00:00, 279.0,95.0,16
None,2.6, None,0.0, 3600.0, None,2017-04-16 05:15:00, 279.0,95.0,16
None,2.5, None,0.0, 3600.0, None,2017-04-16 05:30:00, 279.0,96.0,16
None,2.5, None,0.0, 3600.0, None,2017-04-16 05:45:00, 279.0,96.0,16
None,2.4, 0.0,0.0, 3600.0, None,2017-04-16 06:00:00, 279.0,95.0,16
None,2.5, None,0.0, 3600.0, None,2017-04-16 06:15:00, 279.0,96.0,16
None,2.7, None,0.0, 3600.0, None,2017-04-16 06:30:00, 279.0,96.0,16
None,3.0, None,0.0, 3600.0, None,2017-04-16 06:45:00, 279.0,96.0,16
None,3.2, -1.0,0.0, 3600.0, None,2017-04-16 07:00:00, 279.0,95.0,16
None,3.6, None,0.0, 3600.0, None,2017-04-16 07:15:00, 279.0,93.0,16
None,4.4, None,0.0, 3600.0, None,2017-04-16 07:30:00, 279.0,91.0,16
None,4.8, None,0.0, 3600.0, None,2017-04-16 07:45:00, 279.0,84.0,16
None,5.4, 0.0,0.0, 3600.0, None,2017-04-16 08:00:00, 279.0,78.0,16
None,6.0, None,0.0, 8.5, None,2017-04-16 08:15:00, 15.0,78.0,16
None,6.5, None,0.0, 9.0, None,2017-04-16 08:30:00, 8.0,75.0,16
None,6.7, None,0.0, 10.7, None,2017-04-16 08:45:00, 15.0,69.0,16
None,6.9, 0.0,0.0, 11.0, None,2017-04-16 09:00:00, 31.0,66.0,16
None,7.0, None,0.0, 9.4, None,2017-04-16 09:15:00, 24.0,68.0,16
None,7.1, None,0.0, 9.9, None,2017-04-16 09:30:00, 42.0,66.0,16
None,7.8, None,0.0, 127.7, None,2017-04-16 09:45:00, 3.0,65.0,16
None,7.8, 1.0,0.0, 6.7, None,2017-04-16 10:00:00, 35.0,65.0,16
None,7.3, None,0.0, 9.5, None,2017-04-16 10:15:00, 32.0,65.0,16
None,7.4, None,0.0, 8.4, None,2017-04-16 10:30:00, 40.0,68.0,16
None,8.1, None,0.0, 9.6, None,2017-04-16 10:45:00, 45.0,63.0,16
None,8.2, 0.0,0.0, 368.0, None,2017-04-16 11:00:00, 27.0,63.0,16
None,9.0, None,0.0, 9.5, None,2017-04-16 11:15:00, 65.0,57.0,16
None,8.6, None,0.0, 11.2, None,2017-04-16 11:30:00, 54.0,58.0,16
None,9.7, None,0.0, 9.4, None,2017-04-16 11:45:00, 58.0,55.0,16
None,10.3, -1.0,0.0, 6.8, None,2017-04-16 12:00:00, 74.0,51.0,16
None,10.5, None,0.0, 10.9, None,2017-04-16 12:15:00, 70.0,52.0,16
None,10.8, None,0.0, 6.6, None,2017-04-16 12:30:00, 86.0,52.0,16
None,11.0, None,0.0, 10.9, None,2017-04-16 12:45:00, 65.0,51.0,16
None,11.4, 0.0,0.0, 9.0, None,2017-04-16 13:00:00, 42.0,49.0,16
None,11.1, None,0.0, 9.9, None,2017-04-16 13:15:00, 38.0,47.0,16
None,11.6, None,0.0, 10.7, None,2017-04-16 13:30:00, 46.0,47.0,16
None,11.6, None,0.0, 9.3, None,2017-04-16 13:45:00, 58.0,46.0,16
None,11.7, 1.0,0.0, 10.0, None,2017-04-16 14:00:00, 48.0,45.0,16
None,11.6, None,0.0, 9.0, None,2017-04-16 14:15:00, 54.0,45.0,16
None,11.3, None,0.0, 6.5, None,2017-04-16 14:30:00, 24.0,45.0,16
None,11.9, None,0.0, 8.1, None,2017-04-16 14:45:00, 51.0,45.0,16
None,12.3, 0.0,0.0, 6.7, None,2017-04-16 15:00:00, 52.0,45.0,16
None,12.6, None,0.0, 6.6, None,2017-04-16 15:15:00, 38.0,44.0,16
None,12.8, None,0.0, 8.8, None,2017-04-16 15:30:00, 57.0,42.0,16
None,13.0, None,0.0, 7.4, None,2017-04-16 15:45:00, 34.0,41.0,16
None,13.2, 0.0,0.0, 7.4, None,2017-04-16 16:00:00, 58.0,41.0,16
None,12.7, None,0.0, 6.3, None,2017-04-16 16:15:00, 44.0,43.0,16
None,12.3, None,0.0, 5.1, None,2017-04-16 16:30:00, 56.0,46.0,16
None,12.1, None,0.0, 6.9, None,2017-04-16 16:45:00, 45.0,43.0,16
None,11.8, 1.0,0.0, 4.8, None,2017-04-16 17:00:00, 49.0,47.0,16
None,11.6, None,0.0, 6.5, None,2017-04-16 17:15:00, 40.0,48.0,16
