AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
7.7, 7.2, 3.2, 1042.5,2021-06-04 00:00:00, None, 12.5,23
7.8, None, None, 1042.7,2021-06-04 00:15:00, None, None,23
7.8, None, None, 1042.3,2021-06-04 00:30:00, None, None,23
8.0, None, None, 1042.1,2021-06-04 00:45:00, None, None,23
8.3, None, None, 1042.0,2021-06-04 01:00:00, None, None,23
8.9, None, None, 1042.0,2021-06-04 01:15:00, None, None,23
8.9, None, None, 1042.0,2021-06-04 01:30:00, None, None,23
8.6, None, None, 1041.9,2021-06-04 01:45:00, None, None,23
8.2, None, None, 1042.0,2021-06-04 02:00:00, None, None,23
8.1, None, None, 1042.0,2021-06-04 02:15:00, None, None,23
8.1, None, None, 1041.9,2021-06-04 02:30:00, None, None,23
7.9, None, None, 1041.8,2021-06-04 02:45:00, None, None,23
7.4, None, None, 1041.8,2021-06-04 03:00:00, None, None,23
7.7, None, None, 1042.5,2021-06-04 03:15:00, None, None,23
7.9, None, None, 1042.1,2021-06-04 03:30:00, None, None,23
7.8, None, None, 1041.9,2021-06-04 03:45:00, None, None,23
7.8, None, None, 1041.8,2021-06-04 04:00:00, None, None,23
7.8, None, None, 1041.9,2021-06-04 04:15:00, None, None,23
8.0, None, None, 1041.8,2021-06-04 04:30:00, None, None,23
8.8, None, None, 1041.7,2021-06-04 04:45:00, None, None,23
8.8, None, None, 1041.7,2021-06-04 05:00:00, None, None,23
8.7, None, None, 1041.6,2021-06-04 05:15:00, None, None,23
8.5, None, None, 1041.6,2021-06-04 05:30:00, None, None,23
9.1, None, None, 1041.6,2021-06-04 05:45:00, None, None,23
9.7, None, None, 1041.5,2021-06-04 06:00:00, None, None,23
9.0, None, None, 1041.5,2021-06-04 06:15:00, None, None,23
8.2, None, None, 1041.7,2021-06-04 06:30:00, None, None,23
7.7, None, None, 1041.5,2021-06-04 06:45:00, None, None,23
8.4, None, None, 1041.8,2021-06-04 07:00:00, None, None,23
8.1, None, None, 1041.6,2021-06-04 07:15:00, None, None,23
8.6, None, None, 1041.4,2021-06-04 07:30:00, None, None,23
9.6, None, None, 1041.4,2021-06-04 07:45:00, None, None,23
9.2, None, None, 1041.4,2021-06-04 08:00:00, None, None,23
10.4, None, None, 1041.4,2021-06-04 08:15:00, None, None,23
9.5, None, None, 1041.2,2021-06-04 08:30:00, None, None,23
9.7, None, None, 1041.1,2021-06-04 08:45:00, None, None,23
10.2, None, None, 1041.0,2021-06-04 09:00:00, None, None,23
11.5, None, None, 1040.7,2021-06-04 09:15:00, None, None,23
10.7, None, None, 1041.0,2021-06-04 09:30:00, None, None,23
12.1, None, None, 1040.5,2021-06-04 09:45:00, None, None,23
10.7, None, None, 1040.3,2021-06-04 10:00:00, None, None,23
11.4, None, None, 1040.4,2021-06-04 10:15:00, None, None,23
12.5, None, None, 1040.1,2021-06-04 10:30:00, None, None,23
11.9, None, None, 1039.7,2021-06-04 10:45:00, None, None,23
12.3, None, None, 1039.4,2021-06-04 11:00:00, None, None,23
11.9, None, None, 1039.1,2021-06-04 11:15:00, None, None,23
11.0, None, None, 1038.7,2021-06-04 11:30:00, None, None,23
9.7, None, None, 1037.9,2021-06-04 11:45:00, None, None,23
9.2, None, None, 1036.8,2021-06-04 12:00:00, None, None,23
8.5, None, None, 1036.3,2021-06-04 12:15:00, None, None,23
7.1, None, None, 1034.7,2021-06-04 12:30:00, None, None,23
5.1, None, None, 1033.4,2021-06-04 12:45:00, None, None,23
4.4, None, None, 1032.3,2021-06-04 13:00:00, None, None,23
4.8, None, None, 1031.2,2021-06-04 13:15:00, None, None,23
4.3, None, None, 1030.2,2021-06-04 13:30:00, None, None,23
3.8, None, None, 1029.4,2021-06-04 13:45:00, None, None,23
3.5, None, None, 1028.6,2021-06-04 14:00:00, None, None,23
3.6, None, None, 1027.9,2021-06-04 14:15:00, None, None,23
4.0, None, None, 1027.5,2021-06-04 14:30:00, None, None,23
4.5, None, None, 1026.1,2021-06-04 14:45:00, None, None,23
4.8, None, None, 1024.8,2021-06-04 15:00:00, None, None,23
4.3, None, None, 1023.4,2021-06-04 15:15:00, None, None,23
4.9, None, None, 1022.1,2021-06-04 15:30:00, None, None,23
5.9, None, None, 1019.9,2021-06-04 15:45:00, None, None,23
6.0, None, None, 1017.9,2021-06-04 16:00:00, None, None,23
6.5, None, None, 1016.0,2021-06-04 16:15:00, None, None,23
6.3, None, None, 1014.2,2021-06-04 16:30:00, None, None,23
7.3, None, None, 1012.2,2021-06-04 16:45:00, None, None,23
6.5, None, None, 1010.4,2021-06-04 17:00:00, None, None,23
6.3, None, None, 1008.8,2021-06-04 17:15:00, None, None,23
6.3, None, None, 1007.5,2021-06-04 17:30:00, None, None,23
6.4, None, None, 1005.9,2021-06-04 17:45:00, None, None,23
6.1, None, None, 1004.7,2021-06-04 18:00:00, None, None,23
6.4, None, None, 1003.5,2021-06-04 18:15:00, None, None,23
7.1, None, None, 1002.4,2021-06-04 18:30:00, None, None,23
7.2, None, None, 1001.7,2021-06-04 18:45:00, None, None,23
6.7, None, None, 1000.8,2021-06-04 19:00:00, None, None,23
6.8, None, None, 1000.1,2021-06-04 19:15:00, None, None,23
6.4, None, None, 999.6,2021-06-04 19:30:00, None, None,23
6.1, None, None, 999.3,2021-06-04 19:45:00, None, None,23
6.1, None, None, 998.9,2021-06-04 20:00:00, None, None,23
6.0, None, None, 998.7,2021-06-04 20:15:00, None, None,23
6.0, None, None, 998.5,2021-06-04 20:30:00, None, None,23
6.0, None, None, 998.3,2021-06-04 20:45:00, None, None,23
5.5, None, None, 998.3,2021-06-04 21:00:00, None, None,23
5.3, None, None, 998.1,2021-06-04 21:15:00, None, None,23
5.6, None, None, 998.2,2021-06-04 21:30:00, None, None,23
5.4, None, None, 998.2,2021-06-04 21:45:00, None, None,23
4.3, None, None, 998.3,2021-06-04 22:00:00, None, None,23
4.1, None, None, 998.4,2021-06-04 22:15:00, None, None,23
4.4, None, None, 998.5,2021-06-04 22:30:00, None, None,23
4.7, None, None, 998.6,2021-06-04 22:45:00, None, None,23
4.5, None, None, 998.6,2021-06-04 23:00:00, None, None,23
4.4, None, None, 998.7,2021-06-04 23:15:00, None, None,23
3.8, None, None, 999.1,2021-06-04 23:30:00, None, None,23
3.2, None, None, 999.6,2021-06-04 23:45:00, None, None,23
3.7, 0.0, -0.4, 999.5,2021-06-05 00:00:00, None, 6.3,23
3.8, None, None, 999.8,2021-06-05 00:15:00, None, None,23
3.4, None, None, 999.9,2021-06-05 00:30:00, None, None,23
3.0, None, None, 1000.1,2021-06-05 00:45:00, None, None,23
3.1, None, None, 1000.3,2021-06-05 01:00:00, None, None,23
3.2, None, None, 1000.4,2021-06-05 01:15:00, None, None,23
3.1, None, None, 1000.6,2021-06-05 01:30:00, None, None,23
3.1, None, None, 1000.8,2021-06-05 01:45:00, None, None,23
3.0, None, None, 1001.0,2021-06-05 02:00:00, None, None,23
3.2, None, None, 1001.1,2021-06-05 02:15:00, None, None,23
3.1, None, None, 1001.5,2021-06-05 02:30:00, None, None,23
3.0, None, None, 1001.5,2021-06-05 02:45:00, None, None,23
3.0, None, None, 1001.5,2021-06-05 03:00:00, None, None,23
3.1, None, None, 1001.6,2021-06-05 03:15:00, None, None,23
2.8, None, None, 1001.9,2021-06-05 03:30:00, None, None,23
2.6, None, None, 1001.9,2021-06-05 03:45:00, None, None,23
2.5, None, None, 1002.1,2021-06-05 04:00:00, None, None,23
2.3, None, None, 1002.3,2021-06-05 04:15:00, None, None,23
2.2, None, None, 1002.4,2021-06-05 04:30:00, None, None,23
2.6, None, None, 1002.5,2021-06-05 04:45:00, None, None,23
2.8, None, None, 1002.6,2021-06-05 05:00:00, None, None,23
2.0, None, None, 1002.8,2021-06-05 05:15:00, None, None,23
1.8, None, None, 1003.0,2021-06-05 05:30:00, None, None,23
1.3, None, None, 1003.2,2021-06-05 05:45:00, None, None,23
1.6, None, None, 1003.3,2021-06-05 06:00:00, None, None,23
1.9, None, None, 1003.4,2021-06-05 06:15:00, None, None,23
2.6, None, None, 1003.6,2021-06-05 06:30:00, None, None,23
3.1, None, None, 1003.8,2021-06-05 06:45:00, None, None,23
2.9, None, None, 1003.9,2021-06-05 07:00:00, None, None,23
2.8, None, None, 1004.5,2021-06-05 07:15:00, None, None,23
2.6, None, None, 1004.4,2021-06-05 07:30:00, None, None,23
