ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,snw_dpth,dwpt_temp
0.0,0.0,11.5,0.0,2021-05-28,0.0,20.0,22,,,,,,,,,,,
0.0,0.0,7.0,0.0,2021-05-29,0.0,23.0,22,,,,,,,,,,,
0.0,0.0,10.5,0.0,2021-05-30,0.0,26.0,22,,,,,,,,,,,
0.0,0.0,14.0,0.0,2021-05-31,0.0,27.5,22,,,,,,,,,,,
0.0,0.0,17.0,0.0,2021-06-01,0.0,30.5,22,,,,,,,,,,,
0.0,0.0,18.0,0.0,2021-06-02,0.0,35.0,22,,,,,,,,,,,
0.0,0.0,18.0,0.0,2021-06-03,0.0,31.5,22,,,,,,,,,,,
,,,,2021-05-28 00:00:00,,,22,, 3.9,3.885,71.33, 0.0, 0.0, 11.0, 71.0, 3.8, -6999.0, -1.0
,,,,2021-05-28 01:00:00,,,22,, 3.7,3.722,73.44, 0.0, 0.0, 11.0, 73.0, 3.7, -6999.0, -1.0
,,,,2021-05-28 02:00:00,,,22,, 3.5,3.492,74.86, 0.0, 0.0, 11.0, 75.0, 3.4, -6999.0, 0.0
,,,,2021-05-28 03:00:00,,,22,, 3.1,3.094,79.42, 0.0, 0.0, 11.0, 79.0, 3.1, -6999.0, 0.0
,,,,2021-05-28 04:00:00,,,22,, 3.0,3.043,82.4, 0.0, 0.0, 11.0, 82.0, 2.9, -6999.0, 1.0
,,,,2021-05-28 05:00:00,,,22,, 2.9,2.89,83.5, 0.0, 0.0, 11.0, 84.0, 2.8, -6999.0, 0.0
,,,,2021-05-28 06:00:00,,,22,, 3.1,3.128,79.08, 0.0, 0.0, 11.0, 79.0, 2.7, -6999.0, 0.0
,,,,2021-05-28 07:00:00,,,22,, 3.8,3.75,75.79, 0.0, 0.0, 4.1, 76.0, 3.1, -6999.0, 0.0
,,,,2021-05-28 08:00:00,,,22,, 6.7,6.69,62.6, 0.0, 0.0, 6.6, 63.0, 3.1, -6999.0, 0.0
,,,,2021-05-28 09:00:00,,,22,, 8.0,8.0,50.75, 0.0, 0.0, 8.2, 51.0, 3.1, -6999.0, -2.0
,,,,2021-05-28 10:00:00,,,22,1.5, 8.4,8.37,51.73, 0.0, 0.0, 9.5, 52.0, 3.1, -6999.0, -1.0
,,,,2021-05-28 11:00:00,,,22,, 9.1,9.13,49.26, -51.0, -24.0, 10.4, 49.0, 3.1, -6999.0, -1.0
,,,,2021-05-28 12:00:00,,,22,, 7.9,7.884,56.09, 0.0, 0.0, 10.4, 56.0, 3.1, -6999.0, 0.0
,,,,2021-05-28 13:00:00,,,22,, 10.2,10.19,41.71, 0.0, 0.0, 10.9, 42.0, 3.1, -6999.0, -2.0
,,,,2021-05-28 14:00:00,,,22,, 10.7,10.7,40.65, 0.0, 0.0, 10.9, 41.0, 3.1, -6999.0, -2.0
,,,,2021-05-28 15:00:00,,,22,, 10.2,10.19,42.99, 0.0, 0.0, 11.4, 43.0, 3.1, -6999.0, -2.0
