wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
151.0, 56.0, 8.7, 0.4, 2.7, 7.2, 11.1, 8.5, 202.0, 0.0, 4.8, 80.0,2021-05-28 00:00:00, None,22
92.0, 69.0, 5.2, 0.0, 4.6, 7.7, 10.0, 8.5, 185.0, 0.0, 4.8, 78.0,2021-05-28 01:00:00, None,22
70.0, 80.0, 7.2, 2.2, 5.3, 5.6, 8.5, 7.2, 151.0, 0.4, 5.2, 95.0,2021-05-28 02:00:00, None,22
89.0, 78.0, 7.7, 3.4, 4.9, 3.4, 8.5, 6.8, 92.0, 0.0, 5.2, 95.0,2021-05-28 03:00:00, None,22
150.0, 95.0, 5.6, 0.8, 6.5, 9.1, 7.2, 6.9, 70.0, 2.2, 7.4, 94.0,2021-05-28 04:00:00, None,22
177.0, None, None, 0.0, None, 6.9, None, 7.1, None, None, None, 93.0,2021-05-28 05:00:00, None,22
158.0, 94.0, 9.1, 0.0, 6.0, 10.3, 6.9, 8.3, 150.0, 0.8, 11.6, 87.0,2021-05-28 06:00:00, None,22
158.0, 93.0, 6.9, 0.0, 6.0, 15.2, 7.1, 9.4, 177.0, 0.0, 11.6, 83.0,2021-05-28 07:00:00, None,22
149.0, 87.0, 10.3, 0.2, 6.3, 16.1, 8.3, 10.6, 158.0, 0.0, 11.6, 71.0,2021-05-28 08:00:00, None,22
151.0, 83.0, 15.2, 0.0, 6.7, 16.3, 9.4, 12.9, 158.0, 0.0, 11.6, 62.0,2021-05-28 09:00:00, None,22
147.0, 71.0, 16.1, 0.0, 5.6, 15.5, 10.6, 14.7, 149.0, 0.2, 11.8, 59.0,2021-05-28 10:00:00, None,22
114.0, None, None, 4.4, None, 9.6, None, 8.5, None, None, None, 88.0,2021-05-28 11:00:00, None,22
182.0, None, None, 0.0, None, 9.7, None, 10.6, None, None, None, 76.0,2021-05-28 12:00:00, None,22
185.0, 88.0, 9.6, 0.4, 6.6, 12.5, 8.5, 12.8, 114.0, 4.4, 16.0, 65.0,2021-05-28 13:00:00, None,22
157.0, 76.0, 9.7, 0.0, 6.6, 17.5, 10.6, 12.7, 182.0, 0.0, 16.0, 66.0,2021-05-28 14:00:00, None,22
280.0, 65.0, 12.5, 0.2, 6.4, 5.7, 12.8, 10.7, 185.0, 0.4, 15.8, 87.0,2021-05-28 15:00:00, None,22
141.0, None, None, 1.0, None, 17.2, None, 11.0, None, None, None, 78.0,2021-05-28 16:00:00, None,22
187.0, 87.0, 5.7, 0.0, 8.6, 4.2, 10.7, 10.0, 280.0, 0.2, 14.8, 89.0,2021-05-28 17:00:00, None,22
162.0, 78.0, 17.2, 0.0, 7.3, 8.0, 11.0, 10.3, 141.0, 1.0, 13.0, 85.0,2021-05-28 18:00:00, None,22
212.0, 89.0, 4.2, 0.0, 8.3, 4.4, 10.0, 8.4, 187.0, 0.0, 13.0, 95.0,2021-05-28 19:00:00, None,22
