ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
3.0,3.0,3.0,0.0,2016-06-24,0.0,7.5,26
0.0,0.0,13.5,0.0,2016-06-29,0.0,25.5,26
