max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
22.3, None, None, None, None,16.2, 15.9, 0.0, None,-2.0,2022-08-20 00:00:00,10.0, None,34
22.3, None, None, None, None,15.6, 15.5, 0.0, None,1.0,2022-08-20 01:00:00,11.0, None,34
22.3, None, None, None, None,15.0, 14.9, 0.0, None,-6.0,2022-08-20 02:00:00,5.0, None,34
22.3, None, None, None, None,14.6, 14.4, 0.0, None,3.0,2022-08-20 03:00:00,8.0, None,34
22.3, None, None, None, None,14.2, 14.2, 0.0, None,-4.0,2022-08-20 04:00:00,4.0, None,34
22.3, None, None, None, None,14.2, 14.0, 0.0, None,-2.0,2022-08-20 05:00:00,3.0, None,34
22.3, None, None, None, None,14.2, 14.0, 0.0, None,0.0,2022-08-20 06:00:00,3.0, None,34
14.3, None, None, None, None,14.2, 13.3, 0.0, None,3.0,2022-08-20 07:00:00,5.0, None,34
14.4, None, None, None, None,13.9, 13.3, 0.0, None,-2.0,2022-08-20 08:00:00,3.0, None,34
15.3, None, None, None, None,15.1, 13.3, 0.0, None,3.0,2022-08-20 09:00:00,6.0, None,34
16.7, None, None, None, None,16.7, 13.3, 0.0, None,10.0,2022-08-20 10:00:00,15.0, None,34
17.0, None, None, None, None,16.4, 13.3, 0.0, None,-3.0,2022-08-20 11:00:00,12.0, None,34
17.8, None, None, None, None,17.7, 13.3, 0.0, None,0.0,2022-08-20 12:00:00,12.0, None,34
19.2, None, None, None, None,18.6, 13.3, 0.0, None,-3.0,2022-08-20 13:00:00,9.0, None,34
19.7, None, None, None, None,19.4, 13.3, 0.0, None,1.0,2022-08-20 14:00:00,11.0, None,34
20.9, None, None, None, None,20.5, 13.3, 0.0, None,0.0,2022-08-20 15:00:00,11.0, None,34
21.5, None, None, None, None,21.2, 13.3, 0.0, None,0.0,2022-08-20 16:00:00,11.0, None,34
21.5, None, None, None, None,20.8, 13.3, 0.0, None,4.0,2022-08-20 17:00:00,15.0, None,34
21.5, None, None, None, None,21.2, 13.3, 0.0, None,-3.0,2022-08-20 18:00:00,12.0, None,34
21.4, None, None, None, None,20.4, 20.3, 0.0, None,-1.0,2022-08-20 19:00:00,11.0, None,34
21.4, None, None, None, None,18.8, 18.8, 0.0, None,1.0,2022-08-20 20:00:00,12.0, None,34
21.4, None, None, None, None,18.0, 17.6, 0.0, None,0.0,2022-08-20 21:00:00,11.0, None,34
21.4, None, None, None, None,17.6, 17.5, 0.0, None,1.0,2022-08-20 22:00:00,12.0, None,34
21.4, None, None, None, None,17.0, 16.9, 0.0, None,-2.0,2022-08-20 23:00:00,11.0, None,34
21.4, None, None, None, None,16.9, 16.7, 0.0, None,0.0,2022-08-21 00:00:00,11.0, None,34
