RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
16.11, None, None, None, 4.77, 80.5, -11.0, 14.7, -11.0, None, None, None, None, None, None, None, None, 14.88, None, 20.6, 16.0, None, 39.18, None, 14.9, 0.0, None,2022-08-20 00:00:00, None,34
16.07, None, None, None, 5.534, 18.97, -11.0, 14.7, -11.0, None, None, None, None, None, None, None, None, 15.01, None, 20.6, 16.0, None, 40.01, None, 15.0, -0.2, None,2022-08-20 01:00:00, None,34
16.62, None, None, None, 5.829, 354.8, -11.0, 13.8, -11.0, None, None, None, None, None, None, None, None, 13.81, None, 20.6, 17.0, None, 18.07, None, 13.8, 0.3, None,2022-08-20 02:00:00, None,34
20.66, None, None, None, 1.511, 345.2, -9.0, 12.8, -9.0, None, None, None, None, None, None, None, None, 12.84, None, 20.6, 21.0, None, 59.94, None, 12.8, 0.0, None,2022-08-20 03:00:00, None,34
22.91, None, None, None, 2.546, 0.15, -8.0, 12.6, -8.0, None, None, None, None, None, None, None, None, 12.64, None, 20.6, 23.0, None, 43.41, None, 12.6, 0.2, None,2022-08-20 04:00:00, None,34
25.8, None, None, None, 3.207, 7.29, -7.0, 12.3, -7.0, None, None, None, None, None, None, None, None, 12.32, None, 20.6, 26.0, None, 40.2, None, 12.3, 0.1, None,2022-08-20 05:00:00, None,34
28.71, None, None, None, 2.279, 12.66, -5.0, 12.3, -5.0, None, None, None, None, None, None, None, None, 12.41, None, 20.6, 29.0, None, 50.63, None, 12.4, 0.0, None,2022-08-20 06:00:00, None,34
29.33, None, None, None, 3.952, 348.7, -5.0, 12.3, -5.0, None, None, None, None, None, None, None, None, 12.9, None, 12.9, 29.0, None, 36.01, None, 12.9, -0.2, None,2022-08-20 07:00:00, None,34
21.97, None, None, None, 1.694, 29.11, -8.0, 12.3, -8.0, None, None, None, None, None, None, None, None, 13.81, None, 13.8, 22.0, None, 49.63, None, 13.8, -0.2, None,2022-08-20 08:00:00, None,34
19.27, None, None, None, 0.849, 63.78, -8.0, 12.3, -8.0, None, None, None, None, None, None, None, None, 15.75, None, 15.8, 19.0, None, 58.64, None, 15.8, -0.5, None,2022-08-20 09:00:00, None,34
