pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 15.26, 88.4, None, None, None, None, None, None, 13.0, 15.3, 15.2, 1.0, 13.0, None, 25.0, 88.0, None,2022-08-20 00:00:00, None, None, None,34
None, None, 14.19, 90.8, None, None, None, None, None, None, 13.0, 14.2, 14.0, 0.8, 13.0, None, 25.0, 91.0, None,2022-08-20 01:00:00, None, None, None,34
None, None, 14.38, 89.0, None, None, None, None, None, None, 13.0, 14.4, 14.0, -0.1, 13.0, None, 25.0, 89.0, None,2022-08-20 02:00:00, None, None, None,34
None, None, 14.98, 82.4, None, None, None, None, None, None, 12.0, 15.0, 14.0, 0.0, 12.0, None, 25.0, 82.0, None,2022-08-20 03:00:00, None, None, None,34
None, None, 14.37, 85.8, None, None, None, None, None, None, 12.0, 14.4, 14.0, 0.1, 12.0, None, 25.0, 86.0, None,2022-08-20 04:00:00, None, None, None,34
None, None, 13.88, 91.6, None, None, None, None, None, None, 13.0, 13.9, 13.9, 2.5, 13.0, None, 25.0, 92.0, None,2022-08-20 05:00:00, None, None, None,34
None, None, 13.95, 91.3, None, None, None, None, None, None, 13.0, 14.0, 13.8, 0.8, 13.0, None, 25.0, 91.0, None,2022-08-20 06:00:00, None, None, None,34
None, None, 13.83, 92.1, None, None, None, None, None, None, 13.0, 13.8, 13.8, 1.2, 13.0, None, 14.0, 92.0, None,2022-08-20 07:00:00, None, None, None,34
None, None, 14.05, 91.5, None, None, None, None, None, None, 13.0, 14.1, 13.8, 0.3, 13.0, None, 14.1, 92.0, None,2022-08-20 08:00:00, None, None, None,34
None, None, 14.76, 88.4, None, None, None, None, None, None, 13.0, 14.8, 13.8, 0.1, 13.0, None, 14.8, 88.0, None,2022-08-20 09:00:00, None, None, None,34
None, None, 15.86, 84.7, None, None, None, None, None, None, 13.0, 15.9, 13.8, 0.1, 13.0, None, 15.8, 85.0, None,2022-08-20 10:00:00, None, None, None,34
None, None, 18.71, 79.27, None, None, None, None, None, None, 15.0, 18.7, 13.8, -0.1, 15.0, None, 18.7, 79.0, None,2022-08-20 11:00:00, None, None, None,34
None, None, 20.54, 68.93, None, None, None, None, None, None, 15.0, 20.5, 13.8, -0.1, 15.0, None, 20.5, 69.0, None,2022-08-20 12:00:00, None, None, None,34
None, None, 21.23, 72.29, None, None, None, None, None, None, 16.0, 21.2, 13.8, 0.0, 16.0, None, 21.8, 72.0, None,2022-08-20 13:00:00, None, None, None,34
None, None, 24.7, 59.97, None, None, None, None, None, None, 16.0, 24.7, 13.8, -0.3, 16.0, None, 24.5, 60.0, None,2022-08-20 14:00:00, None, None, None,34
None, None, 25.36, 47.54, None, None, None, None, None, None, 12.0, 25.4, 13.8, -0.4, 12.0, None, 26.1, 48.0, None,2022-08-20 15:00:00, None, None, None,34
